MDTU,|Tr(Lx)|
2,0.102451
4,0.0800546
6,0.0577315
8,0.0146347
10,0.0688868
12,0.041756
14,0.0679394
16,0.0486913
18,0.0128277
20,0.0128277
22,0.0233581
24,0.0623846
26,0.0623846
28,0.0623846
30,0.0755735
32,0.059357
34,0.0295091
36,0.0295091
38,0.0702414
40,0.0702414
42,0.0702414
44,0.0453795
46,0.0731094
48,0.0318245
50,0.0240687
52,0.0139023
54,0.0724596
56,0.0488211
58,0.0443842
60,0.0739064
62,0.050308
64,0.050308
66,0.0910169
68,0.0715059
70,0.0488041
72,0.0324118
74,0.0709124
76,0.018821
78,0.0441802
80,0.0441802
82,0.050367
84,0.044072
86,0.0476083
88,0.0583001
90,0.0748478
92,0.0389442
94,0.0389442
96,0.0526476
98,0.0224516
100,0.0548826
102,0.0644598
104,0.0479535
106,0.0664394
108,0.013296
110,0.0691894
112,0.0691894
114,0.00310668
116,0.0504523
118,0.0685065
120,0.0280172
122,0.0163892
124,0.0961463
126,0.112252
128,0.052763
130,0.0525637
132,0.10992
134,0.0225351
136,0.039879
138,0.0879642
140,0.0999562
142,0.0415391
144,0.0674095
146,0.0580809
148,0.0575137
150,0.0558914
152,0.0182657
154,0.104226
156,0.0738263
158,0.0252888
160,0.132563
162,0.0626005
164,0.00870509
166,0.0609013
168,0.0609013
170,0.0338178
172,0.0519573
174,0.020757
176,0.0329659
178,0.0693597
180,0.0693597
182,0.0575236
184,0.0288981
186,0.0252567
188,0.0927923
190,0.0170597
192,0.0348031
194,0.0417234
196,0.106998
198,0.0376214
200,0.0524945
202,0.065181
204,0.0385518
206,0.0588484
208,0.0223871
210,0.0223871
212,0.0542757
214,0.0222147
216,0.0222147
218,0.0463492
220,0.0463492
222,0.0837394
224,0.0606594
226,0.115616
228,0.112658
230,0.112658
232,0.0796632
234,0.035349
236,0.035349
238,0.0360699
240,0.112571
242,0.0485365
244,0.0485365
246,0.0126004
248,0.0744875
250,0.0191305
252,0.00962389
254,0.0247357
256,0.00944568
258,0.00702538
260,0.04411
262,0.0180243
264,0.0691322
266,0.105037
268,0.0556465
270,0.0957927
272,0.111677
274,0.0274991
276,0.0119633
278,0.0119633
280,0.0119633
282,0.0219709
284,0.0977133
286,0.0330446
288,0.0109542
290,0.113268
292,0.0408456
294,0.0532229
296,0.0532229
298,0.0736016
300,0.0729083
302,0.0531584
304,0.0697654
