ReTr(Lx),ImTr(Lx)
0.0653167,0.0789293
-0.0490052,0.0633027
-0.0513357,0.0264117
0.00734513,-0.0126579
-0.0247038,0.0643048
0.0162849,-0.0384495
0.0451647,-0.0507535
0.0480505,0.00787362
0.0110957,-0.00643718
0.0110957,-0.00643718
-0.022823,-0.00497122
0.00437533,-0.062231
0.00437533,-0.062231
0.00437533,-0.062231
0.0466952,0.0594215
0.0221702,-0.0550612
-0.0212343,-0.0204912
-0.0212343,-0.0204912
-0.0413073,0.0568117
-0.0413073,0.0568117
-0.0413073,0.0568117
-0.0186118,0.0413872
-0.0622605,0.0383225
0.0151082,0.0280097
0.0239227,0.0026474
-0.0136629,0.00256908
0.0528592,0.0495612
0.0410972,0.0263538
0.0128192,-0.0424927
-0.0731388,0.0106238
0.0487495,0.0124248
0.0487495,0.0124248
-0.0811838,0.0411493
-0.0426687,-0.0573802
0.048075,-0.00840433
-0.0323758,-0.00152592
0.0528905,0.0472352
-0.0135381,0.0130748
-0.0415698,0.0149612
-0.0415698,0.0149612
-0.0374812,0.0336452
0.0434667,0.00727962
0.0399013,-0.0259698
0.032517,-0.0483895
-0.0630288,-0.0403678
-0.0168313,-0.0351192
-0.0168313,-0.0351192
0.0526473,0.000178055
0.00794502,-0.0209988
-0.00873428,0.0541832
0.026101,0.058939
0.0325955,0.035172
0.0662582,-0.00490338
-0.00910778,0.00968673
0.043738,-0.0536112
0.043738,-0.0536112
0.00308218,-0.00038933
-0.00407222,0.0502877
-0.0664917,-0.0164925
-0.0232977,-0.0155622
0.0147375,0.00717023
-0.0862157,0.0425555
-0.111647,-0.0116363
0.0228112,0.0475772
0.0524967,-0.00265393
0.0154993,-0.108821
0.01622,-0.0156443
0.0128739,0.0377438
-0.0135363,-0.0869165
0.0761932,-0.0646982
0.034496,0.0231413
-0.0621502,0.0261035
0.0108762,-0.0570535
0.0567062,0.00960372
0.00945308,0.0550862
0.0132268,-0.0125971
-0.0430777,0.0949068
0.0327627,0.0661583
-0.0250103,-0.00374273
-0.0346715,0.127948
-0.0611203,0.0135324
0.00743417,-0.00452898
-0.0192437,0.057781
-0.0192437,0.057781
-0.027614,0.019522
-0.0355018,-0.0379365
0.0134379,-0.01582
-0.0189895,-0.0269472
-0.0298083,0.0626277
-0.0298083,0.0626277
-0.055165,0.0163029
-0.0128136,0.025902
0.00217183,0.0251632
-0.0583285,0.0721678
-0.000553902,-0.0170507
-0.0137009,-0.0319928
-0.033286,-0.0251572
-0.0595083,-0.0889232
0.0168687,0.0336277
-0.0503577,0.014825
0.0624842,0.0185552
0.0369838,-0.0108829
0.0582193,0.00858133
0.0175292,0.0139251
0.0175292,0.0139251
0.0504955,0.0199012
-0.0170917,0.0141904
-0.0170917,0.0141904
0.00371792,-0.0461998
0.00371792,-0.0461998
-0.065581,-0.0520713
-0.0152351,-0.058715
-0.114965,-0.0122505
-0.0743232,0.0846628
-0.0743232,0.0846628
-0.00739378,-0.0793193
-0.0119793,0.0332573
-0.0119793,0.0332573
0.0344302,0.0107519
0.100102,-0.0514952
-0.0364118,0.0320932
-0.0364118,0.0320932
-0.00595452,0.0111046
0.069129,0.027741
-0.00225713,0.0189968
-0.00696652,0.0066398
-0.0240112,-0.0059428
0.00932805,-0.00148606
-0.0069765,0.000827307
0.0440773,-0.00169805
0.0117958,0.0136285
0.0684027,0.0100168
-0.0934472,-0.0479618
-0.0519377,-0.0199752
-0.095652,-0.00518987
0.0627527,0.0923793
-0.00133502,-0.0274667
0.000738632,-0.0119405
0.000738632,-0.0119405
0.000738632,-0.0119405
0.00465787,-0.0214715
-0.0972892,-0.0090948
0.0167267,-0.0284985
-0.00544328,-0.00950603
0.0481072,-0.102544
0.0299832,0.0277375
0.0348037,-0.0402663
0.0348037,-0.0402663
-0.0493875,0.0545717
0.0475805,-0.0552423
0.049701,0.018858
-0.0478455,0.0507742
-0.0617717,-0.027835
-0.00731363,0.0284595
0.0342555,-0.0290223
0.0975233,0.0146935
0.0526413,0.0352637
-0.0278537,0.0206843
-0.10407,0.00297048
-0.10407,0.00297048
-0.0827407,0.0170267
0.02653,0.00701592
-0.00532562,-0.0213055
-0.00698195,-0.0246707
0.0124881,-0.0490342
-0.00827343,-0.0410297
-0.00827343,-0.0410297
-0.0508867,0.0125366
-0.00211807,-0.0441642
-0.0234418,0.0128317
-0.0918058,-0.00962713
-0.0763915,-0.0180257
0.0056212,-0.0620315
0.0056212,-0.0620315
-0.0288993,-0.0756722
-0.0076552,-0.0589362
-0.0477603,0.0376687
0.0115065,0.0732837
-0.122864,-0.067168
0.00618675,0.00981393
0.0156608,-0.0151818
-0.0479555,-0.00474765
0.019232,0.0308107
-0.0626518,0.00912798
-0.0315043,0.0130019
