MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.00461765,0.00227347,-0.00401921
4,0.00298407,0.0027732,0.00110183
6,0.00269805,0.00269629,-9.73468e-05
8,0.00513781,0.0033851,-0.00386499
10,0.00166555,0.00165163,-0.000214861
12,0.00234185,-0.00233781,-0.000137473
14,0.00202936,0.00202772,8.16397e-05
16,0.00218269,-0.000365866,0.00215181
18,0.00187199,0.000728122,-0.00172459
20,0.00187199,0.000728122,-0.00172459
22,0.00425936,0.00412654,-0.00105539
24,0.00144968,-0.000674267,0.00128333
26,0.00144968,-0.000674267,0.00128333
28,0.00144968,-0.000674267,0.00128333
30,0.002361,-0.00173265,-0.00160382
32,0.00125486,0.00123782,0.000206109
34,0.00391967,0.000969681,0.00379784
36,0.00391967,0.000969681,0.00379784
38,0.00458439,0.00043249,-0.00456394
40,0.00458439,0.00043249,-0.00456394
42,0.00458439,0.00043249,-0.00456394
44,0.00498692,-0.00485127,0.00115521
46,0.000920511,0.000460534,-0.000797025
48,0.000748681,-0.000197565,-0.000722144
50,0.00301258,-0.00132493,0.00270558
52,0.00279674,0.00225461,0.00165484
54,0.00164731,-0.00108261,-0.00124161
56,0.000571092,0.000511319,0.00025436
58,0.00319186,0.00318718,0.000172753
60,0.00312353,0.00268179,0.00160139
62,0.000679956,0.000675824,-7.48485e-05
64,0.000679956,0.000675824,-7.48485e-05
66,0.00108754,-0.000259708,-0.00105608
68,0.000854222,-0.00083239,-0.000191887
70,0.000619848,2.94545e-05,-0.000619148
72,0.00193134,-0.00178212,0.000744401
74,0.00254652,-0.00236541,0.000943183
76,0.00206576,-0.00156783,-0.00134509
78,0.00220981,-0.00218078,0.000356996
80,0.00220981,-0.00218078,0.000356996
82,0.00488504,0.00469922,0.00133454
84,0.00289243,-0.0026234,-0.00121818
86,0.00114903,-0.000974994,0.000607991
88,0.00371143,-0.00361456,0.000842445
90,0.000755859,0.000132776,0.000744106
92,0.00263295,-0.00126082,0.00231144
94,0.00263295,-0.00126082,0.00231144
96,0.000190805,-0.000181604,5.8534e-05
98,0.000761463,0.00069344,0.00031459
100,0.00132949,0.00119479,-0.00058311
102,0.00374492,-0.00252729,-0.00276355
104,0.00203534,-3.49354e-05,0.00203504
106,0.00327169,0.00256093,-0.00203608
108,0.00392051,-0.0038234,0.000867175
110,0.00365781,0.00327389,0.00163132
112,0.00365781,0.00327389,0.00163132
114,0.00148393,0.000155888,0.00147572
116,0.0010905,-0.00019189,0.00107349
118,0.00211933,0.00145448,-0.00154145
120,0.000757134,0.000535089,0.000535659
122,0.00293206,-0.000920067,-0.00278396
124,0.00630403,-0.00413784,-0.00475595
126,0.00331438,-0.0030868,-0.00120696
128,0.00328613,-0.00328339,-0.000133994
130,7.41062e-05,6.80244e-05,2.94009e-05
132,0.00266,0.00240532,-0.0011358
134,0.00259345,-0.00252512,0.000591391
136,0.00207214,-0.000688699,0.00195434
138,0.00318312,0.00204173,0.00244204
140,0.00238601,0.000465209,0.00234022
142,0.00171485,0.00164223,-0.000493766
144,0.00643737,-0.00334499,-0.00550007
146,0.00114467,0.000395185,-0.00107429
148,0.00134013,0.00118604,0.000623899
150,0.00173048,0.000725333,0.00157113
152,0.00264225,0.00190546,-0.0018305
154,0.000855023,0.000843893,-0.000137506
156,0.00114622,-0.00105537,0.000447243
158,0.000814017,-0.000810117,7.9595e-05
160,0.00183136,0.000720083,-0.00168385
162,0.00221077,-0.00115389,-0.00188574
164,0.000435653,0.000363702,-0.000239821
166,0.00244561,-0.00241562,-0.000381788
168,0.00244561,-0.00241562,-0.000381788
170,0.00361069,0.0035393,0.000714467
172,0.00126263,0.00119222,-0.000415728
174,0.00152768,0.00147889,-0.000383009
176,0.00554867,0.00216887,-0.00510722
178,0.00183558,0.000886864,0.00160712
180,0.00183558,0.000886864,0.00160712
182,0.00240387,-0.00196562,0.00138381
184,0.00260627,0.00239913,0.00101826
186,0.00493305,0.000556061,-0.00490161
188,0.0033037,0.00224285,0.00242571
190,0.00236226,0.00190559,-0.00139606
192,0.000398381,0.000155823,0.000366643
194,0.00358257,-0.00354985,-0.000483112
196,0.00103277,0.000485157,0.000911719
198,0.00317618,-0.00280066,-0.00149813
200,0.00379044,0.00374831,0.000563592
202,0.00362463,0.00182465,-0.00313186
204,0.000881395,0.00077923,-0.000411894
206,0.00100664,0.000263443,0.000971556
208,0.00399635,-0.00299587,0.00264492
210,0.00399635,-0.00299587,0.00264492
212,0.00371187,-0.00328849,-0.00172158
214,0.00338281,0.00326109,0.000899284
216,0.00338281,0.00326109,0.000899284
218,0.00111734,-0.0008756,0.000694104
220,0.00111734,-0.0008756,0.000694104
222,0.00163935,-0.00156187,0.000498034
224,0.00248319,-0.000491347,0.00243409
226,0.00325276,-0.00176941,-0.0027294
228,0.0011645,-0.000883154,-0.000759006
230,0.0011645,-0.000883154,-0.000759006
232,0.00227811,-0.00215466,-0.000739752
234,0.00429964,-0.00314578,0.00293104
236,0.00429964,-0.00314578,0.00293104
238,0.00427321,-0.00177374,0.0038877
240,0.00294807,-0.00254768,-0.00148338
242,0.00684809,0.00525217,0.00439444
244,0.00684809,0.00525217,0.00439444
246,0.0060523,0.001166,-0.00593892
248,0.00102952,-0.000667616,-0.000783713
250,0.00608066,0.00011251,0.00607962
252,0.000416122,-0.000415423,2.41102e-05
254,0.0039641,-0.00121832,0.00377224
256,0.003432,-0.00340878,0.000398541
258,0.00243552,-0.00218984,0.00106601
260,0.00224684,-0.00086335,0.00207434
262,0.00389658,0.00174337,-0.00348482
264,0.000935405,0.000788379,-0.000503429
266,0.00539539,-0.00512751,0.00167894
268,0.00438002,-0.00242303,-0.00364877
270,0.000873274,-0.000869831,-7.74696e-05
272,0.00192958,-0.00190012,0.000335914
274,0.00495276,0.00490378,0.000694796
276,0.00270229,-0.00242184,0.00119878
278,0.00270229,-0.00242184,0.00119878
280,0.00270229,-0.00242184,0.00119878
282,0.000519155,7.92782e-05,0.000513066
284,0.00380751,-0.0037998,-0.000242224
286,0.00156651,0.00127444,0.000910904
288,0.00512989,-0.00426455,-0.0028512
290,0.00212279,0.00211845,-0.000135654
292,0.00380892,0.0037133,-0.00084811
294,0.00026212,1.86226e-05,-0.000261458
296,0.00026212,1.86226e-05,-0.000261458
298,0.00862863,0.00848577,-0.00156364
300,0.00426214,0.00370459,-0.00210757
302,0.00428076,-0.0029438,0.00310788
304,0.00116334,0.000623208,0.000982328
306,0.00357614,-0.00337097,0.00119387
308,0.00237026,-0.00237025,8.06354e-06
310,0.00424669,0.00418418,-0.000725928
312,0.00283505,-0.00268492,-0.000910331
314,0.00156535,-0.00105638,0.00115516
316,0.00358487,-0.0014502,0.00327844
318,0.00157292,0.000864522,0.00131403
320,0.00157292,0.000864522,0.00131403
322,0.00261083,-0.00260708,-0.000139801
324,0.00305892,0.00086382,-0.00293442
326,0.00415181,-0.00173526,0.00377179
328,0.00211679,-0.00169367,0.00126976
330,0.00230247,-0.000666394,-0.00220392
332,0.00380193,-0.00160896,0.00344469
334,0.00380193,-0.00160896,0.00344469
336,0.00330126,0.00326887,-0.000461316
338,0.00191232,-0.00162959,-0.0010007
340,0.000870879,-0.000693826,-0.000526341
342,0.00147426,-0.000591404,0.00135043
344,0.00442837,-0.0019384,-0.00398159
346,0.0031056,0.00256349,0.00175307
348,0.0031056,0.00256349,0.00175307
