MDTU,min_width,max_width
2,0.957476,0.189919
4,1.10864,0.250429
6,1.09735,0.299275
8,1.11227,0.294104
10,1.07032,0.25945
12,0.975885,0.29028
14,1.03044,0.266761
16,1.06625,0.300934
18,1.04986,0.301751
20,1.04986,0.301751
22,1.13112,0.286316
24,1.1165,0.281035
26,1.1165,0.281035
28,1.1165,0.281035
30,0.998153,0.26898
32,0.997515,0.244868
34,0.991179,0.272364
36,0.991179,0.272364
38,0.936556,0.248615
40,0.936556,0.248615
42,0.936556,0.248615
44,1.08231,0.2707
46,1.13131,0.268884
48,0.972559,0.257681
50,0.975166,0.25767
52,1.12385,0.275558
54,1.05767,0.279171
56,1.08772,0.295079
58,1.13971,0.296949
60,1.15294,0.300002
62,1.09064,0.293179
64,1.09064,0.293179
66,1.07437,0.274503
68,1.20482,0.311752
70,1.17633,0.321417
72,1.06456,0.298827
74,1.05261,0.281095
76,1.10645,0.302737
78,1.03746,0.291135
80,1.03746,0.291135
82,1.13048,0.307354
84,1.18961,0.315984
86,1.15385,0.297497
88,1.06864,0.304619
90,1.17013,0.311915
92,1.07823,0.294673
94,1.07823,0.294673
96,1.09506,0.293298
98,1.02967,0.291839
100,1.12525,0.275928
102,1.07127,0.296498
104,1.07706,0.306824
106,1.09665,0.303616
108,1.07101,0.300755
110,1.17823,0.299978
112,1.17823,0.299978
114,1.16977,0.290855
116,1.22085,0.313852
118,1.21707,0.307839
120,1.23958,0.3085
122,1.24287,0.327257
124,1.25362,0.331415
126,1.18023,0.33382
128,1.24449,0.332712
130,1.20654,0.32872
132,1.13376,0.320036
134,1.04115,0.298916
136,1.06633,0.297645
138,1.08037,0.312047
140,1.09852,0.30481
142,1.15399,0.310575
144,1.16695,0.32425
146,1.25075,0.332585
148,1.22219,0.325042
150,1.19802,0.314366
152,1.16669,0.315658
154,1.20097,0.342855
156,1.29856,0.353088
158,1.31006,0.374068
160,1.38575,0.366591
162,1.22171,0.357415
164,1.29483,0.34408
166,1.22469,0.349851
168,1.22469,0.349851
170,1.24266,0.362653
172,1.29825,0.36201
174,1.33784,0.350502
176,1.22484,0.346286
178,1.21394,0.339629
180,1.21394,0.339629
182,1.20826,0.309532
184,1.2093,0.324007
186,1.22318,0.308672
188,1.12934,0.295382
190,0.984966,0.256662
192,1.02066,0.248718
194,0.872486,0.218564
196,0.8893,0.205465
198,0.85541,0.189814
200,0.799809,0.213208
202,0.834631,0.243294
204,1.01442,0.231436
206,0.866524,0.238901
208,0.965067,0.221362
210,0.965067,0.221362
212,0.922669,0.214196
214,0.905266,0.220008
216,0.905266,0.220008
218,0.900728,0.221818
220,0.900728,0.221818
222,0.922011,0.206689
224,0.77078,0.197842
226,0.863904,0.178708
228,0.771172,0.198027
230,0.771172,0.198027
232,0.746588,0.204928
234,0.762665,0.20629
236,0.762665,0.20629
238,0.80826,0.206871
240,0.762624,0.202987
242,0.887816,0.190139
244,0.887816,0.190139
246,0.82289,0.194806
248,0.845991,0.19599
250,0.803271,0.203253
252,0.904029,0.238663
254,0.905295,0.234177
256,0.934871,0.256361
258,0.948447,0.246836
260,0.918667,0.251543
262,0.871461,0.229144
264,0.893204,0.212825
266,0.758399,0.199583
268,0.902394,0.232084
270,0.945984,0.248094
272,0.97546,0.270162
274,1.07353,0.281743
276,1.01772,0.274181
278,1.01772,0.274181
280,1.01772,0.274181
282,1.07053,0.266185
284,1.09117,0.291772
286,1.13656,0.302857
288,0.99875,0.293254
290,1.10254,0.293415
292,1.10305,0.292875
294,1.10441,0.275544
296,1.10441,0.275544
298,1.11292,0.285672
300,0.989033,0.262734
302,1.03546,0.286277
304,1.02858,0.281969
306,1.0034,0.23942
308,0.935325,0.238953
310,1.05664,0.246603
312,0.979612,0.261408
314,1.02041,0.256813
316,0.914724,0.254567
318,0.897418,0.244457
320,0.897418,0.244457
322,0.865116,0.238645
324,0.978214,0.244731
326,0.981297,0.263658
328,1.04872,0.247511
330,1.01502,0.262931
332,1.03469,0.255987
334,1.03469,0.255987
336,1.0595,0.262084
338,1.01789,0.254866
340,1.03523,0.250162
342,0.955392,0.273234
344,1.10892,0.304108
346,1.03601,0.292924
348,1.03601,0.292924
350,1.04751,0.281603
352,1.03305,0.251147
354,0.970175,0.238946
356,0.919218,0.22835
358,0.947459,0.252462
360,0.951028,0.246365
362,0.970548,0.2464
364,1.0798,0.242277
366,0.994961,0.264015
368,0.973126,0.263551
370,0.973954,0.246727
372,1.10612,0.274526
374,1.0289,0.265603
376,1.07327,0.26869
378,1.09529,0.289129
380,1.05996,0.286515
382,1.01573,0.294245
384,1.08868,0.298152
386,1.09121,0.302372
388,1.06102,0.27792
390,1.14335,0.298872
392,1.14335,0.298872
394,1.10492,0.302558
396,1.15643,0.294857
398,1.09409,0.295198
400,1.09113,0.299368
402,1.1276,0.299186
404,1.05812,0.269651
406,1.18065,0.289738
408,1.12125,0.287581
410,1.12125,0.287581
412,1.04067,0.281568
414,1.02554,0.268561
416,1.00343,0.266263
418,1.08239,0.274128
420,1.11545,0.291615
422,1.11545,0.291615
424,1.1512,0.298638
426,1.18658,0.315106
428,1.15821,0.316592
430,1.11891,0.305516
432,1.10886,0.288781
434,1.09184,0.28835
436,1.06423,0.295872
438,0.942751,0.253953
440,1.04728,0.275636
442,1.02761,0.260218
444,1.02761,0.260218
446,1.05206,0.267875
448,1.02334,0.250526
