MDTU,min_min,min_max,max_min,max_max
2,-4.8048,-0.0998694,-0.0922592,0.739218
4,-4.95723,-0.0277236,-0.20101,0.825112
6,-4.14597,0.258151,-0.132766,0.972309
8,-5.05046,0.0523988,-0.089593,0.910093
10,-5.47277,-0.0871957,-0.109751,0.891243
12,-3.67807,0.117307,-0.152095,0.916773
14,-5.4018,0.0185584,-0.0830033,0.892076
16,-4.88652,0.130032,-0.209704,0.981194
18,-3.69893,0.182089,-0.130603,1.04035
20,-3.69893,0.182089,-0.130603,1.04035
22,-4.71938,0.0991561,-0.118642,0.897288
24,-4.71538,0.122855,-0.14797,0.964221
26,-4.71538,0.122855,-0.14797,0.964221
28,-4.71538,0.122855,-0.14797,0.964221
30,-3.94812,0.0498119,-0.15744,0.879897
32,-4.6039,-0.112523,-0.0618228,0.84173
34,-4.11023,-0.0476652,-0.137914,0.890761
36,-4.11023,-0.0476652,-0.137914,0.890761
38,-5.22898,-0.0708343,-0.226233,0.842527
40,-5.22898,-0.0708343,-0.226233,0.842527
42,-5.22898,-0.0708343,-0.226233,0.842527
44,-4.64573,0.0294279,-0.148573,0.938274
46,-5.27268,0.075617,-0.0420692,0.9059
48,-4.58541,-0.0031696,-0.252755,0.891654
50,-4.87479,-0.0580877,-0.152277,0.867454
52,-4.9251,0.191482,-0.213524,0.927028
54,-4.77846,-0.0137905,-0.198004,0.959947
56,-6.11376,0.154406,-0.109204,0.949335
58,-5.04589,0.147325,-0.111924,1.01343
60,-4.97287,0.201911,-0.13848,0.946459
62,-4.51858,0.0467198,-0.174042,0.908682
64,-4.51858,0.0467198,-0.174042,0.908682
66,-4.90292,-0.0850511,-0.120368,0.917815
68,-4.8122,0.29571,-0.0613549,0.969619
70,-4.62137,0.194058,-0.0816715,0.989836
72,-4.95061,-0.0268627,-0.1047,0.932669
74,-4.54564,-0.00258358,-0.1518,0.907196
76,-4.26636,0.0194434,-0.147396,0.955435
78,-4.24058,0.0565589,-0.177481,0.944419
80,-4.24058,0.0565589,-0.177481,0.944419
82,-4.35965,0.0649807,-0.147198,1.04058
84,-5.35419,0.29003,-0.133347,1.03271
86,-5.84096,0.192769,-0.134231,1.0285
88,-4.99458,0.202374,-0.138372,1.0796
90,-5.2204,0.103762,-0.0932057,0.988044
92,-4.54285,0.0471173,-0.110493,0.891981
94,-4.54285,0.0471173,-0.110493,0.891981
96,-4.25516,0.0765899,-0.254958,0.990459
98,-4.74848,0.11062,-0.121148,0.964998
100,-6.65314,0.0286314,-0.0774685,0.868581
102,-4.83032,0.0905275,-0.0838649,0.98124
104,-5.01047,0.0694795,-0.102949,0.965753
106,-4.0645,0.0825423,-0.121187,0.945938
108,-5.07122,0.0596969,-0.194025,0.96284
110,-4.51284,0.234717,-0.0631803,0.958225
112,-4.51284,0.234717,-0.0631803,0.958225
