MDTU,S_B
2,0.430631
4,0.490283
6,0.524771
8,0.536619
10,0.530111
12,0.559572
14,0.5513
16,0.544282
18,0.534251
20,0.534251
22,0.548888
24,0.552552
26,0.552552
28,0.552552
30,0.522511
32,0.536802
34,0.564297
36,0.564297
38,0.553992
40,0.553992
42,0.553992
44,0.534919
46,0.552991
48,0.537561
50,0.555692
52,0.533606
54,0.555135
56,0.542325
58,0.55425
60,0.555729
62,0.536123
64,0.536123
66,0.551566
68,0.551229
70,0.541628
72,0.552903
74,0.547217
76,0.559587
78,0.55597
80,0.55597
82,0.536391
84,0.537369
86,0.549612
88,0.543678
90,0.555283
92,0.557151
94,0.557151
96,0.55386
98,0.545451
100,0.535596
102,0.546169
104,0.548888
106,0.557037
108,0.550434
110,0.557538
112,0.557538
114,0.556077
116,0.553473
118,0.544818
120,0.53043
122,0.548406
124,0.560159
126,0.536336
128,0.537222
130,0.534506
132,0.534816
134,0.545606
136,0.540619
138,0.534026
140,0.532296
142,0.571263
144,0.563673
146,0.552532
148,0.537762
150,0.552396
152,0.557908
154,0.543714
156,0.551227
158,0.542028
160,0.555719
162,0.54912
164,0.517086
166,0.529405
168,0.529405
170,0.545021
172,0.544279
174,0.525038
176,0.543096
178,0.54043
180,0.54043
182,0.555077
184,0.54054
186,0.541085
188,0.522199
190,0.535377
192,0.542873
194,0.539563
196,0.536463
198,0.555653
200,0.544319
202,0.535829
204,0.551061
206,0.530767
208,0.536014
210,0.536014
212,0.571594
214,0.565967
216,0.565967
218,0.545887
220,0.545887
222,0.545934
224,0.563192
226,0.54797
228,0.549247
230,0.549247
232,0.544484
234,0.538536
236,0.538536
238,0.553704
240,0.540518
242,0.56408
244,0.56408
246,0.557874
248,0.546491
250,0.564574
252,0.543939
254,0.533741
256,0.548789
258,0.552137
260,0.534194
262,0.549762
264,0.544332
266,0.56331
268,0.541934
270,0.545256
272,0.527427
274,0.548637
276,0.54423
278,0.54423
280,0.54423
282,0.545629
284,0.541123
286,0.552065
288,0.540809
290,0.528172
292,0.553632
294,0.542393
296,0.542393
298,0.553473
300,0.546685
302,0.548562
304,0.540043
306,0.553588
308,0.570736
310,0.554958
312,0.55464
314,0.54422
316,0.552348
318,0.548274
320,0.548274
322,0.571689
324,0.571344
326,0.538327
328,0.546604
330,0.536146
332,0.55458
334,0.55458
336,0.552098
338,0.550465
340,0.544048
342,0.545542
344,0.550674
346,0.524182
348,0.524182
350,0.563287
352,0.541112
354,0.533156
356,0.539749
358,0.56041
360,0.539459
362,0.549034
364,0.542318
366,0.533629
368,0.555313
370,0.538542
372,0.548989
374,0.546793
376,0.550987
378,0.529727
380,0.548465
382,0.532148
384,0.538178
386,0.531959
388,0.569712
390,0.556926
392,0.556926
394,0.53215
396,0.548884
398,0.545615
400,0.550998
402,0.535296
404,0.546515
406,0.549141
408,0.541552
410,0.541552
412,0.538186
414,0.55179
416,0.535824
418,0.566289
420,0.569161
422,0.569161
424,0.518206
426,0.546265
428,0.5476
430,0.551884
432,0.568444
434,0.567243
436,0.555106
438,0.55995
440,0.539361
442,0.548301
444,0.548301
446,0.549154
448,0.543631
450,0.547829
452,0.537263
454,0.549278
456,0.548467
458,0.562271
460,0.562271
462,0.540992
464,0.561918
466,0.547619
468,0.541434
470,0.534065
472,0.527971
474,0.545913
476,0.543733
478,0.543733
480,0.546349
482,0.546349
484,0.549205
486,0.553
488,0.53493
490,0.535214
492,0.531886
494,0.544067
496,0.544067
498,0.564291
500,0.54229
502,0.58148
504,0.58148
506,0.566761
508,0.549484
510,0.560776
512,0.560776
514,0.538394
516,0.518539
518,0.53363
520,0.552627
522,0.550915
524,0.550915
526,0.563966
528,0.563966
530,0.563966
532,0.557615
534,0.5487
536,0.559046
538,0.539142
540,0.532496
542,0.515675
544,0.542706
546,0.554951
548,0.522089
550,0.539828
552,0.524403
554,0.520743
556,0.545354
558,0.525494
560,0.533979
562,0.542063
564,0.552236
566,0.5232
568,0.53605
570,0.5366
572,0.543246
574,0.543094
576,0.532589
578,0.542387
580,0.540828
582,0.564787
584,0.562542
586,0.562542
588,0.535094
590,0.526801
592,0.559077
594,0.524259
596,0.558376
598,0.554219
600,0.548347
602,0.553744
604,0.553744
606,0.572613
608,0.558921
610,0.536353
612,0.553618
614,0.559086
616,0.538456
618,0.54055
620,0.529533
622,0.541285
624,0.549534
626,0.555509
628,0.541649
630,0.528904
632,0.546335
634,0.551629
636,0.55389
638,0.537261
640,0.545889
642,0.545889
644,0.567914
646,0.548842
648,0.548842
650,0.548842
652,0.543744
654,0.560779
656,0.548858
658,0.544441
660,0.53817
662,0.545619
664,0.532492
666,0.545396
668,0.561378
670,0.540316
672,0.553203
674,0.553203
676,0.544737
678,0.533008
680,0.528059
682,0.551659
684,0.551659
686,0.551659
688,0.548365
690,0.548365
692,0.548365
694,0.548365
696,0.552537
698,0.552537
700,0.532234
702,0.540041
704,0.556663
706,0.541296
708,0.558508
710,0.567223
712,0.542972
714,0.534777
716,0.556004
718,0.537116
720,0.540507
722,0.540493
724,0.537758
726,0.551847
728,0.548426
730,0.546114
732,0.539605
734,0.543949
736,0.548744
738,0.560897
740,0.535161
742,0.544738
744,0.547187
746,0.495727
748,0.518016
750,0.531776
752,0.551165
754,0.551165
756,0.562345
758,0.551707
760,0.545043
762,0.533944
764,0.541795
766,0.551821
768,0.560594
770,0.544685
772,0.555657
774,0.555657
776,0.533413
778,0.527453
780,0.538035
782,0.551044
