MDTU,min_width,max_width
2,1.03492,0.135662
4,0.998938,0.186436
6,0.956928,0.180552
8,0.972715,0.193271
10,0.775281,0.171834
12,0.781978,0.160306
14,0.781978,0.160306
16,0.857226,0.157557
18,0.749938,0.163322
20,0.77443,0.139933
22,0.77443,0.139933
24,0.66,0.131213
26,0.67647,0.120763
28,0.724213,0.110977
30,0.644585,0.112628
32,0.626429,0.111386
34,0.686652,0.116668
36,0.674312,0.12253
38,0.674312,0.12253
40,0.636057,0.123304
42,0.672316,0.116134
44,0.614803,0.0953895
46,0.614803,0.0953895
48,0.605018,0.107617
50,0.586463,0.101666
52,0.628759,0.0992053
54,0.679051,0.0821686
56,0.619243,0.0882262
58,0.639987,0.0929345
60,0.639987,0.0929345
62,0.634288,0.100767
64,0.682385,0.0981377
66,0.617995,0.0911703
68,0.667316,0.0928269
70,0.576243,0.0972178
72,0.633811,0.0927168
74,0.643543,0.105376
76,0.594896,0.0954649
78,0.621579,0.0983931
80,0.621579,0.0983931
82,0.645088,0.10083
84,0.650635,0.103536
86,0.624508,0.09169
88,0.661511,0.0952882
90,0.684427,0.0953261
92,0.684427,0.0953261
94,0.684427,0.0953261
96,0.685788,0.0914023
98,0.561903,0.0988213
100,0.670551,0.118371
102,0.72748,0.117899
104,0.627382,0.104662
106,0.628525,0.0950033
108,0.629352,0.0912606
110,0.718625,0.099687
112,0.691139,0.0899524
114,0.711376,0.108184
116,0.648214,0.110033
118,0.687152,0.0983412
120,0.636301,0.0915043
122,0.591376,0.0978971
124,0.647132,0.103424
126,0.655934,0.10754
128,0.609363,0.102489
130,0.661505,0.0906343
132,0.708692,0.0951043
134,0.567626,0.0863802
136,0.675483,0.0848154
138,0.631438,0.0881955
140,0.770164,0.0885158
142,0.7419,0.0909591
144,0.646706,0.0911678
146,0.638766,0.0962392
148,0.721576,0.0988007
150,0.621954,0.100384
152,0.737426,0.104849
154,0.694878,0.10341
156,0.694878,0.10341
158,0.704222,0.0970141
160,0.627393,0.09436
162,0.655446,0.0972314
164,0.688255,0.0998169
166,0.688255,0.0998169
168,0.5807,0.102097
170,0.638263,0.120722
172,0.736766,0.106757
174,0.678713,0.102983
176,0.678713,0.102983
178,0.628788,0.102162
180,0.692045,0.0922339
182,0.681747,0.0935097
184,0.646798,0.0967921
186,0.646798,0.0967921
188,0.584748,0.0816534
190,0.635905,0.0853758
192,0.617552,0.0886814
194,0.616658,0.0826597
196,0.604819,0.0807086
198,0.679533,0.0903098
200,0.679533,0.0903098
202,0.587894,0.090704
204,0.659409,0.095225
206,0.659409,0.095225
208,0.632509,0.089692
210,0.585549,0.0963398
212,0.585549,0.0963398
214,0.678155,0.085287
216,0.669961,0.0901529
218,0.613825,0.0887534
220,0.613825,0.0887534
222,0.646853,0.0954425
224,0.579784,0.0890392
226,0.649112,0.0970791
228,0.697904,0.0972581
230,0.643427,0.0935357
232,0.641961,0.0922886
234,0.665467,0.0899171
236,0.665467,0.0899171
238,0.616064,0.105034
240,0.642669,0.096227
242,0.652761,0.0988174
244,0.652761,0.0988174
246,0.650627,0.0984698
248,0.631648,0.096042
250,0.638105,0.0934497
252,0.659756,0.106745
254,0.659756,0.106745
256,0.679309,0.0953408
258,0.61091,0.0983896
260,0.585655,0.097724
262,0.628871,0.0893561
264,0.584132,0.0936946
266,0.596076,0.0940275
268,0.674646,0.0871737
270,0.629842,0.0905191
272,0.63818,0.0823626
274,0.63818,0.0823626
276,0.670774,0.0851422
278,0.608366,0.0955349
280,0.608366,0.0955349
282,0.656927,0.092252
284,0.701873,0.0891219
286,0.606155,0.0841699
288,0.546607,0.0986891
290,0.734332,0.0901821
292,0.734332,0.0901821
294,0.58252,0.0964879
296,0.58252,0.0964879
298,0.620055,0.0862885
300,0.697318,0.0800918
302,0.640386,0.0822698
304,0.585768,0.0813208
306,0.647632,0.0826802
308,0.672267,0.0877339
310,0.667496,0.0871265
312,0.589178,0.093402
314,0.652034,0.0891414
316,0.612924,0.0862167
318,0.622873,0.106873
320,0.622873,0.106873
322,0.678081,0.108515
324,0.672163,0.113937
326,0.634893,0.128771
328,0.72382,0.127367
330,0.717839,0.129179
332,0.687105,0.106616
334,0.687105,0.106616
336,0.620472,0.0991033
338,0.620472,0.0991033
340,0.610017,0.10566
342,0.659411,0.100915
344,0.622395,0.101317
346,0.649184,0.0911597
348,0.649184,0.0911597
350,0.633158,0.103167
352,0.61049,0.0851472
354,0.618476,0.0973774
356,0.618476,0.0973774
358,0.665794,0.0984899
360,0.658468,0.108319
362,0.654188,0.107897
364,0.691049,0.0982991
366,0.701403,0.111312
368,0.597021,0.111183
370,0.696328,0.111528
372,0.65201,0.104573
374,0.65201,0.104573
376,0.65201,0.104573
378,0.633059,0.110063
380,0.633059,0.110063
382,0.633059,0.110063
384,0.636092,0.0924118
386,0.677976,0.10796
388,0.693295,0.0882613
390,0.540114,0.103319
392,0.540114,0.103319
394,0.540114,0.103319
396,0.655188,0.0874112
398,0.729574,0.0944047
400,0.676342,0.0923139
402,0.600721,0.0887373
404,0.636159,0.0877494
406,0.646278,0.103381
408,0.663531,0.100423
410,0.663531,0.100423
412,0.571708,0.114033
414,0.571708,0.114033
416,0.571708,0.114033
418,0.571708,0.114033
420,0.669416,0.0981001
422,0.669416,0.0981001
424,0.601767,0.0926171
426,0.601767,0.0926171
428,0.626901,0.101399
430,0.621912,0.0998916
432,0.678802,0.102128
434,0.641259,0.0929017
436,0.635922,0.0891374
438,0.622969,0.0857128
440,0.568785,0.0909796
442,0.593318,0.0896208
444,0.646028,0.0909673
446,0.66214,0.0873559
448,0.66214,0.0873559
450,0.744195,0.0936004
452,0.673555,0.0929086
454,0.62986,0.0872786
456,0.622755,0.100931
458,0.593467,0.0832986
460,0.593467,0.0832986
462,0.730071,0.0955569
464,0.649763,0.086281
466,0.587689,0.0840129
468,0.652683,0.0918709
470,0.650203,0.0884818
472,0.650203,0.0884818
474,0.621536,0.0884671
476,0.762771,0.103558
478,0.581899,0.0998268
480,0.748475,0.12193
482,0.748475,0.12193
484,0.632416,0.0964944
486,0.767562,0.108223
488,0.684145,0.097513
490,0.676821,0.0874409
492,0.601696,0.0989691
494,0.627478,0.103461
496,0.627478,0.103461
498,0.5696,0.0941158
500,0.633197,0.109381
502,0.593475,0.109856
504,0.671068,0.115271
506,0.671068,0.115271
508,0.661679,0.112569
510,0.671007,0.0943413
512,0.671007,0.0943413
514,0.664234,0.0992246
516,0.694319,0.102718
518,0.694319,0.102718
520,0.669039,0.0878885
522,0.636121,0.0999949
524,0.70391,0.103921
526,0.70391,0.103921
528,0.645369,0.103026
530,0.59435,0.098101
532,0.625717,0.0918137
534,0.651179,0.104486
536,0.747429,0.093604
538,0.622947,0.104609
540,0.666885,0.0941366
542,0.596581,0.090958
544,0.589344,0.0966268
546,0.589344,0.0966268
548,0.635579,0.0987686
550,0.635899,0.100764
