MDTU,S_B
2,0.482729
4,0.500837
6,0.521924
8,0.53079
10,0.54136
12,0.544457
14,0.544457
16,0.555081
18,0.548168
20,0.548363
22,0.548363
24,0.545387
26,0.543079
28,0.562928
30,0.556246
32,0.552147
34,0.538858
36,0.558054
38,0.558054
40,0.547385
42,0.531623
44,0.556692
46,0.556692
48,0.535137
50,0.532367
52,0.560075
54,0.555011
56,0.545873
58,0.554544
60,0.554544
62,0.535773
64,0.547886
66,0.546034
68,0.560935
70,0.552039
72,0.545648
74,0.560925
76,0.553097
78,0.570128
80,0.570128
82,0.559403
84,0.544863
86,0.550562
88,0.559934
90,0.552732
92,0.552732
94,0.552732
96,0.555567
98,0.543009
100,0.552697
102,0.520745
104,0.531521
106,0.532739
108,0.552239
110,0.547194
112,0.54171
114,0.555329
116,0.554328
118,0.552647
120,0.560045
122,0.548719
124,0.536976
126,0.544433
128,0.552577
130,0.555259
132,0.539516
134,0.529636
136,0.539402
138,0.533817
140,0.551017
142,0.548427
144,0.554849
146,0.550432
148,0.549466
150,0.543349
152,0.546514
154,0.553438
156,0.553438
158,0.55974
160,0.55499
162,0.553511
164,0.537054
166,0.537054
168,0.552003
170,0.558771
172,0.562405
174,0.559044
176,0.559044
178,0.547263
180,0.545718
182,0.540646
184,0.542454
186,0.542454
188,0.544475
190,0.543797
192,0.538509
194,0.530598
196,0.548493
198,0.541511
200,0.541511
202,0.534139
204,0.537766
206,0.537766
208,0.55862
210,0.547021
212,0.547021
214,0.548177
216,0.545353
218,0.551123
220,0.551123
222,0.552246
224,0.540641
226,0.542972
228,0.542243
230,0.530431
232,0.534652
234,0.547386
236,0.547386
238,0.543852
240,0.546908
242,0.535544
244,0.535544
246,0.546251
248,0.557221
250,0.550235
252,0.53348
254,0.53348
256,0.558244
258,0.545321
260,0.525256
262,0.552797
264,0.557595
266,0.538639
268,0.548001
270,0.538001
272,0.549656
274,0.549656
276,0.534082
278,0.544646
280,0.544646
282,0.554524
284,0.558392
286,0.54735
288,0.560231
290,0.544976
292,0.544976
294,0.534106
296,0.534106
298,0.558161
300,0.557422
302,0.568181
304,0.568829
306,0.54239
308,0.538574
310,0.543573
312,0.551838
314,0.542901
316,0.529246
318,0.536256
320,0.536256
322,0.530944
324,0.544064
326,0.548204
328,0.549484
330,0.547057
332,0.555999
334,0.555999
336,0.546863
338,0.546863
340,0.542133
342,0.549229
344,0.544142
346,0.550677
348,0.550677
350,0.542175
352,0.544551
354,0.549855
356,0.549855
358,0.551513
360,0.548293
362,0.54818
364,0.549948
366,0.533701
368,0.543817
370,0.541941
372,0.546464
374,0.546464
376,0.546464
378,0.565402
380,0.565402
382,0.565402
384,0.550506
386,0.563804
388,0.561613
390,0.549861
392,0.549861
394,0.549861
396,0.546581
398,0.539095
400,0.54121
402,0.555815
404,0.557925
406,0.557746
408,0.556524
410,0.556524
412,0.557127
414,0.557127
416,0.557127
418,0.557127
420,0.554569
422,0.554569
424,0.556078
426,0.556078
428,0.532735
430,0.541883
432,0.547354
434,0.549863
436,0.545362
438,0.54164
440,0.55654
442,0.56208
444,0.55932
446,0.551503
448,0.551503
450,0.543744
452,0.554903
454,0.544282
456,0.543686
458,0.54557
460,0.54557
462,0.551885
464,0.551007
466,0.562098
468,0.541097
470,0.5408
472,0.5408
474,0.534218
476,0.529819
478,0.554509
480,0.559198
482,0.559198
484,0.553751
486,0.539825
488,0.539964
490,0.542186
492,0.540637
494,0.549942
496,0.549942
498,0.534963
500,0.543371
502,0.54522
504,0.555208
506,0.555208
508,0.549424
510,0.541936
512,0.541936
514,0.537216
516,0.535329
518,0.535329
520,0.54995
522,0.54713
524,0.553299
526,0.553299
528,0.548668
530,0.543633
532,0.540604
534,0.539609
536,0.541665
538,0.545277
540,0.537018
542,0.539751
544,0.539441
546,0.539441
548,0.536206
550,0.535363
552,0.543104
554,0.542194
556,0.548526
558,0.534629
560,0.533439
562,0.554258
564,0.550649
566,0.550649
568,0.544958
570,0.536342
572,0.547355
574,0.54953
576,0.535284
578,0.531305
580,0.558024
582,0.558388
584,0.558388
586,0.558388
588,0.536679
590,0.554384
592,0.538712
594,0.544495
596,0.551958
598,0.547992
600,0.560069
602,0.564372
604,0.564372
606,0.556478
608,0.52826
610,0.540846
612,0.546087
614,0.531931
616,0.549521
618,0.55573
620,0.561025
622,0.550835
624,0.544274
626,0.5566
628,0.563369
630,0.546547
632,0.546547
634,0.543313
636,0.552786
638,0.533495
640,0.545787
642,0.545787
644,0.536802
646,0.53759
648,0.539669
650,0.539669
652,0.546586
654,0.54348
656,0.54182
658,0.543654
660,0.555154
662,0.558782
664,0.556667
666,0.555851
668,0.545517
670,0.545517
672,0.546577
674,0.543294
676,0.549274
678,0.542249
680,0.553429
682,0.565464
684,0.565464
686,0.565464
688,0.560473
690,0.558607
692,0.563888
694,0.563888
696,0.549612
698,0.549612
700,0.539566
702,0.539566
704,0.548145
706,0.54139
708,0.551158
710,0.551074
712,0.536912
714,0.536912
716,0.543249
718,0.535033
720,0.533144
722,0.541424
724,0.541424
726,0.539192
728,0.553042
730,0.545376
732,0.537518
734,0.545632
736,0.545319
738,0.541177
740,0.552466
742,0.555853
744,0.557732
746,0.554068
748,0.554068
750,0.55249
752,0.552423
754,0.552423
756,0.54978
758,0.54978
760,0.54978
762,0.564984
764,0.564984
766,0.547377
768,0.547377
770,0.547377
772,0.547377
774,0.547377
776,0.547377
778,0.541627
780,0.547758
782,0.547619
784,0.544004
786,0.55571
788,0.549413
790,0.551821
792,0.536654
794,0.525968
796,0.539004
798,0.547573
800,0.555208
802,0.536048
804,0.543768
806,0.543768
808,0.533176
810,0.556383
812,0.549246
814,0.550389
816,0.551783
818,0.552494
820,0.552494
822,0.551684
824,0.535717
826,0.55729
828,0.553484
830,0.565355
832,0.544489
834,0.547869
836,0.534931
838,0.534931
840,0.538147
842,0.538147
844,0.553467
846,0.555395
848,0.549228
850,0.550039
852,0.543881
854,0.554303
856,0.551464
858,0.548406
860,0.545179
862,0.545545
864,0.545545
866,0.545545
868,0.545234
870,0.548001
872,0.548001
874,0.552959
876,0.54914
878,0.54196
880,0.529267
882,0.532982
884,0.537259
886,0.54855
888,0.570271
890,0.55213
892,0.543567
894,0.557817
896,0.547736
898,0.554977
900,0.546102
902,0.547927
904,0.548684
906,0.548684
908,0.546514
910,0.542155
912,0.546831
914,0.558996
916,0.530989
918,0.533061
920,0.557675
922,0.539364
924,0.547722
926,0.560189
928,0.549612
930,0.539039
932,0.55235
934,0.559971
936,0.559971
938,0.559971
940,0.559971
942,0.559971
944,0.559971
946,0.562325
948,0.557868
950,0.555492
952,0.549959
954,0.552861
956,0.557786
958,0.557624
960,0.549309
962,0.564256
964,0.564256
966,0.564256
968,0.564256
970,0.562127
972,0.562127
974,0.539872
976,0.55679
978,0.537459
980,0.556444
982,0.548371
984,0.548371
986,0.551636
988,0.556563
990,0.556563
992,0.556563
994,0.549499
996,0.547446
998,0.55069
1000,0.524413
1002,0.535205
1004,0.536088
1006,0.563835
1008,0.543803
1010,0.533141
1012,0.542723
1014,0.536732
1016,0.541893
1018,0.542199
1020,0.543049
1022,0.550498
1024,0.538605
1026,0.558006
1028,0.557077
1030,0.546878
1032,0.551375
1034,0.550091
1036,0.559337
1038,0.557646
1040,0.553787
1042,0.553787
1044,0.526938
1046,0.537815
1048,0.538691
1050,0.552792
1052,0.554502
1054,0.543743
1056,0.543743
1058,0.54159
1060,0.551342
1062,0.540385
1064,0.541963
1066,0.572147
1068,0.572147
1070,0.572147
1072,0.572147
1074,0.572147
1076,0.572147
1078,0.572147
1080,0.56459
1082,0.56459
1084,0.549631
1086,0.547267
1088,0.547267
1090,0.551218
1092,0.543133
1094,0.560754
1096,0.547679
1098,0.537884
1100,0.537884
1102,0.552007
1104,0.554463
1106,0.538257
1108,0.538257
1110,0.538257
1112,0.538257
1114,0.539213
1116,0.54209
1118,0.552254
1120,0.525703
1122,0.525848
1124,0.543076
1126,0.538102
1128,0.551002
1130,0.541953
1132,0.542998
1134,0.542998
1136,0.558947
1138,0.538962
1140,0.538962
1142,0.546964
1144,0.562294
1146,0.562294
1148,0.561537
1150,0.544315
1152,0.544315
1154,0.560418
1156,0.551225
1158,0.563477
1160,0.540826
1162,0.542854
1164,0.533535
1166,0.542326
1168,0.566867
1170,0.551736
1172,0.556545
1174,0.545601
1176,0.546422
1178,0.550289
1180,0.532221
1182,0.533937
1184,0.545245
1186,0.539676
1188,0.545462
1190,0.545476
1192,0.545476
1194,0.555033
1196,0.546208
1198,0.545443
1200,0.53138
1202,0.538575
1204,0.544416
1206,0.547412
1208,0.539998
1210,0.552854
1212,0.552543
1214,0.541672
1216,0.55838
1218,0.55838
1220,0.55838
1222,0.551303
1224,0.546599
1226,0.539379
1228,0.546364
1230,0.542241
1232,0.539526
1234,0.546399
1236,0.536903
1238,0.556349
1240,0.556349
1242,0.538614
1244,0.558908
1246,0.54036
1248,0.547595
1250,0.553728
1252,0.537049
1254,0.537049
1256,0.55311
1258,0.55311
