MDTU,min_ave,max_ave
2,-2.08586,0.328615
4,-2.17071,0.317527
6,-2.33639,0.305894
8,-2.26019,0.315569
10,-2.3658,0.303848
12,-2.42824,0.295441
14,-2.42824,0.295441
16,-2.43335,0.298917
18,-2.45372,0.28235
20,-2.52229,0.27936
22,-2.52229,0.27936
24,-2.57079,0.258475
26,-2.69687,0.234574
28,-2.7057,0.25224
30,-2.67491,0.243974
32,-2.59916,0.24913
34,-2.67584,0.242107
36,-2.6493,0.255196
38,-2.6493,0.255196
40,-2.56826,0.251638
42,-2.64612,0.241454
44,-2.70551,0.227997
46,-2.70551,0.227997
48,-2.69142,0.231528
50,-2.72079,0.214872
52,-2.69213,0.226676
54,-2.67329,0.213712
56,-2.77844,0.210889
58,-2.69895,0.210057
60,-2.69895,0.210057
62,-2.70903,0.213978
64,-2.75211,0.204275
66,-2.79169,0.216377
68,-2.72098,0.222775
70,-2.67907,0.225731
72,-2.77743,0.221434
74,-2.68809,0.224951
76,-2.64713,0.21564
78,-2.72478,0.244507
80,-2.72478,0.244507
82,-2.58595,0.246312
84,-2.75304,0.22999
86,-2.66955,0.220554
88,-2.67798,0.215032
90,-2.74092,0.220968
92,-2.74092,0.220968
94,-2.74092,0.220968
96,-2.68238,0.211758
98,-2.64737,0.209622
100,-2.69026,0.233095
102,-2.71289,0.227473
104,-2.66483,0.219177
106,-2.73527,0.216785
108,-2.68182,0.23302
110,-2.77614,0.225288
112,-2.71745,0.223715
114,-2.70857,0.232018
116,-2.64447,0.242742
118,-2.76836,0.219618
120,-2.74733,0.218499
122,-2.64934,0.222275
124,-2.71233,0.226581
126,-2.70708,0.232713
128,-2.70396,0.220823
130,-2.703,0.216834
132,-2.77503,0.203088
134,-2.66736,0.188623
136,-2.71216,0.192375
138,-2.74261,0.195284
140,-2.75208,0.205866
142,-2.74314,0.214383
144,-2.73084,0.220448
146,-2.80639,0.217347
148,-2.83339,0.219026
150,-2.65697,0.230784
152,-2.77011,0.22682
154,-2.70992,0.24383
156,-2.70992,0.24383
158,-2.71001,0.230713
160,-2.7275,0.232083
162,-2.78484,0.227262
164,-2.78317,0.21763
166,-2.78317,0.21763
168,-2.64212,0.235193
170,-2.60653,0.251926
172,-2.72621,0.247194
174,-2.7072,0.236332
176,-2.7072,0.236332
178,-2.69983,0.225922
180,-2.7499,0.216631
182,-2.69487,0.206248
184,-2.79221,0.207987
186,-2.79221,0.207987
188,-2.68392,0.207261
190,-2.82207,0.198369
192,-2.70562,0.195224
194,-2.74719,0.189154
196,-2.73773,0.204785
198,-2.71017,0.208712
200,-2.71017,0.208712
202,-2.66368,0.209686
204,-2.715,0.210417
206,-2.715,0.210417
208,-2.71185,0.206474
210,-2.68898,0.203707
212,-2.68898,0.203707
214,-2.73725,0.211126
216,-2.70733,0.211395
218,-2.6863,0.213494
220,-2.6863,0.213494
222,-2.67359,0.224898
224,-2.718,0.216929
226,-2.74182,0.213113
228,-2.6955,0.212735
230,-2.73194,0.212381
232,-2.76035,0.208457
234,-2.73518,0.218979
236,-2.73518,0.218979
238,-2.71086,0.21539
240,-2.68181,0.222161
242,-2.70741,0.214464
244,-2.70741,0.214464
246,-2.65925,0.228025
248,-2.67896,0.229278
250,-2.70927,0.219287
252,-2.75111,0.21855
254,-2.75111,0.21855
256,-2.66769,0.233841
258,-2.73334,0.212732
260,-2.66191,0.206367
262,-2.76306,0.222848
264,-2.69205,0.213039
266,-2.69566,0.208641
268,-2.77951,0.207791
270,-2.72194,0.200136
272,-2.77221,0.208362
274,-2.77221,0.208362
276,-2.80001,0.195831
278,-2.68565,0.208937
280,-2.68565,0.208937
282,-2.65939,0.217458
284,-2.848,0.209548
286,-2.76781,0.207516
288,-2.67145,0.218073
290,-2.79158,0.209526
292,-2.79158,0.209526
294,-2.65443,0.204247
296,-2.65443,0.204247
298,-2.75928,0.211815
300,-2.83802,0.208892
302,-2.7388,0.214222
304,-2.72918,0.209132
306,-2.74787,0.205318
308,-2.77232,0.200677
310,-2.77242,0.206013
312,-2.70842,0.208352
314,-2.75191,0.207775
316,-2.75475,0.204341
318,-2.67741,0.220508
320,-2.67741,0.220508
322,-2.68865,0.229862
324,-2.6954,0.24312
326,-2.59266,0.247086
328,-2.63453,0.255927
330,-2.64138,0.259445
332,-2.59868,0.245771
334,-2.59868,0.245771
336,-2.6766,0.230986
338,-2.6766,0.230986
340,-2.68276,0.235436
342,-2.71643,0.229088
344,-2.66602,0.237314
346,-2.66805,0.230659
348,-2.66805,0.230659
350,-2.68787,0.217494
352,-2.74194,0.221196
354,-2.67246,0.225841
356,-2.67246,0.225841
358,-2.76001,0.228918
360,-2.64714,0.234649
362,-2.59519,0.232534
364,-2.72632,0.218747
366,-2.70262,0.227125
368,-2.65571,0.24201
370,-2.65158,0.239791
372,-2.71407,0.226152
374,-2.71407,0.226152
376,-2.71407,0.226152
378,-2.73375,0.243983
380,-2.73375,0.243983
382,-2.73375,0.243983
384,-2.70968,0.218452
386,-2.73455,0.233087
388,-2.69766,0.223262
390,-2.61863,0.211567
392,-2.61863,0.211567
394,-2.61863,0.211567
396,-2.70584,0.208718
398,-2.7446,0.209778
400,-2.803,0.218717
402,-2.72357,0.220085
404,-2.68522,0.223801
406,-2.74481,0.218379
408,-2.70694,0.22933
410,-2.70694,0.22933
412,-2.67154,0.238992
414,-2.67154,0.238992
416,-2.67154,0.238992
418,-2.67154,0.238992
420,-2.69698,0.218838
422,-2.69698,0.218838
424,-2.70743,0.221286
426,-2.70743,0.221286
428,-2.73497,0.215424
430,-2.66145,0.213133
432,-2.72794,0.218017
434,-2.66493,0.215369
436,-2.69118,0.204566
438,-2.81438,0.193835
440,-2.66317,0.209733
442,-2.72977,0.207938
444,-2.7554,0.210671
446,-2.74653,0.203387
448,-2.74653,0.203387
450,-2.82603,0.200986
452,-2.747,0.208875
454,-2.66818,0.207803
456,-2.64838,0.214799
458,-2.70518,0.209027
460,-2.70518,0.209027
462,-2.74072,0.208417
464,-2.71232,0.202432
466,-2.67457,0.209849
468,-2.69583,0.208729
470,-2.77873,0.210098
472,-2.77873,0.210098
474,-2.76414,0.208283
476,-2.7722,0.20449
478,-2.69958,0.221794
480,-2.64652,0.248597
482,-2.64652,0.248597
484,-2.66473,0.240806
486,-2.70194,0.230815
488,-2.73695,0.22588
490,-2.738,0.216062
492,-2.74659,0.212437
494,-2.69071,0.228989
496,-2.69071,0.228989
498,-2.66768,0.22087
500,-2.74055,0.22467
502,-2.65627,0.237726
504,-2.73092,0.236702
506,-2.73092,0.236702
508,-2.6952,0.241576
510,-2.64928,0.226284
512,-2.64928,0.226284
514,-2.72584,0.21095
516,-2.72384,0.220847
518,-2.72384,0.220847
520,-2.78625,0.206925
522,-2.64888,0.226209
524,-2.67961,0.244398
526,-2.67961,0.244398
528,-2.67119,0.234556
530,-2.68418,0.222149
532,-2.69966,0.216141
534,-2.672,0.21781
536,-2.76225,0.211027
538,-2.73501,0.226924
540,-2.6733,0.230094
542,-2.73422,0.212979
544,-2.73247,0.208068
546,-2.73247,0.208068
548,-2.71308,0.213363
550,-2.70732,0.223234
552,-2.74243,0.227152
554,-2.74614,0.234737
556,-2.72019,0.237379
558,-2.67615,0.21566
560,-2.69952,0.231037
562,-2.7004,0.26188
564,-2.63087,0.255475
566,-2.63087,0.255475
568,-2.60366,0.25152
570,-2.70801,0.239768
572,-2.63853,0.239398
574,-2.61269,0.256135
576,-2.58433,0.246223
578,-2.66961,0.240082
580,-2.67463,0.24658
582,-2.56105,0.253991
584,-2.56105,0.253991
586,-2.56105,0.253991
588,-2.5339,0.25254
590,-2.5946,0.250742
592,-2.46654,0.253546
594,-2.52523,0.249232
596,-2.75786,0.237758
598,-2.65247,0.239106
600,-2.61338,0.253862
602,-2.66185,0.243498
604,-2.66185,0.243498
606,-2.62625,0.238388
608,-2.73537,0.222659
610,-2.66285,0.238555
612,-2.74495,0.251236
614,-2.56151,0.247259
616,-2.61972,0.244645
618,-2.63205,0.250765
620,-2.61863,0.248608
622,-2.44481,0.280851
624,-2.48203,0.27514
626,-2.48289,0.287539
628,-2.48686,0.289564
630,-2.28286,0.306513
632,-2.28286,0.306513
634,-2.32911,0.300994
636,-2.36831,0.290068
638,-2.4288,0.27351
640,-2.54529,0.263514
642,-2.54529,0.263514
644,-2.61466,0.261967
646,-2.61837,0.252858
648,-2.57984,0.244659
650,-2.57984,0.244659
652,-2.64169,0.252526
654,-2.61347,0.241518
656,-2.6256,0.251204
658,-2.53473,0.275183
660,-2.50565,0.272068
662,-2.57318,0.269432
664,-2.4897,0.284551
666,-2.48825,0.296938
668,-2.51332,0.271837
670,-2.51332,0.271837
672,-2.50437,0.261526
674,-2.53766,0.265968
676,-2.60274,0.242064
678,-2.62164,0.24594
680,-2.59709,0.234266
682,-2.66213,0.239091
684,-2.66213,0.239091
686,-2.66213,0.239091
688,-2.62187,0.230007
690,-2.68655,0.249293
692,-2.48167,0.282474
694,-2.48167,0.282474
696,-2.5379,0.278175
698,-2.5379,0.278175
700,-2.53027,0.271515
702,-2.53027,0.271515
704,-2.51121,0.269342
706,-2.55804,0.257537
708,-2.6299,0.262588
710,-2.44069,0.287819
712,-2.57544,0.255697
714,-2.57544,0.255697
716,-2.47359,0.272317
718,-2.48759,0.269132
720,-2.43654,0.283396
722,-2.50528,0.272797
724,-2.50528,0.272797
726,-2.40417,0.264468
728,-2.53434,0.274548
730,-2.41798,0.296627
732,-2.39955,0.278245
734,-2.53174,0.269533
736,-2.66076,0.255548
738,-2.68274,0.244845
740,-2.77226,0.235527
742,-2.63174,0.246803
744,-2.6628,0.249776
746,-2.62392,0.221904
748,-2.62392,0.221904
750,-2.66752,0.23698
752,-2.67864,0.249238
754,-2.67864,0.249238
756,-2.67768,0.235892
758,-2.67768,0.235892
760,-2.67768,0.235892
762,-2.69059,0.233841
764,-2.69059,0.233841
766,-2.72174,0.228569
768,-2.72174,0.228569
770,-2.72174,0.228569
772,-2.72174,0.228569
774,-2.72174,0.228569
776,-2.72174,0.228569
778,-2.67213,0.229536
780,-2.62002,0.235554
782,-2.66174,0.230627
784,-2.67996,0.224641
786,-2.68391,0.235797
788,-2.74131,0.224784
790,-2.65151,0.234538
792,-2.74924,0.223749
794,-2.76231,0.219926
796,-2.63974,0.222811
798,-2.7692,0.225924
800,-2.68205,0.230644
802,-2.69801,0.214986
804,-2.73598,0.203751
806,-2.73598,0.203751
808,-2.70056,0.192394
810,-2.7046,0.21711
812,-2.70464,0.201216
814,-2.77581,0.205277
816,-2.74417,0.200734
818,-2.72691,0.210865
820,-2.72691,0.210865
822,-2.82559,0.200175
824,-2.76124,0.195346
826,-2.66795,0.20916
828,-2.68652,0.216177
830,-2.75849,0.220196
832,-2.69302,0.214023
834,-2.80894,0.209133
836,-2.70884,0.201891
838,-2.70884,0.201891
840,-2.75602,0.199163
842,-2.75602,0.199163
844,-2.73104,0.207092
846,-2.72495,0.206611
848,-2.73498,0.208356
850,-2.75205,0.2091
852,-2.77376,0.211896
854,-2.71519,0.217753
856,-2.66139,0.214818
858,-2.78293,0.220208
860,-2.72698,0.209408
862,-2.69601,0.203212
864,-2.69601,0.203212
866,-2.69601,0.203212
868,-2.70053,0.199121
870,-2.81381,0.202994
872,-2.81381,0.202994
874,-2.84363,0.213925
876,-2.76013,0.213516
878,-2.77135,0.200356
880,-2.67339,0.201172
882,-2.71599,0.221083
884,-2.68031,0.223486
886,-2.65446,0.239631
888,-2.68814,0.244109
890,-2.67942,0.248184
892,-2.72019,0.238656
894,-2.64313,0.243667
896,-2.65835,0.240903
898,-2.78179,0.225146
900,-2.6665,0.220527
902,-2.67382,0.234114
904,-2.75482,0.232255
906,-2.75482,0.232255
908,-2.73655,0.22117
910,-2.74154,0.228472
912,-2.69318,0.222398
914,-2.73714,0.250162
916,-2.63625,0.240691
918,-2.50096,0.264237
920,-2.54844,0.268605
922,-2.43391,0.261706
924,-2.50665,0.285755
926,-2.39074,0.303879
928,-2.37293,0.295534
930,-2.4671,0.28223
932,-2.50028,0.285582
934,-2.53316,0.277615
936,-2.53316,0.277615
938,-2.53316,0.277615
940,-2.53316,0.277615
942,-2.53316,0.277615
944,-2.53316,0.277615
946,-2.55409,0.261052
948,-2.63132,0.256253
950,-2.60678,0.251598
952,-2.62446,0.242791
954,-2.78464,0.224149
956,-2.73404,0.215228
958,-2.64033,0.218877
960,-2.68832,0.217545
962,-2.66342,0.228893
964,-2.66342,0.228893
966,-2.66342,0.228893
968,-2.66342,0.228893
970,-2.6469,0.230687
972,-2.6469,0.230687
974,-2.69896,0.215505
976,-2.74739,0.217438
