MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.0627474,0.0627006,-0.00242357
4,0.0605786,0.0399084,0.0455751
6,0.0831899,0.0510875,-0.0656554
8,0.0683862,-0.0322542,-0.060302
10,0.0359593,-0.0132349,0.0334351
12,0.0218142,0.0215173,0.00358704
14,0.0218142,0.0215173,0.00358704
16,0.0354673,-0.0241738,0.025953
18,0.0231966,-0.021009,-0.00983376
20,0.0390855,0.0211768,0.0328515
22,0.0390855,0.0211768,0.0328515
24,0.0410292,0.0126269,0.0390379
26,0.045616,0.0391371,-0.023433
28,0.0263673,-0.00555028,0.0257765
30,0.0324902,-0.0275671,0.0171949
32,0.0423258,-0.0407021,-0.0116108
34,0.0600673,-0.0596993,-0.00663923
36,0.0332345,-0.0308197,0.0124368
38,0.0332345,-0.0308197,0.0124368
40,0.0257682,-0.0219564,-0.0134876
42,0.0402193,-0.035186,0.0194817
44,0.0369428,-0.0104419,0.0354364
46,0.0369428,-0.0104419,0.0354364
48,0.0480315,0.0271084,0.0396505
50,0.0333331,-0.0219796,0.0250597
52,0.0215903,0.0149563,0.0155709
54,0.0453354,-0.029792,0.0341721
56,0.0256567,-0.024509,0.00758785
58,0.0356645,0.0290799,-0.0206474
60,0.0356645,0.0290799,-0.0206474
62,0.0314536,0.0308488,0.00613849
64,0.0152774,0.0108257,-0.0107798
66,0.0338808,0.0143399,0.0306965
68,0.0376027,-0.0368764,-0.00735493
70,0.00769534,0.00684395,0.00351833
72,0.0341171,0.0134995,-0.0313327
74,0.0370869,-0.0336006,-0.0156984
76,0.0309095,-0.0309095,-4.47647e-05
78,0.0513127,0.0502286,-0.0104917
80,0.0513127,0.0502286,-0.0104917
82,0.0351875,0.0295149,-0.0191581
84,0.0365391,0.0120759,0.0344859
86,0.0214804,0.00995087,-0.0190365
88,0.103328,-0.0908914,0.049148
90,0.0291725,0.0224199,0.018665
92,0.0291725,0.0224199,0.018665
94,0.0291725,0.0224199,0.018665
96,0.0386241,-0.00659304,-0.0380573
98,0.014822,0.00140904,-0.0147549
100,0.0952395,-0.0889328,0.0340811
102,0.0280549,-0.0203618,-0.0192996
104,0.0428532,-5.92756e-05,0.0428531
106,0.022685,0.0208762,-0.00887647
108,0.0491954,-0.0100506,0.0481577
110,0.0395022,-0.0039549,-0.0393037
112,0.0496478,0.0102028,0.0485881
114,0.03899,-0.0346095,-0.0179555
116,0.0293993,0.028073,-0.00873064
118,0.0755546,0.000931294,0.0755489
120,0.0154862,0.0152354,0.00277589
122,0.0209723,-0.0174156,0.0116848
124,0.0661328,-0.0593824,0.029108
126,0.0146662,0.0146558,-0.000552657
128,0.0317837,0.0204555,0.0243265
130,0.0560134,-0.012797,-0.054532
132,0.0284929,-0.00364758,0.0282585
134,0.0337155,0.015354,-0.0300165
136,0.0589574,0.0500439,-0.0311703
138,0.0374012,0.0211326,0.0308588
140,0.0177614,0.0074014,-0.0161458
142,0.020743,-0.0191983,0.00785495
144,0.0484636,-0.0329589,-0.0355307
146,0.00902143,-0.00589013,0.0068332
148,0.0277882,-0.017119,-0.0218889
