ReTr(Lx),ImTr(Lx)
0.0471263,0.00937542
-0.0413025,0.0538789
0.0274854,0.0035953
0.0029298,0.0678923
0.000208277,-0.0609184
0.0688982,0.00781801
0.0688982,0.00781801
0.0415465,-0.0463721
0.0140609,0.0206939
0.0233661,0.0316186
0.0233661,0.0316186
0.00661746,-0.0411171
-0.0661676,0.0140757
-0.0345481,0.0459604
0.00544551,-0.00620819
-0.0474206,-0.0476932
0.0368399,0.0359874
0.0428279,-0.0196058
0.0428279,-0.0196058
0.0130352,-0.00370926
-0.00134954,0.00291632
-0.0296286,-0.0145
-0.0296286,-0.0145
-0.00656564,0.0188525
-0.00810063,-0.0321343
0.0186382,0.0220316
0.027649,-0.0680555
-0.00387355,0.0361019
0.00217374,0.00646693
0.00217374,0.00646693
0.0242703,-0.000243716
0.00543055,0.084039
-0.0221131,-0.00167974
0.00490858,0.00504682
0.0045079,0.0587325
-0.00816877,-0.0847656
-0.0821601,0.00116839
0.0117505,-0.00657761
-0.00333317,-0.0406234
-0.00333317,-0.0406234
0.0255326,-0.0029473
-0.066228,0.0119779
0.00853636,0.0295609
0.0168989,0.0433264
0.00856948,-0.0301466
0.00856948,-0.0301466
0.00856948,-0.0301466
-0.029288,0.0325607
-0.0261373,-0.0285994
-0.00517535,0.00570346
0.0272098,-0.0205664
0.066248,0.0133495
-0.0521539,0.0270475
-0.0501551,-0.0107108
-0.0093076,-0.0379464
0.0154564,-0.0581886
0.00223931,0.024739
0.0263645,0.0414655
-0.0118604,-0.00300261
-0.0148515,-0.0158672
0.00633084,-0.00652524
0.0255941,0.0416605
0.0168519,-0.00699877
0.00517664,0.0153518
-0.0302239,-0.0292016
0.0113174,0.0401076
-0.010587,0.00467816
0.0196145,0.0249291
0.0407289,0.0205895
0.000114197,0.0114044
0.00828226,-0.0505716
-0.0218084,0.0614335
-0.016284,-0.0534594
0.0322457,0.0211679
0.00880423,0.00313621
-0.00262147,-0.00746341
0.00129811,0.0315952
0.00129811,0.0315952
0.015374,-0.00432103
-0.00970093,0.0219907
0.00595676,-0.0185844
0.0122839,0.059359
0.0122839,0.059359
-0.0217476,-0.0111312
0.00124095,0.00103614
0.00802385,-0.00678755
-0.0696956,-0.0247959
-0.0696956,-0.0247959
0.00070028,0.00180255
-0.0371597,-0.0033263
-0.00145294,0.0241829
0.0245244,-0.00685991
0.0245244,-0.00685991
0.0562825,0.00298135
0.00819507,-0.00407521
-0.0437069,-0.00687236
-0.0165766,0.0153286
-0.0382289,-0.0506578
0.0356229,0.00421242
0.0356229,0.00421242
0.0315214,-0.00312972
0.0507405,0.0104089
0.0507405,0.0104089
-0.0101486,-0.00397202
0.00517196,0.0643013
0.00517196,0.0643013
-0.0393833,0.0482684
-0.0150963,0.0187734
0.0475704,-0.00813158
0.0475704,-0.00813158
-0.0442441,0.0276283
0.0227928,0.00552779
-0.0153106,-0.0140286
0.0181971,-0.00687419
-0.002725,0.0306161
-0.052828,-0.00803791
0.0269722,-0.0283678
0.0269722,-0.0283678
0.0385935,0.0059924
