MDTU,energy
2,1.55181
4,1.49749
6,1.43423
8,1.40763
10,1.37592
12,1.36663
14,1.36663
16,1.33476
18,1.3555
20,1.35491
22,1.35491
24,1.36384
26,1.37076
28,1.31121
30,1.33126
32,1.34356
34,1.38343
36,1.32584
38,1.32584
40,1.35785
42,1.40513
44,1.32992
46,1.32992
48,1.39459
50,1.4029
52,1.31977
54,1.33497
56,1.36238
58,1.33637
60,1.33637
62,1.39268
64,1.35634
66,1.3619
68,1.3172
70,1.34388
72,1.36306
74,1.31722
76,1.34071
78,1.28962
80,1.28962
82,1.32179
84,1.36541
86,1.34831
88,1.3202
90,1.34181
92,1.34181
94,1.34181
96,1.3333
98,1.37097
100,1.34191
102,1.43776
104,1.40544
106,1.40178
108,1.34328
110,1.35842
112,1.37487
114,1.33401
116,1.33702
118,1.34206
120,1.31986
122,1.35384
124,1.38907
126,1.3667
128,1.34227
130,1.33422
132,1.38145
134,1.41109
136,1.38179
138,1.39855
140,1.34695
142,1.35472
144,1.33545
146,1.3487
148,1.3516
150,1.36995
152,1.36046
154,1.33969
156,1.33969
158,1.32078
160,1.33503
162,1.33947
164,1.38884
166,1.38884
168,1.34399
170,1.32369
172,1.31279
174,1.32287
176,1.32287
178,1.35821
180,1.36284
182,1.37806
184,1.37264
186,1.37264
188,1.36657
190,1.36861
192,1.38447
194,1.40821
196,1.35452
198,1.37547
200,1.37547
202,1.39758
204,1.3867
206,1.3867
208,1.32414
210,1.35894
212,1.35894
214,1.35547
216,1.36394
218,1.34663
220,1.34663
222,1.34326
224,1.37808
226,1.37108
228,1.37327
230,1.40871
232,1.39604
234,1.35784
236,1.35784
238,1.36844
240,1.35928
242,1.39337
244,1.39337
246,1.36125
248,1.32834
250,1.34929
252,1.39956
254,1.39956
256,1.32527
258,1.36404
260,1.42423
262,1.34161
264,1.32721
266,1.38408
268,1.356
270,1.386
272,1.35103
274,1.35103
276,1.39775
278,1.36606
280,1.36606
282,1.33643
284,1.32482
286,1.35795
288,1.31931
290,1.36507
292,1.36507
294,1.39768
296,1.39768
298,1.32552
300,1.32773
302,1.29546
304,1.29351
306,1.37283
308,1.38428
310,1.36928
312,1.34449
314,1.3713
316,1.41226
318,1.39123
320,1.39123
322,1.40717
324,1.36781
326,1.35539
328,1.35155
330,1.35883
332,1.332
334,1.332
336,1.35941
338,1.35941
340,1.3736
342,1.35231
344,1.36757
346,1.34797
348,1.34797
350,1.37347
352,1.36635
354,1.35043
356,1.35043
358,1.34546
360,1.35512
362,1.35546
364,1.35016
366,1.3989
368,1.36855
370,1.37418
372,1.36061
374,1.36061
376,1.36061
378,1.30379
380,1.30379
382,1.30379
384,1.34848
386,1.30859
388,1.31516
390,1.35042
392,1.35042
394,1.35042
396,1.36026
398,1.38272
400,1.37637
402,1.33256
404,1.32623
406,1.32676
408,1.33043
410,1.33043
412,1.32862
414,1.32862
416,1.32862
418,1.32862
420,1.33629
422,1.33629
424,1.33176
426,1.33176
428,1.40179
430,1.37435
432,1.35794
434,1.35041
436,1.36392
438,1.37508
440,1.33038
442,1.31376
444,1.32204
446,1.34549
448,1.34549
450,1.36877
452,1.33529
454,1.36715
456,1.36894
458,1.36329
460,1.36329
462,1.34434
464,1.34698
466,1.31371
468,1.37671
470,1.3776
472,1.3776
474,1.39735
476,1.41054
478,1.33647
480,1.32241
482,1.32241
484,1.33875
486,1.38053
488,1.38011
490,1.37344
492,1.37809
494,1.35017
496,1.35017
498,1.39511
500,1.36989
502,1.36434
504,1.33438
506,1.33438
508,1.35173
510,1.37419
512,1.37419
514,1.38835
516,1.39401
518,1.39401
520,1.35015
522,1.35861
524,1.3401
526,1.3401
528,1.35399
530,1.3691
532,1.37819
534,1.38117
536,1.375
538,1.36417
540,1.38895
542,1.38075
544,1.38168
546,1.38168
548,1.39138
550,1.39391
552,1.37069
554,1.37342
556,1.35442
558,1.39611
560,1.39968
562,1.33723
564,1.34805
566,1.34805
568,1.36513
570,1.39097
572,1.35793
574,1.35141
576,1.39415
578,1.40608
580,1.32593
582,1.32483
584,1.32483
586,1.32483
588,1.38996
590,1.33685
592,1.38386
594,1.36651
596,1.34413
598,1.35602
600,1.31979
602,1.30688
604,1.30688
606,1.33057
608,1.41522
610,1.37746
612,1.36174
614,1.40421
616,1.35144
618,1.33281
620,1.31693
622,1.3475
624,1.36718
626,1.3302
628,1.30989
630,1.36036
632,1.36036
634,1.37006
636,1.34164
638,1.39952
640,1.36264
642,1.36264
644,1.38959
646,1.38723
648,1.38099
650,1.38099
652,1.36024
654,1.36956
656,1.37454
658,1.36904
660,1.33454
662,1.32365
664,1.33
666,1.33245
668,1.36345
670,1.36345
672,1.36027
674,1.37012
676,1.35218
678,1.37325
680,1.33971
682,1.30361
684,1.30361
686,1.30361
688,1.31858
690,1.32418
692,1.30834
694,1.30834
696,1.35116
698,1.35116
700,1.3813
702,1.3813
704,1.35557
706,1.37583
708,1.34653
710,1.34678
712,1.38927
714,1.38927
716,1.37025
718,1.3949
720,1.40057
722,1.37573
724,1.37573
726,1.38242
728,1.34087
730,1.36387
732,1.38745
734,1.3631
736,1.36404
738,1.37647
740,1.3426
742,1.33244
744,1.3268
746,1.3378
748,1.3378
750,1.34253
752,1.34273
