MDTU,|det-1|^2,1-Re(det),Im(det)
2,1,1,6.51355e-11
4,1,1,-4.11441e-12
6,1,1,-2.53662e-13
8,1,1,5.24342e-12
10,1,1,2.72474e-12
12,1,1,2.31942e-12
14,1,1,2.31942e-12
16,1,1,2.36018e-12
18,1,1,-4.39784e-13
20,1,1,9.16713e-11
22,1,1,9.16713e-11
24,1,1,-1.52436e-12
26,1,1,-1.48714e-12
28,1,1,1.70133e-12
30,1,1,6.78058e-13
32,1,1,-2.58117e-12
34,1,1,-2.11671e-12
36,1,1,-1.33391e-12
38,1,1,-1.33391e-12
40,1,1,4.82324e-12
42,1,1,-8.99919e-13
44,1,1,7.89329e-13
46,1,1,7.89329e-13
48,1,1,-3.32287e-13
50,1,1,2.87516e-13
52,1,1,1.10144e-12
54,1,1,-2.9495e-12
56,1,1,6.91489e-13
58,1,1,9.15614e-12
60,1,1,9.15614e-12
62,1,1,-1.99485e-12
64,1,1,4.09748e-13
66,1,1,-2.76143e-13
68,1,1,-3.70722e-12
70,1,1,2.93957e-12
72,1,1,-2.12683e-12
74,1,1,2.21141e-12
76,1,1,-6.39328e-12
78,1,1,-1.09796e-12
80,1,1,-1.09796e-12
82,1,1,-4.27008e-13
84,1,1,-4.20144e-13
86,1,1,6.8249e-13
88,1,1,1.06576e-12
90,1,1,1.97036e-12
92,1,1,1.97036e-12
94,1,1,1.97036e-12
96,1,1,6.00954e-12
98,1,1,-1.92796e-13
100,1,1,-1.23703e-12
102,1,1,-2.53754e-12
104,1,1,7.62044e-13
106,1,1,-4.45965e-14
108,1,1,-5.60394e-13
110,1,1,1.80276e-12
112,1,1,-2.5708e-12
114,1,1,-5.62559e-12
116,1,1,-6.78366e-13
118,1,1,-4.53736e-13
120,1,1,-6.09806e-14
122,1,1,-2.6643e-12
124,1,1,-4.13064e-13
126,1,1,-2.12662e-12
128,1,1,1.57397e-12
130,1,1,4.21494e-13
132,1,1,-2.37243e-14
134,1,1,-1.1487e-13
136,1,1,3.75667e-12
138,1,1,-1.9352e-12
140,1,1,4.6257e-12
142,1,1,-1.27079e-12
144,1,1,4.86066e-13
146,1,1,2.87069e-12
148,1,1,5.46733e-13
150,1,1,7.26964e-12
152,1,1,1.0048e-12
154,1,1,2.1389e-13
156,1,1,2.1389e-13
158,1,1,-3.55314e-13
160,1,1,1.58713e-13
162,1,1,-2.02524e-13
164,1,1,1.40478e-12
166,1,1,1.40478e-12
168,1,1,-1.93146e-12
170,1,1,9.44159e-13
172,1,1,-2.83462e-13
174,1,1,-3.16868e-12
176,1,1,-3.16868e-12
178,1,1,-2.57542e-13
180,1,1,1.32759e-12
182,1,1,-6.77928e-12
184,1,1,-7.28479e-13
186,1,1,-7.28479e-13
188,1,1,-1.13934e-12
190,1,1,3.45981e-12
192,1,1,-2.71489e-12
194,1,1,-1.1505e-12
196,1,1,2.25824e-13
198,1,1,-1.22952e-12
200,1,1,-1.22952e-12
202,1,1,-4.38061e-12
204,1,1,8.45535e-13
206,1,1,8.45535e-13
208,1,1,1.45271e-12
210,1,1,-5.13259e-13
212,1,1,-5.13259e-13
214,1,1,2.21336e-13
216,1,1,-8.31017e-13
218,1,1,3.08784e-12
220,1,1,3.08784e-12
222,1,1,3.36633e-12
224,1,1,-7.29703e-12
226,1,1,2.14406e-12
228,1,1,5.96563e-13
230,1,1,1.30876e-12
232,1,1,3.0732e-12
234,1,1,-4.03035e-13
236,1,1,-4.03035e-13
238,1,1,-2.42586e-12
240,1,1,3.25462e-12
242,1,1,-8.58904e-13
244,1,1,-8.58904e-13
246,1,1,-1.18433e-12
248,1,1,-2.17786e-13
250,1,1,1.65476e-12
252,1,1,7.48357e-13
254,1,1,7.48357e-13
256,1,1,-2.67386e-13
258,1,1,-2.12047e-12
260,1,1,2.38085e-12
262,1,1,-1.37087e-12
264,1,1,1.86566e-12
266,1,1,-3.42646e-13
268,1,1,8.37756e-13
270,1,1,8.81612e-13
272,1,1,-1.16749e-12
274,1,1,-1.16749e-12
276,1,1,-1.94385e-12
278,1,1,1.71938e-12
280,1,1,1.71938e-12
282,1,1,4.12433e-12
284,1,1,3.42493e-12
286,1,1,3.30456e-12
288,1,1,6.16306e-13
290,1,1,1.61116e-12
292,1,1,1.61116e-12
294,1,1,-5.18621e-12
296,1,1,-5.18621e-12
298,1,1,-2.25095e-12
300,1,1,-1.25968e-11
302,1,1,-2.19507e-13
304,1,1,4.34099e-12
306,1,1,2.3753e-12
308,1,1,-1.18119e-12
310,1,1,-2.40894e-12
312,1,1,-1.1017e-12
314,1,1,-1.72657e-12
316,1,1,9.33984e-14
318,1,1,5.72454e-13
320,1,1,5.72454e-13
322,1,1,2.7224e-13
324,1,1,6.71552e-13
326,1,1,1.01915e-12
328,1,1,-1.25814e-13
330,1,1,3.16165e-13
332,1,1,8.3185e-13
334,1,1,8.3185e-13
336,1,1,1.36715e-14
338,1,1,1.36715e-14
340,1,1,-1.75696e-12
342,1,1,-1.33455e-12
344,1,1,3.29015e-14
346,1,1,1.19897e-11
348,1,1,1.19897e-11
350,1,1,-1.76187e-12
352,1,1,-5.27479e-12
354,1,1,1.40878e-12
356,1,1,1.40878e-12
358,1,1,-3.52497e-12
360,1,1,2.16318e-13
362,1,1,1.17761e-12
364,1,1,2.81351e-13
366,1,1,-6.59438e-12
368,1,1,4.69929e-13
370,1,1,2.36625e-12
372,1,1,2.6635e-13
374,1,1,2.6635e-13
376,1,1,2.6635e-13
378,1,1,2.02748e-12
380,1,1,2.02748e-12
382,1,1,2.02748e-12
384,1,1,1.11014e-13
386,1,1,4.50201e-13
388,1,1,-3.10049e-13
390,1,1,-6.76128e-13
392,1,1,-6.76128e-13
394,1,1,-6.76128e-13
396,1,1,-2.32954e-12
398,1,1,-1.90338e-12
400,1,1,3.56479e-13
402,1,1,-4.15956e-12
404,1,1,-1.05805e-12
406,1,1,-1.28805e-13
408,1,1,-5.77458e-12
410,1,1,-5.77458e-12
412,1,1,-2.43989e-12
414,1,1,-2.43989e-12
