MDTU,min_min,min_max,max_min,max_max
458,-4.62909,-1.58332,-0.0329138,0.475164
460,-4.62909,-1.58332,-0.0329138,0.475164
462,-5.56875,-1.50953,-0.0450394,0.434644
464,-5.33915,-1.57758,-0.0285958,0.437133
466,-4.56572,-1.53817,-0.00777558,0.432131
468,-5.42075,-1.43781,-0.0409452,0.503712
470,-4.81772,-1.73681,-0.0532443,0.486541
472,-4.81772,-1.73681,-0.0532443,0.486541
474,-5.6105,-1.49971,-0.0535202,0.428183
476,-6.67457,-1.41434,-0.0341636,0.554379
478,-5.04932,-1.53358,-0.0218288,0.501792
480,-6.43139,-0.935846,-0.0351398,0.603112
482,-6.43139,-0.935846,-0.0351398,0.603112
484,-5.14381,-1.38819,-0.0638213,0.5279
486,-6.45719,-1.20786,-0.0574385,0.506075
488,-5.27358,-1.49853,-0.0958707,0.524256
490,-5.69955,-1.37175,0.00948533,0.4306
492,-4.95782,-1.69815,-0.0361558,0.539128
494,-5.50784,-1.60332,-0.0386387,0.488852
496,-5.50784,-1.60332,-0.0386387,0.488852
498,-4.56282,-1.42595,-0.0224086,0.537434
500,-4.77831,-1.43859,-0.0457382,0.561295
502,-4.85192,-1.3935,-0.0125383,0.509131
504,-5.57326,-1.30713,-0.103569,0.506755
506,-5.57326,-1.30713,-0.103569,0.506755
508,-5.19373,-1.24553,-0.0144768,0.475345
510,-6.56975,-1.34963,0.00561331,0.454669
512,-6.56975,-1.34963,0.00561331,0.454669
514,-5.20875,-1.27613,-0.0298431,0.517941
516,-5.27021,-1.30126,-0.0541718,0.488541
518,-5.27021,-1.30126,-0.0541718,0.488541
520,-5.09673,-1.42182,-0.0126002,0.438496
522,-4.74843,-1.40424,-0.0286194,0.572062
524,-5.72989,-1.18354,0.00297293,0.535154
526,-5.72989,-1.18354,0.00297293,0.535154
528,-4.90795,-1.56896,-0.00875749,0.526023
530,-5.54963,-1.57217,-0.0217006,0.563449
532,-5.14296,-1.71039,-0.0774193,0.432868
534,-4.90705,-1.52497,-0.0883625,0.594666
536,-5.45031,-1.33448,-0.0441253,0.422448
538,-5.0672,-1.58384,-0.016366,0.4792
540,-5.27422,-1.5264,-0.025234,0.458685
542,-4.43033,-1.76977,-0.0375217,0.473609
544,-4.54633,-1.41217,-0.0251275,0.496673
546,-4.54633,-1.41217,-0.0251275,0.496673
548,-4.9994,-1.1031,-0.0181377,0.48334
550,-6.17082,-1.47578,-0.0250533,0.490113
552,-5.00747,-1.39196,-0.0320056,0.592001
554,-4.74362,-1.44695,-0.0476305,0.544081
556,-5.26026,-1.55174,0.0143368,0.54243
558,-6.1269,-1.56987,-0.0588015,0.544912
560,-4.84126,-1.36886,-0.0620942,0.5292
562,-5.89079,-1.20257,-0.035777,0.594383
564,-7.1142,-1.16601,-0.000561254,0.591356
566,-7.1142,-1.16601,-0.000561254,0.591356
568,-5.11269,-0.844255,-0.0107649,0.578206
570,-5.62272,-1.10237,-0.0807537,0.528233
572,-6.30892,-1.20652,-0.0297091,0.557822
574,-5.11764,-1.25496,0.00699282,0.552684
576,-4.912,-1.14603,-0.018466,0.66235
578,-5.27288,-0.860832,-0.0261725,0.565966
580,-4.91521,-0.983295,-0.0525951,0.58704
582,-4.27919,-1.27745,-0.0682352,0.571108
584,-4.27919,-1.27745,-0.0682352,0.571108
586,-4.27919,-1.27745,-0.0682352,0.571108
588,-4.77725,-0.957709,-0.0722841,0.626147
590,-4.57877,-1.29685,-0.0419895,0.628717
592,-4.36595,-1.08018,-0.0210808,0.650812
594,-4.46682,-1.33752,-0.0695171,0.565162
596,-6.56549,-1.64069,-0.0848238,0.55929
598,-4.79582,-1.37332,-0.00236777,0.552299
600,-5.19147,-1.29459,-0.0124145,0.564685
602,-5.31333,-1.13407,-0.0471069,0.666501
604,-5.31333,-1.13407,-0.0471069,0.666501
606,-5.02985,-1.00833,-0.0175086,0.513991
608,-5.1043,-1.52533,-0.0219307,0.570195
610,-4.2218,-1.3959,-0.033014,0.633
612,-6.2964,-1.31238,-0.0382917,0.691831
614,-4.2352,-0.883622,-0.00328597,0.599169
616,-4.84771,-1.22679,-0.00371781,0.570194
618,-5.99483,-0.983009,-0.0934806,0.579611
620,-4.67317,-1.24732,-0.0011601,0.581209
622,-4.50649,-1.05526,-0.00705,0.661688
624,-5.54761,-0.73701,-0.048954,0.716849
626,-5.39196,-0.724549,-0.0230103,0.717395
628,-5.08518,-0.825549,-0.0107438,0.704073
630,-4.74438,-0.719258,0.014182,0.70785
632,-4.74438,-0.719258,0.014182,0.70785
634,-3.96312,-0.6852,-0.0477818,0.684379
636,-4.70516,-0.668767,-0.0256934,0.732455
638,-4.46385,-0.723525,-0.0350933,0.623333
640,-4.73553,-0.643188,-0.0230633,0.650394
642,-4.73553,-0.643188,-0.0230633,0.650394
644,-5.42655,-0.951564,0.0482244,0.684018
646,-5.60096,-0.89482,-0.0144618,0.554098
648,-4.49103,-1.21767,-0.063901,0.519283
650,-4.49103,-1.21767,-0.063901,0.519283
652,-5.76092,-1.00834,0.00701538,0.566382
654,-5.04346,-1.29761,0.0121085,0.549799
656,-6.33408,-1.36928,-0.00608056,0.600451
658,-4.89774,-0.799889,-0.0365162,0.673566
