MDTU,energy
2,1.57915
4,1.52144
6,1.46845
8,1.43922
10,1.28501
12,1.30456
14,1.30456
16,1.30456
18,1.40306
20,1.3865
22,1.45271
24,1.38465
26,1.3313
28,1.41611
30,1.34946
32,1.37557
34,1.34261
36,1.45141
38,1.45141
40,1.48495
42,1.37352
44,1.32688
46,1.37118
48,1.38102
50,1.36402
52,1.33914
54,1.36766
56,1.35693
58,1.40323
60,1.32672
62,1.3595
64,1.35275
66,1.27971
68,1.28866
70,1.42167
72,1.33938
74,1.43588
76,1.41261
78,1.42057
80,1.4201
82,1.36895
84,1.386
86,1.36139
88,1.37697
90,1.41673
92,1.4266
94,1.30463
96,1.38982
98,1.34308
100,1.27375
102,1.329
104,1.45181
106,1.3766
108,1.45392
110,1.32074
112,1.29681
114,1.33434
116,1.35194
118,1.40574
120,1.44387
122,1.44252
124,1.36668
126,1.3599
128,1.37738
130,1.41546
132,1.38333
134,1.47743
136,1.47265
138,1.4665
140,1.34336
142,1.35296
144,1.4074
146,1.46911
148,1.44696
150,1.32548
152,1.36153
154,1.24669
156,1.24669
158,1.32884
160,1.45297
162,1.33692
164,1.27327
166,1.27327
168,1.36523
170,1.28681
172,1.32881
174,1.38971
176,1.38971
178,1.35309
180,1.35309
182,1.3769
184,1.42202
186,1.41468
188,1.39736
190,1.39214
192,1.40689
194,1.36092
196,1.4493
198,1.35222
200,1.33763
202,1.41238
204,1.3074
206,1.32001
208,1.33708
210,1.33708
212,1.3202
214,1.33506
216,1.39149
218,1.27392
220,1.41173
222,1.35604
224,1.30165
226,1.28696
228,1.33119
230,1.37578
232,1.47256
234,1.40439
236,1.40439
238,1.27398
240,1.27612
242,1.42193
244,1.33837
246,1.30876
248,1.33751
250,1.30854
252,1.33126
254,1.23811
256,1.34773
258,1.41831
260,1.40518
262,1.42137
264,1.42512
266,1.44414
268,1.39219
270,1.35338
272,1.27908
274,1.37774
276,1.39699
278,1.42007
280,1.29841
282,1.33579
284,1.32044
286,1.47646
288,1.36986
290,1.40802
292,1.40802
294,1.40802
296,1.40802
298,1.28032
300,1.37688
302,1.38319
304,1.37781
306,1.36697
308,1.35039
310,1.33415
312,1.35002
314,1.24719
316,1.37915
318,1.29512
320,1.29512
322,1.34357
324,1.41828
326,1.34897
328,1.46245
330,1.42294
332,1.43426
334,1.38839
336,1.48159
338,1.3684
340,1.3149
342,1.32507
344,1.3592
346,1.36485
348,1.31515
350,1.38309
352,1.42082
354,1.40599
356,1.35912
358,1.36333
360,1.43687
362,1.39193
364,1.36657
366,1.3457
368,1.35343
370,1.44197
372,1.42913
374,1.30291
376,1.30291
378,1.26675
380,1.3289
382,1.43218
384,1.32387
386,1.4218
388,1.38301
390,1.33993
392,1.33993
394,1.34414
396,1.33192
398,1.5007
400,1.34611
402,1.34611
404,1.40579
406,1.35444
408,1.35444
410,1.33711
412,1.3547
414,1.38976
416,1.38976
418,1.34669
420,1.41853
422,1.41853
424,1.35481
426,1.37576
428,1.32637
430,1.25439
432,1.35973
434,1.41276
436,1.35041
438,1.3694
440,1.34069
442,1.48361
444,1.36975
446,1.42072
448,1.51206
450,1.34737
452,1.36722
454,1.35328
456,1.35207
458,1.41425
460,1.49721
462,1.45417
464,1.46332
466,1.43645
468,1.32579
470,1.40804
472,1.38587
474,1.34075
476,1.36238
478,1.31676
480,1.32494
482,1.33704
484,1.36739
486,1.34315
488,1.46054
490,1.41605
492,1.31947
494,1.33156
496,1.33156
498,1.39368
500,1.3437
502,1.43626
504,1.41284
506,1.47641
508,1.29678
510,1.43816
512,1.43119
514,1.39378
516,1.35888
518,1.35888
520,1.41173
522,1.41935
524,1.47209
526,1.45202
528,1.45202
530,1.45202
532,1.48845
534,1.31499
536,1.23796
538,1.51548
540,1.40328
542,1.43511
544,1.35839
546,1.31362
548,1.31362
550,1.35447
552,1.38113
554,1.35931
556,1.37075
558,1.25688
560,1.33326
562,1.33146
564,1.28978
566,1.28978
568,1.34117
570,1.37277
572,1.35707
574,1.32979
576,1.4985
578,1.38105
580,1.38209
582,1.48346
584,1.38193
586,1.30155
588,1.36327
590,1.35268
592,1.38393
594,1.46436
596,1.41309
598,1.42339
600,1.43937
602,1.4347
604,1.37519
606,1.37519
608,1.33773
610,1.45474
612,1.33469
614,1.35689
616,1.43699
618,1.35273
620,1.37898
622,1.36407
624,1.36095
626,1.4903
628,1.42349
630,1.39434
632,1.39436
634,1.35446
636,1.41176
638,1.36212
640,1.35507
642,1.32016
644,1.3523
646,1.28929
648,1.39531
650,1.4197
652,1.40549
654,1.3372
656,1.36769
658,1.43656
660,1.4476
662,1.34232
664,1.44277
666,1.40181
668,1.31293
670,1.29072
672,1.33438
674,1.3212
676,1.34993
678,1.29035
680,1.39769
682,1.45439
684,1.45439
686,1.39797
688,1.47654
690,1.33951
692,1.32587
694,1.34601
696,1.38796
698,1.30377
700,1.35323
702,1.32811
704,1.45418
706,1.38021
708,1.41384
710,1.4047
712,1.33141
714,1.33141
716,1.27486
718,1.30333
720,1.35214
722,1.37145
724,1.30747
726,1.25885
728,1.27104
730,1.34591
732,1.30715
734,1.43108
736,1.43108
738,1.31548
740,1.33542
742,1.33042
744,1.29621
746,1.34379
748,1.34379
750,1.3271
752,1.35754
754,1.36596
756,1.34175
758,1.3969
760,1.47827
762,1.34351
764,1.32471
766,1.43543
768,1.47346
770,1.40875
772,1.41252
774,1.2954
776,1.2954
778,1.32174
780,1.32174
782,1.36194
784,1.29505
786,1.34342
788,1.37317
790,1.42423
792,1.38502
794,1.49593
796,1.47145
798,1.40457
800,1.40894
802,1.35718
804,1.35718
806,1.34901
808,1.38703
810,1.41935
812,1.3123
814,1.37879
816,1.38595
818,1.35207
820,1.41804
822,1.41438
824,1.43914
826,1.42555
828,1.35021
830,1.37155
832,1.39853
834,1.47222
836,1.48101
838,1.44429
840,1.37314
842,1.31271
844,1.39213
846,1.33403
848,1.34058
850,1.34058
852,1.33761
854,1.32664
856,1.29484
858,1.36398
860,1.38763
862,1.35093
864,1.35093
866,1.35093
868,1.35283
870,1.35359
872,1.34671
874,1.3982
876,1.42581
878,1.44802
880,1.4002
882,1.45407
884,1.46442
886,1.44383
888,1.26998
890,1.35371
892,1.37022
894,1.39477
896,1.34533
898,1.31259
900,1.40603
902,1.36985
904,1.35291
906,1.34127
908,1.38611
910,1.38474
912,1.41839
914,1.42887
916,1.33562
918,1.3095
920,1.3095
922,1.30389
924,1.3262
926,1.40892
928,1.35084
930,1.34906
932,1.45459
934,1.33335
936,1.33335
938,1.45319
940,1.36423
942,1.36102
944,1.36102
946,1.28527
948,1.38268
950,1.35579
952,1.35579
954,1.31417
956,1.43256
958,1.36403
960,1.34844
962,1.42232
964,1.32881
966,1.33742
968,1.35359
970,1.29734
972,1.31415
974,1.36203
976,1.25569
978,1.32613
980,1.33261
982,1.338
984,1.45952
986,1.41925
988,1.35385
990,1.38109
992,1.33561
994,1.37983
996,1.24346
998,1.13793
1000,1.13793
1002,1.23531
1004,1.18672
1006,1.2414
1008,1.47653
1010,1.35212
1012,1.35212
1014,1.33304
1016,1.35201
1018,1.41635
1020,1.34371
1022,1.32215
1024,1.27806
1026,1.34043
1028,1.43545
1030,1.42355
1032,1.34307
1034,1.35804
1036,1.22714
1038,1.28373
1040,1.3438
1042,1.3438
1044,1.32299
1046,1.42468
1048,1.37951
1050,1.37009
1052,1.44714
1054,1.42383
1056,1.33482
1058,1.33585
1060,1.37706
1062,1.38614
1064,1.37641
1066,1.40218
1068,1.40226
1070,1.44417
1072,1.43139
1074,1.36541
1076,1.36541
1078,1.34849
1080,1.32453
1082,1.38924
1084,1.27755
1086,1.41642
1088,1.37614
1090,1.35932
1092,1.41209
1094,1.38533
1096,1.47341
1098,1.36388
1100,1.4259
1102,1.44211
1104,1.37466
1106,1.36997
1108,1.36997
1110,1.36997
1112,1.38815
1114,1.436
1116,1.33651
1118,1.33482
1120,1.40338
1122,1.42297
1124,1.43805
1126,1.43427
1128,1.33056
1130,1.44065
1132,1.42933
1134,1.42933
1136,1.31033
1138,1.35456
1140,1.38283
1142,1.42213
1144,1.34637
1146,1.42453
1148,1.37702
1150,1.35151
1152,1.35849
1154,1.35988
1156,1.35939
1158,1.30884
1160,1.35914
1162,1.36478
1164,1.46869
1166,1.36127
1168,1.38906
1170,1.34325
1172,1.38371
1174,1.36159
1176,1.30529
1178,1.42326
1180,1.26119
1182,1.33362
1184,1.34111
1186,1.35038
1188,1.35038
1190,1.35038
1192,1.33534
1194,1.33534
1196,1.26651
1198,1.33942
1200,1.44068
1202,1.39699
1204,1.37992
1206,1.30251
1208,1.37841
1210,1.3501
1212,1.38536
1214,1.38085
1216,1.30636
1218,1.34304
1220,1.33622
1222,1.37386
1224,1.38185
1226,1.38185
1228,1.40096
1230,1.36931
1232,1.35582
1234,1.29214
1236,1.33205
1238,1.40289
1240,1.46262
1242,1.31493
1244,1.40975
1246,1.46864
1248,1.35086
1250,1.37464
1252,1.2743
1254,1.2743
1256,1.35281
1258,1.32927
1260,1.35171
1262,1.42118
1264,1.49788
1266,1.44887
1268,1.39945
1270,1.36
1272,1.34382
1274,1.39188
1276,1.3916
1278,1.26659
1280,1.29351
1282,1.40482
1284,1.39702
1286,1.43838
1288,1.4174
1290,1.35472
1292,1.46056
1294,1.41992
1296,1.32077
1298,1.33778
1300,1.3881
1302,1.36499
1304,1.45089
1306,1.42009
1308,1.4365
1310,1.38863
1312,1.38863
1314,1.39889
1316,1.35585
1318,1.36118
1320,1.36118
1322,1.36118
1324,1.40334
1326,1.40334
1328,1.38475
1330,1.36632
1332,1.40783
1334,1.43711
1336,1.24895
1338,1.25565
1340,1.25565
1342,1.39487
1344,1.40565
1346,1.36716
1348,1.41706
1350,1.39677
1352,1.43136
1354,1.40132
1356,1.35077
1358,1.40131
1360,1.26599
1362,1.35856
1364,1.37294
1366,1.35065
1368,1.35065
1370,1.28767
1372,1.37962
1374,1.25745
1376,1.21533
1378,1.21834
1380,1.34592
1382,1.34205
1384,1.36057
1386,1.41882
1388,1.45023
1390,1.40411
1392,1.4515
1394,1.35782
1396,1.37037
1398,1.32379
1400,1.32681
1402,1.33316
1404,1.33316
1406,1.39327
1408,1.47246
1410,1.38446
1412,1.35151
1414,1.36253
1416,1.43517
1418,1.40529
1420,1.36984
1422,1.34379
1424,1.39253
1426,1.40514
1428,1.40514
1430,1.40514
1432,1.47377
1434,1.47352
1436,1.52546
1438,1.43855
1440,1.45119
1442,1.34507
1444,1.35162
1446,1.3301
1448,1.34555
1450,1.34583
1452,1.34583
1454,1.27669
1456,1.36123
1458,1.39104
1460,1.41219
1462,1.37356
1464,1.43226
1466,1.39387
1468,1.36546
1470,1.41684
1472,1.39306
1474,1.37271
1476,1.31199
1478,1.38459
1480,1.19716
1482,1.32879
1484,1.36781
1486,1.4442
1488,1.37179
1490,1.43991
1492,1.406
1494,1.36119
1496,1.26204
1498,1.31325
1500,1.31325
1502,1.36757
1504,1.2653
1506,1.29083
1508,1.38672
1510,1.30954
1512,1.30772
1514,1.30039
1516,1.35852
1518,1.37219
1520,1.31722
1522,1.31722
1524,1.3534
1526,1.3985
1528,1.41473
1530,1.41473
1532,1.37042
1534,1.34778
1536,1.34778
1538,1.33135
1540,1.39635
1542,1.36039
1544,1.27737
1546,1.39111
1548,1.35349
1550,1.37153
1552,1.31446
1554,1.34226
1556,1.34226
1558,1.34226
1560,1.4661
1562,1.35848
1564,1.36527
1566,1.28555
1568,1.33468
1570,1.24236
1572,1.35747
1574,1.38663
1576,1.47599
1578,1.3753
1580,1.36724
1582,1.40168
1584,1.38593
1586,1.33507
1588,1.4069
1590,1.3534
1592,1.30293
1594,1.38258
1596,1.38258
1598,1.29868
1600,1.32081
1602,1.40895
1604,1.45253
1606,1.45253
1608,1.39539
1610,1.40987
1612,1.3315
1614,1.38729
1616,1.32759
1618,1.36125
1620,1.34745
1622,1.35556
1624,1.39588
1626,1.40083
1628,1.41273
1630,1.35717
1632,1.25817
1634,1.28211
1636,1.34464
1638,1.42808
1640,1.3031
1642,1.3031
1644,1.3318
1646,1.39698
1648,1.26798
1650,1.33287
1652,1.29461
1654,1.33649
1656,1.36168
1658,1.3725
1660,1.35811
1662,1.36455
1664,1.51564
1666,1.48521
1668,1.32347
1670,1.36367
1672,1.39983
1674,1.32039
1676,1.41339
1678,1.4407
1680,1.33835
1682,1.33835
1684,1.33835
1686,1.41393
1688,1.37702
1690,1.3449
1692,1.36942
1694,1.41597
1696,1.40654
1698,1.38585
1700,1.30934
1702,1.47271
1704,1.40862
1706,1.48003
1708,1.37281
1710,1.41429
1712,1.34389
1714,1.34398
1716,1.25941
1718,1.38456
1720,1.41492
1722,1.33852
1724,1.33852
1726,1.3707
1728,1.33113
1730,1.34616
1732,1.40426
1734,1.50434
1736,1.44477
1738,1.46619
1740,1.37789
1742,1.25302
1744,1.25302
1746,1.24659
1748,1.24659
1750,1.49657
1752,1.51887
1754,1.379
1756,1.36439
1758,1.38122
1760,1.36482
1762,1.33088
1764,1.37659
1766,1.37659
1768,1.35912
1770,1.37239
1772,1.44402
1774,1.40971
1776,1.29897
1778,1.29897
1780,1.41313
1782,1.35285
1784,1.37369
1786,1.3891
1788,1.37326
1790,1.41227
1792,1.3583
1794,1.41932
1796,1.39611
1798,1.35265
1800,1.30801
1802,1.37474
1804,1.38683
1806,1.31666
1808,1.33055
1810,1.34577
1812,1.42435
1814,1.40623
1816,1.27674
1818,1.30213
1820,1.30692
1822,1.33185
1824,1.33185
1826,1.28913
1828,1.33588
1830,1.35052
1832,1.35839
1834,1.37813
1836,1.40154
1838,1.37083
1840,1.37083
1842,1.39249
1844,1.3999
1846,1.29336
1848,1.37843
1850,1.31351
1852,1.38214
1854,1.41097
1856,1.45169
1858,1.3733
1860,1.35666
1862,1.4106
1864,1.38616
1866,1.4805
1868,1.43355
1870,1.43355
1872,1.43159
1874,1.35542
1876,1.41849
1878,1.43569
1880,1.4079
1882,1.26064
1884,1.36011
1886,1.27133
1888,1.27974
1890,1.36905
1892,1.36477
1894,1.3751
1896,1.25412
1898,1.37998
1900,1.32842
1902,1.29694
1904,1.39411
1906,1.3743
1908,1.35222
1910,1.23602
1912,1.36089
1914,1.36267
1916,1.41614
1918,1.33422
1920,1.36446
1922,1.36539
1924,1.40843
1926,1.40843
1928,1.40843
1930,1.42387
1932,1.39169
1934,1.38773
1936,1.31919
1938,1.38517
1940,1.34109
1942,1.30849
1944,1.35801
1946,1.3521
1948,1.40112
1950,1.42115
1952,1.30062
1954,1.30062
1956,1.30765
1958,1.30765
1960,1.30765
1962,1.30765
1964,1.39273
1966,1.32732
1968,1.32732
1970,1.38828
1972,1.38793
1974,1.40719
1976,1.3695
1978,1.3915
1980,1.38857
1982,1.43501
1984,1.37463
1986,1.37463
1988,1.33892
1990,1.3276
1992,1.38612
1994,1.38235
1996,1.30206
1998,1.44394
2000,1.47663
