t,G,F1,F2,F3
1,0.218,0,null,null
2,0.2322,0,null,null
3,0.243,0,null,null
4,0.2457,0,null,null
5,0.249,0,null,null
6,0.2478,0,null,null
7,0.2426,0,null,null
8,0.2509,0,null,null
9,0.249,0,null,null
10,0.251,0,null,null
11,0.2478,0,null,null
12,0.2472,0,null,null
13,0.2456,0,null,null
14,0.2455,0,null,null
15,0.2462,0,null,null
16,0.2496,0,null,null
17,0.2464,0,null,null
18,0.2471,0,null,null
19,0.248,0,null,null
20,0.2488,0,null,null
21,0.2482,0,null,null
22,0.2484,0,null,null
23,0.2502,0,null,null
24,0.2487,0,null,null
25,0.2476,0,null,null
26,0.2497,0,null,null
27,0.2472,0,null,null
28,0.2468,0,null,null
29,0.2457,0,null,null
30,0.2465,0,null,null
31,0.2467,0,null,null
32,0.2482,0,null,null
33,0.2473,0,null,null
34,0.2493,0,null,null
35,0.2507,0,null,null
36,0.2502,0,null,null
37,0.2478,0,null,null
38,0.2492,0,null,null
39,0.2465,0,null,null
40,0.244,0,null,null
41,0.2458,0,null,null
42,0.2447,0,null,null
43,0.2518,0,null,null
44,0.2425,0,null,null
45,0.2427,0,null,null
46,0.2471,0,null,null
47,0.2458,0,null,null
48,0.2451,0,null,null
49,0.2495,0,null,null
50,0.2478,0,null,null
51,0.2487,0,null,null
52,0.2477,0,null,null
53,0.2459,0,null,null
54,0.2509,0,null,null
55,0.2475,0,null,null
56,0.2492,0,null,null
57,0.2458,0,null,null
58,0.2483,0,null,null
59,0.2531,0,null,null
60,0.2447,0,null,null
61,0.2436,0,null,null
62,0.244,0,null,null
63,0.2485,0,null,null
64,0.2466,0,null,null
65,0.2472,0,null,null
66,0.2455,0,null,null
67,0.2454,0,null,null
68,0.2439,0,null,null
69,0.243,0,null,null
70,0.2492,0,null,null
71,0.2511,0,null,null
72,0.2488,0,null,null
73,0.2439,0,null,null
74,0.2471,0,null,null
75,0.2501,0,null,null
76,0.2482,0,null,null
77,0.2494,0,null,null
78,0.2495,0,null,null
79,0.2472,0,null,null
80,0.2445,0,null,null
81,0.247,0,null,null
82,0.2492,0,null,null
83,0.2533,0,null,null
84,0.2492,0,null,null
85,0.2481,0,null,null
86,0.2518,0,null,null
87,0.2472,0,null,null
88,0.2478,0,null,null
89,0.2471,0,null,null
90,0.2506,0,null,null
91,0.2505,0,null,null
92,0.2509,0,null,null
93,0.2438,0,null,null
94,0.2448,0,null,null
95,0.2426,0,null,null
96,0.2429,0,null,null
97,0.2467,0,null,null
98,0.2413,0,null,null
99,0.2418,0,null,null
100,0.2446,0,null,null
101,0.2474,0,null,null
102,0.243,0,null,null
103,0.2512,0,null,null
104,0.2468,0,null,null
105,0.2499,0,null,null
106,0.2474,0,null,null
107,0.2508,0,null,null
108,0.2463,0,null,null
109,0.247,0,null,null
110,0.2489,0,null,null
111,0.2442,0,null,null
112,0.25,0,null,null
113,0.25,0,null,null
114,0.25,0,null,null
115,0.2497,0,null,null
116,0.2485,0,null,null
117,0.2484,0,null,null
118,0.2464,0,null,null
119,0.2506,0,null,null
120,0.2516,0,null,null
121,0.2479,0,null,null
122,0.2491,0,null,null
123,0.25,0,null,null
124,0.2483,0,null,null
125,0.2473,0,null,null
126,0.2473,0,null,null
127,0.2463,0,null,null
128,0.2486,0,null,null
129,0.2483,0,null,null
130,0.2497,0,null,null
131,0.242,0,null,null
132,0.245,0,null,null
133,0.25,0,null,null
134,0.2406,0,null,null
135,0.2483,0,null,null
136,0.243,0,null,null
137,0.248,0,null,null
138,0.2485,0,null,null
139,0.2484,0,null,null
140,0.2479,0,null,null
141,0.2462,0,null,null
142,0.2431,0,null,null
143,0.247,0,null,null
144,0.2471,0,null,null
145,0.2462,0,null,null
146,0.2447,0,null,null
147,0.2482,0,null,null
148,0.2473,0,null,null
149,0.2489,0,null,null
150,0.2509,0,null,null
151,0.2497,0,null,null
152,0.243,0,null,null
153,0.2404,0,null,null
154,0.2422,0,null,null
155,0.2475,0,null,null
156,0.2474,0,null,null
157,0.2519,0,null,null
158,0.248,0,null,null
159,0.2492,0,null,null
160,0.2469,0,null,null
161,0.2512,0,null,null
162,0.2462,0,null,null
163,0.2423,0,null,null
164,0.2442,0,null,null
165,0.2434,0,null,null
166,0.2417,0,null,null
167,0.244,0,null,null
168,0.2465,0,null,null
169,0.2468,0,null,null
170,0.2449,0,null,null
171,0.2463,0,null,null
172,0.2468,0,null,null
173,0.2506,0,null,null
174,0.2484,0,null,null
175,0.2485,0,null,null
176,0.2469,0,null,null
177,0.2478,0,null,null
178,0.2466,0,null,null
179,0.2471,0,null,null
180,0.249,0,null,null
181,0.2426,0,null,null
182,0.245,0,null,null
183,0.2466,0,null,null
184,0.2461,0,null,null
185,0.2435,0,null,null
186,0.2451,0,null,null
187,0.2471,0,null,null
188,0.2451,0,null,null
189,0.2506,0,null,null
190,0.2551,0,null,null
191,0.249,0,null,null
192,0.2489,0,null,null
193,0.2459,0,null,null
194,0.2488,0,null,null
195,0.2444,0,null,null
