MDTU,|Tr(Lx)|
2,0.157023
4,0.0389817
6,0.0283251
8,0.0534256
10,0.110706
12,0.124452
14,0.124452
16,0.124452
18,0.122551
20,0.0702809
22,0.0575355
24,0.101205
26,0.0976141
28,0.074464
30,0.0763856
32,0.0672375
34,0.0951266
36,0.0595006
38,0.0595006
40,0.198787
42,0.0427865
44,0.150521
46,0.104505
48,0.125315
50,0.111522
52,0.107758
54,0.0585901
56,0.0596727
58,0.0391796
60,0.110707
62,0.169224
64,0.0642275
66,0.067852
68,0.0416654
70,0.119485
72,0.0774062
74,0.109139
76,0.0616476
78,0.0434997
80,0.0496427
82,0.079648
84,0.0228128
86,0.0337926
88,0.0102654
90,0.0813176
92,0.0550443
94,0.0726482
96,0.070675
98,0.0878825
100,0.0641105
102,0.132814
104,0.0822663
106,0.0550827
108,0.024325
110,0.0653891
112,0.0730494
114,0.0346016
116,0.138969
118,0.0853805
120,0.0496548
122,0.0785224
124,0.082004
126,0.123934
128,0.0120629
130,0.0629071
132,0.0523487
134,0.106581
136,0.0754829
138,0.0883557
140,0.131126
142,0.0559203
144,0.108218
146,0.101091
148,0.107027
150,0.108163
152,0.0932312
154,0.0619103
156,0.0619103
158,0.0879126
160,0.0756199
162,0.0938035
164,0.0841836
166,0.0841836
168,0.0539632
170,0.075683
172,0.0273727
174,0.115235
176,0.115235
178,0.0956119
180,0.0956119
182,0.0328988
184,0.0373953
186,0.0602173
188,0.0110305
190,0.117655
192,0.0133206
194,0.0255734
196,0.0498768
198,0.11891
200,0.0494098
202,0.184007
204,0.0975206
206,0.140649
208,0.0335674
210,0.0335674
212,0.127224
214,0.014165
216,0.158559
218,0.0930688
220,0.0365212
222,0.0842697
224,0.0738659
226,0.0549418
228,0.0799563
230,0.0828014
232,0.116529
234,0.0588627
236,0.0588627
238,0.0283538
240,0.104764
242,0.0175661
244,0.0695448
246,0.0288328
248,0.0459762
250,0.0371694
252,0.116094
254,0.0817516
256,0.0799254
258,0.113878
260,0.0985525
262,0.0492323
264,0.109674
266,0.0870941
268,0.07477
270,0.0662355
272,0.0660729
274,0.127235
276,0.116063
278,0.0372
280,0.10711
282,0.0393563
284,0.0350866
286,0.0386909
288,0.0289873
290,0.0399514
292,0.0399514
294,0.0399514
296,0.0399514
298,0.0475725
300,0.0894652
302,0.104436
304,0.140421
306,0.019754
308,0.102219
310,0.0528716
312,0.0925087
314,0.0965253
316,0.0649505
318,0.0798208
320,0.0798208
322,0.15983
324,0.108082
326,0.071902
328,0.0480523
330,0.104753
332,0.15539
334,0.177349
336,0.0693787
338,0.0739785
340,0.08986
342,0.063443
344,0.0884632
346,0.0556625
348,0.0615088
350,0.191362
352,0.0525827
354,0.103667
356,0.0647328
358,0.118627
