MDTU,S_B
558,0.581041
560,0.55558
562,0.556179
564,0.570073
566,0.570073
568,0.552943
570,0.542409
572,0.547644
574,0.556737
576,0.500501
578,0.539652
580,0.539305
582,0.505512
584,0.539357
586,0.566149
588,0.545577
590,0.549106
592,0.538688
594,0.511881
596,0.528971
598,0.525536
600,0.520211
602,0.521766
604,0.541603
606,0.541603
608,0.55409
610,0.515088
612,0.555103
614,0.547704
616,0.521003
618,0.549089
620,0.540339
622,0.545309
624,0.54635
626,0.503233
628,0.525504
630,0.535219
632,0.535214
634,0.548515
636,0.529412
638,0.54596
640,0.54831
642,0.559945
644,0.549233
646,0.570237
648,0.534896
650,0.526767
652,0.531503
654,0.554268
656,0.544104
658,0.521147
660,0.517466
662,0.552558
664,0.519075
666,0.53273
668,0.562357
670,0.569761
672,0.555205
674,0.559601
676,0.550024
678,0.569885
680,0.534103
682,0.515204
684,0.515204
686,0.534009
688,0.507819
690,0.553497
692,0.558045
694,0.551329
696,0.537347
698,0.565411
700,0.548924
702,0.557296
704,0.515273
706,0.53993
708,0.52872
710,0.531768
712,0.556196
714,0.556196
716,0.575048
718,0.565555
720,0.549286
722,0.542849
724,0.564176
726,0.580385
728,0.576321
730,0.551363
732,0.564282
734,0.522973
736,0.522973
738,0.561508
740,0.554861
742,0.556527
744,0.56793
746,0.552069
748,0.552069
750,0.557634
752,0.547485
754,0.544682
756,0.552749
758,0.534367
760,0.507242
762,0.552162
764,0.558429
766,0.521522
768,0.508848
770,0.530418
772,0.52916
774,0.568201
776,0.568201
778,0.55942
780,0.55942
782,0.54602
784,0.568318
786,0.552193
788,0.542278
790,0.525258
792,0.538328
794,0.501356
796,0.509518
798,0.531811
800,0.530353
802,0.547607
804,0.547607
806,0.55033
808,0.537657
810,0.526884
812,0.562566
814,0.540404
816,0.538018
818,0.549309
820,0.52732
822,0.528541
824,0.520285
826,0.524817
828,0.549929
830,0.542818
832,0.533823
834,0.509261
836,0.506329
838,0.51857
840,0.542287
842,0.56243
844,0.535956
846,0.555323
848,0.553139
850,0.553139
852,0.55413
854,0.557787
856,0.568387
858,0.54534
860,0.537458
862,0.54969
864,0.54969
866,0.54969
868,0.549056
870,0.548802
872,0.551097
874,0.533934
876,0.524729
878,0.517325
880,0.533266
882,0.51531
884,0.51186
886,0.518724
888,0.576673
890,0.548763
892,0.54326
894,0.535076
896,0.551558
898,0.562469
900,0.531325
902,0.543383
904,0.549031
906,0.552909
908,0.537962
910,0.53842
912,0.527202
914,0.52371
916,0.554793
918,0.5635
920,0.5635
922,0.565371
924,0.557934
926,0.530361
928,0.549721
930,0.550314
932,0.515137
934,0.55555
936,0.55555
938,0.515602
940,0.545258
942,0.546326
944,0.546326
946,0.571576
948,0.539105
950,0.54807
952,0.54807
954,0.561943
956,0.522479
958,0.545323
960,0.550521
962,0.525892
964,0.557064
966,0.554194
968,0.548804
970,0.567553
972,0.561949
974,0.545991
976,0.581435
978,0.557955
980,0.555798
982,0.554
984,0.513494
986,0.526918
988,0.548717
990,0.539638
992,0.554797
994,0.540058
996,0.585512
998,0.620689
1000,0.620689
1002,0.58823
1004,0.604426
1006,0.5862
1008,0.507823
1010,0.549295
1012,0.549295
1014,0.555655
1016,0.549331
1018,0.527885
1020,0.552096
1022,0.559282
1024,0.573981
1026,0.55319
1028,0.521515
1030,0.525485
1032,0.552311
1034,0.547319
1036,0.590952
1038,0.572091
1040,0.552068
1042,0.552068
1044,0.559003
1046,0.525108
1048,0.540164
1050,0.543303
1052,0.51762
1054,0.52539
1056,0.555059
1058,0.554715
1060,0.540979
1062,0.537954
1064,0.541198
1066,0.532607
1068,0.532582
1070,0.518609
1072,0.522869
1074,0.544863
1076,0.544863
1078,0.550503
1080,0.55849
1082,0.536919
1084,0.574151
1086,0.527859
1088,0.541288
1090,0.546892
1092,0.529304
1094,0.538224
1096,0.508864
1098,0.545374
1100,0.524701
1102,0.519298
1104,0.541781
1106,0.543343
1108,0.543343
1110,0.543343
1112,0.537283
1114,0.521333
1116,0.554496
1118,0.555059
1120,0.532205
1122,0.525677
1124,0.520649
1126,0.521908
1128,0.556482
1130,0.519783
1132,0.523556
1134,0.523556
1136,0.563224
1138,0.54848
1140,0.539058
1142,0.525956
1144,0.551211
1146,0.525158
1148,0.540994
1150,0.549497
1152,0.547169
1154,0.546708
1156,0.546869
1158,0.563721
1160,0.546955
1162,0.545074
1164,0.510437
1166,0.546242
1168,0.536981
1170,0.55225
1172,0.538762
1174,0.546137
1176,0.564905
1178,0.525581
1180,0.579604
1182,0.55546
1184,0.552963
1186,0.549874
1188,0.549874
1190,0.549874
1192,0.554888
1194,0.554888
1196,0.57783
1198,0.553528
1200,0.519774
1202,0.534335
1204,0.540027
1206,0.565831
1208,0.540531
1210,0.549968
1212,0.538214
1214,0.539715
1216,0.564547
1218,0.552319
1220,0.554593
1222,0.542048
1224,0.539385
1226,0.539385
1228,0.533012
1230,0.543565
1232,0.54806
1234,0.569287
1236,0.555983
1238,0.532369
1240,0.512462
1242,0.561689
1244,0.530084
1246,0.510453
1248,0.549713
1250,0.541787
1252,0.575232
1254,0.575232
1256,0.549062
1258,0.55691
1260,0.549431
1262,0.526275
1264,0.500705
1266,0.517042
1268,0.533517
1270,0.546666
1272,0.552061
1274,0.53604
1276,0.536133
1278,0.577803
1280,0.568829
1282,0.531728
1284,0.534325
1286,0.520541
1288,0.527534
1290,0.548427
1292,0.513147
1294,0.526693
1296,0.559745
1298,0.554074
1300,0.5373
1302,0.545003
1304,0.516371
1306,0.526638
1308,0.521166
1310,0.537123
1312,0.537123
1314,0.533702
1316,0.548051
1318,0.546272
1320,0.546272
1322,0.546272
1324,0.532221
1326,0.532221
1328,0.538418
1330,0.54456
1332,0.530724
1334,0.520964
1336,0.583682
1338,0.581451
1340,0.581451
1342,0.535043
1344,0.531452
1346,0.544282
1348,0.527647
1350,0.534411
1352,0.52288
1354,0.532894
1356,0.549744
1358,0.532896
1360,0.578004
1362,0.547147
1364,0.542354
1366,0.549784
1368,0.549784
1370,0.570776
1372,0.540127
1374,0.58085
1376,0.594892
1378,0.593886
1380,0.551361
1382,0.552649
1384,0.546478
1386,0.527061
1388,0.51659
1390,0.531963
1392,0.516165
1394,0.547393
1396,0.54321
1398,0.558735
1400,0.55773
1402,0.555612
1404,0.555612
1406,0.535576
1408,0.509178
1410,0.538514
1412,0.549497
1414,0.545824
1416,0.521609
1418,0.531571
1420,0.543386
1422,0.552071
1424,0.535824
1426,0.531618
1428,0.531618
1430,0.531618
1432,0.508744
1434,0.508828
1436,0.491512
1438,0.520483
1440,0.51627
1442,0.551643
1444,0.549461
1446,0.556635
1448,0.551485
1450,0.551389
1452,0.551389
1454,0.574437
1456,0.546256
1458,0.53632
1460,0.529269
1462,0.542146
1464,0.522581
1466,0.535375
1468,0.544847
1470,0.52772
1472,0.535647
1474,0.542428
1476,0.562669
1478,0.53847
1480,0.600946
1482,0.55707
1484,0.544063
1486,0.518598
1488,0.542736
1490,0.520031
1492,0.531332
1494,0.546269
1496,0.579319
1498,0.562251
1500,0.562251
1502,0.544143
1504,0.578232
1506,0.569725
1508,0.537762
1510,0.563487
1512,0.564094
1514,0.566536
1516,0.547161
1518,0.542603
1520,0.560928
1522,0.560928
1524,0.548867
1526,0.533833
1528,0.528424
1530,0.528424
1532,0.543193
1534,0.550739
1536,0.550739
1538,0.556217
1540,0.53455
1542,0.546535
1544,0.574209
1546,0.536298
1548,0.548837
1550,0.542824
1552,0.561846
1554,0.552579
1556,0.552579
1558,0.552579
1560,0.511299
1562,0.547175
1564,0.54491
1566,0.571482
1568,0.555107
1570,0.585881
1572,0.547509
1574,0.53779
1576,0.508003
1578,0.541568
1580,0.544253
1582,0.532773
1584,0.538023
1586,0.554976
1588,0.531033
1590,0.548868
1592,0.565691
1594,0.539139
1596,0.539139
1598,0.567106
1600,0.55973
1602,0.530348
1604,0.515822
1606,0.515822
1608,0.53487
1610,0.530043
1612,0.556168
1614,0.537569
1616,0.557469
1618,0.546252
1620,0.550851
1622,0.548145
1624,0.534708
1626,0.533056
1628,0.52909
1630,0.54761
1632,0.580609
1634,0.572631
1636,0.551786
1638,0.523973
1640,0.565633
1642,0.565633
1644,0.556066
1646,0.53434
1648,0.577339
1650,0.555709
1652,0.568464
1654,0.554504
1656,0.546106
1658,0.5425
1660,0.547297
1662,0.545151
1664,0.494785
1666,0.504931
1668,0.558843
1670,0.545443
1672,0.533389
1674,0.559869
1676,0.528871
1678,0.519766
1680,0.553885
1682,0.553885
1684,0.553885
1686,0.52869
1688,0.540992
1690,0.551701
1692,0.543526
1694,0.52801
1696,0.531153
1698,0.538049
1700,0.563553
1702,0.509098
1704,0.530459
1706,0.506657
1708,0.542398
1710,0.528569
1712,0.552038
1714,0.552006
1716,0.580198
1718,0.538481
1720,0.528361
1722,0.553826
1724,0.553826
1726,0.543101
1728,0.556291
1730,0.55128
1732,0.531913
1734,0.498552
1736,0.51841
1738,0.511271
1740,0.540704
1742,0.582327
1744,0.582327
1746,0.584469
1748,0.584469
1750,0.501143
1752,0.493709
1754,0.540335
1756,0.545203
1758,0.539594
1760,0.54506
1762,0.556373
1764,0.541138
1766,0.541138
1768,0.54696
1770,0.542536
1772,0.51866
1774,0.530096
1776,0.567009
1778,0.567009
1780,0.528955
1782,0.54905
1784,0.542103
1786,0.536965
1788,0.542247
1790,0.529245
1792,0.547234
1794,0.526895
1796,0.53463
1798,0.549118
1800,0.563997
1802,0.541753
1804,0.537724
1806,0.561115
1808,0.556484
1810,0.55141
1812,0.525218
1814,0.531257
1816,0.574421
1818,0.565958
1820,0.564361
1822,0.556051
1824,0.556051
1826,0.570289
1828,0.554707
1830,0.549826
1832,0.547205
1834,0.540624
1836,0.532819
1838,0.543056
1840,0.543056
1842,0.535838
1844,0.533367
1846,0.568881
1848,0.540522
1850,0.562162
1852,0.539286
1854,0.529676
1856,0.516103
1858,0.542232
1860,0.547781
1862,0.529798
1864,0.537947
1866,0.5065
1868,0.522151
1870,0.522151
1872,0.522804
1874,0.548192
1876,0.52717
1878,0.521437
1880,0.5307
1882,0.579787
1884,0.54663
1886,0.576223
1888,0.573419
1890,0.543652
1892,0.545077
1894,0.541634
1896,0.581959
1898,0.540008
1900,0.557193
1902,0.567686
1904,0.535295
1906,0.5419
1908,0.549258
1910,0.587995
1912,0.546371
1914,0.545775
1916,0.527953
1918,0.555261
1920,0.545179
1922,0.54487
1924,0.530524
1926,0.530524
1928,0.530524
1930,0.525375
1932,0.536102
1934,0.537424
1936,0.560269
1938,0.538276
1940,0.552968
1942,0.563835
1944,0.547329
1946,0.549301
1948,0.532959
1950,0.526283
1952,0.56646
1954,0.56646
1956,0.564115
1958,0.564115
1960,0.564115
1962,0.564115
1964,0.535757
1966,0.557559
1968,0.557559
1970,0.53724
1972,0.537356
1974,0.530936
1976,0.543499
1978,0.536165
1980,0.537145
1982,0.521665
1984,0.541791
1986,0.541791
1988,0.553694
1990,0.557465
1992,0.53796
1994,0.539215
1996,0.56598
1998,0.518688
2000,0.50779
