MDTU,S_B
2,0.473615
4,0.492852
6,0.510518
8,0.52026
10,0.571664
12,0.565146
14,0.565146
16,0.565146
18,0.532315
20,0.537834
22,0.515763
24,0.538449
26,0.556233
28,0.527965
30,0.55018
32,0.541477
34,0.552464
36,0.516196
38,0.516196
40,0.505017
42,0.542159
44,0.557708
46,0.54294
48,0.539661
50,0.545328
52,0.553619
54,0.544114
56,0.547691
58,0.532258
60,0.55776
62,0.546834
64,0.549084
66,0.573429
68,0.570446
70,0.526112
72,0.553541
74,0.521372
76,0.52913
78,0.526477
80,0.526633
82,0.543682
84,0.538
86,0.546202
88,0.541011
90,0.527756
92,0.524468
94,0.565123
96,0.536726
98,0.552308
100,0.575417
102,0.557
104,0.516063
106,0.541135
108,0.515361
110,0.559754
112,0.567731
114,0.555221
116,0.549352
118,0.531421
120,0.51871
122,0.519161
124,0.544439
126,0.5467
128,0.540873
130,0.528179
132,0.538889
134,0.507522
136,0.509117
138,0.511168
140,0.552212
142,0.549013
144,0.530865
146,0.510298
148,0.517679
150,0.558173
152,0.546155
154,0.584437
156,0.584437
158,0.557055
160,0.515675
162,0.55436
164,0.575577
166,0.575577
168,0.544924
170,0.571064
172,0.557064
174,0.536763
176,0.536763
178,0.548971
180,0.548971
182,0.541032
184,0.525992
186,0.52844
188,0.534214
190,0.535953
192,0.531037
194,0.546361
196,0.516899
198,0.549261
200,0.554124
202,0.529206
204,0.564201
206,0.559996
208,0.554307
210,0.554307
212,0.559932
214,0.55498
216,0.536171
218,0.575359
220,0.529422
222,0.547985
224,0.566117
226,0.571015
228,0.556269
230,0.541407
232,0.509146
234,0.531869
236,0.531869
238,0.57534
240,0.574627
242,0.526024
244,0.553877
246,0.563748
248,0.554162
250,0.563819
252,0.556247
254,0.587296
256,0.550758
258,0.527231
260,0.531608
262,0.526209
264,0.524959
266,0.51862
268,0.535938
270,0.548872
272,0.573639
274,0.540755
276,0.534336
278,0.526644
280,0.567196
282,0.554736
284,0.559854
286,0.507847
288,0.543381
290,0.530659
292,0.530659
294,0.530659
296,0.530659
298,0.573227
300,0.541039
302,0.538938
304,0.540731
306,0.544343
308,0.549871
310,0.555284
312,0.549993
314,0.584271
316,0.540284
318,0.568295
320,0.568295
322,0.552142
324,0.52724
326,0.550342
328,0.512516
330,0.525687
332,0.521912
334,0.537203
336,0.506136
338,0.543865
340,0.561699
342,0.558311
344,0.546935
346,0.545051
348,0.561615
350,0.538969
352,0.526393
354,0.531336
356,0.546959
358,0.545556
360,0.521043
362,0.536023
364,0.544478
366,0.551434
368,0.548856
370,0.519343
372,0.523624
374,0.565698
376,0.565698
378,0.577751
380,0.557034
382,0.522606
384,0.55871
386,0.526066
388,0.538997
390,0.553356
392,0.553356
394,0.551955
396,0.556028
398,0.499765
400,0.551295
402,0.551295
404,0.531402
406,0.548519
408,0.548519
410,0.554296
412,0.548433
414,0.536747
416,0.536747
418,0.551103
420,0.527158
422,0.527158
424,0.548398
426,0.541413
428,0.557875
430,0.581871
432,0.546756
434,0.529079
436,0.549865
438,0.543533
440,0.553104
442,0.505463
444,0.543415
446,0.526427
448,0.495979
450,0.550877
452,0.544261
454,0.548906
456,0.54931
458,0.528583
460,0.50093
462,0.515278
464,0.512227
466,0.521184
468,0.558068
470,0.530654
472,0.538043
474,0.553083
476,0.545873
478,0.561079
480,0.558354
482,0.554321
484,0.544205
486,0.552284
488,0.513152
490,0.527983
492,0.560175
494,0.556148
496,0.556148
498,0.535441
500,0.5521
502,0.521247
504,0.529052
506,0.507863
508,0.56774
510,0.520613
512,0.522935
514,0.535408
516,0.547039
518,0.547039
520,0.529424
522,0.526882
524,0.509302
526,0.515994
528,0.515994
530,0.515994
532,0.503851
534,0.561669
536,0.587346
538,0.494841
540,0.532239
542,0.521631
544,0.547205
546,0.562127
548,0.562127
550,0.548509
552,0.539625
554,0.546895
556,0.543083
