MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.0295242,0.0281353,0.0089491
4,0.0648949,-0.0141085,-0.0633428
6,0.0854575,-0.0727673,0.0448098
8,0.0528484,0.00556768,-0.0525542
10,0.0173698,0.017308,0.00146318
12,0.0915787,-0.091529,0.0030181
14,0.0915787,-0.091529,0.0030181
16,0.0915787,-0.091529,0.0030181
18,0.167487,-0.0994115,-0.134793
20,0.0353112,-0.0183288,0.0301818
22,0.0544182,-0.0515085,0.0175561
24,0.084068,-0.0560862,0.062624
26,0.0194853,0.0187589,0.00527052
28,0.0638927,-0.0196011,0.0608117
30,0.0953317,0.0573515,0.0761508
32,0.0888585,-0.0224826,-0.0859672
34,0.0691946,0.0147221,0.0676102
36,0.0554371,0.00115584,0.055425
38,0.0554371,0.00115584,0.055425
40,0.0767128,-0.00419025,0.0765983
42,0.0851252,-0.0341422,0.0779782
44,0.0883979,-0.03994,0.0788605
46,0.0654228,0.0527053,0.0387595
48,0.119981,0.030044,-0.116159
50,0.0330762,0.0034289,-0.032898
52,0.0491218,0.0302817,0.0386777
54,0.0116333,-0.003655,0.0110443
56,0.0737156,-0.039084,0.0625015
58,0.0739926,0.0735052,0.00847798
60,0.029737,-0.0108454,0.0276888
62,0.0536795,0.000539987,-0.0536768
64,0.0866757,0.066106,-0.0560595
66,0.0390269,-0.0279308,0.0272575
68,0.0294427,-0.0144106,0.025675
70,0.0528716,0.00512597,0.0526225
72,0.0965972,-0.00065814,0.096595
74,0.032942,-0.0296117,-0.0144332
76,0.0632832,-0.00144376,-0.0632667
78,0.0861872,-0.0861622,0.00207318
80,0.030959,0.0187024,0.0246715
82,0.0194933,-0.00269053,-0.0193068
84,0.105428,-0.0635142,-0.0841492
86,0.0861491,0.0758298,-0.0408842
88,0.0343153,-0.0132141,0.031669
90,0.0563865,0.0458942,0.032759
92,0.0736851,0.003771,-0.0735885
94,0.0599994,-0.0535643,-0.0270333
96,0.0955436,-0.030565,-0.0905227
98,0.14227,0.14152,0.0145865
100,0.0631645,0.0398983,-0.0489682
102,0.122226,0.0791297,0.0931535
104,0.0950477,-0.0797038,0.051782
106,0.0403607,-0.0275693,0.0294775
108,0.167258,-0.013749,-0.166691
