MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.0388323,-0.00267715,-0.0387399
4,0.00151159,-0.00013748,-0.00150532
6,0.0037295,0.00177644,0.00327925
8,0.00215017,0.00210982,-0.000414631
10,0.00225115,0.0020687,0.000887786
12,0.00195654,0.00178783,0.000794801
14,0.00195654,0.00178783,0.000794801
16,0.00195654,0.00178783,0.000794801
18,0.00498835,0.00256709,-0.00427711
20,0.00121711,-0.000552283,-0.00108459
22,0.0036359,-0.000273179,0.00362563
24,0.00193504,0.000966241,0.00167654
26,0.00658941,0.00447725,-0.00483472
28,0.00162133,0.00157837,-0.00037075
30,0.00337137,0.00319389,0.00107945
32,0.00514274,0.00351292,-0.00375595
34,0.00256625,-0.00126895,0.00223056
36,0.00679313,0.00257061,0.00628797
38,0.00679313,0.00257061,0.00628797
40,0.00334701,-0.00179542,0.0028247
42,0.00106908,0.000340112,-0.00101353
44,0.00318149,-0.00291667,0.0012708
46,0.00479835,0.00336374,0.0034219
48,0.00564724,0.00507778,0.00247133
50,0.00221606,0.00221319,0.000112726
52,0.00547763,0.00290026,0.00464683
54,0.00647327,-0.00635149,-0.00124971
56,0.00399486,0.0021267,0.00338172
58,0.00550563,0.00491802,0.00247489
60,0.00130827,0.000118641,-0.00130287
62,0.00754962,0.00400809,0.00639781
64,0.00243771,0.00228894,0.000838555
66,0.00452896,-0.00335895,-0.00303791
68,0.00326726,0.00252486,-0.00207366
70,0.00367241,0.00261181,-0.00258168
72,0.00581901,-0.00567431,0.00128959
74,0.00232605,-0.00187742,0.00137324
76,0.00197111,-0.000818733,-0.00179302
78,0.00380658,-0.00283829,0.00253656
80,0.00387822,0.000724663,0.00380992
82,0.00495399,0.00381333,-0.00316236
84,0.00105855,-0.000157985,-0.0010467
86,0.00778978,0.00758452,-0.00177647
88,0.00411122,0.00240457,0.0033347
90,0.00159163,0.00140286,0.000751843
92,0.00268021,0.00110312,-0.00244267
94,0.00149022,-0.000987831,-0.00111577
96,0.00153737,4.89987e-05,0.00153659
98,0.00451676,0.00450444,0.000333341
100,0.00599724,-0.0017285,-0.00574276
102,0.00315212,-0.00299981,0.000967987
104,0.000925021,0.000922905,-6.25273e-05
106,0.00117688,-0.00107288,0.000483699
108,0.00534377,0.00250278,-0.00472144
110,0.00580688,0.00353812,-0.00460452
112,0.00147482,-5.69156e-05,0.00147372
114,0.00275467,-0.00201424,0.0018791
116,0.00314922,-0.00240788,0.00202971
118,0.0124041,0.0120226,0.00305277
120,0.00249236,0.00233931,-0.000859934
122,0.001619,-0.00144298,0.000734143
124,0.00669337,0.00666795,0.000582799
126,0.00227411,-0.00227019,-0.00013346
128,0.00282195,-0.00114332,0.00257997
130,0.00259415,8.76681e-05,0.00259267
132,0.00290339,-0.00280264,-0.000758213
134,0.00288664,-0.00278654,0.000753598
136,0.0102085,-0.00448795,-0.00916905
138,0.000960309,-0.000101892,-0.000954888
140,0.00708767,-0.00485891,0.00516005
142,0.00131411,0.00130582,-0.000147381
144,0.00296717,0.000340201,-0.0029476
146,0.00413579,-0.0014556,0.00387118
148,0.00266176,-0.00196622,0.00179414
150,0.000613706,-6.82765e-05,0.000609897
152,0.0136001,0.00595334,-0.0122279
154,0.00157034,-0.00102939,-0.00118589
156,0.00157034,-0.00102939,-0.00118589
158,0.00476122,0.00469172,-0.000810551
160,0.00149223,0.000817225,0.00124856
162,0.00327856,-0.00176389,-0.00276363
164,0.00494945,0.000369625,-0.00493563
166,0.00494945,0.000369625,-0.00493563
168,0.00322623,0.00288247,-0.00144911
170,0.00530971,0.0052073,0.00103783
172,0.00848319,-0.00261942,-0.00806865
174,0.00517291,0.00203951,-0.00475388
176,0.00517291,0.00203951,-0.00475388
178,0.0031974,-0.00106103,-0.00301622
180,0.0031974,-0.00106103,-0.00301622
182,0.000184071,0.000177381,-4.91729e-05
184,0.00903142,0.00575288,0.00696211
186,0.00573811,0.00420855,-0.00390051
188,0.00464419,-0.0039273,-0.00247888
190,0.00359543,-0.00135255,-0.00333132
192,0.00330373,0.00306936,0.00122217
194,0.00631623,0.00209422,0.00595895
196,0.00253327,-0.00209724,-0.00142094
198,0.00128344,-0.00128147,-7.12092e-05
200,0.00348583,-0.000406975,0.00346199
202,0.00185346,0.000307613,-0.00182775
204,0.00395977,-0.00395974,1.57214e-05
206,0.00837872,0.00784382,-0.00294575
208,0.00444591,0.0042949,0.0011489
210,0.00444591,0.0042949,0.0011489
212,0.00509685,-0.000151246,0.0050946
214,0.00306399,0.00272307,-0.00140461
216,0.0041876,0.000995023,0.00406766
218,0.00562572,-0.00169563,0.0053641
220,0.00552984,-0.00544359,-0.000972858
222,0.00103154,-0.000476262,0.000915016
224,0.00108064,-0.00107603,9.96126e-05
226,0.00224742,0.00224126,-0.000166337
228,0.00743332,-0.000300486,-0.00742724
230,0.00736726,0.00219632,-0.00703226
232,0.00198328,0.00104181,0.00168761
234,0.00375628,0.00215209,0.00307866
236,0.00375628,0.00215209,0.00307866
238,0.00494049,0.00155463,0.00468952
240,0.0134187,-0.0117712,-0.00644202
242,0.00332484,0.00253919,-0.00214641
244,0.00393519,0.00376996,0.00112832
246,0.00299553,-0.00103167,0.00281226
248,0.00231322,0.00225215,-0.000528021
250,0.00246861,-0.00188053,0.00159926
252,0.00566141,-0.00329336,0.00460492
254,0.00419181,0.00417897,-0.000327863
256,0.00772429,0.000103526,-0.00772359
258,0.00285965,-0.00284371,0.000301556
