MDTU,|Tr(Lx)|
2,0.0251428
4,0.00119135
6,0.00217165
8,0.00401105
10,0.00120301
12,0.00212787
14,0.00212787
16,0.00212787
18,0.00231211
20,0.00185204
22,0.00410626
24,0.0030658
26,0.00266438
28,0.00100707
30,0.00534988
32,0.00475196
34,0.000913417
36,0.00307819
38,0.00307819
40,0.00457173
42,0.0018472
44,0.00168826
46,0.00418407
48,0.00306796
50,0.000383768
52,0.00390266
54,0.00384388
56,0.00353075
58,0.00157801
60,0.00294922
62,0.0109503
64,0.00434506
66,0.00282109
68,0.00261094
70,0.00104158
72,0.00841622
74,0.00588028
76,0.00412122
78,0.0052885
80,0.00206996
82,0.00199175
84,0.00928875
86,0.00266457
88,0.00481599
90,0.00200709
92,0.00261254
94,0.00151471
96,0.00775597
98,0.00318591
100,0.00442205
102,0.00477053
104,0.00275545
106,0.00319669
108,0.000411682
110,0.00607333
112,0.00187124
114,0.00153818
116,0.0077842
118,0.00168992
120,0.00375499
122,0.00255822
124,0.00415125
126,0.00483603
128,0.00235916
130,0.00632139
132,0.00338164
134,0.000577247
136,0.00355052
138,0.00312676
140,0.00399615
142,0.0023582
144,0.00541149
146,0.00396691
148,0.00588884
150,0.000838243
152,0.00563074
154,0.00415068
156,0.00415068
158,0.00722493
160,0.00148576
162,0.000739051
164,0.00576449
166,0.00576449
168,0.00116164
170,0.00462028
172,0.00289776
174,0.00388233
176,0.00388233
178,0.00605114
180,0.00605114
182,0.006024
184,0.00329748
186,0.00306394
188,0.00357525
190,0.00347124
192,0.00319338
194,0.00458214
196,0.00383787
198,0.00808219
200,0.0093004
202,0.00444749
204,0.00682544
206,0.00155828
208,0.00293765
210,0.00293765
212,0.00793401
214,0.002124
216,0.00298239
218,0.00435091
220,0.0050501
222,0.00328121
224,0.000750343
226,0.000850347
228,0.0045127
230,0.00601983
232,0.00780357
234,0.00110683
236,0.00110683
238,0.00297784
240,0.00107797
242,0.00230697
244,0.00507504
246,0.00842607
248,0.000663991
250,0.000774451
252,0.00435453
254,0.00859735
256,0.000462962
258,0.00212681
260,0.00149045
262,0.00122417
264,0.00220048
266,0.00577352
268,0.00338141
270,0.00351562
272,0.00643684
274,0.00130043
276,0.00262878
278,0.00347432
280,0.00632888
282,0.00193019
284,0.00612827
286,0.00640852
288,0.00136993
290,0.00200643
292,0.00200643
294,0.00200643
296,0.00200643
298,0.004229
300,0.00422344
302,0.00472175
304,0.00289538
306,0.00354549
308,0.00899511
310,0.00175979
312,0.0015427
314,0.00270704
316,0.004382
318,0.00381367
320,0.00381367
322,0.00314297
324,0.00325447
326,0.00516769
328,0.0016011
330,0.00113597
332,0.00506195
334,0.00159081
336,0.00415616
338,0.00231147
340,0.00255678
342,0.00215991
344,0.00566791
346,0.00652566
348,0.00447146
350,0.00151123
352,0.00170609
354,0.00226624
356,0.00431068
358,0.00277914
360,0.00403701
362,0.00289001
364,0.00157725
366,0.00182851
368,0.00177406
370,0.00289564
372,0.00545784
374,0.00146115
376,0.00146115
378,0.00338317
380,0.00306031
382,0.00446883
384,0.000810013
386,0.00211031
388,0.00392981
390,0.0014848
392,0.0014848
394,0.00359661
396,0.00229912
398,0.00275411
400,0.00369695
402,0.00369695
404,0.00178898
406,0.00341637
408,0.00341637
410,0.000390333
412,0.00393209
414,0.00170527
416,0.00170527
418,0.00196501
420,0.0031381
422,0.0031381
424,0.00362338
426,0.00687104
428,0.00413815
430,0.00247857
432,0.00229465
434,0.00150974
436,0.00382887
438,0.00294685
440,0.00288793
442,0.00217499
444,0.00296457
446,0.00435852
448,0.00174926
450,0.00419776
452,0.0105371
454,0.00258345
456,0.00268279
458,0.00285866
460,0.00144285
462,0.00806263
464,0.00753115
466,0.00599365
468,0.00269671
470,0.00280159
472,0.00352256
474,0.00286427
476,0.00336783
478,0.00884932
480,0.00210353
482,0.00446884
484,0.00044382
486,0.00128746
488,0.00498242
490,0.00502387
492,0.0134277
494,0.00261089
496,0.00261089
498,0.000431382
500,0.00497018
502,0.00353647
504,0.00702483
506,0.00158145
508,0.00468865
510,0.00441134
512,0.0040176
514,0.00110051
516,0.00163506
518,0.00163506
520,0.00805037
522,0.00392539
524,0.00443428
526,0.00358229
528,0.00358229
530,0.00358229
532,0.00249984
534,0.00421232
536,0.00473657
538,0.00405956
540,0.00215688
542,0.00484688
544,0.00267888
546,0.00323345
548,0.00323345
550,0.00807804
552,0.0021969
554,0.00233147
556,0.00310456
558,0.00486254
560,0.00511517
562,0.00552703
564,0.00345833
566,0.00345833
568,0.00259045
570,0.00257027
572,0.0038522
574,0.00344284
576,0.00115528
578,0.00225882
580,0.000862391
582,0.00414461
584,0.00696831
586,0.00439119
588,0.00086334
590,0.00316763
592,0.00297535
594,0.0048798
596,0.003581
598,0.00416363
600,0.00458281
602,0.000577264
604,0.0037719
606,0.0037719
608,0.0028643
610,0.00396224
612,0.0108582
614,0.00252628
616,0.00497314
618,0.00484907
620,0.00719108
622,0.00455993
624,0.00421521
626,0.00860044
628,0.00459794
630,0.00779985
632,0.00311801
634,0.00914553
636,0.00283639
638,0.00157592
640,0.00227651
642,0.00694746
644,0.00596447
646,0.00313749
648,0.00269325
650,0.00491693
652,0.00492239
654,0.0053805
656,0.00472208
658,0.00123737
660,0.00409737
662,0.00326094
664,0.009748
666,0.00191256
668,0.00232891
670,0.00241493
672,0.00279835
674,0.00579977
676,0.00239297
678,0.00243456
680,0.00252337
682,0.00764095
684,0.00764095
686,0.00352581
688,0.00403564
690,0.00824921
692,0.00186948
694,0.00178446
696,0.00346834
698,0.00206431
700,0.00172831
702,0.00140616
704,0.00337766
706,0.00313718
708,0.00351196
710,0.00200118
712,0.00455919
714,0.00455919
716,0.00372359
718,0.00631483
720,0.00405514
722,0.00114726
724,0.00104277
726,0.00271812
728,0.00291868
730,0.00465249
732,0.00360314
734,0.00276244
736,0.00388337
738,0.0026084
740,0.000650828
742,0.00239586
744,0.00819294
746,0.00154994
748,0.00154994
750,0.00213442
752,0.00432897
754,0.00820677
756,0.00655779
758,0.00401983
760,0.00250244
762,0.0029732
764,0.00342294
766,0.00409379
768,0.00582975
770,0.00199608
772,0.00148068
774,0.004657
776,0.004657
778,0.000317393
780,0.000317393
782,0.0080905
784,0.00164723
786,0.00959377
788,0.00856968
790,0.00286041
792,0.00512213
794,0.00271422
796,0.00254042
798,0.00195461
800,0.00408734
802,0.000635909
804,0.000635909
806,0.00943319
808,0.00259052
810,0.00161053
812,0.00227481
814,0.0022414
816,0.00462968
818,0.00205013
820,0.00128377
822,0.00210762
824,0.00178462
826,0.00360414
828,0.0012285
830,0.00744702
832,0.00102016
834,0.0021067
836,0.00487019
838,0.00320584
840,0.00241485
842,0.00529846
844,0.00270078
846,0.00335205
848,0.00205252
850,0.00205252
852,0.00402764
854,0.00187907
856,0.00335633
858,0.00213447
860,0.00168003
862,0.00834677
864,0.00834677
866,0.00834677
868,0.00326986
870,0.00098374
872,0.00340727
874,0.0026485
876,0.00149461
878,0.000517706
880,0.00653303
882,0.00439286
884,0.00735607
886,0.00364729
888,0.00935376
890,0.00179526
892,0.000951886
894,0.00134699
896,0.00486686
898,0.00156874
900,0.00645684
902,0.0043117
904,0.00370355
906,0.00527166
908,0.00145325
910,0.00291826
912,0.00225998
914,0.00270894
916,0.00214353
918,0.00448735
920,0.00448735
922,0.00156944
924,0.00563538
926,0.00744441
928,0.0025389
930,0.00171556
932,0.0042666
934,0.00343622
936,0.00343622
938,0.00205708
940,0.00536503
942,0.00153766
944,0.00153766
946,0.00314162
948,0.00203558
950,0.00860112
952,0.00860112
954,0.00379497
956,0.00930223
958,0.00556513
960,0.0019677
962,0.000717859
964,0.00334302
966,0.00191953
968,0.00359238
970,0.00349818
972,0.000965805
974,0.00707256
976,0.00333499
978,0.00402069
980,0.00114924
982,0.00400109
984,0.00190965
986,0.00343277
988,0.00826489
990,0.00773577
992,0.000551473
994,0.00305337
996,0.00491276
998,0.0133954
1000,0.0133954
1002,0.00514405
1004,0.00399666
1006,0.00167133
1008,0.00213404
1010,0.00231245
1012,0.00231245
1014,0.000952888
1016,0.00513727
1018,0.00335771
1020,0.00311801
1022,0.00253649
1024,0.00717856
1026,0.00176811
1028,0.00401296
1030,0.00373592
1032,0.00701704
1034,0.00315695
1036,0.00455298
1038,0.00176709
1040,0.0023119
1042,0.0023119
1044,0.002569
1046,0.00071788
1048,0.012273
1050,0.00195244
1052,0.00266304
1054,0.00288579
1056,0.00387683
1058,0.0024725
1060,0.00164051
1062,0.0013909
1064,0.00642539
1066,0.00192736
1068,0.00873147
1070,0.00410444
1072,0.00195984
1074,0.00307343
1076,0.00307343
1078,0.00294201
1080,0.00059184
1082,0.00272198
1084,0.00315758
1086,0.000808186
1088,0.00264065
1090,0.00420132
1092,0.00347944
1094,0.00883133
1096,0.00612937
1098,0.00779864
1100,0.00338052
1102,0.00387026
1104,0.00146879
1106,0.00652983
1108,0.00652983
1110,0.00652983
1112,0.00153963
1114,0.00325537
1116,0.00389551
1118,0.0039161
1120,0.00244192
1122,0.00590332
1124,0.00310465
1126,0.00665786
1128,0.00309135
1130,0.00257702
1132,0.00449864
1134,0.00449864
1136,0.0084053
1138,0.00366878
1140,0.00432262
1142,0.00283863
1144,0.00344366
1146,0.00545998
1148,0.000801566
1150,0.00518098
1152,0.00488597
1154,0.00194948
1156,0.00442001
1158,0.00412879
1160,0.00235693
1162,0.00213075
1164,0.00425382
1166,0.00485518
1168,0.00466333
1170,0.00192458
1172,0.00279239
1174,0.00382604
1176,0.0050694
1178,0.00287665
1180,0.00396872
1182,0.00876918
1184,0.00586557
1186,0.00404934
1188,0.00404934
1190,0.00404934
1192,0.00282434
1194,0.00282434
1196,0.00217854
1198,0.0022936
1200,0.00541147
1202,0.00437716
1204,0.00495629
1206,0.00167826
1208,0.000460055
1210,0.00131911
1212,0.00473464
1214,0.00318756
1216,0.00331696
1218,0.00270052
1220,0.00233076
1222,0.0012277
1224,0.00147817
1226,0.00147817
1228,0.00475843
1230,0.00297643
1232,0.00131981
1234,0.00282938
1236,0.00537229
1238,0.00626989
1240,0.00444768
1242,0.000325283
1244,0.00237061
1246,0.00503504
1248,0.000566743
1250,0.00671806
1252,0.00628998
1254,0.00628998
1256,0.00563821
1258,0.00101278
1260,0.00344834
1262,0.00290286
1264,0.00277856
1266,0.0022641
1268,0.00169548
1270,0.00186812
1272,0.0015916
1274,0.0033668
1276,0.0127492
1278,0.0064974
1280,0.00400616
1282,0.00339361
1284,0.00497766
1286,0.00504192
1288,0.00511374
1290,0.00670615
1292,0.00771266
1294,0.0051685
1296,0.00183247
1298,0.00358199
1300,0.00473639
1302,0.00296481
1304,0.00148158
1306,0.00254234
1308,0.00361972
1310,0.00878275
1312,0.00878275
1314,0.00212006
1316,0.00722752
1318,0.00799692
1320,0.00799692
1322,0.00799692
1324,0.000265004
1326,0.000265004
1328,0.0017693
1330,0.00252675
1332,0.00262607
1334,0.00605375
1336,0.000519478
1338,0.00954773
1340,0.00954773
1342,0.00395115
1344,0.00264697
1346,0.00316573
1348,0.00126682
1350,0.00303284
1352,0.00186495
1354,0.00286883
1356,0.00888025
1358,0.00565856
1360,0.00884838
1362,0.00948336
1364,0.00243062
1366,0.00247956
1368,0.00247956
1370,0.0074603
1372,0.0057976
1374,0.00282352
1376,0.00129327
1378,0.00382237
1380,0.00542432
1382,0.00211124
1384,0.00452572
1386,0.000322725
1388,0.00486898
1390,0.000742563
1392,0.00422512
1394,0.00733595
1396,0.00153141
1398,0.00413888
1400,0.00232253
1402,0.00334159
1404,0.00334159
1406,0.00232938
1408,0.0032631
1410,0.00425577
1412,0.00346252
1414,0.00189545
1416,0.0028648
1418,0.00178337
1420,0.00489399
1422,0.00102999
1424,0.00115835
1426,0.00274907
1428,0.00274907
1430,0.00274907
1432,0.0073474
1434,0.00451831
1436,0.00364078
1438,0.00577651
1440,0.00546127
1442,0.00276078
1444,0.00959275
1446,0.00928474
1448,0.00368622
1450,0.00256336
1452,0.00256336
1454,0.00740857
1456,0.000482306
1458,0.00260366
1460,0.00459075
1462,0.00741917
1464,0.00255105
1466,0.00229204
1468,0.00290363
1470,0.00164811
1472,0.00531381
1474,0.0035207
1476,0.00594509
1478,0.00647423
1480,0.00274978
1482,0.00466945
1484,0.000823429
1486,0.00303665
1488,0.00393179
1490,0.00449653
1492,0.00270609
1494,0.00738344
1496,0.00417462
1498,0.0031097
1500,0.0031097
1502,0.00397385
1504,0.00176306
