MDTU,ssplaq,stplaq
2,0.796836,0.517736
4,0.607236,0.326542
6,0.607359,0.308063
8,0.690198,0.361463
10,0.621067,0.318198
12,0.637582,0.317373
14,0.637582,0.317373
16,0.637582,0.317373
18,0.661293,0.332236
20,0.559122,0.329337
22,0.651067,0.32165
24,0.606138,0.301231
26,0.613573,0.341035
28,0.672777,0.366268
30,0.68894,0.359726
32,0.632883,0.335939
34,0.51965,0.269701
36,0.56669,0.312484
38,0.56669,0.312484
40,0.440832,0.239767
42,0.451262,0.228315
44,0.401669,0.221965
46,0.300809,0.16808
48,0.296335,0.14409
50,0.290229,0.150052
52,0.354213,0.153775
54,0.328641,0.170397
56,0.307011,0.173246
58,0.288204,0.133846
60,0.292264,0.158868
62,0.352464,0.172641
64,0.46466,0.200162
66,0.380643,0.176793
68,0.33946,0.172764
70,0.326699,0.169416
72,0.445886,0.235563
74,0.461828,0.234295
76,0.429069,0.227156
78,0.599916,0.268395
80,0.561921,0.280953
82,0.56003,0.316079
84,0.512719,0.252591
86,0.521769,0.276803
88,0.615177,0.338021
90,0.424459,0.208063
92,0.381821,0.204596
94,0.350662,0.209314
96,0.324001,0.189391
98,0.337936,0.181088
100,0.335945,0.168604
102,0.347392,0.148558
104,0.329546,0.160573
106,0.315488,0.171299
108,0.350355,0.150194
110,0.233054,0.10949
112,0.198927,0.107974
114,0.260338,0.158332
116,0.209493,0.101608
118,0.0962918,0.0632414
120,0.152554,0.0852504
122,0.170535,0.0970288
124,0.136586,0.08359
126,0.126988,0.0807562
128,0.125621,0.0649406
130,0.139029,0.0783858
132,0.208073,0.11946
134,0.263899,0.146371
136,0.278173,0.144848
138,0.386742,0.193931
140,0.357561,0.195095
142,0.444465,0.249529
144,0.56483,0.317514
146,0.364563,0.191299
148,0.329177,0.161704
150,0.346504,0.194427
152,0.224891,0.132189
154,0.180741,0.0943505
156,0.180741,0.0943505
158,0.248416,0.127382
160,0.248248,0.129237
162,0.258068,0.140466
164,0.267316,0.176546
166,0.267316,0.176546
168,0.362663,0.193724
170,0.405892,0.212983
172,0.470775,0.228325
174,0.45443,0.233523
176,0.45443,0.233523
178,0.368911,0.197751
180,0.368911,0.197751
182,0.262202,0.148353
184,0.2307,0.122445
186,0.177281,0.100963
188,0.299271,0.139591
190,0.299921,0.164835
192,0.244667,0.129741
194,0.19924,0.117108
196,0.222575,0.117566
198,0.227648,0.129346
200,0.231586,0.12654
202,0.205565,0.133121
204,0.201487,0.10801
206,0.177957,0.0986084
208,0.208392,0.114056
210,0.208392,0.114056
212,0.249313,0.126363
214,0.309631,0.178969
216,0.314012,0.16905
218,0.366258,0.233914
220,0.294738,0.145988
222,0.299732,0.178129
224,0.254398,0.141811
226,0.310736,0.163259
228,0.272494,0.133855
230,0.195594,0.110437
232,0.133823,0.0810419
234,0.1663,0.0962403
236,0.1663,0.0962403
238,0.230247,0.126955
240,0.329309,0.166827
242,0.190267,0.129092
244,0.206643,0.128677
246,0.160501,0.0877424
248,0.143604,0.0794217
250,0.126836,0.0666135
252,0.0644295,0.0413048
254,0.0556507,0.032816
256,0.0485022,0.0294803
258,0.0551997,0.0344388
260,0.070009,0.0548687
262,0.0903053,0.0470591
264,0.0632309,0.0450754
266,0.10456,0.0482058
268,0.0892208,0.0544239
270,0.144073,0.0573986
272,0.206146,0.108919
274,0.15559,0.0907065
276,0.190446,0.100266
278,0.170985,0.103855
280,0.114884,0.0722709
282,0.0794718,0.0573204
284,0.094328,0.0507125
286,0.114321,0.0528716
288,0.104467,0.0712511
290,0.124754,0.0731683
292,0.124754,0.0731683
294,0.124754,0.0731683
296,0.124754,0.0731683
298,0.162792,0.108655
300,0.147779,0.0908974
302,0.150325,0.0882666
304,0.170442,0.104597
306,0.240252,0.132882
308,0.285325,0.164834
310,0.206175,0.124957
312,0.231715,0.133336
314,0.234965,0.117094
316,0.250601,0.129404
318,0.199278,0.101873
320,0.199278,0.101873
322,0.131448,0.081032
324,0.169398,0.0933734
326,0.120863,0.0789896
328,0.130989,0.0847796
330,0.159976,0.10052
332,0.174366,0.113483
334,0.166634,0.0856648
336,0.140244,0.0719717
338,0.130516,0.0967599
340,0.162768,0.0945029
342,0.154466,0.0893409
344,0.157213,0.101213
346,0.192848,0.111268
348,0.273886,0.137315
350,0.174423,0.109758
352,0.252779,0.109181
354,0.202928,0.112879
356,0.238808,0.137063
358,0.230393,0.134448
360,0.143725,0.0657171
362,0.146792,0.0881881
364,0.172192,0.105668
366,0.201467,0.0966471
368,0.165269,0.106692
370,0.187228,0.109795
372,0.242672,0.124625
374,0.219433,0.136091
376,0.219433,0.136091
378,0.188588,0.11324
380,0.208495,0.10128
382,0.202373,0.126375
384,0.268499,0.167474
386,0.242218,0.141614
388,0.233478,0.138013
390,0.206393,0.138875
392,0.206393,0.138875
394,0.202571,0.123852
396,0.238481,0.128696
398,0.227155,0.127767
400,0.194333,0.103259
402,0.194333,0.103259
404,0.238156,0.128807
406,0.283195,0.156197
408,0.283195,0.156197
410,0.28153,0.169961
412,0.211563,0.123339
414,0.187935,0.107634
416,0.187935,0.107634
418,0.196873,0.096499
420,0.172268,0.0934131
422,0.172268,0.0934131
424,0.175308,0.0879296
426,0.168229,0.0846925
428,0.195417,0.109288
430,0.211894,0.137946
432,0.153374,0.0919671
434,0.206513,0.116994
436,0.222153,0.10939
438,0.175368,0.0810578
440,0.134998,0.0903331
442,0.117394,0.0641656
444,0.102551,0.0678118
446,0.0861611,0.0538656
448,0.0823645,0.0588369
450,0.0589188,0.0409317
452,0.0513391,0.04054
454,0.0562244,0.039969
456,0.0848967,0.0509873
458,0.0588029,0.0471768
460,0.0971539,0.064254
462,0.111474,0.0641398
464,0.120818,0.0816809
466,0.147569,0.0773277
468,0.139795,0.0732168
470,0.213375,0.117084
472,0.15193,0.0830628
474,0.159737,0.0978228
476,0.124469,0.0703761
478,0.0804648,0.0414761
480,0.0876323,0.0404444
482,0.0705093,0.035358
484,0.0361552,0.0353639
486,0.0485066,0.0336494
488,0.0606029,0.0422487
490,0.0581182,0.0431778
492,0.0483653,0.0350582
494,0.0497955,0.0355867
496,0.0497955,0.0355867
498,0.0520721,0.0301561
500,0.077335,0.0486893
502,0.0824411,0.0582662
504,0.108563,0.0507152
506,0.0850395,0.0581977
508,0.126383,0.0609634
510,0.0983362,0.0641591
512,0.130743,0.0729829
514,0.175985,0.0741589
516,0.18329,0.101699
518,0.18329,0.101699
520,0.15338,0.104355
522,0.197303,0.114255
524,0.153143,0.0870197
526,0.170338,0.104362
528,0.170338,0.104362
530,0.170338,0.104362
532,0.193944,0.107852
534,0.161101,0.114006
536,0.136654,0.0879183
538,0.121128,0.0637777
540,0.106201,0.0484472
542,0.0551224,0.0323421
544,0.0731374,0.036705
546,0.0457922,0.0297472
548,0.0457922,0.0297472
550,0.0691962,0.0427286
552,0.0581422,0.0299228
554,0.0660693,0.0471709
556,0.0551322,0.0332178
558,0.0533963,0.0289145
560,0.0470526,0.0281966
562,0.0544025,0.0386857
564,0.0721676,0.0433499
566,0.0721676,0.0433499
568,0.0876092,0.0482034
570,0.0680717,0.0366122
572,0.0598015,0.047066
574,0.0829692,0.0543172
576,0.0762745,0.0408495
578,0.0401188,0.0345316
580,0.043461,0.0361477
582,0.0607209,0.0390438
584,0.0587019,0.0314915
586,0.0701969,0.0437187
588,0.0683827,0.0416102
590,0.0817279,0.0544833
592,0.0950746,0.0605248
594,0.0921521,0.0541715
596,0.0934034,0.0597257
598,0.0888111,0.0580423
600,0.132207,0.0778992
602,0.0868341,0.053109
604,0.211167,0.129198
606,0.211167,0.129198
608,0.229846,0.11804
610,0.147976,0.0689121
612,0.22152,0.114565
614,0.179335,0.0996979
616,0.16947,0.0994827
618,0.211752,0.142568
620,0.222993,0.131654
622,0.243384,0.141925
624,0.250618,0.122701
626,0.187603,0.106187
628,0.160302,0.0801707
630,0.240027,0.126322
632,0.229035,0.120791
634,0.242873,0.142709
636,0.209156,0.132519
638,0.184127,0.0862826
640,0.171078,0.0829386
642,0.120457,0.0681102
644,0.145723,0.0765729
646,0.223307,0.120699
648,0.212376,0.113569
650,0.123727,0.0773876
652,0.138474,0.077023
654,0.146732,0.0821765
656,0.0815623,0.0534866
658,0.0725624,0.0533007
660,0.0820588,0.0479634
662,0.105718,0.058179
664,0.0846436,0.0506528
666,0.127438,0.0787669
668,0.101261,0.0595803
670,0.172766,0.103307
672,0.127003,0.0750849
674,0.181097,0.102524
676,0.234425,0.126872
678,0.356233,0.17657
680,0.290038,0.151003
682,0.250102,0.126128
684,0.250102,0.126128
686,0.207387,0.103528
688,0.178081,0.100015
690,0.241518,0.119923
692,0.21695,0.113965
694,0.211979,0.11762
696,0.133439,0.0918875
698,0.24002,0.122846
700,0.176375,0.0979774
702,0.15926,0.0987556
704,0.173337,0.11568
706,0.272022,0.147211
708,0.130482,0.0863369
710,0.172836,0.0922009
712,0.178853,0.0974884
714,0.178853,0.0974884
716,0.101756,0.0548135
718,0.0613876,0.0418811
720,0.0525207,0.0401381
722,0.0634509,0.0447083
724,0.0842706,0.0588943
726,0.063785,0.0362951
728,0.0957791,0.0541422
730,0.0643067,0.0370835
732,0.108494,0.068796
734,0.114208,0.0630952
736,0.0628849,0.0511973
738,0.0891336,0.0574517
740,0.125547,0.0780688
742,0.212666,0.103102
744,0.295615,0.158897
746,0.202669,0.131967
748,0.202669,0.131967
750,0.260658,0.127545
752,0.18473,0.0947733
754,0.253517,0.126937
756,0.189681,0.0859494
758,0.208904,0.125204
760,0.218653,0.111389
762,0.180591,0.103102
764,0.183885,0.102224
766,0.204526,0.116807
768,0.240885,0.137843
770,0.251862,0.140046
772,0.228452,0.126983
774,0.315022,0.178267
776,0.315022,0.178267
778,0.254826,0.139163
780,0.254826,0.139163
782,0.191499,0.100429
784,0.261317,0.11134
786,0.20031,0.115554
788,0.138178,0.0711267
790,0.0972858,0.0715641
792,0.0907686,0.0479526
794,0.0581041,0.0330863
796,0.0801002,0.047503
798,0.0476546,0.0301233
800,0.0715166,0.050227
802,0.0583509,0.0367718
804,0.0583509,0.0367718
806,0.0602094,0.0372039
808,0.0460307,0.0343415
810,0.030767,0.0339264
812,0.0549138,0.0444284
814,0.0280057,0.0236451
816,0.058424,0.0360738
818,0.0486709,0.037898
820,0.0979074,0.0808884
822,0.134608,0.0949745
824,0.244627,0.135593
826,0.214774,0.13254
828,0.123307,0.0896201
830,0.100621,0.0678692
832,0.190206,0.106093
834,0.187657,0.0891644
836,0.14324,0.0720413
838,0.165181,0.115938
840,0.115607,0.0716986
842,0.152078,0.0937828
844,0.164263,0.0921878
846,0.173694,0.0908773
848,0.139948,0.0698541
850,0.139948,0.0698541
852,0.129799,0.0843006
854,0.137564,0.0848097
856,0.143553,0.0861496
858,0.0902126,0.054668
860,0.0928877,0.0461656
862,0.0878098,0.0536912
864,0.0878098,0.0536912
866,0.0878098,0.0536912
868,0.101817,0.0518732
870,0.125745,0.0668031
872,0.116323,0.058978
874,0.15037,0.0718355
876,0.0739718,0.0471749
878,0.0663004,0.0479826
880,0.120992,0.0698385
882,0.106936,0.05838
884,0.107909,0.0522443
886,0.107802,0.0743129
888,0.114305,0.070727
890,0.0912374,0.0531139
892,0.0824531,0.0540284
894,0.0655452,0.0354041
896,0.0714205,0.0415342
898,0.0792961,0.0432217
900,0.0711548,0.0447062
902,0.0706478,0.0485643
904,0.0476577,0.0375454
906,0.0473354,0.0371579
908,0.0550555,0.034626
910,0.0704298,0.0358685
912,0.0654626,0.0448056
914,0.0746179,0.0435177
916,0.0563941,0.0382769
918,0.0566965,0.0463192
920,0.0566965,0.0463192
922,0.0726481,0.0361313
924,0.055015,0.0509793
926,0.0601046,0.0352355
928,0.0454456,0.0425978
930,0.059772,0.0455483
932,0.0927984,0.0526347
934,0.0631682,0.0400522
936,0.0631682,0.0400522
938,0.0643498,0.0502176
940,0.112438,0.075484
942,0.095294,0.0642828
944,0.095294,0.0642828
946,0.0936843,0.0620264
948,0.109614,0.071126
950,0.0958069,0.0554237
952,0.0958069,0.0554237
954,0.0875612,0.0640194
956,0.0575784,0.0373222
958,0.101993,0.0593455
960,0.0633314,0.0470754
962,0.0709307,0.0428923
964,0.142429,0.068372
966,0.137437,0.0906953
968,0.114379,0.0553372
970,0.0524404,0.0414687
972,0.0927557,0.0462253
974,0.0789166,0.0501267
976,0.143706,0.0721536
978,0.147744,0.0887272
980,0.172031,0.0992674
982,0.199479,0.119051
984,0.147652,0.0828032
986,0.107045,0.0629099
988,0.0716679,0.0453571
990,0.0663924,0.0391117
992,0.0406501,0.0324474
994,0.0731662,0.0389665
996,0.0529584,0.045052
998,0.0989756,0.0535109
1000,0.0989756,0.0535109
1002,0.0629131,0.0453901
