MDTU,link
2,1.37134
4,1.67407
6,1.77207
8,1.9199
10,1.81623
12,1.79411
14,1.79411
16,1.79411
18,1.92827
20,1.77722
22,1.95606
24,1.90495
26,1.89256
28,2.04238
30,2.05402
32,1.96477
34,1.70452
36,1.76963
38,1.76963
40,1.42987
42,1.40765
44,1.37322
46,1.10293
48,1.11304
50,1.10096
52,1.18419
54,1.18038
56,1.2144
58,1.10973
60,1.13486
62,1.25397
64,1.38879
66,1.24847
68,1.22189
70,1.18123
72,1.40002
74,1.55196
76,1.44501
78,1.6732
80,1.77315
82,1.88632
84,1.57279
86,1.6119
88,1.85368
90,1.35241
92,1.3349
94,1.25542
96,1.21505
98,1.21605
100,1.23072
102,1.17211
104,1.21225
106,1.2592
108,1.20722
110,0.952286
112,0.928676
114,1.13507
116,0.917391
118,0.684476
120,0.82868
122,0.869912
124,0.791342
126,0.818227
128,0.736882
130,0.810721
132,0.94496
134,1.09212
136,1.09219
138,1.31987
140,1.31735
142,1.5237
144,1.77496
146,1.27825
148,1.21371
150,1.20727
152,0.96014
154,0.918004
156,0.918004
158,1.01758
160,1.04946
162,1.10762
164,1.1381
166,1.1381
168,1.26694
170,1.37238
172,1.47482
174,1.49239
176,1.49239
178,1.2918
180,1.2918
182,1.11062
184,0.968142
186,0.8779
188,1.12577
190,1.11481
192,0.973643
194,0.922535
196,0.951838
198,1.01051
200,0.974526
202,0.959874
204,0.919167
206,0.825046
208,0.945778
210,0.945778
212,1.01497
214,1.17023
216,1.12341
218,1.28639
220,1.10174
222,1.28199
224,1.0982
226,1.20656
228,1.04072
230,0.922211
232,0.792084
234,0.859543
236,0.859543
238,1.01336
240,1.15784
242,0.943376
244,0.972789
246,0.888351
248,0.800986
250,0.746507
252,0.63674
254,0.676512
256,0.625406
258,0.603638
260,0.662266
262,0.698416
264,0.634388
266,0.69487
268,0.72506
270,0.772012
272,0.923563
274,0.878555
276,0.923045
278,0.9075
280,0.76283
282,0.688362
284,0.713296
286,0.72249
288,0.759045
290,0.781174
292,0.781174
294,0.781174
296,0.781174
298,0.877671
300,0.832939
302,0.804249
304,0.833097
306,1.03018
308,1.14033
310,0.980017
312,1.01496
314,1.00006
316,1.00403
318,0.900609
320,0.900609
322,0.801124
324,0.910102
326,0.764612
328,0.754707
330,0.831268
332,0.878268
334,0.862319
336,0.769029
338,0.8521
340,0.899285
342,0.829933
344,0.846729
346,0.908873
348,1.10653
350,0.9007
352,1.04329
354,0.973371
356,1.05496
358,1.0752
360,0.729605
362,0.887365
364,0.966746
366,0.906521
368,0.885107
370,0.947863
372,1.01721
374,1.0012
376,1.0012
378,0.911965
380,0.884505
382,0.995889
384,1.17808
386,1.03189
388,1.05085
390,1.01723
392,1.01723
394,0.961213
396,0.997861
398,0.99973
400,0.954148
402,0.954148
404,0.945566
406,1.10412
408,1.10412
410,1.08383
412,0.924682
414,0.894073
416,0.894073
418,0.961194
420,0.872271
422,0.872271
424,0.858223
426,0.838872
428,0.903373
430,0.973816
432,0.88562
434,0.970817
436,0.92821
438,0.809111
440,0.819183
442,0.760772
444,0.72024
446,0.638668
448,0.674137
450,0.635741
452,0.635518
454,0.616269
456,0.665031
458,0.620476
460,0.687998
462,0.726501
464,0.725749
466,0.771925
468,0.790975
470,0.926608
472,0.817732
474,0.86195
476,0.772235
478,0.628187
480,0.62305
482,0.616027
484,0.600841
486,0.570659
488,0.624134
490,0.6051
492,0.626221
494,0.633077
496,0.633077
498,0.614151
500,0.672712
502,0.741592
504,0.739032
506,0.658305
508,0.727312
510,0.728544
512,0.768004
514,0.818382
516,0.91683
518,0.91683
520,0.857516
522,0.91966
524,0.832531
526,0.898933
528,0.898933
530,0.898933
532,0.91049
534,0.860638
536,0.784732
538,0.730193
540,0.722849
542,0.614365
544,0.633199
546,0.602573
548,0.602573
550,0.646393
552,0.645031
554,0.675056
556,0.62392
558,0.653377
560,0.593565
562,0.598867
564,0.710625
566,0.710625
568,0.741675
570,0.640512
572,0.608441
574,0.665383
576,0.692714
578,0.595099
580,0.60104
582,0.612101
584,0.605628
586,0.641522
588,0.634505
590,0.700771
592,0.738237
594,0.691153
596,0.707695
598,0.699255
600,0.766149
602,0.693477
604,0.922966
606,0.922966
608,0.969452
610,0.82066
612,0.965523
614,0.876114
616,0.871311
618,0.989599
620,1.02357
622,1.02763
624,1.06619
626,0.892794
628,0.836845
630,0.936334
632,0.960618
634,0.997613
636,0.98539
638,0.888306
640,0.795552
642,0.779808
644,0.833603
646,0.977531
648,1.02339
650,0.78382
652,0.754372
654,0.779849
656,0.695391
658,0.63312
660,0.667421
662,0.766278
664,0.676981
666,0.780689
668,0.726763
670,0.882027
672,0.76845
674,0.882466
676,1.00822
678,1.2433
680,1.11153
682,1.07272
684,1.07272
686,0.934025
688,0.865321
690,1.00404
692,0.954462
694,0.980453
696,0.81919
698,1.00379
700,0.817633
702,0.901307
704,0.900569
706,1.15022
708,0.848619
710,0.857575
712,0.876138
714,0.876138
716,0.729325
718,0.638124
720,0.622921
722,0.623012
724,0.723162
726,0.701178
728,0.731227
730,0.670519
732,0.757066
734,0.727642
736,0.659989
738,0.702126
740,0.784815
742,0.94975
744,1.14283
746,0.969573
748,0.969573
750,1.02143
752,0.921713
754,1.01724
756,0.881268
758,0.959842
760,0.948898
762,0.829208
764,0.864107
766,0.948153
768,1.06223
770,1.1241
772,1.02037
774,1.19385
776,1.19385
778,1.06945
780,1.06945
782,0.881336
784,1.00063
786,0.897746
788,0.806458
790,0.740846
792,0.642472
794,0.595241
796,0.667518
798,0.593252
800,0.65934
802,0.605714
804,0.605714
806,0.610696
808,0.589884
810,0.613995
812,0.631727
814,0.588578
816,0.621505
818,0.603612
820,0.709576
822,0.801417
824,0.994291
826,0.942745
828,0.757487
830,0.71295
832,0.864109
834,0.844236
836,0.790977
838,0.877929
840,0.77986
842,0.878835
844,0.838873
846,0.859544
848,0.750493
850,0.750493
852,0.804045
854,0.790181
856,0.853634
858,0.696913
860,0.702389
862,0.692887
864,0.692887
866,0.692887
868,0.698789
870,0.816501
872,0.771442
874,0.78077
876,0.635664
878,0.664968
880,0.762328
882,0.687225
884,0.716816
886,0.733254
888,0.719241
890,0.666762
892,0.645484
894,0.66639
896,0.669177
898,0.677645
900,0.630435
902,0.643388
904,0.611546
906,0.585898
908,0.581815
910,0.618073
912,0.653848
914,0.62186
916,0.608707
918,0.615676
920,0.615676
922,0.634735
924,0.612113
926,0.589676
928,0.624601
930,0.64011
932,0.708434
934,0.689338
936,0.689338
938,0.662837
940,0.768448
942,0.754273
944,0.754273
946,0.710797
948,0.74456
950,0.701244
952,0.701244
954,0.702587
956,0.643085
958,0.706148
960,0.685894
962,0.648294
964,0.79924
966,0.793849
968,0.706815
970,0.651861
972,0.720198
974,0.680681
976,0.826545
978,0.829461
980,0.870666
982,0.927034
984,0.796116
986,0.702404
988,0.636809
990,0.597199
992,0.600878
994,0.62868
996,0.676037
998,0.7534
1000,0.7534
1002,0.643579
1004,0.649607
1006,0.656689
1008,0.643895
1010,0.623294
1012,0.623294
1014,0.660411
1016,0.736597
1018,0.591992
1020,0.766567
1022,0.772624
1024,0.648979
1026,0.670598
1028,0.629929
1030,0.584154
1032,0.642803
1034,0.629201
1036,0.631087
1038,0.651982
1040,0.642378
1042,0.642378
1044,0.621332
1046,0.648036
1048,0.749527
1050,0.692984
1052,0.655267
1054,0.623936
1056,0.78089
1058,0.66371
1060,0.6426
1062,0.661069
1064,0.671127
1066,0.791628
1068,0.633446
1070,0.630046
1072,0.661726
1074,0.680618
1076,0.680618
1078,0.742301
1080,0.645884
1082,0.597898
1084,0.629766
1086,0.682755
1088,0.687499
1090,0.644101
1092,0.612278
1094,0.583323
1096,0.567512
1098,0.653153
1100,0.640682
1102,0.681673
1104,0.722925
1106,0.776956
1108,0.776956
1110,0.776956
1112,0.685856
1114,0.671865
1116,0.638924
1118,0.657264
1120,0.614432
1122,0.65428
1124,0.748058
1126,0.805995
1128,0.869498
1130,0.821779
1132,0.798298
1134,0.798298
1136,0.777734
1138,0.797757
1140,0.931636
1142,1.00118
1144,1.01268
1146,0.985968
1148,0.972566
1150,0.929519
1152,0.823024
1154,0.732148
1156,0.755414
1158,0.788637
1160,0.758805
1162,0.832847
1164,0.704712
1166,0.679993
1168,0.643124
1170,0.656871
1172,0.61906
1174,0.69121
1176,0.72571
1178,0.68483
1180,0.725358
1182,0.706355
1184,0.673191
1186,0.723363
1188,0.723363
1190,0.723363
1192,0.720379
1194,0.720379
1196,0.720409
1198,0.697003
1200,0.71296
1202,0.738751
1204,0.682693
1206,0.722531
1208,0.701937
1210,0.695697
1212,0.635491
1214,0.725159
1216,0.731059
1218,0.637735
1220,0.654804
1222,0.791021
1224,0.741356
1226,0.741356
1228,0.757715
1230,0.784324
1232,0.752355
1234,0.778562
1236,0.76713
1238,0.737382
1240,0.725553
1242,0.674041
1244,0.718762
1246,0.833292
1248,0.707454
1250,0.707016
1252,0.726896
1254,0.726896
1256,0.594176
1258,0.594603
1260,0.623023
1262,0.575217
1264,0.613111
1266,0.62886
1268,0.660661
1270,0.624437
1272,0.670981
1274,0.769214
1276,0.797254
1278,0.710916
1280,0.707207
1282,0.589891
1284,0.625833
1286,0.590772
1288,0.672774
1290,0.60416
1292,0.618695
1294,0.622654
1296,0.662445
1298,0.68307
1300,0.664665
1302,0.675785
1304,0.646179
1306,0.627557
1308,0.703085
1310,0.799746
1312,0.799746
1314,0.781113
1316,0.784446
1318,0.744128
1320,0.744128
1322,0.744128
1324,0.618061
1326,0.618061
1328,0.653596
1330,0.60208
1332,0.698759
1334,0.671484
1336,0.682044
1338,0.634036
1340,0.634036
1342,0.619786
1344,0.640597
1346,0.614696
1348,0.688889
1350,0.679691
1352,0.73609
1354,0.785045
1356,0.726927
1358,0.726452
1360,0.813541
1362,0.702406
1364,0.679263
1366,0.664598
1368,0.664598
1370,0.640994
1372,0.657627
1374,0.650415
1376,0.635457
1378,0.648445
1380,0.616353
1382,0.669109
1384,0.652999
1386,0.760823
1388,0.671012
1390,0.728675
1392,0.685714
1394,0.743823
1396,0.759563
1398,0.779312
1400,0.69712
1402,0.716588
1404,0.716588
1406,0.6258
1408,0.731094
1410,0.741844
1412,0.691592
1414,0.724496
1416,0.670479
1418,0.629083
1420,0.613015
1422,0.585691
1424,0.618779
1426,0.671715
1428,0.671715
1430,0.671715
1432,0.658639
1434,0.695086
1436,0.817528
1438,0.87674
1440,0.992693
1442,0.912263
1444,0.86108
1446,0.827164
1448,0.895063
1450,0.924103
1452,0.924103
1454,0.947449
1456,1.04117
1458,0.934272
1460,0.997709
1462,0.997513
1464,0.964898
1466,0.842317
1468,1.07961
1470,0.983332
1472,1.08249
1474,1.24376
1476,1.16302
1478,1.14495
1480,1.43581
1482,1.66448
1484,1.52692
1486,1.43962
1488,1.56087
1490,1.79642
1492,1.76333
1494,1.88038
1496,1.67652
1498,1.65484
1500,1.65484
1502,1.64794
1504,1.51443
1506,1.39867
1508,1.38089
1510,1.34012
1512,1.43794
1514,1.53775
1516,1.14047
1518,1.13454
1520,0.863423
1522,0.863423
1524,0.887124
1526,0.868196
1528,0.869928
1530,0.869928
1532,0.941736
1534,1.01104
1536,1.01104
1538,0.928973
1540,0.78066
1542,0.788046
1544,0.91803
1546,0.867343
1548,0.83177
1550,0.810238
1552,1.03618
1554,0.871914
1556,0.871914
1558,0.871914
1560,0.901275
1562,0.876667
1564,0.870287
1566,0.879171
1568,0.821667
1570,0.797093
1572,0.835473
1574,0.822415
1576,0.773402
1578,0.771678
1580,0.737139
1582,0.634776
1584,0.625539
1586,0.721651
1588,0.795502
1590,0.775014
1592,0.870146
1594,0.819042
1596,0.819042
1598,0.783312
1600,0.693854
1602,0.680148
1604,0.658651
1606,0.658651
1608,0.712941
1610,0.648643
1612,0.682461
1614,0.706787
1616,0.70193
1618,0.71157
1620,0.883384
1622,0.855291
1624,0.86876
1626,0.84402
1628,0.827864
1630,0.927578
1632,1.06427
1634,0.953653
1636,1.00736
1638,0.903746
1640,0.930674
1642,0.930674
1644,1.10412
1646,1.04819
1648,1.00951
1650,1.0598
1652,1.14306
1654,1.26235
1656,1.19071
1658,0.93612
1660,1.04794
1662,0.987385
1664,0.855347
1666,0.896229
1668,0.924535
1670,1.07045
1672,1.0149
1674,1.01241
1676,1.10621
1678,0.9885
1680,1.18266
1682,1.18266
1684,1.18266
1686,1.22056
1688,1.21301
1690,1.32921
1692,1.47424
