ReTr(Lx),ImTr(Lx)
-0.0160609,-0.156199
0.0385593,-0.0057236
-0.0282815,-0.00157012
0.0523443,0.0106948
-0.0399145,0.103261
-0.123518,-0.015221
-0.123518,-0.015221
-0.123518,-0.015221
0.0431503,-0.114703
-0.052715,0.0464815
-0.0530373,0.0223022
0.0138401,-0.100254
0.023246,-0.0948057
-0.033848,-0.0663265
-0.0649905,-0.0401372
-0.0672347,-0.00060461
-0.0848105,-0.0430842
0.0499633,-0.032311
0.0499633,-0.032311
0.116674,0.160945
-0.0339615,-0.026025
0.130649,-0.074748
-0.0411412,-0.0960665
0.0822752,0.094523
-0.0193741,-0.109826
0.0988268,-0.042953
0.0151994,-0.0565843
-0.0394085,-0.0448085
0.0382933,0.00828643
-0.106787,0.029199
0.166857,-0.0282062
-0.063352,-0.0105685
0.0334528,0.0590323
0.035298,0.0221373
-0.075503,0.0926068
0.068331,0.0363675
0.101232,-0.0407855
-0.0610728,-0.0083989
-0.0111712,-0.0420408
-0.0342402,-0.0359445
-0.0387055,0.069611
-0.0217586,-0.00685493
0.0102959,-0.032186
-0.00256975,-0.00993853
-0.0157363,-0.0797805
0.0378575,-0.0399585
0.0148718,0.0711097
-0.0706342,-0.00239857
-0.0355585,-0.0803675
0.0290858,-0.057133
0.0896408,0.0980007
-0.0288412,0.077045
0.0549365,0.0040112
-0.00979927,-0.0222639
-0.0387435,0.0526752
0.0583415,-0.04396
-0.000444408,-0.0345987
0.0626697,0.124036
0.0058811,-0.0851777
0.00745975,0.0490913
-0.053354,0.0576118
-0.000204667,-0.0820038
-0.0854387,-0.0897773
-0.00704818,0.00978967
-0.0282468,0.0562088
-0.0521988,-0.0039595
0.104141,-0.0226739
0.0750705,-0.00787927
-0.0829348,-0.0304722
-0.0123797,0.130541
0.0507047,0.0235821
0.00877498,0.107861
-0.100219,-0.0132441
0.0754237,-0.0759345
0.0474347,0.0972067
-0.055627,0.0748178
0.052876,0.0322028
0.052876,0.0322028
0.082902,-0.0292555
-0.00476667,-0.0754695
-0.0228624,-0.0909747
-0.0546963,0.0639938
-0.0546963,0.0639938
-0.0496383,0.0211678
0.0755897,0.00375515
-0.0194106,0.0193001
0.0784865,-0.0843737
0.0784865,-0.0843737
0.0269945,-0.091722
0.0269945,-0.091722
0.0209227,-0.0253885
0.0373625,0.00156527
0.038338,-0.0464362
0.0101347,-0.0043544
-0.10081,0.0606635
-0.00242914,-0.0130973
0.00833283,-0.0241778
0.0456952,0.0199909
0.061483,-0.101781
0.0293415,-0.0397542
0.179402,-0.040909
0.0033375,0.0974635
0.13346,-0.0443918
-0.028883,-0.0171039
-0.028883,-0.0171039
-0.073867,0.103584
0.0133743,-0.0046665
0.137366,-0.0791933
-0.034877,-0.0862867
0.0117504,0.0345792
-0.0688955,-0.0485262
0.0541065,-0.0502857
-0.0462705,-0.029625
-0.04906,0.0631358
0.078124,-0.0274357
-0.0843735,0.0803755
-0.00366147,0.0587488
-0.00366147,0.0587488
0.00532495,0.0278492
-0.0931705,-0.0479033
-0.000113936,-0.0175658
0.0641672,0.026815
-0.0265395,0.0112689
0.00543168,0.0456543
0.0205766,0.0309542
0.0755125,0.0881795
0.0813575,0.00801755
0.075282,-0.0268458
-0.0499247,-0.10235
0.0805753,-0.056747
0.0393105,-0.0296395
0.000783258,0.109671
-0.0864832,-0.0102974
0.0134778,0.0735453
0.0056398,-0.065995
-0.0183748,-0.0634665
-0.115364,0.0536642
0.0916442,-0.0712175
0.0365398,-0.00697778
0.042742,0.098212
-0.0335322,-0.0206035
0.0314002,0.0156555
-0.0360328,0.0140936
-0.00820363,-0.0278023
-0.0263652,-0.0300165
-0.0263652,-0.0300165
-0.0263652,-0.0300165
-0.0263652,-0.0300165
0.0175587,0.0442135
-0.0561255,0.0696703
-0.0805577,-0.0664635
0.119961,0.0729885
0.0117601,-0.0158721
-0.0827015,-0.0600767
0.0512548,-0.0129753
0.0129752,0.0915943
-0.00874903,-0.096128
-0.0143521,-0.063345
-0.0275315,0.0749225
-0.0275315,0.0749225
0.0130098,0.1593
-0.10622,0.0199789
0.059087,-0.040971
-0.00999527,-0.0470013
0.0143996,-0.103759
-0.078902,-0.133868
0.163019,-0.069839
0.01083,0.0685282
-0.0734328,0.00896903
-0.070618,-0.055569
0.0610887,0.0171224
0.0611473,-0.0639278
0.0177471,0.0527575
0.0336422,-0.051493
-0.00514545,0.191293
-0.0500517,-0.0161172
-0.0760895,-0.0704078
0.0639457,-0.0100636
-0.060614,0.101972
-0.0951455,0.0409075
0.027018,0.0605917
-0.0482703,0.0626743
-0.099128,-0.067067
-0.0359348,-0.0120585
0.0433492,-0.162967
0.0309588,0.016391
0.0087531,0.0124413
0.0087531,0.0124413
-0.103219,-0.025878
-0.0357755,-0.04511
-0.0105282,-0.00170992
0.0261352,0.0171155
0.0200367,0.0721303
0.00285447,-0.0192949
-0.077383,0.0492942
-0.077383,0.0492942
-0.00104437,-0.0513325
0.0533093,-0.053203
0.0529055,0.0144331
0.0513775,-0.06298
0.0513775,-0.06298
0.0661277,0.0317233
0.0197524,0.102421
0.0197524,0.102421
-0.0446467,0.0404043
-0.068424,0.0113405
0.0596093,0.0952495
0.0596093,0.0952495
-0.0413815,0.0940958
-0.0301035,-0.0498502
-0.0301035,-0.0498502
-0.0155973,0.0644037
-0.00111962,0.042161
0.055429,-0.0078361
0.0097762,-0.10608
0.091685,0.0752972
-0.137047,0.0190244
0.0186875,-0.0709785
-0.0562028,-0.0534792
0.0354465,0.0203687
-0.0371952,-0.041157
-0.103783,0.0437043
-0.0649505,0.0723058
-0.0883255,-0.0233462
0.0270902,-0.162304
-0.0059008,0.019866
0.0116904,-0.0380933
0.0259333,-0.0185595
-0.0414677,-0.0524138
-0.0954393,-0.0310477
-0.0410345,0.050584
-0.146888,-0.141309
-0.0574817,-0.0485812
0.0661183,-0.0059247
-0.0328188,0.0467853
0.029481,-0.0197159
0.0461377,0.0337047
-0.0260735,-0.041291
0.039162,0.10484
0.105292,-0.0517113
-0.106529,-0.0292385
0.00812315,0.0209524
-0.00552567,-0.010395
-0.0415195,0.014517
0.0340915,0.0857852
0.107187,0.0056507
-0.00373515,0.058602
-0.00373515,0.058602
0.0938985,0.0437312
-0.0749133,-0.0402247
0.085816,0.0729705
-0.078933,-0.0467225
-0.0244576,-0.00510375
-0.0566398,-0.0241309
-0.0695835,0.0469992
0.0201102,-1.34149e-05
0.0326315,-0.0524138
-0.124863,0.0249076
-0.124863,0.0249076
0.047218,0.0463228
-0.0108722,-0.106198
-0.0165384,-0.0237387
-0.119934,0.0701125
-0.119934,0.0701125
-0.119934,0.0701125
0.0267875,0.104026
-0.0760425,-0.0119953
0.0170095,0.0958615
0.00404148,-0.0410807
-0.0309345,-0.0137375
0.08963,-0.0471505
-0.040319,-0.016006
-0.0605393,0.0073272
-0.0605393,0.0073272
-0.0639167,0.103348
-0.0612215,-0.065538
-0.0431285,-0.132576
0.044009,-0.00168506
0.00211228,-0.0935332
-0.0529133,0.0372325
0.0845962,0.0749413
-0.000584607,-0.0124932
-0.000584607,-0.0124932
-0.006056,-0.032533
0.0111611,-0.038867
0.0621085,0.0506168
-0.069775,0.0401425
0.151598,-0.039949
-0.0190512,-0.0609222
-0.045903,-0.0866647
0.0239793,-0.0155468
0.106188,-0.0932465
0.0633072,0.0463597
0.0641925,-0.0118028
0.161533,0.175295
-0.0918267,0.0407778
-0.0039455,-0.00623172
-0.18108,-0.0211623
-0.0228486,0.0435665
-0.071,-0.120086
0.0313413,0.00189824
0.0669795,0.0244624
0.0669795,0.0244624
0.11092,0.0594485
0.0108404,0.0641373
0.0204872,-0.053366
-0.0618947,-0.0434073
-0.0168648,0.0272718
-0.112815,-0.033589
-0.0658612,-0.108495
-0.000358835,-0.008469
-0.00235037,0.0260335
-0.0139747,0.022606
-0.0629462,0.00880765
0.114219,0.0687785
-0.0232514,-0.083131
0.0564325,0.0440687
-0.0585722,-0.0653347
0.0371578,-0.0647443
0.0117708,-0.0526955
-0.0160785,-0.044919
0.0783797,-0.0510287
-0.0575585,-0.0412812
-0.032333,0.0611647
0.0113264,0.00682135
-0.0369975,0.0220928
-0.055024,0.054508
0.12974,0.0068651
0.0566935,0.0040805
0.00674848,0.162646
-0.0632377,0.053172
-0.00435078,0.077328
-0.0687798,0.103563
-0.0261322,-0.00034593
0.0335792,0.0595067
-0.0600263,0.00324357
-0.0631768,-0.0225573
0.024408,-0.0543742
0.0183149,-0.0497213
-0.00145438,-0.0147133
-0.109933,-0.0839282
-0.109933,-0.0839282
0.0177551,0.00742652
-0.0320895,-0.00776703
0.0223474,0.00655605
0.0461003,0.0239344
-0.040198,0.040129
-0.0996718,-0.0359587
-0.0292763,0.0173568
0.0223789,0.032745
-0.0113801,0.0125292
-0.0501542,0.0035995
0.0121198,0.0253555
-0.00560563,-0.0209579
0.0328765,0.035931
-0.0200969,-0.0442987
-0.0200969,-0.0442987
-0.0641567,-0.073075
0.0914395,0.0199779
0.0744735,0.0932588
0.0482865,0.0569445
-0.161236,-0.0855883
0.0245129,0.0813018
0.148297,-0.058633
0.00144051,-0.0220848
0.0862125,-0.0067928
0.0306042,-0.0590393
-0.0152248,0.0895253
-0.12643,-0.0648153
-0.0190484,-0.0512357
-0.0470033,0.0045388
0.0306215,0.049721
-0.0909158,-0.0431103
-0.0909158,-0.0431103
0.0674623,0.132794
0.00153655,-0.0349998
-0.0158204,0.00106824
-0.219141,-0.0234388
-0.0561227,0.0378575
0.024232,0.0158729
-0.0800663,-0.0606628
-0.0795668,-0.0278072
0.0246969,-0.0893325
-0.0224883,0.0797387
-0.0215904,-0.00508428
0.0101771,0.0435277
-0.0462907,0.0221669
-0.0462907,0.0221669
-0.105089,0.0825218
-0.105089,0.0825218
-0.00114291,0.0105441
-0.0107963,0.0694667
-0.00215751,0.0307865
-0.0620812,0.0889563
-0.0528337,-0.137694
0.0510313,-0.083034
-0.0494288,0.00521173
-0.0274222,0.0536138
-0.0667435,0.0169564
-0.0615438,0.00774202
0.0198992,0.0111321
0.0198992,0.0111321
-0.00134656,0.000479973
0.15681,-0.0079667
0.12116,0.00539548
-0.0493598,0.0312885
0.00572018,0.101421
-0.00363,-0.031768
-0.153799,-0.0874448
-0.0927473,0.0948945
0.0213582,-0.045345
-0.0036759,-0.0540282
0.0618112,0.0335423
0.0239624,0.0421772
0.0978125,-0.0074545
0.00997145,0.0187643
-0.0182841,0.0361905
0.0741145,-0.0475392
-0.0176705,-0.0144748
0.107867,0.0400758
0.0478348,0.0110907
-0.0636935,0.0080568
-0.0673935,0.043806
0.0158406,0.0827873
0.0158406,0.0827873
-0.0706575,-0.0832082
-0.119211,-0.0167311
0.043655,-0.067188
-0.0191249,-0.064469
0.00189435,-0.0344955
-0.0784872,-0.00221081
-0.0784872,-0.00221081
-0.0784872,-0.00221081
0.0199255,-0.0144536
0.0932007,0.0738717
-0.00211834,0.0603187
-0.0475882,-0.0131342
0.0276072,-0.0335958
-0.0241993,-0.0421135
-0.037396,0.0664157
-0.00363985,0.00225589
-0.0067177,-0.0588525
0.01878,0.0599377
-0.0171319,-0.000224363
0.0611423,-0.064434
0.0440285,-0.0125825
-0.109443,0.0460993
-0.00151255,0.0945615
-0.0169954,-0.0257952
0.0911483,-0.0327518
0.028444,-0.00786062
0.0521377,-0.0498743
-0.115142,0.0244884
-0.0291695,0.144809
0.0618205,0.0220749
-0.0869608,-0.02631
0.0205466,0.0469162
0.00937185,-0.049556
0.0726108,-0.037309
0.0726108,-0.037309
-0.0991315,0.0224317
-0.0941995,0.085164
-0.0596662,-0.0598035
0.0782048,-0.0235004
-0.0792512,-0.0890757
-0.111785,-0.039965
-0.130432,0.0094101
-0.130432,0.0094101
0.085202,-0.0175522
-0.0276822,-0.069533
-0.0497135,-0.0294355
-0.0497135,-0.0294355
-0.0151156,0.0780297
-0.0282907,0.117877
0.175927,-0.0211243
0.175927,-0.0211243
-0.146005,-0.06939
-0.061917,-0.0769175
0.0545735,0.0615225
0.067419,0.0135677
0.0207468,0.0143507
0.0093167,0.0484545
0.030889,0.0256623
-0.0219307,-0.113853
-0.0169924,0.0215402
0.100688,-0.038307
0.0883215,0.133902
-0.0113869,0.00340733
0.0585833,0.0491925
-0.0108682,0.0177925
-0.0787188,-0.0382863
0.0521863,0.00917592
-0.0815532,0.0551355
-0.00591528,-0.0351127
-0.0101754,0.0345558
-0.015953,0.072701
0.0188826,0.0177835
-0.102592,-0.0294217
0.0075268,-0.0065078
0.0075268,-0.0065078
0.0791928,-0.00931333
-0.025901,-0.00173326
-0.0255245,-0.000528155
0.0223659,0.0643247
0.0280008,0.0218967
0.0280008,0.0218967
0.000836365,-0.0084685
-0.0493268,-0.067426
-0.0523675,-0.0199782
-0.0214911,0.0442562
0.00370472,-0.0176287
