ReTr(L),ImTr(L)
0.020083,-0.0521818
0.0346792,-0.0219416
0.072912,-0.00549158
0.0260396,0.0870134
0.0540762,-0.00520338
-0.0360148,0.0522432
-0.0360148,0.0522432
-0.00080967,0.047146
0.10347,-0.104859
0.10347,-0.104859
0.10347,-0.104859
0.048173,0.0159621
0.048173,0.0159621
0.048173,0.0159621
0.122726,0.0120928
0.0556186,0.014378
0.00682232,-0.0401284
0.00682232,-0.0401284
0.00682232,-0.0401284
0.00682232,-0.0401284
0.0206672,0.105962
0.0155849,-0.0293952
0.0155849,-0.0293952
0.104433,0.0776328
-0.0564524,0.067119
0.0806822,0.0100206
0.00894686,-0.110312
-0.0651788,-0.0199583
-0.0374468,0.0294648
-0.00134673,-0.096601
-0.0049077,-0.052288
-0.0310166,0.0463166
0.0069747,-0.070384
-0.132342,0.0249392
-0.102906,-0.0605208
-0.0311248,-0.093728
0.0642356,0.0219784
0.0642356,0.0219784
0.0642356,0.0219784
0.0642356,0.0219784
0.046842,0.0404058
-0.0184208,0.0319704
-0.0376568,0.0338942
0.0469764,-0.0096137
0.028319,0.0151217
0.028319,0.0151217
0.028319,0.0151217
-0.0409156,-0.104833
-0.0366538,0.029972
0.0175954,0.0300906
-0.0155723,0.048481
-0.0149771,-0.0437654
-0.0452926,-0.00901846
0.0369142,0.103329
-0.00675934,-0.0495646
-0.0100764,-0.0069757
0.0126654,-0.036736
0.037293,-0.0375464
-0.0396862,0.034851
0.0698434,-0.0375498
-0.0475976,0.0438464
-0.0129205,-0.0320726
0.041423,-0.0526314
-0.0620968,-0.103796
0.0205126,0.0212182
-0.0235124,-0.0335314
-0.0466604,-0.0363344
-0.0263866,0.00402076
-0.056041,0.0217488
0.035216,-0.078606
-0.0257218,-0.0270432
-0.00534698,0.0640776
0.0437182,-0.0310722
-0.0049143,-0.0268346
-0.0734328,-0.0110531
0.0493354,0.00056712
-0.0267878,-0.0218332
-0.0267878,-0.0218332
-0.00453126,-0.041563
-0.0516994,-0.0125131
0.093627,0.0794556
-0.0132172,-0.000140431
-0.0132172,-0.000140431
-0.0132172,-0.000140431
-0.034487,-0.0015111
0.0893806,-0.007223
-0.0324742,0.115638
0.0134362,-0.0741906
-0.0369926,0.00343634
-0.0369926,0.00343634
0.0976014,-0.00692474
0.0289094,0.00151021
0.0987634,-0.039666
0.117866,-0.00252362
-0.0175162,0.0364832
-0.0480166,-0.0510452
0.00634208,0.037352
0.00634208,0.037352
-0.0381338,0.0210152
-0.0442898,0.00897124
-0.022454,0.099512
-0.0487734,0.0217934
-0.0211364,-0.0548852
0.012925,-0.0643588
0.012925,-0.0643588
0.0501184,-0.0191882
0.0501184,-0.0191882
0.0501184,-0.0191882
0.0501184,-0.0191882
0.0501184,-0.0191882
-0.00212576,-0.0166002
-0.0166016,-0.00829354
-0.111884,0.017545
0.088552,0.0388304
0.0360854,-0.0409098
-0.0368078,0.0456226
-0.0368078,0.0456226
-0.0368078,0.0456226
-0.0534042,0.0489682
