MDTU,min_ave,max_ave
2,-1.68963,0.253021
4,-1.87244,0.241269
6,-1.92378,0.24142
8,-1.93497,0.254039
10,-1.82816,0.257575
12,-1.77926,0.272526
14,-1.77926,0.272526
16,-1.80314,0.284621
18,-1.75863,0.274117
20,-1.75863,0.274117
22,-1.75863,0.274117
24,-1.88237,0.262298
26,-1.88237,0.262298
28,-1.88237,0.262298
30,-1.90255,0.258797
32,-2.02898,0.235635
34,-2.01557,0.227103
36,-2.01557,0.227103
38,-2.01557,0.227103
40,-2.01557,0.227103
42,-1.93264,0.247439
44,-1.94847,0.262607
46,-1.94847,0.262607
48,-1.8558,0.231863
50,-1.88375,0.259381
52,-1.81959,0.267608
54,-1.82431,0.253965
56,-1.98752,0.236103
58,-1.94797,0.220627
60,-1.96669,0.216477
62,-1.99097,0.235152
64,-1.95778,0.232181
66,-1.8929,0.225463
68,-1.89084,0.239269
70,-1.83165,0.253664
72,-1.85764,0.240445
74,-1.92733,0.235972
76,-1.92733,0.235972
78,-1.92733,0.235972
80,-1.92733,0.235972
82,-1.98279,0.215244
84,-1.96211,0.237997
86,-1.91399,0.241367
88,-1.90039,0.233373
90,-1.85666,0.255622
92,-1.85666,0.255622
94,-1.85666,0.255622
96,-1.86443,0.255135
98,-1.92245,0.232467
100,-1.96276,0.220386
102,-1.91161,0.231321
104,-2.00043,0.225453
106,-2.0534,0.223443
108,-1.96956,0.219987
110,-1.99714,0.218269
112,-1.9369,0.238893
114,-1.97894,0.263597
116,-2.05532,0.212562
118,-1.96249,0.222454
120,-2.1314,0.21767
122,-2.01061,0.221246
124,-2.0704,0.215148
126,-2.09905,0.203694
128,-2.0379,0.207279
130,-2.1901,0.189747
132,-2.01804,0.209615
134,-1.96447,0.231319
136,-1.85819,0.26468
138,-1.84425,0.286411
140,-1.88597,0.262041
142,-1.73451,0.261866
144,-1.8374,0.281007
146,-1.7732,0.288947
148,-1.74898,0.28787
150,-1.79624,0.296133
152,-1.77355,0.280955
154,-1.77661,0.285758
156,-1.77661,0.285758
158,-1.7181,0.285261
160,-1.71618,0.288548
162,-1.73638,0.325923
164,-1.7497,0.317447
166,-1.7497,0.317447
168,-1.7497,0.317447
170,-1.66873,0.294825
172,-1.87086,0.258502
174,-1.88424,0.246626
176,-1.79385,0.27399
178,-1.81354,0.274352
180,-1.81354,0.274352
182,-1.81131,0.234484
184,-1.84255,0.245677
186,-1.8479,0.250035
188,-1.81904,0.257717
190,-1.77371,0.286457
192,-1.74132,0.29507
194,-1.79619,0.260985
196,-1.79619,0.260985
198,-1.92866,0.245958
200,-2.01822,0.242827
202,-1.86754,0.269901
204,-1.86769,0.254379
206,-1.9364,0.247108
208,-2.07348,0.236835
210,-2.07348,0.236835
212,-2.00026,0.222114
214,-2.00026,0.222114
216,-2.00026,0.222114
218,-2.00026,0.222114
220,-2.00026,0.222114
222,-2.07304,0.240385
224,-2.10449,0.210486
226,-1.96754,0.209467
228,-2.07863,0.217185
230,-2.10902,0.210645
232,-2.05402,0.212961
234,-2.05402,0.212961
236,-2.05402,0.212961
238,-1.95762,0.243526
240,-1.9634,0.247761
242,-1.94935,0.226207
244,-2.03962,0.236828
246,-2.03962,0.236828
248,-2.03962,0.236828
250,-1.93844,0.248697
252,-1.95626,0.229335
254,-1.97869,0.218787
256,-2.02164,0.213403
258,-1.94466,0.218116
260,-1.98793,0.21076
262,-2.08024,0.210026
264,-2.03056,0.207132
266,-2.16275,0.199388
268,-2.19122,0.196435
270,-2.19407,0.171771
272,-2.10105,0.15965
274,-2.16771,0.197954
276,-2.16771,0.197954
278,-2.16771,0.197954
280,-2.16771,0.197954
282,-2.07275,0.200888
284,-2.07275,0.200888
286,-1.98963,0.198673
288,-1.99675,0.244605
290,-1.99675,0.244605
292,-1.99585,0.238978
294,-1.99585,0.238978
296,-1.99585,0.238978
