MDTU,min_min,min_max,max_min,max_max
2,-4.44689,-0.33954,-0.082394,0.636865
4,-4.29062,-0.392764,-0.181005,0.808531
6,-5.66261,-0.121188,-0.242295,0.664973
8,-4.47324,0.199085,-0.29264,0.832828
10,-4.95949,-0.0129323,-0.205248,0.873325
12,-4.39653,-0.0561807,-0.271281,0.866677
14,-4.39653,-0.0561807,-0.271281,0.866677
16,-5.1261,0.0639678,-0.199126,0.843675
18,-3.87779,-0.0181323,-0.140947,0.789542
20,-3.87779,-0.0181323,-0.140947,0.789542
22,-3.87779,-0.0181323,-0.140947,0.789542
24,-4.21698,-0.163332,-0.27803,0.813284
26,-4.21698,-0.163332,-0.27803,0.813284
28,-4.21698,-0.163332,-0.27803,0.813284
30,-4.36613,-0.0805223,-0.217159,0.765409
32,-6.30004,-0.351891,-0.277713,0.722636
34,-4.47404,-0.390598,-0.21807,0.719427
36,-4.47404,-0.390598,-0.21807,0.719427
38,-4.47404,-0.390598,-0.21807,0.719427
40,-4.47404,-0.390598,-0.21807,0.719427
42,-3.88438,-0.0344306,-0.165082,0.748575
44,-4.48641,-0.161387,-0.131052,0.761657
46,-4.48641,-0.161387,-0.131052,0.761657
48,-5.19803,-0.172022,-0.327095,0.749026
50,-4.43257,-0.130962,-0.193871,0.919845
52,-3.90794,-0.103844,-0.138656,0.922191
54,-3.5678,-0.425363,-0.172263,0.820927
56,-4.74118,-0.364264,-0.183356,0.816279
58,-5.15615,-0.158632,-0.170299,0.697924
60,-4.56728,-0.297742,-0.269394,0.742581
62,-5.65321,-0.155987,-0.147344,0.728821
64,-5.54314,-0.382502,-0.148679,0.782806
66,-4.65108,-0.499989,-0.415164,0.837653
68,-5.28301,-0.29518,-0.181558,0.800807
70,-4.15942,-0.217792,-0.170956,0.80475
72,-4.99377,-0.0229809,-0.291054,0.805095
74,-3.73497,-0.2194,-0.17923,0.733949
76,-3.73497,-0.2194,-0.17923,0.733949
78,-3.73497,-0.2194,-0.17923,0.733949
80,-3.73497,-0.2194,-0.17923,0.733949
82,-4.9597,-0.493129,-0.190766,0.708573
84,-5.29288,-0.122334,-0.242878,0.736645
86,-4.81971,-0.376371,-0.200118,0.80047
88,-4.91676,-0.32991,-0.179863,0.753061
90,-4.92094,-0.129896,-0.329758,0.768025
92,-4.92094,-0.129896,-0.329758,0.768025
94,-4.92094,-0.129896,-0.329758,0.768025
96,-4.82937,-0.111526,-0.248395,0.843097
98,-4.46431,-0.287929,-0.22996,0.76208
100,-4.85387,-0.464775,-0.23813,0.794435
102,-3.68093,0.107692,-0.230618,0.833159
104,-4.36257,-0.276912,-0.152911,0.868455
106,-5.73688,-0.288873,-0.285436,0.720723
108,-4.10818,-0.299488,-0.1892,0.689084
110,-4.06064,-0.399406,-0.140878,0.694597
112,-4.26798,-0.179492,-0.211157,0.739285
114,-5.32676,-0.0995206,-0.215927,0.766516
116,-4.99139,-0.515655,-0.201166,0.647625
118,-4.54932,-0.0450934,-0.239923,0.757015
120,-4.75021,-0.211961,-0.264244,0.763883
122,-4.81703,-0.348031,-0.171347,0.76372
124,-6.46038,-0.565941,-0.168995,0.709227
126,-4.95393,-0.24179,-0.318814,0.695057
128,-5.57591,-0.491432,-0.246479,0.722015
130,-5.14192,-0.560717,-0.220222,0.692857
132,-5.22597,-0.223505,-0.184445,0.66883
134,-5.96973,-0.151915,-0.18682,0.814176
136,-4.71859,-0.0742877,-0.157136,0.906822
138,-5.54389,-0.105097,-0.236984,0.840688
140,-6.6299,0.0610578,-0.256244,0.899012
142,-3.75118,-0.252701,-0.297385,0.775479
144,-4.94415,0.0610773,-0.167692,0.882241
146,-5.18548,0.115455,-0.208811,0.94001
148,-5.03667,0.0627283,-0.108478,0.889366
150,-5.49044,0.179505,-0.151086,0.922166
152,-4.44102,-0.0402074,-0.195935,0.940779
154,-3.99112,-0.020745,-0.181523,0.818265
156,-3.99112,-0.020745,-0.181523,0.818265
158,-4.78652,0.0225829,-0.272336,0.852476
160,-5.38252,0.0152327,-0.238859,0.91882
162,-6.73278,0.159078,-0.235364,1.01243
164,-5.14529,0.196514,-0.214731,0.969184
166,-5.14529,0.196514,-0.214731,0.969184
168,-5.14529,0.196514,-0.214731,0.969184
170,-4.90488,0.0859415,-0.300851,0.926963
172,-7.02327,-0.067867,-0.26571,0.863542
174,-6.04193,-0.286331,-0.271609,0.827102
176,-4.41071,-0.127064,-0.25753,0.839277
178,-4.7889,-0.0626851,-0.344174,0.816182
180,-4.7889,-0.0626851,-0.344174,0.816182
182,-4.43189,0.00788208,-0.242489,0.854556
184,-6.11152,-0.274172,-0.314958,0.732149
186,-5.72612,-0.0917315,-0.260298,0.817094
188,-5.0426,-0.120306,-0.242006,0.829035
190,-4.8889,0.0362969,-0.182464,0.902991
192,-4.33115,0.0373306,-0.33988,0.996148
194,-4.17051,-0.0935768,-0.230699,0.839637
196,-4.17051,-0.0935768,-0.230699,0.839637
198,-5.87926,0.031715,-0.33383,0.840421
200,-5.29309,-0.255014,-0.440635,0.7682
202,-6.54883,-0.183266,-0.155939,0.729682
204,-3.72217,-0.0161661,-0.262318,0.858176
206,-4.49084,-0.267688,-0.231884,0.838431
208,-5.61492,-0.308529,-0.202421,0.716198
210,-5.61492,-0.308529,-0.202421,0.716198
212,-6.15037,-0.255591,-0.313593,0.798804
214,-6.15037,-0.255591,-0.313593,0.798804
216,-6.15037,-0.255591,-0.313593,0.798804
218,-6.15037,-0.255591,-0.313593,0.798804
220,-6.15037,-0.255591,-0.313593,0.798804
222,-4.72911,-0.274354,-0.146295,0.814638
224,-5.04096,-0.433927,-0.198584,0.67448
226,-6.22415,-0.44542,-0.253484,0.663653
228,-5.00272,-0.236073,-0.26846,0.698897
230,-4.89332,-0.608419,-0.206893,0.642893
232,-4.53586,-0.435242,-0.243176,0.759542
234,-4.53586,-0.435242,-0.243176,0.759542
236,-4.53586,-0.435242,-0.243176,0.759542
238,-4.75152,-0.212403,-0.149051,0.714265
240,-4.53909,-0.175641,-0.173263,0.783095
242,-4.51478,-0.255147,-0.403204,0.71245
244,-4.34088,-0.257156,-0.331234,0.79415
246,-4.34088,-0.257156,-0.331234,0.79415
248,-4.34088,-0.257156,-0.331234,0.79415
250,-5.27837,-0.390937,-0.246372,0.747322
252,-5.8665,-0.439363,-0.299907,0.705593
254,-5.23033,-0.221358,-0.175195,0.737321
256,-4.73264,-0.515933,-0.190164,0.740653
258,-4.03498,-0.253993,-0.213604,0.766401
260,-4.25842,-0.267704,-0.223105,0.71876
262,-4.62977,-0.470693,-0.208589,0.693815
264,-4.11674,-0.485669,-0.156986,0.655885
266,-4.78717,-0.551479,-0.219116,0.640545
268,-4.44007,-0.531957,-0.280146,0.607877
270,-4.03478,-0.719586,-0.178294,0.584691
272,-3.87795,-0.452306,-0.209588,0.673445
274,-4.39776,-0.616021,-0.281453,0.685951
276,-4.39776,-0.616021,-0.281453,0.685951
278,-4.39776,-0.616021,-0.281453,0.685951
280,-4.39776,-0.616021,-0.281453,0.685951
282,-5.29567,-0.281819,-0.212466,0.653217
284,-5.29567,-0.281819,-0.212466,0.653217
286,-4.7331,-0.345486,-0.204553,0.698396
288,-5.56642,-0.297255,-0.285722,0.712558
290,-5.56642,-0.297255,-0.285722,0.712558
