ReTr(L),ImTr(L)
-0.0150592,0.00364595
-0.00223109,0.00130569
0.00152229,-0.000846666
0.00364659,0.00366235
-0.00177687,-0.000568193
0.0023819,0.000894204
0.0023819,0.000894204
0.000863413,0.00235266
4.18037e-05,-0.00331057
4.18037e-05,-0.00331057
4.18037e-05,-0.00331057
-0.00212843,-0.00933449
-0.00212843,-0.00933449
-0.00212843,-0.00933449
0.000338965,-0.00178135
-0.000217876,0.00279725
-0.000759935,-0.00271366
-0.000759935,-0.00271366
-0.000759935,-0.00271366
-0.000759935,-0.00271366
-0.00180621,0.00306403
-0.000867564,-0.00278955
-0.000867564,-0.00278955
0.00505551,-0.00243586
-0.00715073,-0.00905245
0.00133402,0.00284946
0.00052069,0.00212766
0.000319327,-0.00206275
0.00220907,-3.09701e-05
0.00439931,-0.00144016
-0.00269747,0.00133023
0.0014762,-0.000228069
-0.00214056,-0.00545656
-0.00299784,0.00069472
-0.00142558,0.00177312
0.000855302,0.00668679
0.000354596,-0.00216359
0.000354596,-0.00216359
0.000354596,-0.00216359
0.000354596,-0.00216359
0.00142,-0.0020725
0.00153883,0.000547947
-0.00255494,0.00322247
-0.00101348,0.00249988
-0.0011828,-0.00330884
-0.0011828,-0.00330884
-0.0011828,-0.00330884
-0.00271479,0.00208848
-0.00263962,0.000488675
0.00177087,-0.00380736
-0.00432693,-0.000413026
0.00219127,0.00507643
-0.00282702,0.00208334
0.00382902,-0.000349983
-0.00109587,-0.000454695
0.00295227,0.00451116
0.00548084,0.000523915
0.00350515,0.00028208
0.00307169,0.00178628
-0.00126118,-0.0010381
-0.00366434,-0.000456572
0.00159181,0.00369594
-0.0022383,-0.00182152
-0.00350915,-0.00448028
0.0010836,0.00047761
0.00124678,-0.0026756
-0.00389838,-0.000156746
0.00101919,-0.00793819
0.00131686,-0.000920801
-0.00144695,0.00308341
-0.00253135,0.00189783
0.00298661,0.00106813
0.000999675,0.00450649
0.00236618,-5.07033e-05
-0.00150839,-0.00184936
0.00140624,0.000916267
-0.00135183,-0.000465893
-0.00135183,-0.000465893
0.00187379,0.000458137
-0.00118997,0.00180773
0.0065376,-8.91002e-05
-0.00225314,0.00566376
-0.00225314,0.00566376
-0.00225314,0.00566376
4.79182e-05,0.00118221
0.00415066,0.002097
-0.00304847,0.00150082
0.00043503,0.00133665
-0.000298305,2.57185e-05
-0.000298305,2.57185e-05
0.00106428,-0.00486774
-0.000411311,-0.000863932
0.0019429,0.000721096
-6.24997e-05,-0.00197679
0.00244814,-0.000460443
0.000538461,0.00365688
0.00452634,0.00454923
0.00452634,0.00454923
0.00270641,0.000295436
0.00179427,-0.00014657
-0.00285137,-0.000830527
0.00102919,0.000366678
0.00269047,-0.000813884
-0.00993105,-0.00086475
-0.00993105,-0.00086475
0.00276667,-0.00268909
0.00276667,-0.00268909
0.00276667,-0.00268909
0.00276667,-0.00268909
0.00276667,-0.00268909
-0.000822631,-0.000744647
-0.00396716,-0.00201119
0.00469709,0.000177067
0.00196703,0.00374423
-0.0053594,0.0034525
-0.00407012,0.00245274
-0.00407012,0.00245274
-0.00407012,0.00245274
-0.00543775,0.00200671
0.00249378,-0.00187174
-0.0021994,-0.0026798
-0.00150967,0.00143701
-0.00150967,0.00143701
-0.00150967,0.00143701
-0.00248196,0.0045296
0.00391141,-0.000304474
-0.00162535,0.00256492
0.000666539,0.000389923
-0.000224498,0.00173844
0.00227755,0.0033191
0.00223357,0.00305705
0.00462558,-0.00190878
0.0005442,0.00361067
0.000230639,0.000254193
0.000611593,0.00296914
-0.00319577,7.90205e-06
-0.000737356,-0.00248971
-0.000737356,-0.00248971
-0.000737356,-0.00248971
-0.000737356,-0.00248971
-0.00201191,0.000632396
-0.00201191,0.000632396
-0.00132982,0.00171873
-0.00154136,-0.00204644
-0.00154136,-0.00204644
0.000955631,0.000277656
