MDTU,ssplaq,stplaq
2,0.45937,0.293185
4,0.382346,0.210414
6,0.347233,0.192684
8,0.443492,0.239109
10,0.527914,0.27564
12,0.570233,0.30776
14,0.570233,0.30776
16,0.59961,0.28745
18,0.505031,0.244202
20,0.505031,0.244202
22,0.505031,0.244202
24,0.42594,0.233431
26,0.42594,0.233431
28,0.42594,0.233431
30,0.438356,0.242021
32,0.346604,0.182315
34,0.29146,0.162507
36,0.29146,0.162507
38,0.29146,0.162507
40,0.29146,0.162507
42,0.335367,0.198626
44,0.40121,0.231307
46,0.40121,0.231307
48,0.391101,0.206388
50,0.42174,0.237178
52,0.492361,0.241547
54,0.410887,0.227012
56,0.331645,0.186033
58,0.295201,0.149646
60,0.295136,0.173675
62,0.326667,0.166677
64,0.347558,0.174863
66,0.31177,0.169553
68,0.381692,0.187989
70,0.43022,0.219383
72,0.404992,0.23581
74,0.310315,0.188541
76,0.310315,0.188541
78,0.310315,0.188541
80,0.310315,0.188541
82,0.28043,0.143239
84,0.340051,0.171116
86,0.372473,0.190568
88,0.32517,0.193879
90,0.444184,0.237851
92,0.444184,0.237851
94,0.444184,0.237851
96,0.411022,0.205136
98,0.335313,0.175653
100,0.342628,0.169471
102,0.371842,0.185603
104,0.349958,0.172011
106,0.297744,0.161971
108,0.308142,0.147205
110,0.266084,0.151633
112,0.34317,0.171423
114,0.39421,0.22212
116,0.255412,0.141048
118,0.261635,0.151373
120,0.267949,0.148555
122,0.246405,0.128698
124,0.244821,0.149274
126,0.200613,0.114005
128,0.241644,0.121805
130,0.196844,0.0982928
132,0.24118,0.145906
134,0.377987,0.195478
136,0.474478,0.24742
138,0.541389,0.273166
140,0.47509,0.251544
142,0.4915,0.240112
144,0.497423,0.272216
146,0.582513,0.330907
148,0.589262,0.317723
150,0.543626,0.306945
152,0.537497,0.304734
154,0.593465,0.309927
156,0.593465,0.309927
158,0.678956,0.344858
160,0.659963,0.37998
162,0.86078,0.453564
164,0.805327,0.401217
166,0.805327,0.401217
168,0.805327,0.401217
170,0.724387,0.363502
172,0.468677,0.237252
174,0.424183,0.226804
176,0.511041,0.272096
178,0.506021,0.258884
180,0.506021,0.258884
182,0.368914,0.195486
184,0.413534,0.211107
186,0.481352,0.233593
188,0.486484,0.256135
190,0.604886,0.311187
192,0.639124,0.324432
194,0.485271,0.249162
196,0.485271,0.249162
198,0.453932,0.218356
200,0.361364,0.184023
202,0.473218,0.258236
204,0.380599,0.214974
206,0.338565,0.197106
208,0.305875,0.15406
210,0.305875,0.15406
212,0.30838,0.166625
214,0.30838,0.166625
216,0.30838,0.166625
218,0.30838,0.166625
220,0.30838,0.166625
222,0.295325,0.155638
224,0.269983,0.14844
226,0.231388,0.135191
228,0.267538,0.153493
230,0.208656,0.118392
232,0.233993,0.12708
234,0.233993,0.12708
236,0.233993,0.12708
238,0.346678,0.199318
240,0.427466,0.220806
242,0.335009,0.171549
244,0.292164,0.152651
246,0.292164,0.152651
248,0.292164,0.152651
250,0.345535,0.169126
252,0.345364,0.171975
254,0.316276,0.177599
256,0.297543,0.13152
258,0.326479,0.171835
260,0.287972,0.149252
262,0.224333,0.133841
264,0.234629,0.120278
266,0.209188,0.105837
268,0.150538,0.0823186
270,0.123712,0.0723335
272,0.135392,0.0756191
274,0.178642,0.103089
276,0.178642,0.103089
278,0.178642,0.103089
280,0.178642,0.103089
282,0.208586,0.122044
284,0.208586,0.122044
286,0.237101,0.124116
288,0.308808,0.168988
290,0.308808,0.168988
292,0.364293,0.17843
294,0.364293,0.17843
296,0.364293,0.17843
298,0.354325,0.174834
300,0.234531,0.130763
302,0.291613,0.15274
304,0.330453,0.174963
306,0.274289,0.153024
308,0.341996,0.184625
310,0.283016,0.151871
312,0.281037,0.15498
314,0.281037,0.15498
316,0.319395,0.163783
318,0.265802,0.137088
320,0.265802,0.137088
322,0.265802,0.137088
324,0.265802,0.137088
326,0.326938,0.179159
328,0.337253,0.188795
330,0.260135,0.144535
332,0.240519,0.141014
334,0.245348,0.128209
336,0.244585,0.128015
338,0.192884,0.0969321
340,0.234909,0.128736
342,0.234909,0.128736
344,0.286035,0.14967
346,0.280647,0.161884
348,0.279437,0.156603
350,0.30379,0.15742
352,0.410089,0.207939
354,0.410089,0.207939
356,0.3222,0.153716
358,0.353959,0.174539
360,0.448961,0.261076
362,0.448961,0.261076
364,0.462367,0.249856
366,0.432521,0.215664
368,0.54013,0.278953
370,0.54013,0.278953
372,0.54013,0.278953
374,0.554418,0.302471
376,0.675456,0.358037
378,0.675456,0.358037
380,0.584327,0.310891
382,0.661369,0.300295
384,0.770528,0.355102
386,0.735568,0.406263
388,0.707004,0.345326
390,0.690056,0.355168
392,0.74641,0.39797
394,0.866325,0.431362
396,0.850535,0.417823
398,0.885183,0.458919
400,0.849241,0.476827
402,0.849241,0.476827
404,1.03706,0.544585
406,1.03706,0.544585
408,1.03706,0.544585
410,1.18286,0.604618
412,1.46585,0.664148
414,1.46585,0.664148
416,1.46585,0.664148
418,1.41384,0.73471
420,1.45669,0.75095
422,1.28644,0.666172
424,1.03513,0.571586
426,0.981438,0.498254
428,1.07833,0.51517
430,1.07833,0.51517
432,0.988027,0.517367
434,0.988027,0.517367
436,1.07096,0.569263
438,0.87248,0.464468
440,0.929935,0.464049
442,0.741539,0.398998
444,0.629145,0.350205
446,0.624005,0.332922
448,0.649939,0.341161
450,0.809629,0.426366
452,0.686729,0.384975
454,0.829191,0.428858
456,0.85377,0.423904
458,0.673788,0.330145
460,0.673788,0.330145
462,0.636432,0.341578
464,0.655101,0.325544
466,0.674684,0.368575
468,0.709718,0.403231
470,0.709718,0.403231
472,0.597827,0.314267
474,0.623421,0.32648
476,0.61977,0.32139
478,0.61977,0.32139
480,0.768186,0.384801
482,0.696995,0.367348
484,0.563372,0.282258
486,0.54432,0.282342
488,0.687783,0.359756
490,0.718507,0.375951
492,0.667215,0.336252
494,0.786007,0.410549
496,0.786007,0.410549
498,0.820191,0.389206
500,0.820191,0.389206
502,0.830114,0.437705
504,0.830114,0.437705
506,0.790925,0.402421
508,0.729797,0.398611
510,0.710551,0.392432
512,0.65941,0.356419
514,0.65941,0.356419
516,0.750721,0.368265
518,0.750721,0.368265
520,0.849085,0.435809
522,0.849085,0.435809
524,0.849085,0.435809
526,0.849085,0.435809
528,0.849085,0.435809
530,0.849085,0.435809
532,0.849085,0.435809
534,0.866621,0.435868
536,0.730381,0.378336
538,0.823952,0.440868
540,0.910895,0.459432
542,0.848255,0.427806
544,0.895436,0.462174
546,0.776065,0.382888
548,0.696685,0.342819
550,0.775316,0.408366
552,0.64535,0.323011
554,0.756486,0.401867
556,0.764224,0.381911
558,0.810127,0.417871
560,0.810127,0.417871
562,0.810127,0.417871
564,0.810127,0.417871
566,0.810127,0.417871
568,0.643415,0.33627
570,0.54381,0.28578
572,0.61055,0.318585
574,0.618633,0.336425
576,0.859979,0.445486
578,0.840878,0.452582
580,0.967956,0.490156
582,0.806233,0.437249
584,0.892627,0.465235
586,0.892627,0.465235
588,0.858964,0.412402
590,0.910806,0.464253
592,0.968285,0.486822
594,0.957067,0.497962
596,0.769202,0.405498
598,0.638484,0.330948
600,0.521781,0.277223
602,0.543083,0.258933
604,0.543083,0.258933
606,0.543083,0.258933
608,0.518038,0.262627
610,0.558603,0.292567
612,0.595051,0.306451
614,0.508137,0.246988
616,0.508137,0.246988
618,0.442534,0.213662
620,0.437901,0.227316
622,0.460916,0.218501
624,0.366481,0.189269
626,0.374757,0.200737
628,0.572108,0.276219
630,0.687904,0.314771
632,0.687904,0.314771
634,0.717714,0.343321
636,0.572378,0.303425
638,0.610365,0.318066
640,0.592572,0.33761
642,0.592572,0.33761
644,0.596849,0.308576
646,0.533737,0.311471
648,0.533737,0.311471
650,0.533737,0.311471
652,0.700959,0.366959
654,0.703376,0.39376
656,0.716761,0.39587
658,0.661512,0.326603
660,0.645874,0.329403
662,0.630949,0.317577
664,0.545895,0.281234
666,0.51401,0.288887
668,0.54608,0.294999
670,0.54608,0.294999
672,0.629779,0.311496
674,0.66526,0.36053
676,0.68212,0.339016
678,0.703604,0.374697
680,0.703604,0.374697
682,0.740708,0.392823
684,0.865959,0.446056
686,0.891267,0.470125
688,0.895555,0.485002
690,0.895555,0.485002
692,0.858775,0.435639
694,0.858775,0.435639
696,0.858775,0.435639
698,0.858775,0.435639
700,0.961493,0.478835
702,0.961493,0.478835
704,0.961493,0.478835
706,0.869924,0.488789
708,1.03115,0.498448
710,1.03115,0.498448
712,1.05354,0.537921
714,0.982753,0.472137
716,0.851462,0.414959
718,0.806621,0.411228
720,0.806621,0.411228
722,0.861762,0.456485
724,0.861762,0.456485
726,0.902207,0.48487
728,0.983112,0.507801
730,1.16821,0.614752
732,1.16821,0.614752
734,1.17389,0.603373
736,1.38988,0.735518
738,1.51895,0.763654
740,1.22253,0.600482
742,1.28996,0.573992
744,1.2814,0.631763
746,1.3647,0.654993
748,1.3647,0.654993
750,1.39159,0.691392
752,1.41838,0.701987
754,1.41838,0.701987
756,1.07348,0.551203
758,1.11981,0.559812
760,1.02312,0.523773
762,1.08089,0.563564
764,1.09853,0.522227
766,1.26196,0.640223
768,1.26196,0.640223
770,1.26196,0.640223
772,1.26196,0.640223
774,1.26196,0.640223
776,1.26196,0.640223
778,1.36018,0.723318
780,1.55221,0.782991
782,1.60612,0.800529
784,1.59277,0.765905
786,1.39273,0.705337
788,1.32049,0.745349
790,1.30969,0.681192
792,1.14655,0.594242
794,1.19318,0.636848
796,0.853106,0.465469
798,1.21117,0.571608
800,1.21117,0.571608
802,1.04729,0.562669
804,1.04729,0.562669
806,0.989062,0.519023
808,0.983877,0.461878
810,0.971913,0.496378
812,0.879707,0.501008
