MDTU,S_B
2,0.458515
4,0.519067
6,0.527231
8,0.529503
10,0.503331
12,0.530652
14,0.530652
16,0.558304
18,0.566604
20,0.566604
22,0.566604
24,0.550168
26,0.550168
28,0.550168
30,0.555077
32,0.550157
34,0.551489
36,0.551489
38,0.551489
40,0.551489
42,0.560317
44,0.569052
46,0.569052
48,0.537267
50,0.535113
52,0.542602
54,0.555904
56,0.54939
58,0.524337
60,0.523947
62,0.533896
64,0.534129
66,0.545766
68,0.535413
70,0.543462
72,0.539624
74,0.550633
76,0.550633
78,0.550633
80,0.550633
82,0.530127
84,0.537512
86,0.54998
88,0.535255
90,0.534261
92,0.534261
94,0.534261
96,0.54497
98,0.519511
100,0.51174
102,0.534986
104,0.541987
106,0.523306
108,0.528138
110,0.54846
112,0.5511
114,0.576857
116,0.539888
118,0.572732
120,0.549081
122,0.564276
124,0.548153
126,0.544422
128,0.522032
130,0.528306
132,0.521749
134,0.512791
136,0.541318
138,0.570381
140,0.542165
142,0.546144
144,0.55969
146,0.565448
148,0.563464
150,0.579054
152,0.549887
154,0.550911
156,0.550911
158,0.523862
160,0.5231
162,0.560164
164,0.544893
166,0.544893
168,0.544893
170,0.545896
172,0.524774
174,0.526037
176,0.553623
178,0.551028
180,0.551028
182,0.532733
184,0.538906
186,0.533038
188,0.551579
190,0.576056
192,0.563687
194,0.530135
196,0.530135
198,0.547488
200,0.552903
202,0.550091
204,0.555423
206,0.564896
208,0.580546
210,0.580546
212,0.553643
214,0.553643
216,0.553643
218,0.553643
220,0.553643
222,0.561911
224,0.539918
226,0.534945
228,0.54595
230,0.555554
232,0.558469
234,0.558469
236,0.558469
238,0.549216
240,0.530525
242,0.524845
244,0.555904
246,0.555904
248,0.555904
250,0.558329
252,0.539971
254,0.538852
256,0.524116
258,0.529622
260,0.522386
262,0.558701
264,0.537969
266,0.560697
268,0.554342
270,0.531252
272,0.518464
274,0.536596
276,0.536596
278,0.536596
280,0.536596
282,0.535968
284,0.535968
286,0.534287
288,0.564508
290,0.564508
292,0.563157
294,0.563157
296,0.563157
298,0.54087
300,0.540779
302,0.530944
304,0.555364
306,0.545663
308,0.546961
310,0.551701
312,0.535847
314,0.535847
316,0.523675
318,0.554491
320,0.554491
322,0.554491
324,0.554491
326,0.554199
328,0.535159
330,0.567521
332,0.556444
334,0.548214
336,0.568562
338,0.551787
340,0.551667
342,0.551667
344,0.539406
346,0.544146
348,0.550262
350,0.536369
352,0.558
354,0.558
356,0.5343
358,0.534685
360,0.545131
362,0.545131
364,0.543038
366,0.554375
368,0.575147
370,0.575147
372,0.575147
374,0.540557
376,0.560621
378,0.560621
380,0.544647
382,0.535979
384,0.54972
386,0.543546
388,0.53296
390,0.53633
392,0.550825
394,0.581728
396,0.560036
398,0.53842
400,0.538468
402,0.538468
404,0.559636
406,0.559636
408,0.559636
410,0.519893
412,0.553185
414,0.553185
416,0.553185
418,0.546011
420,0.535104
422,0.52443
424,0.536691
426,0.534952
428,0.546079
430,0.546079
432,0.558161
434,0.558161
436,0.551145
438,0.53851
440,0.559201
442,0.564887
444,0.547163
446,0.548587
448,0.537283
450,0.521265
452,0.551308
454,0.542584
456,0.538593
458,0.553632
460,0.553632
462,0.54274
464,0.550525
466,0.539693
468,0.558538
470,0.558538
472,0.577902
474,0.567366
476,0.547371
478,0.547371
480,0.53178
482,0.547627
484,0.563147
486,0.55373
488,0.544535
490,0.568503
492,0.54726
494,0.567327
496,0.567327
498,0.548187
500,0.548187
502,0.552399
504,0.552399
506,0.543647
508,0.538175
510,0.562671
512,0.538634
514,0.538634
516,0.548207
518,0.548207
520,0.563373
522,0.563373
524,0.563373
526,0.563373
528,0.563373
530,0.563373
532,0.563373
534,0.559553
536,0.570533
538,0.55192
540,0.541178
542,0.53344
544,0.528502
546,0.530889
548,0.56712
550,0.54656
552,0.534713
554,0.53792
556,0.543896
558,0.559485
560,0.559485
562,0.559485
564,0.559485
566,0.559485
568,0.545274
570,0.530113
572,0.532624
574,0.537899
576,0.550293
578,0.534271
580,0.541055
582,0.535857
584,0.562422
586,0.562422
588,0.548526
590,0.549383
592,0.57878
594,0.578932
596,0.543916
598,0.552207
600,0.53291
602,0.545918
604,0.545918
606,0.545918
608,0.550135
610,0.565744
612,0.551418
614,0.561592
616,0.561592
618,0.563474
620,0.558088
622,0.561546
624,0.543363
