t,e^(-dS)
395,2.43489
396,0.634638
397,1.84301
398,1.41439
399,1.11728
400,0.62313
401,0.158025
402,0.806461
403,1.59297
404,1.17692
405,0.870141
406,0.648171
407,0.783644
408,1.46565
409,0.611158
410,3.26415
411,1.32022
412,0.455892
413,0.952286
414,0.896372
415,2.29653
416,2.89794
417,0.240028
418,0.851803
419,0.772672
420,0.600195
421,0.409344
422,0.596009
423,0.366045
424,0.824977
425,0.927113
426,1.94235
427,0.671864
428,1.16544
429,0.567338
430,0.715982
431,2.00973
432,1.03053
433,0.737713
434,0.829527
435,0.421136
436,0.359515
437,1.7864
438,0.435352
439,0.854362
440,1.04789
441,1.12502
442,1.37493
443,0.210978
444,1.27609
445,0.582515
446,0.443437
447,0.684067
448,0.23457
449,0.639224
450,0.672738
451,2.278
452,0.626191
453,0.396095
454,0.449599
455,0.602179
456,1.31337
457,1.06659
458,1.57822
459,0.254361
460,1.32432
461,1.68556
462,1.35839
463,0.332538
464,1.85003
465,0.469776
466,0.291417
467,0.852655
468,3.6437
469,1.4975
470,0.412096
471,0.792629
472,0.981503
473,1.53311
474,0.962453
475,2.36198
476,0.676786
477,0.476446
478,1.57067
479,1.98536
480,0.974891
481,0.466266
482,1.70438
483,1.67247
484,0.508139
485,0.555715
486,0.547496
487,1.41496
488,0.631599
489,2.93292
490,1.24259
491,0.705887
492,1.11193
493,0.23551
494,2.78988
495,0.548153
496,0.863121
497,0.785763
498,0.741559
499,2.80387
500,0.49738
501,0.562705
502,0.867014
503,0.553386
504,0.671796
505,0.738599
506,1.16626
507,1.35473
508,0.402283
509,2.45125
510,0.939902
511,0.507682
512,1.56315
513,0.327915
514,0.552612
515,0.646941
516,0.822752
517,1.76844
518,0.767283
519,1.45863
520,0.79509
521,1.46038
522,1.10442
523,3.29696
524,0.40434
525,0.554993
526,0.205975
527,0.978759
528,2.20847
529,0.671796
530,0.774297
531,1.31548
532,0.624128
533,1.06387
534,1.89629
535,0.836357
536,1.0428
537,0.795806
538,0.522046
539,1.15616
540,1.13496
541,0.602541
542,0.344383
543,1.6284
544,0.252587
545,0.331874
546,0.432705
547,0.237877
548,0.641145
549,1.44412
550,0.390354
551,0.371168
552,0.32271
553,0.507784
554,0.384774
555,1.02124
556,2.20626
557,0.561805
558,0.717846
559,0.614467
560,0.768281
561,0.473738
562,3.91572
563,0.942452
564,0.721589
565,2.03115
566,0.405514
567,1.48305
568,0.837194
569,0.79065
570,0.542265
571,0.544493
572,1.89819
573,0.862949
574,0.405352
575,0.524191
576,2.2414
577,0.896282
578,0.951658
579,3.9749
580,0.358438
581,1.21689
582,2.14384
583,0.832019
584,1.46272
585,0.398718
586,1.14419
587,0.79724
588,0.823329
589,1.03456
590,0.354871
591,0.747291
592,1.51695
593,0.76155
594,1.5836
595,0.666643
596,1.81068
597,2.36269
598,0.464265
599,0.423458
600,0.206594
601,0.496436
602,2.84909
603,1.27481
604,0.668112
605,0.432532
606,1.82595
607,1.31574
608,1.07808
609,0.498127
610,1.7449
611,0.120392
612,0.404663
613,0.468041
614,0.439112
615,0.510278
616,1.10066
617,0.456759
618,1.01317
619,1.60593
620,0.779892
621,1.17504
622,0.898975
623,0.513657
624,1.53618
625,0.491153
626,1.8223
627,2.10497
628,0.521941
629,1.37727
630,1.67515
631,1.09865
632,1.1928
633,0.502982
634,0.426774
635,0.521889
636,0.393687
637,1.94799
638,2.04664
639,0.257689
640,1.15616
641,0.159135
642,0.893508
643,0.315688
644,0.22091
645,0.966436
646,0.187871
647,0.692533
648,0.297007
649,1.4579
650,0.526555
651,1.79338
652,0.365679
653,1.92938
654,1.22483
655,0.798436
656,1.20515
657,0.685436
658,0.692048
659,2.92999
660,0.542374
661,0.526871
662,0.528771
663,1.07221
664,0.935588
665,0.344039
666,1.12513
667,1.08924
668,0.181591
669,4.52673
670,0.653051
671,0.33689
672,0.518404
673,0.430633
674,1.87274
675,0.428785
676,1.13758
677,0.652986
678,1.27685
679,1.86731
680,0.304526
681,2.39672
682,0.419664
683,0.32726
684,0.375048
685,0.730519
686,0.567338
687,0.760864
688,0.239309
689,2.23312
690,0.330549
691,1.84393
692,1.12648
693,0.596307
694,1.03282
695,0.566884
696,0.638649
697,0.87529
698,1.11293
699,3.14559
700,1.18673
701,0.239548
702,3.3602
703,0.932711
704,0.835103
705,0.699912
706,0.691356
707,2.95353
708,0.261846
709,1.01565
710,4.1454
711,0.968013
712,1.13883
713,0.422021
714,1.48409
715,1.04105
716,1.52653
717,0.7172
718,0.826546
719,0.555993
720,2.29263
721,1.24061
722,0.56029
723,0.547551
724,2.03257
725,0.495643
726,0.264213
727,0.425156
728,3.38719
729,0.850271
730,1.05401
731,1.01282
732,0.68393
733,0.966021
734,1.30148
735,0.872581
736,0.653312
737,1.02722
738,0.56819
739,0.536119
740,0.937921
741,1.66946
742,1.19268
743,0.462828
744,0.916622
745,0.538698
746,2.10728
747,0.522359
748,2.11679
749,0.506769
750,1.1378
751,2.83488
752,0.354162
753,0.60224
754,1.80381
755,0.627821
756,1.01914
757,0.473975
758,0.99817
759,1.21774
760,0.408812
761,0.681131
762,2.04316
763,0.563212
764,0.598338
765,0.469494
766,1.8408
767,0.230616
768,0.180685
769,0.744011
770,0.228093
771,1.17398
772,0.663849
773,1.8223
774,0.368727
775,2.15739
776,0.314114
777,0.634575
778,2.61117
779,0.634321
780,1.02666
781,0.747291
782,0.843496
783,3.10806
784,0.523405
785,1.25961
786,0.342323
787,0.364948
788,0.688115
789,1.03158
790,0.526344
791,1.47344
792,0.585669
793,0.670454
794,0.421009
795,1.66147
796,1.02999
797,0.92106
798,2.95353
799,0.702366
800,0.748488
801,0.257689
802,3.38719
803,0.632042
804,0.936159
805,1.69605
806,1.19734
807,0.713766
808,1.18199
809,0.372358
810,4.62742
811,0.280271
812,0.488459
813,0.530678
814,0.466312
815,0.403008
816,0.784585
817,0.729789
818,0.640568
819,0.431408
820,0.999364
821,0.82037
822,1.37754
823,0.571152
824,2.4702
825,2.38071
826,0.546348
827,1.72409
828,0.521837
829,0.55405
830,1.2477
831,2.38143
832,0.473265
833,0.63356
834,3.3401
835,0.864158
836,1.92283
837,0.99739
838,0.241956
839,1.5746
840,0.691702
841,0.852399
842,1.45368
843,1.25007
844,0.905543
845,1.65169
846,0.2595
847,0.415489
848,0.687358
849,1.86638
850,0.920084
851,0.363491
852,2.84624
853,1.54713
854,0.9482
855,0.332538
856,0.159614
857,0.395818
858,1.68776
859,1.26238
860,0.499574
861,1.86694
862,0.172907
863,0.207837
864,0.796761
865,0.325628
866,2.32961
867,0.521107
868,0.584324
869,0.460658
870,0.621947
871,3.08638
872,0.310988
873,0.206801
874,0.324328
875,0.279152
876,0.211824
877,0.483309
878,0.874065
879,0.851377
880,0.422401
881,0.508597
882,2.32868
883,0.317588
884,0.172734
885,2.53908
886,0.617424
887,0.665578
888,0.888252
889,0.555437
890,1.1293
891,1.42832
892,0.52819
893,0.795965
894,2.07903
895,0.249325
896,3.85357
897,0.468603
898,0.32726
899,0.298496
900,0.256404
901,0.357364
902,0.944726
903,0.757979
904,0.936346
905,1.11071
906,1.3667
907,0.655931
908,0.844762
909,0.618783
910,0.776779
911,0.554106
912,4.92833
913,0.608718
914,0.450904
915,0.526818
916,1.24857
917,1.04627
918,1.0949
919,1.01938
920,1.16509
921,0.66691
922,2.92999
923,0.396373
924,0.246597
925,6.91021
926,0.512887
927,0.507022
928,0.963589
929,2.82356
930,0.718133
931,1.24433
932,0.578973
933,0.499274
934,0.566488
935,0.510431
936,1.14202
937,0.483357
938,0.658033
939,0.764449
940,0.610486
941,1.20166
942,0.925918
943,1.09412
944,1.45805
945,0.918163
946,0.41156
947,2.24701
948,1.1155
949,0.616992
950,3.58587
951,0.491792
952,1.50501
953,1.38265
954,0.738525
955,0.910711
956,1.316
957,0.834102
958,0.762388
959,1.8296
960,0.278594
961,1.27049
962,1.94216
963,0.808641
964,1.35432
965,0.841054
966,0.515355
967,0.705534
968,0.987272
969,0.178887
970,0.582224
971,0.83527
972,0.245367
973,3.59304
974,1.59233
975,2.71475
976,0.212886
977,0.473644
978,0.212886
979,0.389068
980,2.31382
981,0.568076
982,0.249075
983,0.455709
984,0.395977
985,0.517524
986,2.39312
987,0.420252
988,0.41958
989,2.2947
990,0.670052
991,1.19483
992,0.539399
993,1.57523
994,1.03044
995,1.502
996,0.196912
997,0.372246
998,1.07535
999,0.944405
1000,2.27527
