t,e^(-dS)
1,21.3489
2,153.086
3,17.3571
4,0.760028
5,0.517317
6,4.19545
7,0.659878
8,0.811233
9,0.680655
10,0.80276
11,0.407832
12,1.37053
13,0.709283
14,0.423755
15,1.1897
16,0.469165
17,2.94763
18,0.603325
19,0.528559
20,0.310057
21,0.61128
22,1.8567
23,0.600916
24,0.397206
25,1.69639
26,0.623941
27,0.693018
28,2.40873
29,0.29671
30,1.01414
31,1.30148
32,0.871186
33,0.865888
34,0.608779
35,1.62678
36,0.951953
37,1.929
38,0.70723
39,0.315688
40,0.312235
41,0.333204
42,0.653378
43,2.76212
44,0.891455
45,1.09251
46,0.311299
47,0.700683
48,1.16114
49,2.17472
50,0.331211
51,1.27099
52,0.912215
53,1.08694
54,1.37685
55,0.768358
56,2.87485
57,1.02083
58,0.701664
59,2.08465
60,1.01071
61,0.549251
62,0.880469
63,0.802358
64,2.16344
65,1.01528
66,0.701524
67,1.28853
68,1.12479
69,1.24995
70,0.834018
71,0.572696
72,4.56766
73,0.670387
74,1.57302
75,1.5798
76,0.660803
77,0.860794
78,0.634385
79,0.507936
80,0.519754
81,1.96737
82,1.14088
83,0.714123
84,0.31632
85,1.4185
86,0.643972
87,0.800595
88,1.38099
89,2.65727
90,0.36204
91,0.420589
92,1.46844
93,0.861741
94,1.17869
95,1.23999
96,1.08133
97,0.546238
98,0.355226
99,0.902398
100,1.25961
101,1.84172
102,0.636736
103,1.38972
104,0.739708
105,0.869445
106,1.50833
107,0.652594
108,0.278873
109,0.646101
110,0.594402
111,0.857015
112,0.963252
113,1.80471
114,0.492826
115,0.606167
116,2.0344
117,0.594105
118,0.815055
119,1.24483
120,0.824729
121,0.971407
122,9.48774
123,0.411396
124,0.325954
125,0.281675
126,1.06156
127,0.581177
128,0.485149
129,1.02787
130,0.916851
131,1.68556
132,0.774607
133,1.21945
134,1.19053
135,0.656718
136,0.427586
137,2.55359
138,0.166294
139,0.397564
140,0.33588
141,0.559674
142,0.81367
143,0.914361
144,1.36725
145,0.345418
146,0.960962
147,0.346456
148,0.712055
149,0.395818
150,0.995153
151,1.10606
152,2.34949
153,0.44517
154,0.432618
155,1.38044
156,0.712055
157,0.310057
158,0.489828
159,5.41948
160,0.230386
161,0.23551
162,0.359874
163,0.411848
164,0.708291
165,0.66458
166,0.926427
167,1.60031
168,1.52227
169,0.995019
170,1.07672
171,0.300292
172,0.621885
173,1.20418
174,1.51816
175,0.818895
176,0.626629
177,0.400276
178,0.968826
179,0.550405
180,1.4013
181,0.557719
182,0.757221
183,4.3623
184,0.822259
185,0.636291
186,0.17552
187,0.578278
188,2.9624
189,0.438104
190,1.02325
191,0.628764
192,0.716914
193,0.855645
194,0.926677
195,1.31246
196,1.88608
197,2.75385
198,0.469682
199,0.50987
200,0.785763
201,0.719859
202,0.740966
203,0.461349
204,0.727021
205,1.20093
206,1.52531
207,0.385005
208,0.553884
209,0.992721
210,1.01154
211,0.957758
212,0.555937
213,1.82467
214,1.25358
215,0.940212
216,1.2043
217,0.48758
218,1.67146
219,0.78592
220,0.875728
221,2.01577
222,0.865541
223,0.666177
224,0.798197
225,1.33016
226,0.87424
227,1.22201
228,0.704195
229,1.99013
230,0.559115
231,0.81302
232,1.06937
233,0.9757
234,2.97725
235,0.174645
236,0.930326
237,0.919882
238,0.477687
239,0.556048
240,0.970455
241,0.830523
242,0.956983
243,0.766209
244,2.83205
245,1.16439
246,0.723106
247,0.68311
248,0.373327
249,2.9183
250,0.218057
251,0.758965
252,0.141423
253,0.737787
254,1.24658
255,1.73881
256,1.1971
257,0.386625
258,1.44658
259,0.681949
260,1.66729
261,0.213312
262,0.64275
263,0.770897
264,0.423289
265,0.19909
266,0.375461
267,0.397325
268,0.765137
269,0.745053
270,0.537246
271,0.957691
272,0.776701
273,1.30447
274,2.46182
275,0.310367
276,1.42989
277,0.749762
278,2.90084
279,0.848318
280,0.481861
281,0.395265
282,0.405757
283,0.766056
284,0.396849
285,0.357722
286,1.29525
287,2.60387
288,0.940052
289,0.691564
290,2.66073
291,1.26871
292,1.83712
293,0.335545
294,0.808318
295,1.7889
296,0.47114
297,1.68018
298,1.21143
299,0.649989
300,1.24707
301,1.4229
302,0.764067
303,0.484131
304,1.2306
305,0.596188
306,1.39069
307,2.16322
308,0.436966
309,1.16149
310,1.81231
311,0.762464
312,0.866754
313,1.70591
314,0.503637
315,0.713409
316,0.643779
317,0.639352
318,0.913822
319,2.56408
320,1.17457
321,0.710135
322,1.11695
323,1.10971
324,0.331874
325,0.447043
326,0.341298
327,1.97427
328,1.17328
329,0.857015
330,0.475399
331,0.791204
332,0.797718
333,1.19327
334,0.729132
335,0.323356
336,0.851207
337,1.53572
338,0.69032
339,1.14454
340,0.483986
341,1.16661
342,1.34878
343,0.738673
344,0.773987
345,0.245122
346,1.46859
347,0.69108
348,0.343695
349,0.892169
350,0.792946
351,0.314743
352,0.528084
353,0.872319
354,3.01621
355,0.427757
356,0.324652
357,1.24123
358,0.410081
359,1.16614
360,0.32271
361,0.426433
362,0.622819
363,0.934064
364,1.25583
365,0.907393
366,0.617115
367,1.63886
368,0.892436
369,1.25822
370,1.18329
371,0.491546
372,1.17375
373,0.845692
374,0.770897
375,1.17845
376,1.58281
377,0.574072
378,0.636227
379,1.89004
380,0.557552
381,1.27583
382,1.39306
383,1.59233
384,0.33824
385,0.488508
386,0.519027
387,0.416154
388,0.634004
389,0.30851
390,1.02338
391,0.720291
392,1.14763
393,0.964602
394,0.511606
