MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.055913,0.020083,-0.0521818
4,0.0410376,0.0346792,-0.0219416
6,0.0731185,0.072912,-0.00549158
8,0.0908262,0.0260396,0.0870134
10,0.054326,0.0540762,-0.00520338
12,0.0634541,-0.0360148,0.0522432
14,0.0634541,-0.0360148,0.0522432
16,0.047153,-0.00080967,0.047146
18,0.147314,0.10347,-0.104859
20,0.147314,0.10347,-0.104859
22,0.147314,0.10347,-0.104859
24,0.0507487,0.048173,0.0159621
26,0.0507487,0.048173,0.0159621
28,0.0507487,0.048173,0.0159621
30,0.123321,0.122726,0.0120928
32,0.057447,0.0556186,0.014378
34,0.0407042,0.00682232,-0.0401284
36,0.0407042,0.00682232,-0.0401284
38,0.0407042,0.00682232,-0.0401284
40,0.0407042,0.00682232,-0.0401284
42,0.107958,0.0206672,0.105962
44,0.0332711,0.0155849,-0.0293952
46,0.0332711,0.0155849,-0.0293952
48,0.130127,0.104433,0.0776328
50,0.0877031,-0.0564524,0.067119
52,0.0813021,0.0806822,0.0100206
54,0.110674,0.00894686,-0.110312
56,0.0681661,-0.0651788,-0.0199583
58,0.0476491,-0.0374468,0.0294648
60,0.0966104,-0.00134673,-0.096601
62,0.0525178,-0.0049077,-0.052288
64,0.0557428,-0.0310166,0.0463166
66,0.0707287,0.0069747,-0.070384
68,0.134671,-0.132342,0.0249392
70,0.119383,-0.102906,-0.0605208
72,0.0987608,-0.0311248,-0.093728
74,0.0678915,0.0642356,0.0219784
76,0.0678915,0.0642356,0.0219784
78,0.0678915,0.0642356,0.0219784
80,0.0678915,0.0642356,0.0219784
82,0.0618611,0.046842,0.0404058
84,0.0368976,-0.0184208,0.0319704
86,0.0506641,-0.0376568,0.0338942
88,0.04795,0.0469764,-0.0096137
90,0.0321035,0.028319,0.0151217
92,0.0321035,0.028319,0.0151217
94,0.0321035,0.028319,0.0151217
96,0.112535,-0.0409156,-0.104833
98,0.0473479,-0.0366538,0.029972
100,0.0348575,0.0175954,0.0300906
102,0.0509206,-0.0155723,0.048481
104,0.0462572,-0.0149771,-0.0437654
106,0.0461817,-0.0452926,-0.00901846
108,0.109725,0.0369142,0.103329
110,0.0500234,-0.00675934,-0.0495646
112,0.0122554,-0.0100764,-0.0069757
114,0.038858,0.0126654,-0.036736
116,0.0529198,0.037293,-0.0375464
118,0.0528165,-0.0396862,0.034851
120,0.0792975,0.0698434,-0.0375498
122,0.0647151,-0.0475976,0.0438464
124,0.0345773,-0.0129205,-0.0320726
126,0.0669771,0.041423,-0.0526314
128,0.120953,-0.0620968,-0.103796
130,0.0295123,0.0205126,0.0212182
132,0.0409535,-0.0235124,-0.0335314
134,0.0591387,-0.0466604,-0.0363344
136,0.0266912,-0.0263866,0.00402076
138,0.0601133,-0.056041,0.0217488
140,0.086134,0.035216,-0.078606
142,0.0373222,-0.0257218,-0.0270432
144,0.0643003,-0.00534698,0.0640776
146,0.0536355,0.0437182,-0.0310722
148,0.0272809,-0.0049143,-0.0268346
150,0.07426,-0.0734328,-0.0110531
152,0.0493387,0.0493354,0.00056712
154,0.0345583,-0.0267878,-0.0218332
156,0.0345583,-0.0267878,-0.0218332
158,0.0418093,-0.00453126,-0.041563
160,0.0531922,-0.0516994,-0.0125131
162,0.122797,0.093627,0.0794556
164,0.013218,-0.0132172,-0.000140431
166,0.013218,-0.0132172,-0.000140431
