MDTU,energy
2,1.62446
4,1.4428
6,1.41831
8,1.41149
10,1.49001
12,1.40804
14,1.40804
16,1.32509
18,1.30019
20,1.30019
22,1.30019
24,1.3495
26,1.3495
28,1.3495
30,1.33477
32,1.34953
34,1.34553
36,1.34553
38,1.34553
40,1.34553
42,1.31905
44,1.29284
46,1.29284
48,1.3882
50,1.39466
52,1.37219
54,1.33229
56,1.35183
58,1.42699
60,1.42816
62,1.39831
64,1.39761
66,1.3627
68,1.39376
70,1.36961
72,1.38113
74,1.3481
76,1.3481
78,1.3481
80,1.3481
82,1.40962
84,1.38746
86,1.35006
88,1.39423
90,1.39722
92,1.39722
94,1.39722
96,1.36509
98,1.44147
100,1.46478
102,1.39504
104,1.37404
106,1.43008
108,1.41559
110,1.35462
112,1.3467
114,1.26943
116,1.38034
118,1.2818
120,1.35276
122,1.30717
124,1.35554
126,1.36673
128,1.4339
130,1.41508
132,1.43475
134,1.46163
136,1.37604
138,1.28886
140,1.37351
142,1.36157
144,1.32093
146,1.30365
148,1.30961
150,1.26284
152,1.35034
154,1.34727
156,1.34727
158,1.42841
160,1.4307
162,1.31951
164,1.36532
166,1.36532
168,1.36532
170,1.36231
172,1.42568
174,1.42189
176,1.33913
178,1.34692
180,1.34692
182,1.4018
184,1.38328
186,1.40089
188,1.34526
190,1.27183
192,1.30894
194,1.4096
196,1.4096
198,1.35754
200,1.34129
202,1.34973
204,1.33373
206,1.30531
208,1.25836
210,1.25836
212,1.33907
214,1.33907
216,1.33907
218,1.33907
220,1.33907
222,1.31427
224,1.38025
226,1.39517
228,1.36215
230,1.33334
232,1.32459
234,1.32459
236,1.32459
238,1.35235
240,1.40842
242,1.42547
244,1.33229
246,1.33229
248,1.33229
250,1.32501
252,1.38009
254,1.38344
256,1.42765
258,1.41113
260,1.43284
262,1.3239
264,1.38609
266,1.31791
268,1.33697
270,1.40624
272,1.44461
274,1.39021
276,1.39021
278,1.39021
280,1.39021
282,1.3921
284,1.3921
286,1.39714
288,1.30648
290,1.30648
292,1.31053
294,1.31053
296,1.31053
298,1.37739
300,1.37766
302,1.40717
304,1.33391
306,1.36301
308,1.35912
310,1.3449
312,1.39246
314,1.39246
316,1.42898
318,1.33653
320,1.33653
322,1.33653
324,1.33653
326,1.3374
328,1.39452
330,1.29744
332,1.33067
334,1.35536
336,1.29431
338,1.34464
340,1.345
342,1.345
344,1.38178
346,1.36756
348,1.34922
350,1.39089
352,1.326
354,1.326
356,1.3971
358,1.39595
360,1.36461
362,1.36461
364,1.37089
366,1.33687
368,1.27456
370,1.27456
372,1.27456
374,1.37833
376,1.31814
378,1.31814
380,1.36606
382,1.39206
384,1.35084
386,1.36936
388,1.40112
390,1.39101
392,1.34753
394,1.25482
396,1.31989
398,1.38474
400,1.3846
402,1.3846
404,1.32109
406,1.32109
408,1.32109
410,1.44032
412,1.34045
414,1.34045
416,1.34045
418,1.36197
420,1.39469
422,1.42671
424,1.38993
426,1.39514
428,1.36176
430,1.36176
432,1.32552
434,1.32552
436,1.34657
438,1.38447
440,1.3224
442,1.30534
444,1.35851
446,1.35424
448,1.38815
450,1.4362
452,1.34607
454,1.37225
456,1.38422
458,1.3391
460,1.3391
462,1.37178
464,1.34843
466,1.38092
468,1.32439
470,1.32439
472,1.26629
474,1.2979
476,1.35789
478,1.35789
480,1.40466
482,1.35712
484,1.31056
486,1.33881
488,1.3664
490,1.29449
492,1.35822
494,1.29802
496,1.29802
498,1.35544
500,1.35544
502,1.3428
504,1.3428
506,1.36906
508,1.38548
510,1.31199
512,1.3841
514,1.3841
516,1.35538
518,1.35538
520,1.30988
522,1.30988
524,1.30988
526,1.30988
528,1.30988
530,1.30988
532,1.30988
534,1.32134
536,1.2884
538,1.34424
540,1.37647
542,1.39968
544,1.41449
546,1.40733
548,1.29864
550,1.36032
552,1.39586
554,1.38624
556,1.36831
558,1.32155
560,1.32155
562,1.32155
564,1.32155
566,1.32155
568,1.36418
570,1.40966
572,1.40213
574,1.3863
576,1.34912
578,1.39719
580,1.37683
582,1.39243
584,1.31273
586,1.31273
588,1.35442
590,1.35185
592,1.26366
594,1.2632
596,1.36825
598,1.34338
600,1.40127
602,1.36225
604,1.36225
606,1.36225
608,1.3496
610,1.30277
612,1.34574
614,1.31522
616,1.31522
618,1.30958
620,1.32574
622,1.31536
624,1.36991
626,1.28802
628,1.36295
630,1.39176
632,1.39176
634,1.35251
636,1.39783
638,1.31712
640,1.33113
642,1.33113
644,1.42148
646,1.35253
648,1.35253
650,1.35253
652,1.39832
654,1.30286
656,1.30552
658,1.29764
660,1.30604
662,1.31167
664,1.3941
666,1.35325
668,1.31745
670,1.31745
672,1.3479
674,1.33975
676,1.34932
678,1.38923
680,1.38923
682,1.34054
684,1.27714
686,1.35195
688,1.35836
690,1.35836
692,1.33807
694,1.33807
696,1.33807
698,1.33807
700,1.33503
702,1.33503
704,1.33503
706,1.36432
708,1.2987
710,1.2987
712,1.34299
714,1.37839
716,1.33374
718,1.33955
720,1.33955
722,1.36969
724,1.36969
726,1.3558
728,1.30352
730,1.42246
732,1.42246
734,1.38233
736,1.39437
738,1.34426
740,1.36226
742,1.43259
744,1.38066
746,1.39557
748,1.39557
750,1.34836
752,1.31537
754,1.31537
756,1.34113
758,1.28742
760,1.35541
762,1.37808
764,1.35877
766,1.37708
768,1.37708
770,1.37708
772,1.37708
774,1.37708
776,1.37708
778,1.38698
780,1.43629
782,1.39141
784,1.38978
786,1.40472
788,1.43312
790,1.37932
792,1.42284
794,1.37729
796,1.30495
798,1.29098
800,1.29098
802,1.4254
804,1.4254
806,1.42168
808,1.34689
810,1.28931
812,1.35485
814,1.43419
816,1.37799
818,1.30656
820,1.33261
822,1.37324
