MDTU,link
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1.28413
77,1.35569
78,1.54488
79,1.5769
80,1.83367
81,1.84943
82,1.82827
83,1.80579
84,2.11442
85,2.29675
86,2.45897
87,2.46356
88,2.52737
89,2.45021
90,2.51648
91,2.3548
92,2.24002
93,2.26787
94,2.44306
95,2.47533
96,2.39363
97,2.35506
98,2.35359
99,2.45261
100,2.48107
101,2.47214
102,2.35635
103,2.16005
104,2.11801
105,2.16905
106,2.18192
107,2.26885
108,2.15684
109,2.2866
110,2.23046
111,2.3854
112,2.28888
113,2.26893
114,2.10305
115,2.1401
116,1.90309
117,2.15959
118,2.40477
119,2.5425
120,2.65028
121,2.56236
122,2.72344
123,2.50586
124,2.38168
125,2.21214
126,2.1283
127,2.28894
128,2.41451
129,2.37894
130,2.55399
131,2.54585
132,2.27246
133,2.42712
134,2.39766
135,2.54648
136,2.91637
137,2.88747
138,2.97398
139,2.9402
140,2.71678
141,2.60606
142,2.51698
143,2.47636
144,2.39266
145,2.40443
146,2.48775
147,2.66633
148,2.63693
149,2.68059
150,2.4951
151,2.43155
152,2.44845
153,2.54977
154,2.4478
155,2.44889
156,2.62185
157,2.44454
158,2.23804
159,2.15336
160,2.2272
161,2.25317
162,2.26304
163,2.23058
164,2.05937
165,1.99151
166,1.87947
167,1.83982
168,1.92271
169,1.90759
170,2.06907
171,2.10441
172,2.05018
173,2.07983
174,1.99908
175,2.20785
176,2.08228
177,1.99702
178,1.88923
179,1.83358
180,1.90959
181,1.84346
182,1.81785
183,1.75845
184,1.64832
185,1.61912
186,1.64167
187,1.50277
188,1.5324
189,1.58477
190,1.50662
191,1.4125
192,1.276
193,1.33786
194,1.3818
195,1.32993
196,1.35392
197,1.36079
198,1.31878
199,1.26824
200,1.33293
201,1.27895
202,1.24058
203,1.15631
204,1.1936
205,1.26232
206,1.36602
207,1.48044
208,1.35014
209,1.42048
210,1.42465
211,1.29135
212,1.31677
213,1.35213
214,1.31962
215,1.46368
216,1.33632
217,1.25311
218,1.16113
219,1.21385
220,1.19293
221,1.23757
222,1.27357
223,1.4056
224,1.35034
225,1.38845
226,1.52702
227,1.4929
228,1.68722
229,1.78182
230,1.92674
231,1.9235
232,1.87865
233,1.73118
234,1.74831
235,1.84454
236,1.72861
237,1.57398
238,1.42059
239,1.57569
240,1.59459
241,1.70876
242,1.5095
243,1.54067
244,1.49345
245,1.51424
246,1.53348
247,1.52513
248,1.60019
249,1.76558
250,1.98357
251,2.00382
252,1.98319
253,1.93774
254,1.95101
255,2.01669
256,2.07895
257,2.15129
258,2.23237
259,2.34109
260,2.39551
261,2.49454
262,2.45029
263,2.44074
264,2.67807
265,2.77358
266,2.92821
267,2.73549
268,2.64704
269,2.64649
270,2.49677
271,2.29247
272,2.19304
273,2.12246
274,2.24805
275,2.09893
276,2.22857
277,2.31966
278,2.34197
279,2.36349
280,2.23883
281,2.29844
282,2.45526
283,2.78339
284,2.91033
285,2.85797
286,2.80605
287,2.94513
288,2.7354
289,2.54853
290,2.53422
291,2.32439
292,2.34117
293,2.34048
294,2.4454
295,2.22038
296,2.10963
297,2.11303
298,2.06068
299,2.20578
300,2.26629
301,2.41591
302,2.37878
303,2.36765
304,2.68251
305,2.68235
306,2.49666
307,2.9529
308,2.9624
309,3.17494
310,3.12691
311,3.00172
312,2.90123
313,2.83582
314,2.87654
315,2.99803
316,3.04376
317,3.10608
318,2.87535
319,2.97409
320,2.89478
321,2.76058
322,2.83174
323,3.04194
324,2.81803
325,2.84851
326,2.66942
327,2.506
328,2.42869
329,2.55937
330,2.56539
331,2.62474
332,2.33384
333,2.32373
334,2.49809
335,2.50037
336,2.35392
337,2.16432
338,2.10892
339,1.99119
340,1.98137
341,1.95872
342,1.95872
343,2.14066
344,2.11336
345,2.0254
346,2.19685
347,2.30914
348,2.09046
349,2.14959
350,2.17915
351,2.0864
352,2.21143
353,2.10163
354,2.02075
355,1.95557
356,1.99661
357,1.93505
358,2.04456
359,2.13827
360,2.38955
361,2.23379
362,2.47665
363,2.50629
364,2.66892
365,2.43913
366,2.50079
367,2.54665
368,2.29285
369,2.43186
370,2.49186
371,2.60387
372,2.81046
373,2.71539
374,2.77354
375,2.78922
376,2.93758
