ReTr(L),ImTr(L)
0.000940342,-0.057166
-0.0376843,0.0113598
-0.0161651,0.0167892
0.0472993,0.0783395
0.0407062,0.0559262
-0.0543633,0.0124324
-0.0018211,-0.0254295
-0.0360195,0.039312
-0.057126,0.0724433
-0.0532772,0.0454077
0.0264757,0.0643715
0.0424867,-0.102686
-0.0212651,0.0798028
0.0128556,0.00250263
0.0513272,0.0679975
0.00448932,-0.0900102
0.0831323,-0.0643595
0.0222381,0.124255
0.0519805,0.0818775
0.00125318,-0.00295268
-0.0228574,-0.0535142
0.0146595,0.0476557
-0.055535,0.0413095
-0.0787895,-0.0156312
-0.0496007,-0.0266918
-0.0541203,0.0443482
0.0281657,0.0142158
-0.00216716,-0.0778273
0.00705623,-0.000439467
0.0203845,-0.0297845
0.195424,-0.0650255
-0.0224402,-0.0753637
-0.0403125,0.0523018
-0.045446,-0.0508315
-0.034704,0.041873
-0.00580422,-0.089691
-0.0243151,-0.0143604
-0.0515442,-0.0351318
-0.080158,-0.034841
-0.0527483,-0.056404
0.0818887,-0.0114207
-0.0648932,-0.0612502
0.0109275,0.0974477
0.0852405,0.0355645
0.0195348,-0.0427725
-0.0642435,0.0572213
0.0218972,-0.00714187
0.0415092,0.0480068
0.0200533,0.0470462
0.13314,-0.0561715
-0.0647023,-0.0560177
-0.121832,0.0872282
-0.0965737,0.042988
-0.118882,-0.124982
0.0103368,-0.0871563
-0.0153024,0.0095198
-0.100907,0.00270172
-0.0499067,-0.0141002
0.0313905,0.0189363
-0.0941945,-0.0393143
-0.0239793,0.0059119
0.0186351,0.0882223
0.0484713,-0.0153407
-0.0529885,0.0453132
-0.0371,0.060002
0.00266895,-0.052177
0.125618,0.0021821
-0.00959042,0.0167983
0.0188067,-0.055739
-0.0167053,-0.0262875
-0.0916037,0.0341067
-0.0205554,-0.054529
-0.0572163,0.111356
0.0292623,0.074149
0.0677762,-0.0106404
-0.0528067,0.0113996
-0.121855,0.0235336
0.0712577,0.0478355
-0.0285432,0.068166
-0.092054,-0.0701285
0.035984,0.031327
0.188658,-0.0785905
-0.0531785,0.0818167
0.0233488,0.100615
0.0110691,-0.072995
-0.00463945,0.0796535
0.0531035,0.0108702
-0.0136372,0.0076863
-0.075925,0.049456
0.074773,0.00251442
0.0458138,-0.0469987
0.068643,0.0226422
0.035551,0.068308
-0.118949,-0.107335
-0.0235196,-0.0286523
0.00939507,-0.028854
0.00508935,0.0580097
0.113199,0.0186684
0.102242,-0.0152926
-0.00457833,0.116172
0.044573,-0.0537925
0.0111778,0.0215598
-0.033761,-0.124623
-0.0202934,0.0657988
-0.0287617,-0.0896905
-0.0423635,0.114605
-0.0281073,0.0234727
-0.0204597,-0.0975582
0.00740887,-0.0167783
-0.0152136,-0.00582368
0.058458,0.00207561
-0.0614572,0.0615735
-0.0263323,-0.0133861
0.0842018,-0.0614432
0.064918,-0.0282137
-0.0711472,-0.0410615
-0.0492283,0.0581912
-0.0192436,-0.0726843
-0.0138719,-0.0115467
-0.0192279,-0.019034
-0.074425,0.111345
0.0436018,-0.0367507
0.042551,0.050117
-0.063038,-0.074221
-0.031535,-0.0531857
-0.0542298,-0.125133
-0.00545128,0.0451623
0.0585025,-0.114298
-0.0542345,-0.0245344
-0.0197964,0.034397
-0.0892493,0.00453453
-0.0140383,-0.116412
-0.00766508,0.0667143
0.023714,0.10606
0.0789895,0.0724135
0.040362,0.099153
-0.177687,0.015115
0.0297362,-0.00219638
0.0187316,0.0417765
0.0344117,0.128717
-0.127846,0.0181217
0.0878827,-0.031885
0.0868872,0.0677385
-0.046382,-0.0737292
-0.0527767,-0.020232
-0.01857,-0.0802325
-0.0052596,-0.0133677
0.0188495,0.0173514
-0.210769,0.015524
-0.092854,0.00265903
0.12598,0.0400665
-0.0336407,0.0751778
0.11519,-0.041618
0.0147955,0.088936
-0.11219,-0.0316328
-0.0735848,0.117341
-0.0637853,-0.0159873
-0.0308915,-0.0610865
-0.0413183,0.124818
-0.0503945,-0.045845
-0.065221,-0.0847227
0.036936,-0.0735085
0.039046,-0.0034153
0.0125546,-0.141048
-0.0979223,0.0659813
0.0363697,-0.00953335
0.103546,0.0420652
-0.0534745,0.0729685
-0.0824315,-0.100713
0.0708345,0.0355915
-0.0141396,0.0051172
-0.0137526,-0.00726835
-0.047375,-0.0136533
0.0882348,0.000616187
0.0591098,-0.0492565
0.056382,-0.064272
-0.0886907,0.0125048
-0.126573,-0.0720745
-0.0709817,-0.0567305
-0.038557,-0.0669612
-0.0015,-0.0223136
0.053659,-0.0197292
0.005868,-0.0806858
-0.0102593,0.0181321
-0.0119533,0.057673
0.0368935,-0.0086719
0.0058718,-0.0120208
-0.049765,0.0442528
0.0516452,0.00384438
0.0193746,0.0601617
-0.030689,0.031011
0.0083818,0.10241
-0.0084721,0.01645
0.17143,-0.0922977
-0.0101973,-0.0157767
0.00717985,0.055052
0.000680782,-0.054025
-0.0135272,-0.0305913
-0.0302647,-0.0414168
-0.000166081,-0.0433675
0.0243682,0.070522
0.0889445,0.0313815
0.0815412,0.011015
0.00674775,-0.0119733
-0.00967867,0.0968365
-0.104162,0.0131506
0.0310765,0.0584633
0.00662167,0.0128787
-0.06424,-0.00750657
0.0206439,-6.74565e-05
0.0267268,0.0317925
-0.0589283,-0.0488312
-0.0206669,0.00949495
0.0131988,0.000657965
-0.045674,-0.110299
-0.0583565,0.0040434
0.137539,0.00665913
-0.087245,-0.111558
-0.141385,0.063445
0.0583567,0.086645
0.0164989,0.0564887
-0.0361337,0.0052144
-0.0801132,0.0102924
-0.0079832,-0.0973848
0.117755,0.0202888
0.080637,0.0485
-0.038068,0.033688
0.0311463,0.0763815
0.043162,0.0694458
-0.0215053,-0.059719
-0.0269008,0.00811023
0.00911635,0.0152777
-0.0829905,-0.0193167
0.028343,0.00346665
0.0411468,-0.00451222
0.0789895,0.0896375
0.108804,-0.066053
0.046633,0.0033038
-0.05479,0.0173473
-0.0783387,-0.00649955
0.0296728,-0.142495
-0.120139,0.143219
0.000432003,-0.064362
0.0314873,0.00067002
0.0440803,-0.123244
-0.0132441,0.0459603
0.00508185,0.00190897
-0.0185049,-0.0264345
0.078662,0.0813042
-0.177333,-0.072486
-0.096582,-0.13132
0.0810748,-0.00262333
-0.0630467,0.047549
-0.05868,-0.0180767
-0.070648,0.072148
0.0132353,0.00530628
-0.0478245,0.0100414
0.0686232,-0.0334308
0.00695688,-0.10397
-0.00120006,-0.094499
-0.0200973,0.0480195
0.182425,-0.023595
-0.065872,0.0779097
0.0527738,-0.126106
-0.0734825,-0.0534165
0.035071,-0.0668228
0.035071,-0.0668228
0.166964,-0.0141973
0.091063,-0.0609642
0.008939,-0.0218868
0.095173,-0.0219468
0.0429148,0.15291
0.0045265,-0.0692612
0.010903,0.0565068
-0.0121143,0.00500773
-0.0331012,-0.0265547
0.0207313,0.0359845
-0.0482272,-0.0182558
-0.105303,-0.0363728
0.111431,0.0570285
-0.0359135,0.0166308
0.0147703,-0.103929
-0.0884665,0.00408648
0.0502275,0.0124894
0.0255005,-0.0213153
0.0740232,-0.0748252
0.0100135,-0.0142892
0.0821517,0.081255
-0.0128251,0.0087501
0.138452,-0.0191464
-0.0477685,-0.016333
0.0442553,0.000375153
-0.060601,0.00468325
0.030742,0.0433165
-0.0183273,0.048458
0.0212891,0.00497812
-0.0335165,-0.0220417
-0.0360025,0.0113793
0.057882,0.0723233
0.0534668,-0.0767427
-0.0386268,-0.073947
0.0267597,-0.0167438
-0.0591163,-0.0171898
-0.0855697,0.0637143
-0.0771295,-0.0264937
0.0133893,0.0106085
-0.0313195,0.0239592
-0.0791995,-0.000904505
-0.00634875,0.101523
0.156618,0.022381
-0.0625482,-0.0957473
0.19217,0.043725
0.089479,-0.122615
-0.0206531,0.0633455
-0.0863953,-0.0152931
-0.0120114,-0.108445
-0.0578762,-0.067791
0.0580765,0.032342
0.0758893,0.00508055
0.108847,0.020759
0.0583197,0.0166061
0.066684,0.067973
0.06727,-0.0193001
-0.075903,-0.0559675
-0.0444015,-0.0555175
-0.00940295,0.0158757
-0.0175527,0.0623573
0.00924738,0.00674752
0.053924,0.0172723
-0.0582915,-0.0586455
-0.063386,-0.038568
0.0864495,-0.0865255
0.107104,-0.0202847
0.0429968,-0.0186924
-0.108498,0.031773
0.0282695,-0.074581
0.00930955,0.0122687
0.0247947,-0.0371208
0.0503595,-0.017679
-0.111035,-0.0157419
-0.0232035,0.00684448
-0.053155,0.0975962
-0.0354008,-0.00195884
-0.0665375,-0.041767
-0.0210322,-0.0522388
0.0820178,-0.0186099
-0.0210909,-0.0634833
0.0152738,0.00618783
-0.0193317,0.00941932
0.085053,-0.0123976
0.0524802,0.0539755
0.00376415,-0.0337592
0.00900275,-0.0545695
0.0289813,0.00118977
-0.052473,0.064279
-0.0779943,-0.0786233
-0.0179584,0.0209644
-0.0185407,0.118863
0.0391085,0.068382
-0.0939782,-0.059873
-0.00192481,-0.0581907
0.0965867,0.0649913
-0.110809,-0.0735318
-0.0247298,0.0287083
-0.0640533,0.0236591
-0.0138179,0.0402935
0.0289252,0.002581
0.106392,0.0124639
0.048502,0.118077
-0.039277,-0.00736355
0.0101785,0.0668762
-0.00345938,0.031424
-0.00345938,0.031424
0.0421705,0.0261885
0.100001,0.140265
0.0606093,0.00791368
-0.00441425,-0.0214351
0.0133999,0.0174423
0.0572693,-0.0090589
-0.0183465,-0.0670935
0.115636,0.0082668
0.0679577,0.0250735
0.0477407,0.041713
-0.11388,0.0167828
0.027262,3.26287e-05
-0.0332358,-0.0269097
-0.0332358,-0.0269097
-0.0473835,-0.110749
0.0472935,0.073049
0.0761385,0.034656
0.0642045,-0.155711
0.0225847,-0.0426945
0.091513,-0.0191633
0.0554805,-0.0588007
0.0388035,0.00527825
-0.00261208,0.00326208
-0.00261208,0.00326208
-0.00303235,-0.117225
0.0414148,-0.00162526
0.129736,-0.0062707
-0.00458635,-0.0608213
-0.0080082,0.049744
0.0802005,-0.0314547
0.0535977,-0.0257135
0.0404033,-0.00528555
0.114618,-0.0608993
0.0201739,-0.0640243
-0.0234004,0.0106963
-0.0317697,-0.0730448
-0.042218,0.0530313
0.145875,-0.0959042
-0.0425605,0.0336675
-0.0104133,-0.110081
0.056013,-0.033054
-0.0470622,-0.0514075
-0.0484113,-0.0415432
-0.136718,0.0036866
-0.0220386,-0.0846463
-0.0349047,-0.00595772
-0.00379413,-0.152899
-0.0505265,-0.0531952
0.0162015,0.0595183
-0.130914,0.0934502
0.027903,-0.000438107
0.0545127,0.057084
-0.0796168,0.0168556
-0.000230044,-0.066385
-0.0617087,-0.0560225
-0.00652928,0.0504475
-0.00522015,-0.0467965
0.0138941,-0.1451
0.0279448,0.0032348
-0.0725015,-0.0204627
0.0745725,-0.00476465
-0.0681868,0.069315
0.0575037,0.0204977
-0.10817,0.191215
-0.0057701,0.0812988
0.00105614,0.0410435
0.069451,0.0894573
-0.081671,0.0965565
-0.0181386,-0.0194297
0.116718,0.0200711
-0.00425413,-0.0033782
0.061318,0.032503
-0.0128044,0.077878
0.0248468,0.0142353
-0.0875693,-0.046185
0.0242189,0.0521727
0.0598588,0.0106148
0.061168,0.0963352
-0.0738555,-0.093857
0.061408,-0.0792208
-0.0908468,0.00969507
0.0282587,0.0639423
0.0425405,-0.0389253
0.0220329,-0.079195
-0.0078966,-0.0335432
-0.0078966,-0.0335432
0.0179281,0.08914
0.0615875,0.0270005
0.0365685,0.00719617
0.0554565,-0.0352937
-0.021853,0.0322385
-0.0304025,-0.0911268
0.0400133,0.03412
0.00753515,0.0686632
-0.0493245,-0.0097899
0.11996,-0.127875
-0.0730912,-0.0283775
0.0834037,-0.0685925
0.00423223,0.0125658
0.115523,-0.0572843
-0.0152264,0.00747675
-0.0359483,-0.0590538
-0.0250852,-0.0671097
0.0664972,0.031449
0.0778288,0.0858228
0.0472778,-0.0177787
-0.0491477,-0.0192045
0.041551,-0.0706225
-0.049312,0.0152099
-0.0242565,-0.011524
-0.0322025,-0.047066
0.0955402,-0.0261115
-0.0291388,0.0499438
-0.0572693,-0.00599163
-0.050168,0.0749795
0.000519515,0.0301855
-0.00569605,0.0194488
-0.0330315,-0.053444
0.0561033,-0.0476475
-0.114104,-0.0230191
-0.0407425,-0.0118171
-0.0407425,-0.0118171
0.00270217,0.086044
0.106714,0.0303383
-0.04926,-0.0161341
-0.0598428,0.0266678
-0.1229,-0.04604
0.0120504,0.124777
-0.0686568,-0.0913353
0.0532562,-0.0550252
-0.0563162,0.0538887
-0.0985567,-0.0937117
0.0246395,-0.0249208
-0.0376365,0.0420177
0.0514857,0.00397075
