MDTU,|det-1|^2,1-Re(det),Im(det)
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,1,1,8.42823e-09
77,1,1,-1.22636e-13
78,1,1,3.16268e-13
79,1,1,-1.82634e-13
80,1,1,5.28619e-14
81,1,1,7.27789e-15
82,1,1,3.93525e-14
83,1,1,-6.77674e-14
84,1,1,-2.80419e-14
85,1,1,-1.14948e-13
86,1,1,-2.92288e-14
87,1,1,9.3059e-14
88,1,1,6.21585e-14
89,1,1,-1.90515e-14
90,1,1,-1.2904e-13
91,1,1,-2.47431e-14
92,1,1,-8.09591e-15
93,1,1,-2.74027e-15
94,1,1,1.97619e-14
95,1,1,2.05932e-14
96,1,1,-4.48085e-14
97,1,1,-7.39284e-14
98,1,1,-5.43505e-14
99,1,1,-5.00473e-14
100,1,1,-5.3246e-14
101,1,1,1.67188e-13
102,1,1,2.33124e-15
103,1,1,-2.44932e-14
104,1,1,2.53668e-14
105,1,1,-2.60948e-14
