ReTr(L),ImTr(L)
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
-3.22079e-05,-0.000163147
8.30033e-06,7.41759e-06
-1.00903e-06,-3.84225e-06
-1.13068e-07,-5.6924e-08
5.47744e-08,5.49745e-07
1.80415e-07,1.02772e-07
-6.98927e-07,-1.08517e-06
-1.5486e-06,8.77579e-07
4.20117e-08,-3.90687e-07
-1.1332e-06,5.65935e-07
6.99471e-07,2.52144e-07
-5.35919e-07,-4.8371e-08
2.64144e-07,-6.44133e-07
-2.47475e-07,1.73127e-07
1.38124e-07,-7.21506e-07
1.63987e-07,-7.09121e-07
1.33663e-06,-1.32863e-06
2.1524e-07,8.25276e-07
6.00428e-07,1.20288e-06
1.6859e-06,-3.3677e-08
2.30141e-07,-7.42717e-07
5.51747e-07,8.22611e-07
-3.54591e-07,-3.59684e-07
1.26597e-07,2.56688e-07
-2.72213e-07,-2.11789e-07
1.25503e-07,4.48799e-07
3.61714e-07,-2.30663e-07
-1.48753e-06,-1.21736e-06
8.04038e-08,1.47036e-06
-3.58076e-07,-5.89262e-08
6.06791e-07,2.4357e-07
-1.09994e-07,-4.92633e-07
-1.37171e-07,-5.34553e-07
2.17714e-06,7.43569e-08
-5.75102e-07,1.93913e-07
1.32269e-06,-1.41719e-06
-2.03019e-07,-4.05322e-07
-8.2936e-07,-8.13955e-07
1.41984e-06,-1.38661e-06
-1.16278e-07,-7.98632e-07
1.06158e-07,-9.14327e-07
-5.66694e-07,-9.34889e-07
7.32254e-09,1.03901e-06
5.8414e-07,-9.00303e-08
7.00117e-07,1.988e-06
1.14271e-06,2.17455e-06
-5.52277e-07,-1.63813e-07
1.04837e-06,1.50033e-07
9.48003e-07,-1.83556e-07
1.12372e-06,4.98601e-07
-2.40739e-08,1.87776e-07
-1.6934e-06,1.08732e-06
-1.58078e-06,-1.54602e-06
-7.50557e-07,-8.2525e-07
3.39065e-07,-2.73948e-06
-8.8928e-07,-7.78301e-07
-3.46782e-07,7.83881e-07
-6.99208e-08,9.76239e-08
-1.87351e-07,-7.29259e-08
1.36725e-07,-1.21052e-06
-4.84249e-07,6.06226e-07
-6.08841e-07,-3.11402e-07
-8.15021e-07,-1.67069e-07
8.58156e-07,7.48311e-07
-2.40295e-07,7.20031e-07
-2.05317e-07,4.98138e-07
-4.03476e-07,-1.38304e-07
-1.27622e-06,7.17379e-07
-9.1034e-07,-1.14865e-06
9.69125e-07,-7.99716e-07
2.6159e-07,1.69643e-06
-6.28525e-07,1.60509e-06
-3.42635e-08,1.25194e-06
5.08372e-07,-5.8691e-07
-5.6567e-07,-4.20513e-07
-6.18152e-07,-6.47387e-07
-6.11449e-07,3.67235e-07
5.96963e-07,7.77085e-07
8.68222e-08,3.86269e-07
-7.32428e-07,3.66482e-07
-2.30014e-07,-9.90806e-07
1.52525e-06,-1.63611e-06
7.70864e-08,-1.87709e-06
2.86013e-07,-7.84217e-07
9.02732e-07,-1.70125e-06
-3.86213e-07,1.1622e-06
8.01738e-08,8.8014e-07
-3.1628e-07,-7.30091e-08
-8.59911e-07,1.471e-06
1.50802e-06,7.78114e-07
9.73306e-07,4.29049e-08
-4.61348e-07,-1.54583e-06
-8.79375e-07,4.8258e-07
4.365e-07,-4.72683e-07
-4.85636e-07,-5.25613e-07
-5.84097e-07,-5.22077e-07
3.21581e-07,1.71526e-07
-2.31264e-07,3.10228e-07
