MDTU,S_B
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0.747129
77,0.67363
78,0.59959
79,0.569994
80,0.556649
81,0.554885
82,0.559649
83,0.53402
84,0.542799
85,0.541
86,0.536598
87,0.518722
88,0.560982
89,0.563611
90,0.543066
91,0.557787
92,0.571145
93,0.550153
94,0.55754
95,0.505756
96,0.537189
97,0.551667
98,0.544899
99,0.531943
100,0.544313
101,0.558447
102,0.540821
103,0.556523
104,0.547211
105,0.539313
106,0.541427
107,0.528954
108,0.539059
109,0.516408
110,0.537287
111,0.551079
112,0.554677
113,0.576361
114,0.536507
115,0.542997
116,0.569955
117,0.538739
118,0.53833
119,0.545925
120,0.568327
121,0.55655
122,0.561867
123,0.549209
124,0.525289
125,0.546165
126,0.500659
127,0.553155
128,0.561635
129,0.540589
130,0.5723
131,0.5271
132,0.587018
133,0.561728
134,0.545294
135,0.576212
136,0.589328
137,0.549845
138,0.566792
139,0.545787
140,0.556568
141,0.518921
142,0.544042
143,0.527145
144,0.588603
145,0.538585
146,0.543919
147,0.550487
148,0.514719
149,0.547996
150,0.54516
151,0.561446
152,0.523184
153,0.535131
154,0.538261
155,0.574899
156,0.547404
157,0.585619
158,0.546032
159,0.546841
160,0.523943
161,0.581812
162,0.523656
163,0.480213
164,0.532643
165,0.552307
166,0.538406
167,0.532383
168,0.529401
169,0.518374
170,0.539727
171,0.551307
172,0.54054
173,0.547527
174,0.569672
175,0.568844
176,0.522596
177,0.554765
178,0.532958
179,0.521023
180,0.533074
181,0.554116
182,0.535864
183,0.573022
184,0.551397
185,0.514726
186,0.539651
187,0.533419
188,0.51089
189,0.541273
190,0.560014
191,0.551887
