ReTr(Lx),ImTr(Lx)
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
-2.38155e-05,1.14556e-05
6.00687e-07,4.0472e-06
-1.3165e-06,-1.23907e-06
1.25991e-06,9.85385e-07
1.9945e-06,-1.20932e-06
3.48103e-07,-1.2218e-06
9.1833e-07,8.72687e-09
2.03887e-07,-2.79135e-07
3.44148e-08,-3.2207e-07
-3.72147e-07,4.7088e-07
3.63235e-07,-9.99295e-07
-3.96365e-08,5.34847e-07
-4.20517e-07,2.78477e-07
-6.23718e-07,1.99451e-06
-2.48283e-07,1.14831e-06
-2.7318e-07,5.54845e-07
-7.5108e-08,8.06825e-07
1.75953e-07,-4.56168e-07
7.56315e-07,-8.24778e-07
2.61008e-07,-4.29395e-08
5.94335e-07,-1.29601e-06
-9.94245e-07,-1.60516e-06
3.36265e-07,-3.59072e-08
2.02518e-07,2.54612e-07
-5.31245e-07,5.8517e-08
2.67175e-07,-8.71193e-07
1.26896e-07,7.39025e-07
-1.81884e-07,1.01694e-06
-7.58198e-07,-5.30647e-07
1.41445e-06,5.78905e-09
5.44955e-07,-8.22518e-07
1.16611e-07,-8.1063e-07
-4.79738e-07,1.84746e-07
4.07035e-08,7.47845e-07
7.79263e-07,1.21381e-06
8.10738e-07,9.55822e-07
-1.42262e-07,2.07685e-07
-6.61873e-07,-5.45105e-08
-1.0769e-06,-1.76056e-09
2.2555e-08,-2.7536e-08
-1.17358e-11,5.59578e-07
1.3378e-06,2.70072e-06
-1.54214e-07,-5.62945e-07
1.25917e-06,1.03213e-06
-3.09253e-07,8.00068e-08
1.77705e-07,-2.08725e-07
-5.18192e-07,8.33797e-07
1.56811e-06,7.72385e-07
-7.36972e-07,1.57864e-06
5.7018e-07,-1.42265e-07
4.90795e-07,-1.09253e-06
2.58887e-07,-1.07899e-06
-4.78777e-07,1.19961e-06
-1.29015e-06,2.44483e-07
-5.27742e-07,4.27918e-07
5.1017e-07,4.60657e-07
3.78357e-07,-4.8355e-07
-9.21735e-07,7.99782e-07
-2.49067e-07,6.03233e-07
5.19043e-07,-1.5184e-07
6.75382e-07,4.1683e-07
6.3015e-07,-1.37605e-06
-1.5872e-06,-8.02675e-07
-1.0645e-06,7.4634e-07
-2.30409e-07,2.53005e-07
1.03101e-06,8.64347e-08
-3.49543e-07,5.33308e-08
1.39259e-07,6.1166e-07
-4.5803e-07,-8.17522e-07
-4.40228e-07,4.17155e-07
-8.52157e-07,7.77147e-08
-7.66813e-08,1.30781e-08
1.38125e-08,-6.11322e-07
8.38253e-08,7.93945e-07
1.05874e-07,5.34363e-07
1.41046e-07,1.09267e-06
6.34257e-08,-5.976e-08
-1.35391e-06,7.84668e-07
-4.72742e-07,1.01077e-06
2.9135e-07,-8.6972e-07
-6.64925e-07,-2.60778e-07
-6.57735e-07,1.17728e-06
-1.85488e-07,-3.7123e-08
-1.55816e-06,-9.60995e-08
-1.1097e-06,-9.2598e-08
1.59716e-06,5.51158e-08
4.12893e-08,3.99138e-08
-1.21684e-06,-9.64958e-07
-5.48918e-07,1.06839e-06
-1.7492e-06,-8.62663e-07
4.72667e-07,7.01405e-07
7.30875e-07,-9.2792e-07
4.86905e-07,-5.7546e-07
-1.59763e-06,-1.24603e-06
9.04168e-08,-5.1563e-07
1.76244e-07,-4.59633e-07
-5.64503e-07,-7.25285e-07
2.33119e-07,6.10375e-07
