MDTU,ssplaq,stplaq
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,1
62,1,1
63,1,1
64,1,1
65,1,1
66,1,1
67,1,1
68,1,1
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,0.20054,0.125904
77,0.118916,0.06426
78,0.0994649,0.0517159
79,0.0929022,0.0492082
80,0.1153,0.0535522
81,0.11478,0.0536126
82,0.106072,0.0506654
83,0.103101,0.0511103
84,0.112149,0.0596849
85,0.12833,0.0656026
86,0.129905,0.0684514
87,0.123451,0.0714077
88,0.152321,0.0703067
89,0.143668,0.0681858
90,0.14677,0.071401
91,0.136382,0.0656326
92,0.125062,0.065449
93,0.127374,0.060813
94,0.139678,0.0729757
95,0.134426,0.0719037
96,0.136333,0.0668771
97,0.137329,0.0701969
98,0.136075,0.06988
99,0.134976,0.0720083
100,0.139891,0.0722813
101,0.141077,0.0704475
102,0.135103,0.0682376
103,0.120114,0.065899
104,0.121719,0.0622766
105,0.123756,0.0596797
106,0.127552,0.0605183
107,0.126091,0.0660731
108,0.121056,0.0567167
109,0.125933,0.0685255
110,0.125678,0.0629412
111,0.134571,0.0710771
112,0.123725,0.0727553
113,0.129573,0.0688356
114,0.111139,0.0617397
115,0.121293,0.0590486
116,0.116197,0.0503593
117,0.132634,0.0603766
118,0.141189,0.0649895
119,0.150125,0.0714998
120,0.15945,0.0829524
121,0.146691,0.0755288
122,0.159612,0.081081
123,0.145554,0.0701917
124,0.131987,0.0683117
125,0.122408,0.0614116
126,0.124318,0.0558699
127,0.135456,0.0661495
128,0.141923,0.0709186
129,0.138392,0.0651512
130,0.147456,0.0757933
131,0.13835,0.0761258
132,0.128479,0.0678488
133,0.141057,0.0681483
134,0.137059,0.0667545
135,0.146641,0.0749391
136,0.174669,0.0893689
137,0.164412,0.0833952
138,0.171611,0.0850515
139,0.169231,0.0826131
140,0.161528,0.0825576
141,0.149014,0.0744168
142,0.15307,0.0701838
143,0.136421,0.0719758
144,0.139571,0.0703546
145,0.135509,0.0688551
146,0.139821,0.0714156
147,0.152432,0.0810355
148,0.147055,0.0743769
149,0.154878,0.0773385
150,0.139997,0.0706446
151,0.134685,0.0721282
152,0.133669,0.0702365
153,0.14727,0.0744157
154,0.141159,0.068142
155,0.141088,0.0724843
156,0.142976,0.0763979
157,0.141602,0.0750934
158,0.126172,0.0677149
159,0.128115,0.0618088
160,0.117199,0.0650251
161,0.124111,0.0665381
162,0.125499,0.0609101
163,0.12422,0.0625973
164,0.113625,0.0604014
165,0.116278,0.0557192
166,0.109169,0.0530443
167,0.10113,0.0567299
168,0.114437,0.0565103
169,0.108265,0.0542411
170,0.118503,0.0619175
171,0.122629,0.0611001
172,0.114305,0.0608965
173,0.116176,0.060638
174,0.112612,0.0593895
175,0.130192,0.0633864
176,0.109956,0.0591724
177,0.108221,0.0573568
178,0.101206,0.056428
179,0.097822,0.0533016
180,0.104873,0.0564363
181,0.0976669,0.0553845
182,0.0959327,0.0511823
183,0.0958097,0.0539093
184,0.0943088,0.046773
185,0.0893959,0.045342
186,0.0917644,0.0449296
187,0.0853865,0.0418435
188,0.0871661,0.0401342
189,0.0895035,0.0452761
190,0.0878256,0.0435404
191,0.0802689,0.0398164
192,0.0712602,0.0350697
193,0.072782,0.037035
194,0.0787506,0.041134
195,0.0780113,0.0371524
196,0.0759036,0.0392537
197,0.0767265,0.0391277
