MDTU,min_ave,max_ave
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,-1.36445,-0.294879
77,-1.89744,-0.420013
78,-2.09755,-0.48421
79,-2.07079,-0.504059
80,-2.04655,-0.488255
81,-2.08955,-0.492652
82,-2.08108,-0.505625
83,-2.09681,-0.510051
84,-2.09767,-0.492126
85,-1.99678,-0.478183
86,-2.02659,-0.477741
87,-1.97272,-0.487525
88,-2.01762,-0.454249
89,-2.04514,-0.458709
90,-2.02839,-0.460259
91,-2.00815,-0.468502
92,-1.9879,-0.469034
93,-1.99862,-0.488265
94,-2.02546,-0.450701
95,-2.02187,-0.46854
96,-2.01211,-0.475572
97,-1.98846,-0.46819
98,-1.98304,-0.462437
99,-1.99469,-0.465245
100,-1.96739,-0.462636
101,-1.94413,-0.469096
102,-2.03475,-0.470432
103,-2.0699,-0.475725
104,-2.02797,-0.481285
105,-2.07821,-0.490204
106,-2.01482,-0.490743
107,-2.00387,-0.478767
108,-2.07869,-0.494044
109,-2.00558,-0.473823
110,-2.01273,-0.489783
111,-1.99863,-0.458166
112,-1.96066,-0.468305
113,-1.97055,-0.470111
114,-2.00736,-0.493086
115,-2.03005,-0.480236
116,-2.06533,-0.494931
117,-1.98095,-0.478618
118,-1.99684,-0.470292
119,-2.02901,-0.455905
120,-1.99712,-0.422332
121,-1.97812,-0.456884
122,-2.01475,-0.431812
123,-2.029,-0.458473
124,-2.06424,-0.469049
125,-1.9741,-0.491782
126,-2.05005,-0.494295
127,-1.99388,-0.466056
128,-1.95541,-0.464452
129,-2.00188,-0.468681
130,-1.98235,-0.458424
131,-1.97612,-0.458963
132,-1.92625,-0.461829
133,-1.9591,-0.449958
134,-2.00724,-0.46443
135,-1.956,-0.449103
136,-1.95903,-0.414588
137,-1.96369,-0.44366
138,-1.97041,-0.43233
139,-1.90412,-0.439309
140,-1.99794,-0.433269
141,-1.97946,-0.462227
142,-1.96746,-0.461024
143,-1.91279,-0.467761
144,-2.05214,-0.456854
145,-2.02846,-0.466494
146,-2.05764,-0.462245
147,-1.9983,-0.43334
148,-1.96993,-0.459606
