t,e^(-dS)
432,1.06359
433,0.95771
434,0.928718
435,1.02169
436,0.970038
437,0.981474
438,1.04038
439,0.974842
440,1.01564
441,0.969893
442,0.989357
443,1.0308
444,1.05635
445,0.957998
446,0.998352
447,1.01238
448,0.943999
449,1.02716
450,1.02394
451,0.974793
452,1.04005
453,0.99725
454,0.906051
455,1.07854
456,1.01209
457,0.980346
458,0.955558
459,0.998071
460,1.02827
461,1.08426
462,0.949766
463,0.9412
464,1.01284
465,1.01773
466,1.0322
467,0.931006
468,0.948427
469,1.07989
470,1.0414
471,0.915486
472,0.990808
473,1.00338
474,1.02292
475,1.00063
476,0.984531
477,0.990106
478,1.01751
479,1.01684
480,0.972622
481,1.00663
482,1.01396
483,0.991138
484,0.989644
485,1.03115
486,1.01222
487,1.0069
488,1.01787
489,0.974355
490,1.01273
491,1.03067
492,0.988042
493,1.04329
494,0.971883
495,0.914599
496,0.96604
497,1.0564
498,1.03901
499,1.0242
500,0.91416
501,0.960511
502,1.0258
503,1.02068
504,1.0467
505,1.04089
506,0.910784
507,0.984452
508,1.09044
509,1.00975
510,0.969136
511,1.07074
512,1.00178
513,0.95006
514,0.987143
515,1.04249
516,1.05088
517,0.991306
518,0.963561
519,1.01238
520,1.04846
521,0.996854
522,1.03673
523,1.04333
524,0.996627
525,1.04471
526,0.94265
527,1.03735
528,0.978778
529,1.00369
530,0.968807
531,1.00691
532,1.10322
533,0.954335
534,0.974774
535,0.987973
536,0.963647
537,0.958927
538,0.968429
539,1.00922
540,1.07695
541,1.02448
542,1.03461
543,1.01683
544,0.994095
545,0.915578
546,1.02305
547,1.03236
548,0.911713
549,1.0662
550,0.970708
551,1.04586
552,0.93027
553,1.03032
554,1.03056
555,0.936749
556,0.95404
557,1.01118
558,0.995082
559,0.97738
560,0.968294
561,1.04164
562,0.950754
563,1.07371
564,0.945435
565,1.09768
566,0.964843
567,1.03769
568,0.998041
569,0.963079
570,0.925621
571,0.944717
572,1.04506
573,1.00822
574,1.06369
575,0.968206
576,0.997259
577,0.962992
578,1.04852
579,1.01708
580,0.991221
581,1.03023
582,0.999128
583,0.955271
584,1.03045
585,1.01149
586,0.997071
587,1.04912
588,1.05491
589,0.924927
590,1.02468
591,1.01549
592,1.09185
593,0.968662
594,0.999872
595,0.999
596,1.03203
597,0.932394
598,1.10882
599,0.94249
600,0.946551
601,1.01817
602,1.03281
603,0.982122
604,1.035
605,1.00716
606,0.926473
607,1.01128
608,1.07828
609,0.978074
610,0.992693
611,0.967103
612,0.951829
613,0.984659
614,0.962655
615,1.06444
616,0.987301
617,0.984984
618,0.983193
619,0.961655
620,0.99525
621,1.07672
622,1.00614
623,0.994791
624,1.0085
625,0.970057
626,1.01973
627,1.049
628,1.00483
629,0.998625
630,0.970057
631,0.992803
632,1.04209
633,0.97164
634,1.02765
635,0.936421
636,1.01186
637,0.987736
638,1.03308
639,0.974384
640,1.0372
641,0.97696
642,0.999794
643,1.00419
644,0.970698
645,0.952448
646,1.03069
647,0.971669
648,1.02884
649,0.971455
650,1.07003
651,1.00759
652,0.943876
653,0.985693
654,1.01446
655,1.02693
656,0.948219
657,0.944698
658,0.988032
659,1.05034
660,0.964496
661,0.996843
662,1.03406
663,1.02614
664,0.971339
665,1.01311
666,1.01331
667,0.96465
668,1.04034
669,0.961837
670,0.982603
671,1.09164
672,0.955615
673,1.02459
674,0.920305
675,1.06019
676,1.03555
677,0.975661
678,1.03642
679,0.973293
680,1.00297
681,0.973089
682,1.01567
683,1.02932
684,1.00265
685,0.968071
686,0.984324
687,1.03965
688,0.953696
689,1.03304
690,1.00734
691,1.05084
692,0.988675
693,1.04803
694,0.965857
695,0.970164
696,0.999856
697,0.934046
698,1.06047
699,0.997467
700,0.98909
701,0.99568
702,0.93808
703,1.04
704,0.916714
705,1.04993
706,0.981484
707,0.99797
708,1.05145
709,0.958956
710,1.01207
711,1.00932
712,0.996149
713,1.03347
714,0.971086
715,0.990352
716,0.973595
717,0.991485
718,0.964476
719,1.08677
720,1.01304
721,1.00814
722,1.05409
723,0.977194
724,1.05999
725,1.0173
726,1.03934
727,0.9749
728,1.00322
729,0.959647
730,1.02038
731,0.986098
732,1.04371
733,0.980414
734,0.9404
735,0.99966
736,0.938606
737,1.01928
738,1.06949
739,0.977409
740,1.04247
741,0.981866
742,0.969311
743,0.96278
744,1.04389
745,0.905371
746,1.00346
747,1.01122
748,1.01602
749,0.982574
750,0.980483
751,0.9891
752,1.04201
753,1.01005
754,1.03005
755,0.993687
756,1.00466
757,0.935335
758,0.999992
759,1.00573
760,1.07921
761,1.01098
762,0.984423
763,0.958026
764,1.02541
765,1.01507
766,1.00696
767,0.974014
768,0.976335
769,1.08713
770,0.94657
771,0.983714
772,1.02109
773,1.00349
774,1.04726
775,1.01973
776,0.985683
777,0.982367
778,0.960991
779,0.963214
780,0.999538
781,1.00266
782,0.98818
783,1.0174
784,0.952753
785,1.04866
786,1.08942
787,0.957509
788,0.968284
789,0.9874
790,1.00634
791,1.01861
792,0.935148
793,1.02644
794,1.02475
795,0.967345
796,1.08718
797,0.930391
798,1.07641
799,0.963194
800,1.06205
801,0.974627
802,0.989753
803,1.02908
804,1.05904
805,1.00295
806,1.02606
807,0.959215
808,0.942339
809,0.979777
810,1.03714
811,1.02161
812,1.08172
813,0.947281
814,1.01513
815,0.972525
816,1.05843
817,0.984157
818,0.981847
819,0.994743
820,1.02819
821,0.964804
822,1.01271
823,1.01587
824,0.987637
825,1.01072
826,1.04877
827,0.902307
828,1.06034
829,0.975886
830,1.03686
831,1.04082
832,1.03904
833,0.985989
834,0.982387
835,1.03558
836,0.959992
837,0.978328
838,1.01867
839,1.08467
840,0.968584
841,1.05338
842,0.986384
843,1.01186
844,0.994024
845,0.9787
846,0.977957
847,1.0016
848,1.05295
849,0.935401
850,0.983045
851,1.03983
852,0.987025
853,1.00739
854,1.00218
855,1.03832
856,1.02601
857,0.998606
858,0.994644
859,0.940786
860,0.986462
861,1.05075
862,0.981003
863,1.02234
864,0.965103
865,0.974286
866,1.06066
867,1.05962
868,0.990659
869,0.927948
870,0.967181
871,0.969233
872,1.08679
873,0.968981
874,1.02346
875,0.920959
876,1.01166
877,1.06556
878,0.989624
879,0.957059
880,1.0296
881,1.01672
882,1.02031
883,0.961683
884,0.999832
885,1.05243
886,1.01425
887,1.03544
888,0.945265
889,0.973517
890,0.988487
891,1.00642
892,1.00277
893,1.04259
894,0.953258
895,1.0115
896,0.981062
897,1.02404
898,1.0141
899,1.03241
900,0.998544
901,0.926399
902,1.02818
903,1.01008
904,0.947271
905,0.989535
906,1.01698
907,1.0433
908,0.946873
909,1.0802
910,1.03697
911,0.988783
912,1.00641
913,0.983537
914,0.988072
915,0.986324
916,0.974618
917,0.991114
918,1.00799
919,0.946372
920,0.961318
921,1.0141
922,1.00871
923,1.04916
924,1.00196
925,1.06666
926,0.926121
927,1.1203
928,0.928486
929,1.07149
930,0.954966
931,1.02263
932,0.973566
933,1.03144
934,1.07859
935,0.942556
936,0.922231
937,1.03217
938,1.01913
939,0.970378
940,1.05499
941,1.02943
942,0.972145
943,1.01789
944,1.04482
945,1.00519
946,0.987222
947,0.964563
948,1.05416
949,0.935654
950,0.995675
951,1.05054
952,0.936028
953,1.00961
954,1.00025
955,1.04785
956,0.96227
957,1.00106
958,1.03749
959,1.02283
960,0.942726
961,1.07039
962,0.912096
963,0.976901
964,1.03547
965,0.934307
966,1.02389
967,1.01992
968,0.953782
969,1.03909
970,0.998996
971,0.992745
972,1.00357
973,0.945842
974,1.00143
975,0.993116
976,1.07099
977,1.04848
978,0.974374
979,0.950421
980,0.983508
981,0.983183
982,1.05484
983,0.983498
984,1.02493
985,0.987489
986,1.02034
987,0.939723
988,0.971747
989,1.0276
990,1.06066
991,1.03426
992,0.997397
993,0.997857
994,0.967461
995,0.974998
996,1.06881
997,0.963618
998,1.02622
999,0.977517
1000,1.03416
