MDTU,plaq,Re(det),Im(det),link
2,0.165626,1.64888e-08,3.9568e-08,0.526606
4,0.182271,9.52102e-09,9.10802e-09,0.553768
6,0.156223,1.48012e-08,7.51208e-09,0.54969
8,0.165073,1.85202e-08,3.26074e-08,0.524573
10,0.168502,2.02563e-08,1.40713e-08,0.50527
12,0.148907,2.43373e-08,1.9844e-08,0.531029
14,0.148907,2.43373e-08,1.9844e-08,0.531029
16,0.159723,8.95387e-09,1.37311e-08,0.525208
18,0.19456,1.13319e-08,5.79074e-09,0.52582
20,0.181958,1.99002e-08,2.26521e-08,0.523967
22,0.17256,2.26391e-08,1.16257e-08,0.532441
24,0.162746,1.09124e-08,1.86171e-08,0.516001
26,0.162746,1.09124e-08,1.86171e-08,0.516001
28,0.156872,1.89954e-08,1.30581e-08,0.523568
30,0.186909,4.50685e-08,5.57007e-08,0.508325
32,0.178868,2.36295e-08,3.05947e-08,0.512065
34,0.158658,2.87319e-08,2.53902e-08,0.517703
36,0.174585,1.74321e-08,1.39192e-08,0.524353
38,0.174585,1.74321e-08,1.39192e-08,0.524353
40,0.156081,3.44775e-08,4.60552e-08,0.529217
42,0.168217,1.01065e-08,8.80741e-09,0.517184
44,0.206191,1.28636e-08,1.47489e-08,0.50813
46,0.162412,9.93606e-09,1.22722e-08,0.499804
48,0.162497,7.78589e-09,9.67209e-09,0.517609
50,0.144483,9.48514e-08,4.81803e-08,0.512114
52,0.133517,9.75995e-09,1.04198e-08,0.517123
54,0.165347,1.27759e-08,1.69836e-08,0.517928
56,0.155565,1.03714e-08,8.29832e-09,0.525572
58,0.173345,1.3355e-08,2.30546e-08,0.521254
60,0.173345,1.3355e-08,2.30546e-08,0.521254
62,0.161785,2.49021e-08,1.94813e-08,0.506463
64,0.162763,1.76959e-08,1.58089e-08,0.515041
66,0.16232,7.70317e-09,1.27577e-08,0.510408
68,0.159251,2.97173e-08,2.80096e-08,0.542586
70,0.153839,2.0047e-08,7.60427e-09,0.522639
72,0.1553,5.95576e-08,2.5275e-08,0.515048
74,0.1553,5.95576e-08,2.5275e-08,0.515048
76,0.164475,1.99997e-08,1.08213e-08,0.51317
78,0.14427,1.59319e-08,1.16634e-08,0.531307
80,0.147563,1.38913e-08,1.21165e-08,0.521428
82,0.159388,1.11666e-08,1.22749e-08,0.511654
84,0.178553,2.03893e-08,1.59782e-08,0.508025
86,0.183187,1.16104e-08,6.45524e-09,0.500505
88,0.192714,1.47587e-08,1.75412e-08,0.505451
90,0.162749,1.57823e-08,1.11328e-08,0.499914
92,0.169978,8.98208e-09,1.70516e-08,0.501091
94,0.169978,8.98208e-09,1.70516e-08,0.501091
96,0.15857,1.74333e-08,2.57897e-08,0.513148
98,0.136735,1.76905e-08,1.07637e-08,0.501987
100,0.165364,1.47699e-08,1.6876e-08,0.50219
102,0.171158,1.32991e-08,1.33803e-08,0.507814
104,0.171246,1.08107e-08,1.24709e-08,0.500352
106,0.187084,3.6874e-08,2.42132e-08,0.502038
108,0.153534,5.39668e-08,9.34341e-08,0.502318
110,0.156481,1.56399e-08,3.51361e-08,0.500541
112,0.156481,1.56399e-08,3.51361e-08,0.500541
114,0.156481,1.56399e-08,3.51361e-08,0.500541
116,0.170352,2.07847e-08,2.12539e-08,0.511351
118,0.155359,5.41125e-08,6.35893e-08,0.509459
120,0.173258,1.44854e-08,2.25353e-08,0.502984
122,0.166437,1.61402e-08,3.76137e-08,0.518838
124,0.157725,4.97727e-08,1.96702e-08,0.519366
126,0.166914,2.18457e-08,2.94962e-08,0.515764
128,0.135065,3.25401e-08,3.62751e-08,0.508357
130,0.158883,1.2037e-08,9.0582e-09,0.498379
132,0.1595,3.73425e-08,2.50617e-08,0.511431
134,0.20016,2.77089e-08,1.87102e-08,0.516546
136,0.144329,1.89918e-08,2.30642e-08,0.502087
138,0.148425,1.03341e-08,6.89403e-09,0.489239
140,0.167916,1.43451e-08,2.08481e-08,0.506277
142,0.155209,2.04724e-08,8.64166e-09,0.50447
144,0.152224,1.52181e-08,1.53763e-08,0.505791
146,0.161675,3.45274e-08,1.62764e-08,0.506111
148,0.17131,5.43517e-09,6.14513e-09,0.501612
150,0.159716,1.3806e-08,1.40526e-08,0.507391
152,0.16534,1.14409e-08,9.90878e-09,0.510665
154,0.14585,2.43043e-08,1.92013e-08,0.521016
156,0.14585,2.43043e-08,1.92013e-08,0.521016
158,0.201037,1.75576e-08,1.36907e-08,0.520945
160,0.163297,2.41013e-08,1.12047e-08,0.510793
162,0.171324,1.20327e-08,1.03091e-08,0.502946
164,0.167319,1.91473e-08,5.511e-08,0.490639
166,0.164858,1.83488e-08,1.45955e-08,0.499589
168,0.164858,1.83488e-08,1.45955e-08,0.499589
170,0.143256,1.23894e-08,1.16627e-08,0.514249
172,0.176407,7.43086e-09,2.03814e-08,0.500859
174,0.145455,6.36195e-09,1.61202e-08,0.502369
176,0.145455,6.36195e-09,1.61202e-08,0.502369
178,0.131736,1.06409e-08,6.82331e-09,0.499393
180,0.131736,1.06409e-08,6.82331e-09,0.499393
182,0.149441,2.94747e-08,2.54228e-08,0.510289
184,0.177881,8.94982e-09,1.77834e-08,0.50304
186,0.156899,4.00852e-08,3.99447e-08,0.509609
188,0.168678,1.67924e-08,1.33991e-08,0.517398
190,0.140373,6.17524e-09,7.64625e-09,0.524653
192,0.185737,1.63795e-07,2.9858e-08,0.530753
194,0.15902,2.61605e-08,1.50967e-08,0.546045
196,0.15902,2.61605e-08,1.50967e-08,0.546045
198,0.151964,1.64699e-08,3.27885e-08,0.546143
200,0.151964,1.64699e-08,3.27885e-08,0.546143
202,0.164207,1.05913e-08,6.73098e-09,0.518327
204,0.174778,1.36861e-08,2.14262e-08,0.505391
206,0.128021,5.64707e-09,7.82299e-09,0.491193
208,0.131817,7.42447e-09,6.96654e-09,0.497677
210,0.161331,1.28595e-08,3.28034e-08,0.509082
212,0.139557,1.30566e-08,2.73998e-08,0.505552
214,0.166287,1.54903e-08,9.91679e-09,0.498328
216,0.166287,1.54903e-08,9.91679e-09,0.498328
218,0.166287,1.54903e-08,9.91679e-09,0.498328
220,0.221226,1.93657e-08,1.90811e-08,0.509703
222,0.135297,1.00955e-08,1.02513e-08,0.505639
224,0.16911,1.43697e-08,1.45366e-08,0.503015
226,0.171988,1.95415e-08,1.43221e-08,0.514655
228,0.145787,3.53634e-08,2.48528e-08,0.510485
230,0.161812,9.77346e-09,1.17659e-08,0.50665
232,0.185917,2.77918e-08,2.31126e-08,0.51585
234,0.185917,2.77918e-08,2.31126e-08,0.51585
236,0.185917,2.77918e-08,2.31126e-08,0.51585
238,0.186498,1.11062e-08,7.89039e-09,0.510275
240,0.132552,8.53429e-09,7.00488e-08,0.505446
242,0.171652,1.01599e-08,2.02335e-08,0.517559
244,0.171652,1.01599e-08,2.02335e-08,0.517559
246,0.171652,1.01599e-08,2.02335e-08,0.517559
248,0.171652,1.01599e-08,2.02335e-08,0.517559
250,0.158651,1.56153e-08,2.06068e-08,0.520329
252,0.149675,1.637e-08,2.6465e-08,0.506116
254,0.148834,1.06771e-08,1.4222e-08,0.509516
256,0.167524,1.64758e-08,1.26e-08,0.518898
258,0.161527,1.19363e-08,9.84671e-09,0.509713
260,0.142016,7.35233e-09,1.03612e-08,0.511645
262,0.144725,1.33454e-08,1.25325e-08,0.501284
264,0.156852,7.32149e-09,9.25886e-09,0.501288
266,0.170593,7.27648e-09,2.98437e-08,0.525397
268,0.156536,8.76577e-09,1.2724e-08,0.5146
