MDTU,S_B
2,0.404522
4,0.48556
6,0.506537
8,0.536124
10,0.538519
12,0.538949
14,0.538949
16,0.54566
18,0.542739
20,0.543942
22,0.568475
24,0.544441
26,0.544441
28,0.539512
30,0.538033
32,0.545718
34,0.546856
36,0.555626
38,0.555626
40,0.537493
42,0.53576
44,0.536368
46,0.532759
48,0.546738
50,0.546318
52,0.541055
54,0.537074
56,0.52692
58,0.535764
60,0.535764
62,0.522228
64,0.534425
66,0.5383
68,0.542023
70,0.564678
72,0.546954
74,0.546954
76,0.544962
78,0.550101
80,0.552149
82,0.544268
84,0.532568
86,0.519936
88,0.533903
90,0.536094
92,0.523941
94,0.523941
96,0.558434
98,0.532421
100,0.533649
102,0.546182
104,0.537881
106,0.538183
108,0.536294
110,0.538974
112,0.538974
114,0.538974
116,0.544769
118,0.542063
120,0.533703
122,0.553935
124,0.561172
126,0.531426
128,0.537533
130,0.535668
132,0.548735
134,0.555691
136,0.531786
138,0.511967
140,0.521885
142,0.541878
144,0.541175
146,0.531507
148,0.531689
150,0.558032
152,0.561065
154,0.546535
156,0.546535
158,0.5475
160,0.532586
162,0.524763
164,0.50826
166,0.532447
168,0.532447
170,0.556477
172,0.527206
174,0.548422
176,0.548422
178,0.523107
180,0.523107
182,0.549827
184,0.54082
186,0.535237
188,0.531748
190,0.541473
192,0.557937
194,0.541307
196,0.541307
198,0.542285
200,0.542285
202,0.538715
204,0.541553
206,0.513323
208,0.519004
210,0.533761
212,0.526935
214,0.53749
216,0.53749
218,0.53749
220,0.556428
222,0.525694
224,0.529551
226,0.535144
228,0.544479
230,0.535702
232,0.558845
234,0.558845
236,0.558845
238,0.551545
240,0.542787
242,0.544742
244,0.544742
246,0.544742
248,0.544742
250,0.549688
252,0.520566
254,0.52911
256,0.55679
258,0.531103
260,0.54284
262,0.528369
264,0.511139
266,0.542249
268,0.522698
270,0.527981
272,0.529822
274,0.536594
276,0.532016
278,0.532016
280,0.532016
282,0.525824
284,0.537142
286,0.548927
288,0.527212
290,0.540911
292,0.542309
294,0.542309
296,0.542309
298,0.54915
300,0.545827
302,0.529533
304,0.560731
306,0.549928
308,0.525906
310,0.551599
312,0.552404
314,0.539127
316,0.531861
318,0.545775
320,0.545775
322,0.546652
324,0.540797
326,0.550289
328,0.553767
330,0.55016
332,0.539411
334,0.539411
336,0.538029
338,0.538029
340,0.534644
342,0.556575
344,0.542008
346,0.55318
348,0.55318
350,0.550022
352,0.533188
354,0.531917
356,0.540658
358,0.558962
360,0.558962
362,0.558962
364,0.558962
366,0.558962
368,0.543504
370,0.552319
372,0.552319
374,0.552319
