t,e^(-dS)
1,8.14171
2,328.981
3,5.26457
4,3.46946
5,1.18697
6,1.00295
7,0.387981
8,1.12705
9,0.518923
10,1.03302
11,1.47713
12,0.844678
13,0.813345
14,0.790018
15,0.873192
16,0.914416
17,1.54543
18,1.20744
19,0.89003
20,0.816115
21,0.979758
22,1.01851
23,1.10871
24,1.67146
25,1.04681
26,0.911248
27,0.751864
28,1.08606
29,0.583448
30,0.612626
31,1.63346
32,0.970669
33,0.64908
34,1.82449
35,0.68839
36,0.74759
37,0.530201
38,0.920784
39,0.721372
40,1.0764
41,1.05329
42,1.01431
43,0.908937
44,0.775071
45,0.634258
46,2.55155
47,0.748488
48,2.28348
49,0.600856
50,0.381784
51,1.83015
52,0.673209
53,0.938362
54,0.901496
55,1.36343
56,0.625252
57,0.428656
58,0.846707
59,0.955023
60,0.635782
61,1.58804
62,1.21896
63,0.937349
64,1.10727
65,0.825389
66,2.52565
67,0.547934
68,0.60242
69,0.74647
70,1.70284
71,1.72789
72,0.88338
73,0.896282
74,1.44658
75,1.47639
76,0.836775
77,1.02747
78,0.974588
79,0.953897
80,0.493467
81,0.889052
82,1.36725
83,1.56737
84,0.611219
85,1.54837
86,1.10238
87,1.67263
88,0.445972
89,0.470999
90,0.900955
91,1.15754
92,1.24608
93,1.22446
94,0.841222
95,0.976803
96,0.735062
97,1.24023
98,0.360956
99,1.75137
100,0.514582
101,0.341981
102,1.1344
103,0.764449
104,1.04835
105,1.57365
106,1.00756
107,2.093
108,0.828863
109,0.71177
110,1.20828
111,0.496585
112,1.08431
113,2.18868
114,0.615328
115,1.04448
116,1.77216
117,0.661332
118,0.689837
119,0.973342
120,0.525555
121,3.55729
122,0.261323
123,0.281394
124,0.188624
125,0.323356
126,0.29671
127,1.23355
128,1.27392
129,0.910219
130,1.11438
131,0.726658
132,0.691633
133,0.967819
134,0.972904
135,2.40296
136,0.971067
137,1.54543
138,0.568872
139,0.623941
140,0.830689
141,0.73286
142,1.72582
143,1.34959
144,0.617547
145,0.63318
146,1.13894
147,0.828201
148,0.599655
149,1.21811
150,1.24832
151,0.785684
152,2.12103
153,0.722238
154,0.51991
155,1.3033
