MDTU,min_ave,max_ave
2,-2.23124,0.157309
4,-2.34471,0.183639
6,-2.36611,0.184379
8,-2.36725,0.169295
10,-2.42659,0.15619
12,-2.42135,0.170117
14,-2.42135,0.170117
16,-2.3692,0.171825
18,-2.40243,0.180882
20,-2.42364,0.164432
22,-2.4088,0.178973
24,-2.41357,0.156669
26,-2.41357,0.156669
28,-2.39595,0.171574
30,-2.28652,0.146876
32,-2.39834,0.151422
34,-2.37381,0.157737
36,-2.42122,0.175522
38,-2.42122,0.175522
40,-2.35331,0.174299
42,-2.46761,0.163222
44,-2.44845,0.160428
46,-2.3781,0.152707
48,-2.38529,0.163154
50,-2.42521,0.165863
52,-2.33952,0.166146
54,-2.3967,0.168319
56,-2.38934,0.161386
58,-2.42559,0.166655
60,-2.42559,0.166655
62,-2.33693,0.149692
64,-2.35922,0.158198
66,-2.47744,0.157702
68,-2.36324,0.182551
70,-2.49059,0.169316
72,-2.38425,0.154036
74,-2.38425,0.154036
76,-2.39353,0.15861
78,-2.42506,0.170727
80,-2.38625,0.161484
82,-2.47331,0.163862
84,-2.41501,0.160679
86,-2.43602,0.145915
88,-2.42638,0.154819
90,-2.40419,0.150296
92,-2.35092,0.149799
94,-2.35092,0.149799
96,-2.38645,0.16705
98,-2.4276,0.15072
100,-2.42903,0.150233
102,-2.4503,0.165873
104,-2.41703,0.1562
106,-2.4022,0.148943
108,-2.42232,0.15139
110,-2.5149,0.156344
112,-2.5149,0.156344
114,-2.5149,0.156344
116,-2.38882,0.157416
118,-2.36829,0.159887
120,-2.40994,0.157745
122,-2.30299,0.164408
124,-2.46098,0.167918
126,-2.35173,0.162771
128,-2.39591,0.163672
130,-2.49103,0.155355
132,-2.41852,0.165425
134,-2.42318,0.16132
136,-2.40657,0.146775
138,-2.40257,0.134448
140,-2.42365,0.153528
142,-2.47106,0.152519
144,-2.40322,0.15611
146,-2.39492,0.153556
148,-2.42014,0.151625
150,-2.42317,0.154129
152,-2.4293,0.165034
154,-2.31421,0.165279
156,-2.31421,0.165279
158,-2.40902,0.168329
160,-2.36031,0.157272
162,-2.47953,0.152818
164,-2.48214,0.142307
166,-2.4378,0.147312
168,-2.4378,0.147312
170,-2.46222,0.160467
172,-2.3872,0.154558
174,-2.43795,0.163143
176,-2.43795,0.163143
178,-2.41927,0.14628
180,-2.41927,0.14628
182,-2.39371,0.155292
184,-2.4053,0.15132
186,-2.37632,0.154709
188,-2.45772,0.158492
190,-2.37183,0.167282
192,-2.38246,0.170088
194,-2.36294,0.190086
196,-2.36294,0.190086
198,-2.36199,0.187723
200,-2.36199,0.187723
202,-2.44185,0.164807
204,-2.46931,0.158372
206,-2.54083,0.137933
208,-2.46978,0.147875
210,-2.46757,0.157165
212,-2.40308,0.149847
214,-2.44163,0.147246
216,-2.44163,0.147246
218,-2.44163,0.147246
220,-2.44856,0.160975
222,-2.46698,0.159705
224,-2.38169,0.153026
226,-2.46439,0.158334
228,-2.51236,0.157371
230,-2.52322,0.153251
232,-2.41174,0.164646
234,-2.41174,0.164646
236,-2.41174,0.164646
238,-2.44899,0.151384
240,-2.40011,0.155823
242,-2.37103,0.157947
244,-2.37103,0.157947
246,-2.37103,0.157947
248,-2.37103,0.157947
250,-2.33357,0.172316
252,-2.44151,0.148762
254,-2.42284,0.149117
256,-2.37334,0.164234
258,-2.4575,0.151601
260,-2.52257,0.167655
262,-2.43366,0.144698
264,-2.45874,0.144182
266,-2.3952,0.169511
268,-2.40588,0.157286
270,-2.40898,0.164679
272,-2.41559,0.17253
274,-2.44373,0.167557
276,-2.42733,0.163238
278,-2.42733,0.163238
280,-2.42733,0.163238
282,-2.48264,0.151051
284,-2.30676,0.17286
286,-2.4048,0.168879
288,-2.42085,0.157099
290,-2.35956,0.152124
292,-2.37917,0.170102
294,-2.37917,0.170102
296,-2.37917,0.170102
298,-2.30077,0.176119
300,-2.353,0.16664
302,-2.39031,0.166505
304,-2.41492,0.173103
306,-2.4031,0.161975
308,-2.52945,0.152715
310,-2.49798,0.161077
312,-2.31384,0.164638
314,-2.46389,0.163394
316,-2.44538,0.14193
318,-2.47423,0.161388
320,-2.47423,0.161388
322,-2.51378,0.167656
324,-2.44178,0.149945
326,-2.45536,0.159659
328,-2.34037,0.163656
