MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.0696049,0.00107272,-0.0695967
4,0.0494319,-0.0450483,0.0203508
6,0.000673547,-0.000558313,0.000376765
8,0.0712835,0.00387927,0.0711778
10,0.0457415,-0.0147589,-0.043295
12,0.0378947,0.0131534,0.0355387
14,0.0378947,0.0131534,0.0355387
16,0.0278571,0.0216665,0.0175095
18,0.0232981,-0.0166178,0.0163294
20,0.0814705,-0.0456457,0.0674827
22,0.0952777,0.0950842,0.00606968
24,0.0217094,0.0192152,0.0101031
26,0.0217094,0.0192152,0.0101031
28,0.0356013,0.000653458,-0.0355953
30,0.0349452,-0.0297887,-0.0182703
32,0.0563648,0.0338208,-0.0450903
34,0.00777929,0.0067713,0.00382973
36,0.0222712,-0.00930083,-0.0202362
38,0.0222712,-0.00930083,-0.0202362
40,0.0885002,0.0618897,0.063261
42,0.0436427,-0.0246757,0.0359972
44,0.0293197,-0.0150598,0.0251565
46,0.081535,0.00587788,-0.0813228
48,0.0528134,-0.0470512,-0.0239883
50,0.0115164,-0.0115007,0.000601088
52,0.0795148,-0.073861,0.0294475
54,0.0765474,0.054644,-0.0536053
56,0.094357,0.0132625,0.0934203
58,0.0341972,-0.0273108,-0.0205807
60,0.0341972,-0.0273108,-0.0205807
62,0.0433877,0.0433845,0.000530185
64,0.0511085,0.031727,0.0400683
66,0.0286373,-0.0109218,0.0264728
68,0.0516552,0.0424178,0.0294787
70,0.022646,0.00471932,0.0221488
72,0.102981,-0.0446595,-0.092793
74,0.102981,-0.0446595,-0.092793
76,0.054609,0.00463638,0.0544118
78,0.0493314,-0.00898213,-0.0485068
80,0.0485757,-0.00263553,-0.0485042
82,0.00648583,-0.00487702,-0.0042756
84,0.0529736,0.01103,-0.0518125
86,0.014306,0.0142046,0.00170002
88,0.0689102,0.0291948,-0.0624202
90,0.0926285,-0.0397598,0.0836612
92,0.0364177,0.028907,-0.0221503
94,0.0364177,0.028907,-0.0221503
96,0.0661711,-0.0655975,-0.00869388
98,0.0685696,0.0523912,0.0442375
100,0.0771602,-0.00528047,-0.0769793
102,0.0264376,-0.00791705,-0.0252243
104,0.0414978,-0.036562,0.0196288
106,0.0505124,-0.0500303,0.00696178
108,0.0297179,0.0252115,0.0157333
110,0.0782498,0.0725298,-0.0293677
112,0.0782498,0.0725298,-0.0293677
114,0.0782498,0.0725298,-0.0293677
116,0.0278903,0.0221745,0.0169163
118,0.0655938,-0.0639312,-0.0146748
120,0.0792788,0.0644675,-0.0461418
122,0.144441,0.139918,-0.035865
124,0.0636622,0.0490932,-0.0405307
126,0.0328884,0.032873,-0.00100646
128,0.0487344,-0.0213228,-0.0438222
130,0.0402655,0.018973,0.0355153
132,0.00886366,0.0025854,0.00847822
134,0.0399933,0.019479,0.034929
136,0.0576604,0.0094214,-0.0568855
