t,G,F1,F2,F3
91,0.4418,0,null,null
92,0.4473,0,null,null
93,0.4451,0,null,null
94,0.443,0,null,null
95,0.4491,0,null,null
96,0.4456,0,null,null
97,0.45,0,null,null
98,0.4491,0,null,null
99,0.4466,0,null,null
100,0.4501,0,null,null
101,0.4471,0,null,null
102,0.4437,0,null,null
103,0.4457,0,null,null
104,0.4367,0,null,null
105,0.4453,0,null,null
106,0.4492,0,null,null
107,0.4478,0,null,null
108,0.4456,0,null,null
109,0.4467,0,null,null
110,0.4455,0,null,null
111,0.4427,0,null,null
112,0.4427,0,null,null
113,0.4429,0,null,null
114,0.4483,0,null,null
115,0.4405,0,null,null
116,0.4435,0,null,null
117,0.4486,0,null,null
118,0.4396,0,null,null
119,0.4483,0,null,null
120,0.4469,0,null,null
121,0.446,0,null,null
122,0.4507,0,null,null
123,0.4534,0,null,null
124,0.4522,0,null,null
125,0.451,0,null,null
126,0.4462,0,null,null
127,0.4423,0,null,null
128,0.4483,0,null,null
129,0.4415,0,null,null
130,0.4464,0,null,null
131,0.4466,0,null,null
132,0.4461,0,null,null
133,0.4482,0,null,null
134,0.4432,0,null,null
135,0.4427,0,null,null
136,0.4485,0,null,null
137,0.4501,0,null,null
138,0.443,0,null,null
139,0.4445,0,null,null
140,0.4413,0,null,null
141,0.4438,0,null,null
142,0.4433,0,null,null
143,0.4492,0,null,null
144,0.447,0,null,null
145,0.4436,0,null,null
146,0.443,0,null,null
147,0.4456,0,null,null
148,0.441,0,null,null
149,0.4457,0,null,null
150,0.45,0,null,null
151,0.4486,0,null,null
152,0.4499,0,null,null
153,0.4471,0,null,null
154,0.4564,0,null,null
155,0.4479,0,null,null
156,0.4472,0,null,null
157,0.445,0,null,null
158,0.4469,0,null,null
159,0.4477,0,null,null
160,0.4455,0,null,null
161,0.4469,0,null,null
162,0.4455,0,null,null
163,0.4439,0,null,null
164,0.447,0,null,null
165,0.4487,0,null,null
166,0.4496,0,null,null
167,0.4421,0,null,null
168,0.4476,0,null,null
169,0.4474,0,null,null
170,0.4458,0,null,null
171,0.4454,0,null,null
172,0.4509,0,null,null
173,0.4448,0,null,null
174,0.4451,0,null,null
175,0.4463,0,null,null
176,0.4456,0,null,null
177,0.4403,0,null,null
178,0.4442,0,null,null
179,0.4545,0,null,null
180,0.4461,0,null,null
181,0.449,0,null,null
182,0.4479,0,null,null
183,0.4504,0,null,null
184,0.451,0,null,null
185,0.4507,0,null,null
186,0.4438,0,null,null
187,0.4488,0,null,null
188,0.4461,0,null,null
189,0.4509,0,null,null
190,0.4504,0,null,null
191,0.4461,0,null,null
192,0.4482,0,null,null
193,0.441,0,null,null
194,0.4507,0,null,null
195,0.4393,0,null,null
196,0.4385,0,null,null
197,0.4426,0,null,null
198,0.4507,0,null,null
199,0.4493,0,null,null
200,0.4546,0,null,null
201,0.4479,0,null,null
202,0.4471,0,null,null
203,0.4434,0,null,null
204,0.442,0,null,null
205,0.4431,0,null,null
206,0.4446,0,null,null
207,0.4506,0,null,null
208,0.4453,0,null,null
209,0.4465,0,null,null
210,0.4446,0,null,null
211,0.4459,0,null,null
212,0.4498,0,null,null
213,0.4409,0,null,null
214,0.4448,0,null,null
215,0.4474,0,null,null
216,0.4458,0,null,null
217,0.4472,0,null,null
218,0.4491,0,null,null
219,0.4449,0,null,null
220,0.4438,0,null,null
221,0.4425,0,null,null
222,0.4519,0,null,null
223,0.4456,0,null,null
224,0.4448,0,null,null
225,0.4467,0,null,null
226,0.444,0,null,null
227,0.449,0,null,null
228,0.4522,0,null,null
229,0.4471,0,null,null
230,0.4447,0,null,null
231,0.4455,0,null,null
232,0.4485,0,null,null
233,0.4471,0,null,null
234,0.4454,0,null,null
235,0.4423,0,null,null
236,0.4471,0,null,null
237,0.4448,0,null,null
238,0.4487,0,null,null
239,0.4434,0,null,null
240,0.4442,0,null,null
241,0.4457,0,null,null
242,0.446,0,null,null
243,0.45,0,null,null
244,0.4427,0,null,null
245,0.4458,0,null,null
246,0.4415,0,null,null
247,0.4445,0,null,null
248,0.4384,0,null,null
249,0.45,0,null,null
250,0.4463,0,null,null
251,0.4473,0,null,null
252,0.4438,0,null,null
253,0.4515,0,null,null
254,0.4473,0,null,null
255,0.4507,0,null,null
256,0.4489,0,null,null
257,0.4496,0,null,null
258,0.4468,0,null,null
259,0.4441,0,null,null
260,0.4482,0,null,null
261,0.4466,0,null,null
262,0.4451,0,null,null
263,0.448,0,null,null
264,0.4538,0,null,null
265,0.4537,0,null,null
266,0.4597,0,null,null
267,0.445,0,null,null
268,0.4446,0,null,null
269,0.4474,0,null,null
270,0.4469,0,null,null
271,0.4455,0,null,null
272,0.4445,0,null,null
273,0.4501,0,null,null
274,0.4463,0,null,null
275,0.4491,0,null,null
276,0.4436,0,null,null
277,0.4451,0,null,null
278,0.443,0,null,null
279,0.4453,0,null,null
280,0.4431,0,null,null
281,0.4497,0,null,null
282,0.448,0,null,null
283,0.4536,0,null,null
284,0.4475,0,null,null
285,0.4476,0,null,null
286,0.4497,0,null,null
287,0.4408,0,null,null
288,0.4437,0,null,null
289,0.449,0,null,null
290,0.4495,0,null,null
291,0.4533,0,null,null
292,0.4476,0,null,null
293,0.4521,0,null,null
294,0.4474,0,null,null
295,0.4427,0,null,null
296,0.4443,0,null,null
297,0.4437,0,null,null
298,0.4477,0,null,null
299,0.4423,0,null,null
300,0.4427,0,null,null
301,0.4438,0,null,null
302,0.447,0,null,null
303,0.4466,0,null,null
304,0.4419,0,null,null
305,0.4451,0,null,null
306,0.4437,0,null,null
307,0.4464,0,null,null
308,0.4458,0,null,null
309,0.4454,0,null,null
310,0.4445,0,null,null
311,0.4477,0,null,null
312,0.447,0,null,null
313,0.4487,0,null,null
314,0.4464,0,null,null
315,0.4461,0,null,null
316,0.4507,0,null,null
317,0.4491,0,null,null
318,0.4458,0,null,null
319,0.4454,0,null,null
320,0.4483,0,null,null
321,0.4437,0,null,null
322,0.4462,0,null,null
323,0.4479,0,null,null
324,0.4475,0,null,null
325,0.4472,0,null,null
326,0.4452,0,null,null
327,0.4392,0,null,null
328,0.4495,0,null,null
329,0.4505,0,null,null
330,0.4481,0,null,null
331,0.4509,0,null,null
332,0.4429,0,null,null
333,0.4486,0,null,null
334,0.445,0,null,null
335,0.4473,0,null,null
336,0.4399,0,null,null
337,0.4428,0,null,null
338,0.4463,0,null,null
339,0.4409,0,null,null
340,0.4422,0,null,null
341,0.4465,0,null,null
342,0.4495,0,null,null
343,0.4469,0,null,null
344,0.4541,0,null,null
345,0.4484,0,null,null
346,0.4419,0,null,null
347,0.447,0,null,null
348,0.4502,0,null,null
349,0.4451,0,null,null
350,0.4464,0,null,null
351,0.4486,0,null,null
352,0.4465,0,null,null
353,0.4531,0,null,null
354,0.4463,0,null,null
355,0.449,0,null,null
356,0.4501,0,null,null
357,0.442,0,null,null
358,0.4464,0,null,null
359,0.4509,0,null,null
360,0.4448,0,null,null
361,0.4441,0,null,null
362,0.4441,0,null,null
363,0.4497,0,null,null
364,0.4499,0,null,null
365,0.4497,0,null,null
366,0.4414,0,null,null
367,0.4499,0,null,null
368,0.4481,0,null,null
369,0.4446,0,null,null
370,0.441,0,null,null
371,0.4402,0,null,null
372,0.4435,0,null,null
373,0.4465,0,null,null
374,0.4455,0,null,null
375,0.445,0,null,null
376,0.4482,0,null,null
377,0.4489,0,null,null
378,0.4471,0,null,null
379,0.4428,0,null,null
380,0.4455,0,null,null
381,0.4513,0,null,null
382,0.4484,0,null,null
383,0.446,0,null,null
384,0.448,0,null,null
385,0.4399,0,null,null
386,0.4472,0,null,null
387,0.4467,0,null,null
388,0.4444,0,null,null
389,0.448,0,null,null
390,0.445,0,null,null
391,0.4439,0,null,null
392,0.4442,0,null,null
393,0.4443,0,null,null
394,0.444,0,null,null
395,0.4442,0,null,null
396,0.4441,0,null,null
397,0.4462,0,null,null
398,0.4444,0,null,null
399,0.4442,0,null,null
400,0.4478,0,null,null
401,0.4439,0,null,null
402,0.4463,0,null,null
403,0.4495,0,null,null
404,0.4474,0,null,null
405,0.4471,0,null,null
406,0.4489,0,null,null
407,0.448,0,null,null
408,0.4448,0,null,null
409,0.4427,0,null,null
410,0.4418,0,null,null
411,0.4451,0,null,null
412,0.4463,0,null,null
413,0.4481,0,null,null
414,0.4475,0,null,null
415,0.449,0,null,null
416,0.4456,0,null,null
417,0.4443,0,null,null
418,0.4511,0,null,null
419,0.448,0,null,null
420,0.4481,0,null,null
421,0.45,0,null,null
422,0.449,0,null,null
423,0.4479,0,null,null
424,0.4485,0,null,null
425,0.4462,0,null,null
426,0.4414,0,null,null
427,0.4455,0,null,null
428,0.4423,0,null,null
429,0.4423,0,null,null
430,0.4439,0,null,null
431,0.4456,0,null,null
432,0.4473,0,null,null
433,0.4456,0,null,null
434,0.4423,0,null,null
435,0.4514,0,null,null
436,0.4449,0,null,null
437,0.4465,0,null,null
438,0.4452,0,null,null
439,0.4468,0,null,null
440,0.4413,0,null,null
441,0.4462,0,null,null
442,0.4456,0,null,null
443,0.4478,0,null,null
444,0.4434,0,null,null
445,0.4441,0,null,null
446,0.4482,0,null,null
447,0.4454,0,null,null
448,0.4464,0,null,null
449,0.4441,0,null,null
450,0.4418,0,null,null
451,0.4457,0,null,null
452,0.4422,0,null,null
453,0.4447,0,null,null
454,0.4441,0,null,null
455,0.4413,0,null,null
456,0.441,0,null,null
457,0.4485,0,null,null
458,0.4443,0,null,null
459,0.4474,0,null,null
460,0.447,0,null,null
461,0.4434,0,null,null
462,0.4438,0,null,null
463,0.4422,0,null,null
464,0.4464,0,null,null
465,0.4504,0,null,null
466,0.4476,0,null,null
467,0.4443,0,null,null
468,0.4504,0,null,null
469,0.4474,0,null,null
470,0.4469,0,null,null
471,0.4425,0,null,null
472,0.4444,0,null,null
473,0.4445,0,null,null
474,0.4479,0,null,null
475,0.4473,0,null,null
476,0.4467,0,null,null
477,0.4443,0,null,null
