MDTU,energy
2,1.78643
4,1.54332
6,1.48039
8,1.39163
10,1.38444
12,1.38315
14,1.38315
16,1.36302
18,1.37178
20,1.36817
22,1.29458
24,1.36668
26,1.36668
28,1.38146
30,1.3859
32,1.36285
34,1.35943
36,1.33312
38,1.33312
40,1.38752
42,1.39272
44,1.3909
46,1.40172
48,1.35979
50,1.36105
52,1.37684
54,1.38878
56,1.41924
58,1.39271
60,1.39271
62,1.43332
64,1.39673
66,1.3851
68,1.37393
70,1.30596
72,1.35914
74,1.35914
76,1.36512
78,1.3497
80,1.34355
82,1.3672
84,1.4023
86,1.44019
88,1.39829
90,1.39172
92,1.42818
94,1.42818
96,1.3247
98,1.40274
100,1.39905
102,1.36145
104,1.38636
106,1.38545
108,1.39112
110,1.38308
112,1.38308
114,1.38308
116,1.36569
118,1.37381
120,1.39889
122,1.3382
124,1.31648
126,1.40572
128,1.3874
130,1.393
132,1.3538
134,1.33293
136,1.40464
138,1.4641
140,1.43434
142,1.37437
144,1.37648
146,1.40548
148,1.40493
150,1.32591
152,1.31681
154,1.36039
156,1.36039
158,1.3575
160,1.40224
162,1.42571
164,1.47522
166,1.40266
168,1.40266
170,1.33057
172,1.41838
174,1.35473
176,1.35473
178,1.43068
180,1.43068
182,1.35052
184,1.37754
186,1.39429
188,1.40476
190,1.37558
192,1.32619
194,1.37608
196,1.37608
198,1.37315
200,1.37315
202,1.38385
204,1.37534
206,1.46003
208,1.44299
210,1.39872
212,1.41919
214,1.38753
216,1.38753
218,1.38753
220,1.33072
222,1.42292
224,1.41135
226,1.39457
228,1.36656
230,1.3929
232,1.32346
234,1.32346
236,1.32346
238,1.34536
240,1.37164
242,1.36577
244,1.36577
246,1.36577
248,1.36577
250,1.35094
252,1.4383
254,1.41267
256,1.32963
258,1.40669
260,1.37148
262,1.41489
264,1.46658
266,1.37325
268,1.43191
270,1.41606
272,1.41053
274,1.39022
276,1.40395
278,1.40395
280,1.40395
282,1.42253
284,1.38857
286,1.35322
288,1.41836
290,1.37727
292,1.37307
294,1.37307
296,1.37307
298,1.35255
300,1.36252
302,1.4114
304,1.31781
306,1.35022
308,1.42228
310,1.3452
312,1.34279
314,1.38262
316,1.40442
318,1.36267
320,1.36267
322,1.36004
324,1.37761
326,1.34913
328,1.3387
330,1.34952
332,1.38177
334,1.38177
336,1.38591
338,1.38591
340,1.39607
342,1.33028
344,1.37398
346,1.34046
348,1.34046
350,1.34993
352,1.40044
354,1.40425
356,1.37802
358,1.32311
360,1.32311
362,1.32311
364,1.32311
366,1.32311
