MDTU,|det-1|^2,1-Re(det),Im(det)
2,0.999819,0.999909,-5.76773e-05
4,1,1,1.82446e-06
6,1,1,-6.55112e-07
8,0.999999,1,1.36588e-06
10,0.999997,0.999999,9.25605e-08
12,1,1,6.8235e-08
14,1,1,6.8235e-08
16,1,1,7.71893e-08
18,1,1,-1.01209e-06
20,0.999999,1,3.02772e-07
22,0.999999,1,3.02772e-07
24,1,1,-1.4087e-06
26,1,1,-1.4087e-06
28,0.999998,0.999999,5.42176e-07
30,0.999998,0.999999,-6.87386e-07
32,0.999998,0.999999,-7.47291e-07
34,1,1,-3.66248e-07
36,1,1,-3.66248e-07
38,0.999998,0.999999,1.56773e-06
40,0.999999,1,7.30751e-07
42,0.999992,0.999996,6.89135e-06
44,1,1,2.12015e-07
46,0.999999,1,1.03799e-07
48,1,1,-5.33882e-06
50,1,1,3.78764e-08
52,0.999996,0.999998,3.0308e-06
54,0.999999,1,3.16002e-06
56,1,1,1.22749e-06
58,0.999998,0.999999,6.76985e-07
60,1,1,-1.56963e-07
62,0.999999,1,5.72411e-07
64,1,1,-6.82289e-07
66,1,1,-1.4978e-06
68,1,1,-5.59774e-07
70,0.999995,0.999998,-2.10758e-06
72,1,1,-1.73323e-07
74,1,1,-6.91263e-07
76,1,1,-4.25072e-06
78,0.999999,0.999999,-8.25874e-07
80,0.999999,0.999999,-8.25874e-07
82,1,1,4.39178e-07
84,0.999999,0.999999,-2.05983e-07
86,1,1,5.65762e-08
88,1,1,-1.44853e-06
90,0.999999,0.999999,-7.46309e-07
92,0.999999,1,2.2974e-06
94,1,1,3.99112e-06
96,1,1,-1.42776e-07
98,1,1,-6.15097e-07
100,1,1,1.10093e-06
102,1,1,-1.7424e-06
104,1,1,-1.35465e-06
106,0.999998,0.999999,6.5877e-07
108,0.999998,0.999999,-6.3335e-07
110,0.999999,0.999999,-1.50074e-06
112,0.999999,0.999999,-1.50074e-06
114,1,1,-1.86735e-06
116,0.999996,0.999998,5.55492e-07
118,1,1,-1.93194e-07
120,1,1,1.99815e-06
122,0.999998,0.999999,4.10081e-07
124,0.999997,0.999999,-1.03077e-06
126,1,1,-4.37523e-06
128,1,1,4.45911e-07
130,1,1,-1.20824e-07
132,1,1,3.14627e-07
134,1,1,-4.52199e-07
136,0.999999,1,-5.94861e-07
138,0.999999,0.999999,-7.22043e-07
140,1,1,2.35862e-07
142,0.999995,0.999997,-2.57306e-06
144,1,1,6.3938e-07
146,1,1,9.05729e-07
148,1,1,1.70769e-07
150,0.999997,0.999998,-9.37802e-07
152,0.999999,1,-9.53453e-07
154,1,1,3.51493e-07
156,0.999998,0.999999,-1.0413e-06
158,0.999996,0.999998,1.40038e-06
160,0.999998,0.999999,-2.12488e-07
162,1,1,1.90979e-06
164,1,1,2.17029e-07
166,1,1,2.17029e-07
168,1,1,2.17029e-07
170,1,1,1.04883e-06
172,0.999996,0.999998,4.78656e-07
174,0.999996,0.999998,4.78656e-07
176,0.999998,0.999999,4.70113e-07
178,0.999999,0.999999,-1.84617e-06
180,1,1,6.03918e-07
182,0.999995,0.999997,-1.22223e-08
184,0.999999,1,-2.96399e-07
186,0.999999,1,-2.96399e-07
188,1,1,-4.1374e-07
190,1,1,-4.1374e-07
192,0.999999,1,-1.73848e-06
194,1,1,-5.99199e-07
196,1,1,-5.99199e-07
198,1,1,-5.99199e-07
200,1,1,6.42295e-07
202,1,1,-6.59743e-07
204,1,1,-9.6047e-07
206,1,1,-2.46576e-06
208,1,1,1.39292e-06
210,1,1,1.39292e-06
212,1,1,1.39292e-06
214,1,1,8.77464e-07
216,1,1,8.77464e-07
218,1,1,8.77464e-07
220,1,1,8.77464e-07
222,1,1,8.77464e-07
224,1,1,8.77464e-07
226,1,1,1.84742e-07
228,1,1,-3.0931e-07
230,0.999998,0.999999,1.5652e-08
232,0.999998,0.999999,-2.11013e-07
234,0.999999,0.999999,-1.09602e-06
236,0.999999,0.999999,-1.09602e-06
238,0.999999,0.999999,-1.09602e-06
240,0.999995,0.999998,4.61459e-07
242,1,1,-7.7396e-08
244,1,1,7.38193e-07
246,1,1,2.69796e-07
248,0.999994,0.999997,-3.24741e-06
250,1,1,-2.66677e-06
252,1,1,-2.43407e-06
254,0.999998,0.999999,-1.55245e-06
256,0.999998,0.999999,-9.98755e-09
258,0.999997,0.999998,4.22663e-07
260,1,1,1.50286e-06
262,1,1,1.50286e-06
264,1,1,6.60365e-07
266,0.999999,1,2.80245e-07
268,1,1,3.85525e-07
270,1.00001,1,4.8733e-07
272,0.999998,0.999999,-1.49009e-06
274,0.999998,0.999999,-2.80719e-06
276,0.999999,1,-1.33287e-06
278,0.999999,1,-1.33287e-06
280,1.00001,1,-4.10201e-07
282,1,1,1.96519e-07
284,1,1,1.96519e-07
286,1,1,-3.30419e-06
288,0.999997,0.999998,-1.38901e-07
290,1,1,-6.83822e-08
292,1,1,-6.83822e-08
294,1.00001,1,5.26384e-06
296,1.00001,1,5.26384e-06
298,0.999998,0.999999,-7.81367e-07
300,1,1,-2.53102e-06
302,1,1,-2.53102e-06
304,1,1,1.47992e-06
306,1,1,-3.19787e-07
308,0.999997,0.999998,1.57031e-06
310,1,1,-3.06748e-08
312,0.999999,1,6.11705e-07
314,1,1,5.07592e-07
316,1,1,-4.74807e-10
318,1,1,3.17535e-06
320,1,1,2.76073e-07
322,0.999995,0.999998,2.81013e-07
324,0.999995,0.999997,-7.51035e-07
326,0.999999,0.999999,1.30677e-06
328,0.999999,0.999999,-3.17971e-07
330,0.999999,0.999999,7.02607e-07
332,0.999999,0.999999,7.02607e-07
334,0.999999,0.999999,7.02607e-07
336,1,1,-6.27722e-07
338,0.999998,0.999999,-6.29799e-07
340,1,1,-7.63427e-07
342,1,1,4.02287e-07
344,0.999998,0.999999,1.95622e-07
346,0.999993,0.999997,-1.06538e-06
348,1,1,1.78588e-06
350,0.999999,0.999999,1.35481e-06
352,1,1,1.30421e-06
354,1,1,-1.2129e-06
356,0.999998,0.999999,-5.56169e-07
358,1.00001,1,-4.0476e-07
360,1,1,-1.59107e-07
362,0.999999,1,-2.84262e-06
364,1,1,7.07383e-07
366,0.999997,0.999999,-9.35918e-07
368,0.999999,1,-1.63372e-07
370,0.999999,1,-1.63372e-07
372,0.999999,1,-1.63372e-07
374,1,1,-1.95342e-06
376,1,1,-1.95342e-06
378,1,1,4.80277e-07
380,1,1,2.31974e-06
382,1,1,2.31974e-06
384,1,1,1.34426e-07
386,1,1,1.11995e-07
388,0.999999,1,-2.41633e-06
390,1,1,1.11862e-06
392,1,1,1.11862e-06
394,0.999998,0.999999,-8.96971e-07
396,0.999992,0.999996,1.32072e-06
398,1,1,-2.83017e-06
400,1,1,-2.07298e-06
402,1,1,-2.07298e-06
404,1,1,-9.80585e-09
406,0.999998,0.999999,9.3577e-08
408,0.999999,1,-6.25734e-07
410,0.999999,1,-6.25734e-07
412,1,1,-1.19626e-07
414,1,1,2.516e-06
416,0.999997,0.999998,5.34769e-08
418,1,1,-4.54948e-07
420,0.999999,1,1.28491e-06
422,0.999999,1,1.28491e-06
424,0.999999,0.999999,1.59569e-07
426,1,1,-6.39614e-07
428,1,1,2.81214e-07
430,1,1,2.81214e-07
432,0.999999,0.999999,-6.39377e-06
434,1,1,-3.7314e-06
436,0.999999,0.999999,5.0465e-07
438,1,1,-2.2126e-06
440,1,1,1.01074e-06
442,1,1,1.84775e-08
444,0.999997,0.999998,-8.4111e-07
446,1,1,5.34328e-07
448,0.999999,0.999999,1.81488e-06
450,0.999998,0.999999,-1.25402e-06
452,0.999999,1,-3.9898e-07
454,1,1,1.54591e-06
456,1,1,-1.53966e-06
458,1,1,2.57359e-07
460,0.999999,1,2.55928e-06
462,1,1,1.02743e-06
464,0.999999,0.999999,7.31123e-08
466,0.999998,0.999999,1.49224e-06
468,1,1,-5.16625e-07
470,0.999995,0.999997,-2.12409e-06
472,1,1,4.91784e-07
474,1,1,5.21298e-07
476,0.999999,0.999999,1.34961e-06
478,1,1,2.17388e-07
480,1,1,-1.1296e-07
482,1,1,-6.01355e-07
484,1,1,1.56445e-06
486,1,1,2.80091e-06
488,1,1,-3.72372e-07
490,1,1,1.26075e-07
492,0.999996,0.999998,1.26531e-06
494,1,1,-1.63201e-06
496,1,1,-3.73473e-07
498,1,1,3.02958e-07
500,1,1,3.02958e-07
502,1,1,3.02958e-07
504,1,1,3.02958e-07
506,1,1,-9.41148e-07
508,0.999999,0.999999,-2.81344e-07
510,0.999999,0.999999,-2.81344e-07
512,1,1,-4.59515e-08
514,1,1,-4.59515e-08
516,0.999999,0.999999,1.24258e-06
518,0.999999,0.999999,1.24258e-06
520,0.999998,0.999999,-1.28458e-07
522,0.999998,0.999999,-1.28458e-07
524,0.999998,0.999999,-1.28458e-07
526,0.999998,0.999999,-1.28458e-07
528,1,1,-2.68851e-07
530,1,1,-2.68851e-07
532,1,1,2.02232e-06
534,1.00001,1,-7.33636e-07
536,1,1,-1.3244e-06
538,0.999996,0.999998,-1.82156e-06
540,0.999999,0.999999,2.29517e-07
542,1,1,2.63768e-06
544,1,1,1.12434e-06
546,1,1,-9.36575e-07
548,1,1,1.20216e-06
550,1.00001,1,3.67757e-06
552,1,1,8.08512e-07
554,0.999998,0.999999,-1.43476e-07
556,1,1,-1.55167e-06
558,1,1,1.73785e-06
560,1,1,-7.25919e-07
562,0.999997,0.999998,-2.155e-06
564,1,1,-4.93309e-07
566,0.999997,0.999999,-9.72245e-07
568,1,1,1.57129e-07
570,0.999997,0.999999,2.16772e-06
572,0.999997,0.999999,2.16772e-06
574,1,1,1.8264e-07
576,1,1,7.29134e-07
578,1,1,3.05746e-07
580,0.999999,1,-6.59097e-08
582,1,1,-1.32975e-06
584,1,1,1.24223e-06
586,1,1,5.20665e-07
588,1,1,-1.48246e-06
590,1,1,-3.55066e-07
592,1,1,7.82081e-07
594,1,1,-4.68527e-07
596,0.999999,1,-6.98617e-07
598,0.999998,0.999999,-2.53381e-06
600,0.999998,0.999999,-2.53381e-06
602,0.999999,1,4.47188e-07
604,0.999997,0.999999,1.25622e-07
606,0.999997,0.999999,1.25622e-07
608,1,1,-1.7934e-06
610,1,1,-4.47907e-07
612,1,1,-1.55343e-06
614,0.999999,1,-1.13358e-06
616,0.999998,0.999999,-3.27335e-07
618,0.999999,1,-4.17386e-07
620,0.999996,0.999998,-1.08271e-08
622,0.999999,0.999999,-1.47769e-06
624,0.999999,0.999999,-1.47769e-06
626,0.999999,1,-2.05429e-06
628,0.999998,0.999999,-3.37785e-07
630,0.999999,1,7.66276e-07
632,1,1,9.3643e-07
634,0.999999,0.999999,2.66079e-07
636,0.999998,0.999999,-2.0782e-07
638,0.999998,0.999999,-7.92867e-07
640,0.999999,1,7.70355e-08
642,1.00001,1,-4.25545e-07
644,0.999999,1,5.12319e-06
646,1,1,1.89529e-07
648,1,1,-8.35657e-07
650,1,1,-8.35657e-07
652,1,1,3.57762e-07
654,1,1,-3.97334e-07
656,0.999998,0.999999,-1.74968e-06
658,1,1,-2.82199e-07
660,1,1,1.70589e-07
662,1,1,5.73356e-07
664,0.999999,0.999999,-6.3933e-07
666,1,1,-8.23885e-07
668,0.999999,0.999999,-5.67006e-07
670,0.999998,0.999999,2.69117e-07
672,1.00001,1,-4.48613e-07
674,1,1,-4.57456e-07
676,0.999997,0.999999,-3.1233e-07
678,1,1,-2.85481e-07
680,0.999999,0.999999,2.69895e-07
682,1,1,-1.9511e-06
684,0.999998,0.999999,1.44387e-06
686,0.999998,0.999999,1.44387e-06
688,0.999999,0.999999,-7.15503e-07
690,1,1,-1.25683e-07
692,1,1,1.22653e-06
694,1,1,-6.43902e-07
696,1,1,2.2305e-06
698,1,1,-4.4459e-07
700,1,1,2.47812e-07
702,1,1,2.47812e-07
704,0.999997,0.999999,4.65443e-07
706,1,1,-6.35228e-07
708,1,1,1.80411e-07
710,1,1,4.17642e-07
712,1,1,-2.72788e-07
714,1.00001,1,3.17629e-06
716,0.999993,0.999996,-6.66886e-07
718,0.999989,0.999995,-5.87119e-07
720,0.999989,0.999995,-5.87119e-07
722,1,1,3.69703e-07
724,1,1,3.69703e-07
726,0.999999,0.999999,1.11252e-07
728,0.999987,0.999993,-1.23361e-06
730,0.999997,0.999998,4.84083e-07
732,0.999997,0.999998,4.84083e-07
734,0.999999,0.999999,3.4846e-07
736,1,1,1.09687e-07
738,1,1,1.09687e-07
740,1,1,-6.6175e-07
742,1,1,7.2095e-07
744,1,1,2.07241e-06
746,0.999998,0.999999,3.02866e-06
748,0.999998,0.999999,3.02866e-06
750,0.999999,0.999999,-7.84342e-07
752,0.999999,0.999999,-7.84342e-07
754,1,1,-1.97699e-06
756,0.999999,0.999999,3.19801e-07
758,0.999999,0.999999,3.19801e-07
760,0.999999,1,1.69076e-07
762,1,1,3.42036e-08
764,1,1,1.82426e-06
766,1,1,1.47392e-06
768,1,1,-3.17471e-07
770,0.999998,0.999999,8.29131e-07
772,0.999998,0.999999,-3.82943e-07
774,1,1,-7.18613e-07
776,1,1,-7.18613e-07
778,1,1,1.90624e-06
780,1,1,3.14036e-07
782,1,1,-7.94199e-07
784,1,1,-1.54047e-07
786,0.999999,1,-1.89654e-07
788,1,1,-1.92878e-07
790,1,1,6.72163e-07
792,1,1,-1.17605e-06
794,1,1,1.20163e-06
796,1,1,1.20163e-06
798,0.999999,1,1.01873e-06
800,1.00001,1,9.35888e-07
802,0.999998,0.999999,-1.16469e-06
804,0.999998,0.999999,-1.69448e-06
806,0.999999,0.999999,2.8179e-07
808,0.999994,0.999997,2.18343e-06
810,0.999998,0.999999,-3.98055e-07
812,1,1,-7.04567e-07
814,0.999997,0.999999,4.12808e-07
816,1,1,-1.87822e-07
818,0.999998,0.999999,4.98357e-08
820,1,1,4.67643e-07
822,0.999998,0.999999,8.99927e-07
824,0.999998,0.999999,-1.47291e-06
826,0.999997,0.999998,-1.47211e-06
828,0.999996,0.999998,2.51033e-06
830,0.999998,0.999999,1.73713e-06
832,0.999999,1,8.49686e-08
834,1,1,3.48136e-07
836,0.999999,0.999999,7.34648e-07
838,1,1,2.15149e-06
840,1,1,-3.55397e-06
842,1,1,4.08687e-07
844,1,1,1.93273e-06
846,1,1,2.27155e-07
848,0.999998,0.999999,1.04898e-06
850,1,1,8.33659e-07
852,1,1,-8.71668e-07
854,1,1,-2.40212e-06
856,1,1,-2.40212e-06
858,1,1,6.34422e-07
860,1,1,1.18197e-06
862,1,1,-5.68706e-07
864,0.999998,0.999999,-8.02231e-07
866,0.999998,0.999999,-8.02231e-07
868,1,1,7.46362e-07
870,0.999999,1,2.88199e-06
872,0.999999,1,2.88199e-06
874,0.999997,0.999999,4.17523e-06
876,1.00001,1,-4.60002e-06
878,1,1,5.93352e-08
880,0.999998,0.999999,-1.33792e-06
882,0.999999,0.999999,-1.66617e-07
884,1,1,3.10676e-06
886,1,1,5.6639e-07
888,1,1,1.52997e-06
890,1,1,-3.26973e-07
892,0.999998,0.999999,8.69134e-07
894,0.999998,0.999999,7.67348e-08
896,0.999998,0.999999,7.67348e-08
898,0.999998,0.999999,7.67348e-08
900,1,1,-1.23504e-07
902,0.999994,0.999997,-1.28429e-06
904,0.999996,0.999998,-4.03413e-07
906,0.999996,0.999998,-4.03413e-07
908,0.999998,0.999999,-2.06565e-06
910,0.999999,1,-3.5931e-07
912,1,1,-5.5695e-07
914,1,1,5.81358e-07
916,0.999999,0.999999,-8.25657e-07
918,1,1,9.2713e-08
920,0.999997,0.999999,-2.33624e-07
922,0.999998,0.999999,-1.20441e-06
924,0.999998,0.999999,-1.20441e-06
926,1,1,2.64353e-06
928,1,1,1.21083e-08
930,1,1,-5.08816e-07
932,1,1,-3.07412e-07
934,1,1,-3.07412e-07
936,1,1,-3.07412e-07
938,1,1,8.68836e-07
940,0.999997,0.999999,-2.62954e-06
942,0.999998,0.999999,2.23027e-07
944,1,1,-1.26473e-06
946,1,1,1.27441e-06
948,1,1,1.70072e-07
950,1,1,-3.00372e-07
952,0.999998,0.999999,3.37075e-07
954,1,1,-2.81876e-06
956,0.999999,1,-1.40979e-07
958,0.999999,1,-1.40979e-07
960,0.999999,1,-1.40979e-07
962,0.999998,0.999999,-9.28778e-07
964,1,1,1.34564e-07
966,1,1,1.34564e-07
968,0.999996,0.999998,-3.58944e-06
970,1,1,-2.90718e-06
972,0.999998,0.999999,3.42342e-06
974,0.999999,1,2.61076e-07
976,0.999998,0.999999,-9.89557e-07
978,1,1,-2.60163e-06
980,1,1,8.23211e-07
982,0.999998,0.999999,4.67735e-09
984,0.999998,0.999999,4.67735e-09
986,1,1,5.22015e-07
988,0.999998,0.999999,-7.04371e-07
990,0.999999,1,-5.27217e-07
992,0.999999,1,8.08737e-09
994,1,1,-9.06444e-07
996,0.999996,0.999998,3.83027e-08
998,1,1,4.54416e-07
1000,1,1,4.54416e-07
1002,1,1,4.54416e-07
1004,1,1,4.54416e-07
1006,1,1,1.12308e-06
1008,1,1,-6.23825e-07
1010,0.999983,0.999991,-6.63818e-06
1012,0.999999,1,-6.13146e-07
1014,1,1,1.1076e-06
1016,0.999997,0.999999,-2.69502e-06
1018,0.999998,0.999999,-2.57242e-07
1020,1,1,-3.49602e-06
1022,1,1,-1.03039e-06
1024,1,1,1.57925e-06
1026,1,1,-1.40446e-07
1028,1,1,-9.31873e-07
1030,1,1,2.9845e-07
1032,1,1,2.9845e-07
1034,1,1,-5.14045e-07
1036,0.999999,0.999999,-1.03601e-06
1038,0.999999,0.999999,-6.47338e-07
1040,1,1,-1.62179e-06
1042,0.999997,0.999999,2.96668e-07
1044,0.999998,0.999999,-4.97815e-07
1046,1,1,-3.13061e-07
1048,1,1,-3.13061e-07
1050,1,1,-5.56911e-07
1052,0.999998,0.999999,1.44636e-06
1054,1,1,1.86399e-09
1056,1,1,1.86399e-09
1058,1,1,1.09128e-07
1060,1,1,3.89122e-07
1062,0.999998,0.999999,1.16068e-06
1064,1,1,2.35764e-06
1066,0.999998,0.999999,4.43217e-07
1068,1,1,-8.06622e-07
1070,1.00001,1,-3.42137e-06
1072,0.999992,0.999996,3.80645e-06
1074,0.999992,0.999996,3.80645e-06
1076,1,1,-2.40715e-07
1078,1,1,-1.21222e-06
1080,1,1,-4.09399e-08
1082,1,1,-4.09399e-08
1084,1,1,1.31909e-06
1086,1,1,-8.68157e-07
1088,1,1,-9.81238e-07
1090,0.999995,0.999998,1.72529e-06
1092,1,1,1.55933e-07
1094,0.999999,1,-1.86721e-07
1096,0.999999,1,-1.86721e-07
1098,0.999998,0.999999,1.8446e-08
1100,0.999999,0.999999,-2.40347e-07
1102,0.999994,0.999997,6.78212e-08
1104,1,1,-3.00564e-07
1106,1,1,1.77255e-07
1108,1,1,-1.57527e-06
1110,1,1,-1.57527e-06
1112,0.999996,0.999998,4.5414e-09
1114,0.999996,0.999998,-3.22986e-07
1116,1,1,6.67055e-07
1118,1,1,1.61804e-06
1120,0.999999,1,-1.57771e-06
1122,0.999999,0.999999,1.22833e-06
1124,1,1,-1.58372e-07
1126,1,1,-3.41497e-07
1128,1,1,-1.24829e-06
1130,1.00001,1,1.96665e-06
1132,0.999998,0.999999,-5.57505e-08
1134,1,1,4.67512e-07
1136,0.999999,0.999999,-8.07521e-07
1138,1,1,-1.01087e-06
1140,1,1,-2.52e-06
1142,1,1,-1.2661e-06
1144,0.999996,0.999998,-6.58473e-07
1146,0.999996,0.999998,-6.58473e-07
1148,1,1,-6.88664e-07
1150,0.999996,0.999998,-6.71331e-07
1152,0.999996,0.999998,-6.71331e-07
1154,0.999998,0.999999,1.44899e-06
1156,1,1,5.46211e-07
1158,1,1,5.46211e-07
1160,0.999998,0.999999,-3.07004e-07
1162,1.00001,1,5.64296e-07
1164,0.999997,0.999999,4.82433e-07
1166,0.999999,1,-1.29251e-06
1168,1,1,1.21372e-06
1170,1,1,-8.13785e-07
1172,1,1,3.18754e-08
1174,1,1,-5.32685e-08
1176,0.999997,0.999998,6.67928e-07
1178,0.999998,0.999999,8.55738e-07
1180,1,1,4.9534e-07
1182,1.00001,1,1.83746e-06
1184,1,1,-4.69445e-07
1186,1,1,-1.86971e-06
1188,1,1,1.596e-07
1190,0.999998,0.999999,6.99568e-07
1192,0.999998,0.999999,6.99568e-07
1194,0.999999,0.999999,2.43641e-06
1196,1,1,1.12054e-06
1198,0.999999,1,-1.10344e-07
1200,0.999998,0.999999,-1.93693e-06
1202,1,1,1.3598e-06
1204,0.999999,0.999999,-4.42301e-07
1206,1.00001,1.00001,1.00267e-05
1208,0.999998,0.999999,1.42043e-06
1210,1,1,-8.09582e-07
1212,1,1,5.20583e-07
1214,1,1,5.20583e-07
1216,0.999999,0.999999,8.11248e-07
1218,0.999999,0.999999,8.11248e-07
1220,1,1,1.86902e-07
1222,1,1,1.40142e-06
1224,1,1,-1.86614e-06
1226,1,1,-1.86614e-06
1228,0.999996,0.999998,-2.99949e-06
1230,1,1,2.34268e-07
1232,1,1,1.81461e-06
1234,0.999999,0.999999,-1.00298e-06
1236,0.999999,1,3.2862e-06
1238,1,1,1.48968e-07
1240,1,1,-1.47074e-06
1242,0.999999,1,1.30959e-06
1244,0.999996,0.999998,-2.73017e-07
1246,1,1,-6.84996e-07
1248,1,1,-1.99602e-07
1250,0.999997,0.999999,-1.20967e-06
1252,0.999997,0.999999,-1.20967e-06
1254,1,1,3.83642e-08
1256,1,1,3.83642e-08
1258,1,1,8.82112e-07
1260,1,1,2.65901e-07
1262,1,1,2.65901e-07
1264,1,1,4.81334e-08
1266,1,1,4.81334e-08
1268,1,1,-4.77885e-07
1270,1,1,1.18171e-06
1272,0.999997,0.999998,1.74616e-06
1274,1,1,1.08283e-07
1276,1,1,1.57447e-07
1278,1,1,3.11751e-07
1280,0.999999,0.999999,-2.67069e-07
1282,0.999999,1,-6.84426e-08
1284,0.999999,1,-6.84426e-08
1286,1,1,1.84372e-06
1288,1,1,4.84152e-08
1290,1,1,3.30521e-09
1292,1,1,3.30521e-09
1294,1,1,3.30521e-09
1296,0.999998,0.999999,6.03592e-07
1298,1.00001,1,5.95821e-07
1300,1,1,-1.69916e-06
1302,1,1,4.42065e-07
1304,1,1,-1.94693e-07
1306,0.999992,0.999996,9.88073e-07
1308,0.999999,0.999999,-5.53301e-07
1310,0.999999,0.999999,-5.53301e-07
1312,1,1,-1.88521e-07
1314,1,1,-1.88521e-07
1316,1,1,8.88825e-07
1318,0.999999,0.999999,8.78418e-07
1320,1,1,-2.02826e-06
1322,1,1,2.33434e-07
1324,0.999998,0.999999,-1.34355e-06
1326,0.999998,0.999999,-1.34355e-06
1328,1,1,1.4794e-06
1330,0.999999,1,-3.03397e-07
1332,1,1,6.42078e-07
1334,1,1,6.42078e-07
1336,0.999996,0.999998,8.85555e-07
1338,0.999997,0.999998,1.63596e-06
1340,1,1,-1.57748e-06
1342,1,1,-1.57748e-06
1344,1,1,-1.57748e-06
1346,0.999999,0.999999,-1.58817e-06
1348,1,1,-5.51065e-06
1350,1,1,-4.54384e-07
1352,0.999999,1,3.14317e-07
1354,1,1,1.84241e-06
1356,0.999999,1,6.09007e-07
1358,0.999998,0.999999,-1.18718e-07
1360,0.999999,1,-1.13812e-06
1362,0.999997,0.999999,-5.08704e-07
1364,0.999999,1,-4.50094e-07
1366,0.999999,1,-1.25266e-06
1368,0.999999,1,-1.25266e-06
1370,1,1,1.66066e-07
1372,1,1,1.66066e-07
1374,1,1,1.66066e-07
1376,1,1,1.05404e-06
1378,1,1,1.19442e-06
1380,0.999997,0.999999,-8.8852e-07
1382,0.999996,0.999998,-1.30701e-06
1384,0.999999,0.999999,2.86777e-08
1386,0.999999,1,-1.21905e-06
1388,1,1,1.80607e-06
1390,0.999998,0.999999,-1.25193e-06
1392,0.999999,0.999999,-5.24854e-07
1394,1,1,-4.44829e-07
1396,0.999994,0.999997,5.0943e-06
1398,0.999997,0.999999,3.70164e-08
1400,1.00001,1,-2.7141e-06
1402,0.999999,1,-1.25504e-06
1404,0.999999,1,-1.25504e-06
1406,1,1,4.54314e-08
1408,0.999996,0.999998,7.92635e-07
1410,0.999998,0.999999,-3.13203e-07
1412,0.999999,0.999999,3.26637e-07
1414,1,1,2.54358e-06
1416,1,1,6.3397e-07
1418,1,1,6.3397e-07
1420,1,1,8.86708e-07
1422,1,1,8.86708e-07
1424,1,1,-4.07105e-07
1426,0.999999,0.999999,7.5612e-07
1428,1,1,-1.07215e-06
1430,1,1,-1.07215e-06
1432,1,1,-1.52307e-06
1434,0.999997,0.999998,-2.45999e-06
1436,1,1,6.92394e-07
1438,1,1,-2.01358e-06
1440,1,1,-2.0633e-07
1442,0.999996,0.999998,-2.89198e-06
1444,0.999996,0.999998,-2.89198e-06
1446,1,1,-2.14292e-06
1448,1,1,-2.64565e-06
1450,0.999998,0.999999,-1.90052e-06
1452,0.999998,0.999999,-1.25862e-06
1454,0.999998,0.999999,-3.7583e-07
1456,1,1,-1.02088e-06
1458,1,1,-6.92458e-07
1460,1,1,3.83127e-07
1462,1,1,-1.1078e-06
1464,0.999998,0.999999,-6.19598e-07
1466,1,1,3.7266e-07
1468,1,1,3.7266e-07
1470,1,1,2.26161e-07
1472,1,1,4.9069e-07
1474,1,1,4.9069e-07
1476,0.999999,1,4.07339e-08
1478,1,1,2.84739e-06
1480,0.999997,0.999999,6.54525e-07
1482,0.999998,0.999999,-4.07456e-07
1484,1,1,7.22717e-07
1486,1,1,6.82177e-07
1488,1,1,1.28443e-06
1490,1,1,1.56597e-06
1492,0.999998,0.999999,1.52634e-06
1494,0.999998,0.999999,6.89169e-08
1496,1,1,1.17202e-06
1498,0.999998,0.999999,3.8089e-07
1500,0.999999,1,-2.80855e-06
1502,1,1,-7.77607e-07
1504,1,1,-2.72795e-07
1506,0.999999,1,-1.23362e-06
1508,1,1,1.36766e-06
1510,1,1,-1.70952e-07
1512,1,1,1.945e-07
1514,0.999999,1,3.59732e-07
1516,1,1,-5.61448e-07
1518,1,1,-5.61448e-07
1520,1,1,-5.61448e-07
1522,1,1,-5.61448e-07
1524,1,1,-5.61448e-07
1526,1,1,-2.93168e-07
1528,1,1,-3.96465e-07
1530,0.999975,0.999988,-4.60748e-06
