MDTU,ssplaq,stplaq
1172,3.87046,1.77937
1174,3.73027,1.77834
1176,3.35724,1.64847
1178,3.06341,1.61214
1180,3.25171,1.75453
1182,3.51809,1.84155
1184,2.97326,1.64944
1186,3.07019,1.47661
1188,2.9283,1.47361
1190,2.3536,1.15096
1192,2.3536,1.15096
1194,2.34721,1.17679
1196,2.34555,1.14869
1198,2.49103,1.0738
1200,2.09544,1.06681
1202,2.05437,0.985355
1204,2.22977,1.04844
1206,2.24319,1.11152
1208,2.04776,1.03368
1210,2.10488,1.07371
1212,2.19911,1.17982
1214,2.19911,1.17982
1216,2.45159,1.30836
1218,2.45159,1.30836
1220,2.39297,1.26538
1222,2.45019,1.19732
1224,2.33081,1.23861
1226,2.33081,1.23861
1228,2.15478,1.11487
1230,2.01317,1.0211
1232,2.29718,1.07864
1234,2.45688,1.22493
1236,2.30546,1.14442
1238,2.34491,1.19069
1240,2.6756,1.29426
1242,3.29047,1.57893
1244,3.15524,1.67426
1246,2.98631,1.51605
1248,2.74284,1.56652
1250,3.20695,1.57146
1252,3.20695,1.57146
1254,3.52693,1.71444
1256,3.52693,1.71444
1258,3.24361,1.75331
1260,3.03159,1.68331
1262,3.03159,1.68331
1264,3.3189,1.68991
1266,3.3189,1.68991
1268,2.80335,1.55967
1270,3.06185,1.4669
1272,2.60505,1.39415
1274,2.51096,1.32857
1276,2.6883,1.30322
1278,2.38618,1.26943
1280,2.93242,1.4454
1282,2.67984,1.46024
1284,2.67984,1.46024
1286,2.85807,1.47212
1288,2.47574,1.33552
1290,2.6891,1.47889
1292,2.6891,1.47889
1294,2.6891,1.47889
1296,2.65672,1.32064
1298,3.17122,1.56868
1300,2.83314,1.37865
1302,2.9153,1.38868
1304,3.09887,1.45188
1306,2.9198,1.45827
1308,3.02859,1.42712
1310,3.02859,1.42712
1312,2.74183,1.27084
1314,2.74183,1.27084
1316,2.43544,1.32205
1318,2.53422,1.33349
1320,2.11174,1.03297
1322,2.38147,1.09869
1324,2.22359,1.07864
1326,2.22359,1.07864
1328,2.36983,1.20566
1330,2.36133,1.15098
1332,1.93739,0.976311
1334,1.93739,0.976311
1336,1.94819,1.04306
1338,2.29152,1.09205
1340,2.40161,1.0636
1342,2.40161,1.0636
1344,2.40161,1.0636
1346,2.41418,1.17375
1348,2.31128,1.07938
1350,1.95291,0.969773
1352,1.7219,0.877173
1354,1.68185,0.940127
1356,2.08957,1.0028
1358,1.88494,0.92398
1360,1.93395,0.96932
1362,2.01471,0.964485
1364,1.93243,1.0113
1366,2.33477,1.22001
1368,2.33477,1.22001
1370,2.41705,1.15024
1372,2.41705,1.15024
1374,2.41705,1.15024
1376,2.35298,1.17654
1378,2.14911,1.10253
