MDTU,min_ave,max_ave
2,-1.24114,0.289808
4,-1.58467,0.249215
6,-1.60623,0.26158
8,-1.5174,0.274022
10,-1.45475,0.295188
12,-1.4578,0.296653
14,-1.4578,0.296653
16,-1.4966,0.270969
18,-1.39871,0.299812
20,-1.44657,0.286259
22,-1.44657,0.286259
24,-1.42898,0.29907
26,-1.42898,0.29907
28,-1.38096,0.316875
30,-1.34742,0.334253
32,-1.33875,0.342499
34,-1.40135,0.316297
36,-1.40135,0.316297
38,-1.43538,0.325903
40,-1.40537,0.322467
42,-1.31729,0.318572
44,-1.37417,0.312441
46,-1.42043,0.29265
48,-1.43661,0.300725
50,-1.37317,0.287207
52,-1.37063,0.330456
54,-1.4081,0.328134
56,-1.38677,0.314142
58,-1.50386,0.298038
60,-1.3712,0.314871
62,-1.39498,0.320764
64,-1.36468,0.344386
66,-1.38662,0.330275
68,-1.37085,0.3329
70,-1.38076,0.322395
72,-1.37086,0.324986
74,-1.38774,0.327857
76,-1.31318,0.333045
78,-1.30321,0.350071
80,-1.30321,0.350071
82,-1.25423,0.349954
84,-1.29285,0.343366
86,-1.35183,0.347165
88,-1.24035,0.385905
90,-1.29385,0.3577
92,-1.29268,0.355126
94,-1.34195,0.344349
96,-1.3645,0.34438
98,-1.30279,0.361382
100,-1.2486,0.3547
102,-1.25785,0.366746
104,-1.2473,0.368729
106,-1.24306,0.35652
108,-1.30219,0.370032
110,-1.27308,0.358438
112,-1.27308,0.358438
114,-1.24251,0.372536
116,-1.31658,0.383712
118,-1.39579,0.340045
120,-1.26156,0.360491
122,-1.24861,0.385783
124,-1.22576,0.368056
126,-1.22853,0.366134
128,-1.25844,0.369925
130,-1.28186,0.365347
132,-1.25583,0.389088
134,-1.24733,0.401408
136,-1.2176,0.414324
138,-1.15544,0.42392
140,-1.10529,0.422707
142,-1.16782,0.439363
144,-1.13785,0.436719
146,-1.19578,0.424918
148,-1.19512,0.425358
150,-1.17192,0.434753
152,-1.20525,0.411159
154,-1.183,0.415075
156,-1.24939,0.416387
158,-1.13603,0.426698
160,-1.14943,0.434876
162,-1.14259,0.456833
164,-1.09544,0.455832
166,-1.09544,0.455832
168,-1.09544,0.455832
170,-1.08575,0.462247
172,-1.15619,0.462827
174,-1.15619,0.462827
176,-1.15602,0.443939
178,-1.14105,0.432898
180,-1.13001,0.46052
182,-1.13254,0.434108
184,-1.24417,0.443076
186,-1.24417,0.443076
188,-1.08478,0.459192
190,-1.08478,0.459192
192,-1.14766,0.442574
194,-1.14934,0.4383
196,-1.14934,0.4383
198,-1.14934,0.4383
200,-1.12989,0.448804
202,-1.13996,0.45049
204,-1.25256,0.425925
206,-1.13857,0.43478
208,-1.12936,0.458175
210,-1.12936,0.458175
212,-1.12936,0.458175
214,-1.17133,0.47487
216,-1.17133,0.47487
218,-1.17133,0.47487
220,-1.17133,0.47487
222,-1.17133,0.47487
224,-1.17133,0.47487
226,-1.13231,0.500947
228,-1.08514,0.483488
230,-1.14493,0.463155
232,-1.13774,0.436841
234,-1.11061,0.472486
236,-1.11061,0.472486
238,-1.11061,0.472486
240,-1.07938,0.478327
242,-1.12507,0.457784
244,-1.17785,0.455559
246,-1.17405,0.453752
248,-1.16029,0.428866
250,-1.15297,0.442294
252,-1.19298,0.418493
254,-1.16905,0.421723
256,-1.19196,0.424884
258,-1.31802,0.404533
260,-1.25422,0.414365
262,-1.25422,0.414365
264,-1.23839,0.401139
266,-1.23286,0.420445
268,-1.28509,0.416428
270,-1.21169,0.418077
272,-1.13257,0.420544
274,-1.14047,0.431439
276,-1.21225,0.417861
278,-1.21225,0.417861
280,-1.22704,0.414255
282,-1.20586,0.431
284,-1.20586,0.431
286,-1.18741,0.401129
288,-1.22127,0.399445
290,-1.22565,0.407082
292,-1.22565,0.407082
294,-1.2955,0.402488
296,-1.2955,0.402488
298,-1.2936,0.387922
300,-1.24008,0.38527
302,-1.24008,0.38527
304,-1.26503,0.377147
306,-1.25549,0.351453
308,-1.27967,0.336345
310,-1.31818,0.359588
312,-1.30938,0.360108
314,-1.27622,0.355691
316,-1.34077,0.333251
318,-1.33638,0.362442
320,-1.30587,0.349279
322,-1.28041,0.365553
324,-1.27508,0.356265
326,-1.29661,0.346663
328,-1.36528,0.359186
330,-1.28825,0.36664
332,-1.28825,0.36664
334,-1.28825,0.36664
336,-1.2606,0.366335
338,-1.36449,0.358825
340,-1.32518,0.368345
342,-1.34966,0.379959
344,-1.27593,0.352617
346,-1.31206,0.351144
348,-1.37024,0.337352
350,-1.37175,0.354592
352,-1.37848,0.332353
354,-1.39831,0.350154
356,-1.40294,0.32308
358,-1.37907,0.30795
360,-1.28371,0.346996
362,-1.22982,0.327372
364,-1.28279,0.331815
366,-1.33031,0.339899
368,-1.3582,0.339265
370,-1.3582,0.339265
372,-1.3582,0.339265
374,-1.3318,0.365998
376,-1.3318,0.365998
378,-1.30732,0.365713
380,-1.26071,0.382103
382,-1.26071,0.382103
384,-1.23309,0.402424
386,-1.30083,0.376969
388,-1.21058,0.370464
390,-1.31277,0.358377
392,-1.31277,0.358377
394,-1.23847,0.352046
396,-1.27198,0.338489
398,-1.26951,0.367952
400,-1.26482,0.382121
402,-1.26482,0.382121
404,-1.37265,0.370428
406,-1.28229,0.389889
408,-1.25882,0.380516
410,-1.25882,0.380516
412,-1.27798,0.373435
414,-1.24774,0.385028
416,-1.18844,0.402611
418,-1.22041,0.409921
420,-1.18596,0.387995
422,-1.18596,0.387995
424,-1.26424,0.399522
426,-1.24379,0.411273
428,-1.19004,0.428156
430,-1.19004,0.428156
432,-1.24758,0.400023
434,-1.16873,0.396707
436,-1.31395,0.382639
438,-1.2413,0.378147
440,-1.3038,0.368841
442,-1.24632,0.370815
444,-1.31608,0.358577
446,-1.25315,0.375305
448,-1.24283,0.390461
450,-1.27869,0.373868
452,-1.27124,0.372691
454,-1.30585,0.368636
456,-1.29154,0.357748
458,-1.30923,0.373131
460,-1.33849,0.356531
462,-1.29817,0.34546
464,-1.32468,0.346414
466,-1.3353,0.315503
468,-1.38524,0.308864
470,-1.3482,0.294138
472,-1.36699,0.297866
474,-1.50427,0.286653
476,-1.41816,0.30623
478,-1.39322,0.3389
480,-1.27894,0.356767
482,-1.34776,0.348855
484,-1.31378,0.348642
486,-1.31532,0.36858
488,-1.28919,0.33228
490,-1.38614,0.340094
492,-1.30066,0.333791
