ReTr(Lx),ImTr(Lx)
-0.01833,-0.157168
0.041956,0.00230604
0.000226258,-0.016216
0.0634892,-0.040769
-0.0511555,0.0576292
0.032413,-0.00717628
0.032413,-0.00717628
0.0102953,0.000537537
0.0917335,0.0466128
-0.0435933,0.031321
-0.0435933,0.031321
0.083316,-0.0601918
0.083316,-0.0601918
-0.0530405,0.0235624
0.0066583,-0.00646135
0.112685,-0.0597483
-0.0322508,0.051313
-0.0322508,0.051313
0.02498,0.0213512
0.029932,0.00123564
0.0105397,-0.116426
-0.050174,0.057054
0.0141481,-0.0765727
0.022305,-0.0693457
-0.00751515,0.0460952
-0.0159132,0.0509643
0.0260093,-0.0508098
-0.047417,-0.107037
-0.106391,0.0691163
0.108081,-0.0700835
0.160376,-0.047517
0.0218028,-0.0169625
-0.0262348,-0.168823
0.0619538,-0.0152571
0.0683627,-0.0266067
0.0721565,-0.0615293
0.00079356,0.00721157
0.0784462,-0.0340367
0.0428697,0.108573
0.0428697,0.108573
0.0835905,0.0648222
-0.025989,0.0881105
-0.0800513,-0.0782407
0.0423762,-0.010964
-0.0181844,0.0210763
0.0310783,0.00229025
0.0227912,-0.0459413
0.036818,-0.0744133
-0.075349,-0.0394235
-0.053629,-0.0411367
-0.100322,0.00283062
-0.0408195,0.0131101
0.0421995,-0.0183734
-0.0277175,0.080744
0.0794482,0.00761642
0.0794482,0.00761642
0.043365,0.0417478
-0.0600238,-0.041887
-0.00770327,0.0301532
0.0742198,0.0464385
0.0132744,0.0462012
-0.041673,0.0122443
-0.0306702,-0.0373892
-0.027085,0.0145694
-0.100006,0.0119212
-0.0662708,-0.00245115
0.177166,-0.0231705
0.00798923,-0.0192215
-0.0119422,-0.0774097
0.113994,0.0759372
0.1146,0.00121823
-0.0251733,-0.058551
-0.015441,0.0455515
-0.050019,0.00146817
0.0184547,0.00767343
-0.0504645,-0.019411
0.0296397,0.0473377
0.0484593,-0.005848
-0.091398,-0.0532365
0.0625752,0.0234033
0.00743143,0.0392738
-0.00231919,-0.0289702
-0.00231919,-0.0289702
-0.00231919,-0.0289702
-0.0546497,0.0636567
-0.0660995,-0.039545
-0.0660995,-0.039545
-0.0405988,0.0234129
-0.151164,-0.071749
0.0196477,0.0554595
-0.0276695,-0.136839
0.00220038,-0.0307655
0.00220038,-0.0307655
0.052823,0.0346617
0.052823,0.0346617
-0.0853633,-0.0864188
0.0945142,0.0529405
0.0945142,0.0529405
0.0945142,0.0529405
0.0133071,-0.12164
0.056875,-0.0495085
-0.0163577,0.0671387
0.00421882,-0.065807
-0.0298973,-0.0514045
-0.0298973,-0.0514045
-0.0298973,-0.0514045
0.00284055,-0.0333447
0.00284055,-0.0333447
0.00284055,-0.0333447
0.00284055,-0.0333447
0.00284055,-0.0333447
0.00284055,-0.0333447
-0.106149,-0.0128164
0.045887,-0.0169069
0.0203456,0.0250392
0.00229002,0.152766
0.0411525,0.00143637
0.0411525,0.00143637
0.0411525,0.00143637
-0.0385682,-0.0580587
0.013346,0.0243756
0.0581397,-0.0779867
0.0221076,-0.00405017
0.024988,-0.000969247
0.019071,0.0179799
0.0561663,0.0780243
0.0652833,0.0064253
0.0640103,-0.0436892
-0.0156127,-0.0778675
0.0217964,0.0217917
0.0217964,0.0217917
0.00240394,0.0285647
0.129111,-0.115379
0.00871953,-0.0681497
0.055364,0.0674333
-0.0155015,-0.0626255
-0.094671,0.0098884
0.0789892,0.0277295
0.0789892,0.0277295
-0.113238,-0.0433412
0.0922955,-0.0106754
0.0922955,-0.0106754
0.0522833,-0.0603477
-0.0990845,-0.0150786
0.0835935,0.049005
0.0835935,0.049005
0.107852,-0.0768573
0.107852,-0.0768573
-0.0504732,0.0726823
0.0286335,-0.0339035
0.0286335,-0.0339035
-0.058335,-0.00280765
0.0587657,-0.0590917
0.00204871,-0.00434515
-0.0429537,0.0317315
0.027812,-0.0554518
0.00285833,0.0511392
0.084121,-0.0987998
-0.140178,0.0542987
0.029293,0.170165
0.0181679,0.0464058
0.000441737,0.00368045
-0.0249137,-0.054591
0.0106239,-0.0111052
-0.00368565,-0.0405245
-0.00368565,-0.0405245
-0.00368565,-0.0405245
0.0520687,-0.0111084
-0.127606,-0.054712
0.0174995,0.0325395
0.100849,-0.110068
0.00182811,-0.054484
0.00842225,-0.086267
-0.0956945,-0.00496045
0.0539338,0.0697735
-0.050053,0.113863
-0.0755658,0.0466155
0.00898602,0.0341632
0.0581928,0.0240414
-0.0871718,0.0287797
0.00964712,0.0495497
-0.0752215,0.0786562
0.000420135,-0.0911702
-0.0451633,-0.046767
-0.0451633,-0.046767
-0.0451633,-0.046767
0.0153559,-0.0175937
0.0153559,-0.0175937
-0.0257798,-0.0737073
