MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.0288985,0.0285955,0.00417367
4,0.0551544,-0.0327247,-0.044397
6,0.0927935,-0.0900915,0.0222295
8,0.0916173,0.0891788,-0.0209971
10,0.0436226,0.0379685,-0.0214785
12,0.14056,0.138619,0.0232811
14,0.14056,0.138619,0.0232811
16,0.0516966,-0.051678,-0.00138582
18,0.0279762,-0.0140065,-0.0242174
20,0.0517654,-0.0153441,-0.049439
22,0.0517654,-0.0153441,-0.049439
24,0.0695218,-0.0107923,-0.068679
26,0.0695218,-0.0107923,-0.068679
28,0.054228,-0.0541727,-0.00244635
30,0.139111,0.0563683,0.12718
32,0.16435,-0.129498,0.101198
34,0.0691934,-0.00525223,0.0689938
36,0.0691934,-0.00525223,0.0689938
38,0.04853,0.0167139,-0.045561
40,0.0218988,-0.0149056,-0.0160431
42,0.15111,-0.0848068,0.125068
44,0.051156,0.0160173,0.0485838
46,0.0611308,0.0609732,0.00438643
48,0.108229,-0.106436,0.0196175
50,0.0773085,0.044983,-0.062874
52,0.103223,0.0606703,0.0835112
54,0.0480504,0.0196271,-0.043859
56,0.143444,0.142688,-0.014708
58,0.083423,-0.0160525,0.081864
60,0.136206,0.130766,0.0381095
62,0.169035,-0.028149,-0.166675
64,0.119508,-0.117156,0.0235913
66,0.095227,-0.0648347,0.069747
68,0.108105,0.10629,-0.0197263
70,0.0330355,0.0262238,0.0200913
72,0.141411,-0.101442,0.098522
74,0.110122,0.0992067,-0.047801
76,0.0750339,-0.0745327,0.00865728
78,0.166115,-0.16233,0.035256
80,0.166115,-0.16233,0.035256
82,0.0301098,0.0300345,0.00212793
84,0.0498341,-0.0078212,0.0492165
86,0.0936193,0.0789192,0.050362
88,0.0339486,0.0339457,-0.000442215
90,0.0664069,0.0531543,0.0398058
92,0.0905711,0.00315278,0.0905163
94,0.135302,0.130739,0.0348417
96,0.0855696,0.0413685,0.0749053
98,0.0568089,0.0472663,0.0315143
100,0.0594771,0.059451,-0.00176038
102,0.0683103,0.0638138,0.0243742
104,0.0231371,-0.0113484,-0.0201629
106,0.0149279,-0.0094406,-0.0115636
108,0.129809,0.125127,0.0345483
110,0.1035,0.0403857,0.095296
112,0.1035,0.0403857,0.095296
114,0.127495,-0.127343,-0.00621545
116,0.0228627,0.0138723,0.0181731
118,0.0642946,0.0552495,-0.032883
120,0.0437506,-0.0412325,-0.0146287
122,0.0922105,-0.0673785,-0.0629518
124,0.137188,0.042169,0.130546
126,0.0713523,0.0503077,-0.0505992
128,0.0868626,0.0827735,-0.0263372
130,0.0786554,-0.018832,-0.0763677
132,0.0389698,0.0343097,-0.0184792
134,0.130979,0.096943,0.0880765
136,0.0794051,-0.0696565,0.03812
138,0.0758267,-0.0693663,0.030627
140,0.0569898,-0.0134051,-0.0553908
142,0.0859209,0.0684022,0.0519955
144,0.0167629,-0.0059815,-0.0156594
146,0.104149,-0.0630685,0.0828823
148,0.0992098,0.072894,-0.0672983
150,0.00744775,-0.00716665,-0.00202685
152,0.0306044,-0.0262458,-0.0157412
154,0.0543091,-0.0385607,0.0382432
156,0.0704438,-0.028724,0.0643215
158,0.0337533,0.0291995,-0.0169314
160,0.0431007,0.0269482,-0.0336373
162,0.187358,-0.142613,0.12151
164,0.0809605,0.0746648,0.0313015
166,0.0809605,0.0746648,0.0313015
168,0.0809605,0.0746648,0.0313015
170,0.0502802,0.031302,-0.0393483
172,0.113575,0.00772735,-0.113312
174,0.113575,0.00772735,-0.113312
176,0.0342476,0.00768475,0.0333743
178,0.0858067,-0.0476857,-0.0713363
180,0.14791,0.12473,-0.079497
182,0.0625924,0.0625697,0.00168231
184,0.0441472,-0.0156868,0.0412662
186,0.0441472,-0.0156868,0.0412662
188,0.0192039,-0.0170631,0.00881142
190,0.0192039,-0.0170631,0.00881142
192,0.0650941,0.0402967,0.0511215
194,0.0673376,0.0600837,0.0304022
196,0.0673376,0.0600837,0.0304022
198,0.0673376,0.0600837,0.0304022
200,0.096165,0.0877595,-0.039319
202,0.079909,-0.0354995,-0.0715907
204,0.119077,-0.113024,-0.0374805
206,0.158322,-0.157106,-0.0195912
208,0.0837107,0.0802905,0.0236836
210,0.0837107,0.0802905,0.0236836
212,0.0837107,0.0802905,0.0236836
214,0.0521502,0.035863,0.0378615
216,0.0521502,0.035863,0.0378615
218,0.0521502,0.035863,0.0378615
220,0.0521502,0.035863,0.0378615
222,0.0521502,0.035863,0.0378615
224,0.0521502,0.035863,0.0378615
226,0.0305109,-0.0222322,-0.020896
228,0.0552254,-0.0517205,0.0193605
230,0.16498,0.0798907,-0.144346
232,0.0538137,0.0534205,0.00649318
234,0.101304,0.060813,-0.0810203
236,0.101304,0.060813,-0.0810203
238,0.101304,0.060813,-0.0810203
240,0.111687,-0.0753585,0.0824317
242,0.0461685,-0.0341545,0.0310645
244,0.0852447,0.0841988,-0.0133126
246,0.0321413,0.00128039,0.0321157
248,0.189233,0.00223132,-0.18922
250,0.0842266,-0.0767645,-0.0346602
252,0.123958,-0.0319775,0.119762
