MDTU,min_width,max_width
2,0.757568,0.166666
4,0.969385,0.286413
6,1.08455,0.310511
8,1.09284,0.34124
10,1.06169,0.340658
12,1.1356,0.351975
14,1.1356,0.351975
16,1.08803,0.346228
18,1.0368,0.359796
20,1.05533,0.367897
22,1.05533,0.367897
24,1.10163,0.372845
26,1.10163,0.372845
28,1.15711,0.403967
30,1.14888,0.404413
32,1.19262,0.422834
34,1.20184,0.426812
36,1.20184,0.426812
38,1.18141,0.409178
40,1.10728,0.37492
42,1.09055,0.390145
44,1.16326,0.389789
46,1.08092,0.364689
48,1.0885,0.370331
50,1.04924,0.377441
52,1.12184,0.38536
54,1.19116,0.3804
56,1.11121,0.383168
58,1.18868,0.37746
60,1.10124,0.380121
62,1.16453,0.393148
64,1.18394,0.401726
66,1.1555,0.412783
68,1.17017,0.39787
70,1.12478,0.388943
72,1.14918,0.417817
74,1.22598,0.409584
76,1.18501,0.414061
78,1.24237,0.432326
80,1.24237,0.432326
82,1.21321,0.467585
84,1.23307,0.442289
86,1.28134,0.452719
88,1.26926,0.470697
90,1.2194,0.453461
92,1.20739,0.439181
94,1.22877,0.425266
96,1.21662,0.42447
98,1.22134,0.450076
100,1.18012,0.437301
102,1.20026,0.450544
104,1.24728,0.468471
106,1.24183,0.477145
108,1.321,0.453828
110,1.22437,0.447856
112,1.22437,0.447856
114,1.27566,0.485622
116,1.32872,0.459196
118,1.2961,0.431405
120,1.26074,0.468551
122,1.26159,0.4697
124,1.21974,0.4571
126,1.21607,0.469509
128,1.22618,0.450458
130,1.26966,0.479281
132,1.30793,0.49355
134,1.36838,0.505497
136,1.35044,0.504994
138,1.36804,0.529709
140,1.30175,0.51358
142,1.3922,0.528065
144,1.43289,0.575303
146,1.44146,0.543182
148,1.40413,0.548702
150,1.40197,0.53353
152,1.41813,0.549741
154,1.37912,0.515602
156,1.46026,0.552376
158,1.38978,0.575169
160,1.44034,0.5648
162,1.41804,0.557725
164,1.37706,0.567937
166,1.37706,0.567937
168,1.37706,0.567937
170,1.40631,0.575058
172,1.50714,0.583839
174,1.50714,0.583839
176,1.48616,0.580641
178,1.41272,0.577117
180,1.45014,0.571281
182,1.42864,0.577298
184,1.50913,0.557874
186,1.50913,0.557874
188,1.4081,0.584174
190,1.4081,0.584174
192,1.46967,0.571887
194,1.42248,0.560907
196,1.42248,0.560907
198,1.42248,0.560907
200,1.42968,0.564894
202,1.44194,0.572445
204,1.53524,0.573079
206,1.40971,0.567708
208,1.45552,0.571515
210,1.45552,0.571515
212,1.45552,0.571515
214,1.53379,0.589939
216,1.53379,0.589939
218,1.53379,0.589939
220,1.53379,0.589939
222,1.53379,0.589939
224,1.53379,0.589939
226,1.50459,0.594618
228,1.44564,0.581073
230,1.49677,0.577006
232,1.45501,0.56886
234,1.4512,0.568055
236,1.4512,0.568055
238,1.4512,0.568055
240,1.45207,0.592816
242,1.47479,0.585215
244,1.51482,0.59527
246,1.50584,0.571718
248,1.4772,0.57763
250,1.43591,0.554599
252,1.37974,0.541023
254,1.35742,0.518106
256,1.35814,0.515331
258,1.42575,0.503951
260,1.41815,0.526584
262,1.41815,0.526584
264,1.36747,0.4986
266,1.36717,0.506928
268,1.36401,0.494932
270,1.38767,0.49838
272,1.3478,0.518442
274,1.3494,0.531504
276,1.40113,0.528889
278,1.40113,0.528889
280,1.3856,0.510294
282,1.3743,0.51579
284,1.3743,0.51579
286,1.29915,0.506067
288,1.33984,0.509639
290,1.31283,0.482819
292,1.31283,0.482819
294,1.44703,0.497621
296,1.44703,0.497621
298,1.35092,0.48831
300,1.29365,0.469708
302,1.29365,0.469708
304,1.29898,0.468389
306,1.20619,0.45548
308,1.18071,0.441381
310,1.26941,0.456893
312,1.26227,0.447866
314,1.25537,0.452815
316,1.21699,0.438323
318,1.25825,0.444616
320,1.26037,0.453342
322,1.22883,0.449847
324,1.22121,0.451194
326,1.27882,0.469109
328,1.33113,0.457505
330,1.22837,0.460639
332,1.22837,0.460639
334,1.22837,0.460639
336,1.22894,0.457328
338,1.34305,0.456496
340,1.21965,0.427343
342,1.29469,0.438368
344,1.16378,0.431428
346,1.17112,0.415293
348,1.11449,0.404074
350,1.26378,0.421145
352,1.18074,0.408778
354,1.24067,0.402483
356,1.1891,0.39701
358,1.14336,0.41527
360,1.24032,0.436769
362,1.19179,0.434517
364,1.10376,0.421762
366,1.2316,0.4242
368,1.24566,0.434301
370,1.24566,0.434301
372,1.24566,0.434301
374,1.28953,0.445737
376,1.28953,0.445737
378,1.25305,0.461917
380,1.28529,0.473349
382,1.28529,0.473349
384,1.24312,0.453643
386,1.26075,0.453122
388,1.22547,0.469105
390,1.26808,0.451905
392,1.26808,0.451905
394,1.16746,0.449501
396,1.17771,0.433398
398,1.19288,0.427116
400,1.23888,0.427959
402,1.23888,0.427959
404,1.28805,0.447008
406,1.29419,0.468862
408,1.25352,0.472513
410,1.25352,0.472513
412,1.25222,0.467161
414,1.32634,0.488945
416,1.28105,0.491526
418,1.34394,0.49556
420,1.30687,0.50478
422,1.30687,0.50478
424,1.35961,0.494125
426,1.39145,0.510983
428,1.35487,0.502758
430,1.35487,0.502758
432,1.35072,0.494959
434,1.28669,0.493178
436,1.35116,0.495564
438,1.26848,0.486116
440,1.37457,0.487557
442,1.28308,0.48273
444,1.37699,0.495997
446,1.29722,0.478878
448,1.26777,0.461247
450,1.24116,0.448453
452,1.3078,0.474549
454,1.2818,0.457088
456,1.22433,0.442739
458,1.25879,0.43727
460,1.29854,0.435712
462,1.2265,0.441904
464,1.18898,0.41119
466,1.13732,0.396874
468,1.17964,0.41822
470,1.09452,0.396302
472,1.12168,0.398024
474,1.15353,0.375965
476,1.12431,0.396196
478,1.16778,0.405911
480,1.1525,0.405346
482,1.22692,0.425713
484,1.22646,0.428635
486,1.20957,0.401472
488,1.16431,0.431548
490,1.21175,0.417322
492,1.17828,0.412144
494,1.27767,0.428136
496,1.16535,0.42687
498,1.25355,0.430442
500,1.25355,0.430442
502,1.25355,0.430442
504,1.25355,0.430442
506,1.21558,0.428643
508,1.17717,0.428229
510,1.17717,0.428229
512,1.19451,0.4318
514,1.19451,0.4318
516,1.21378,0.431474
518,1.21378,0.431474
520,1.27762,0.440886
522,1.27762,0.440886
524,1.27762,0.440886
526,1.27762,0.440886
528,1.26794,0.450462
530,1.26794,0.450462
532,1.28707,0.451662
534,1.21992,0.442456
536,1.2653,0.424508
538,1.31958,0.44099
540,1.22087,0.442764
542,1.28441,0.449933
544,1.22682,0.453223
546,1.20984,0.46589
548,1.26902,0.462409
550,1.28565,0.471868
552,1.32364,0.502015
554,1.31597,0.492243
556,1.26321,0.481409
558,1.31594,0.474573
560,1.30088,0.470111
562,1.27891,0.463888
564,1.31305,0.485035
566,1.3504,0.524452
568,1.44242,0.532428
570,1.37979,0.516412
572,1.37979,0.516412
574,1.39998,0.517977
576,1.2899,0.513564
578,1.38406,0.518144
580,1.43124,0.527409
582,1.37619,0.52211
584,1.35687,0.498874
586,1.45465,0.535126
588,1.44096,0.529672
590,1.38481,0.540119
592,1.42494,0.531781
594,1.4268,0.513674
596,1.35236,0.533066
598,1.4401,0.523418
600,1.4401,0.523418
602,1.35782,0.527093
604,1.41074,0.549195
606,1.41074,0.549195
608,1.43358,0.560962
610,1.44466,0.547082
612,1.42315,0.569193
614,1.46018,0.571096
616,1.41861,0.561434
618,1.53224,0.581522
620,1.49397,0.572049
622,1.46393,0.589911
624,1.46393,0.589911
626,1.46525,0.582264
628,1.42409,0.567743
630,1.51723,0.576745
632,1.49917,0.57996
634,1.4625,0.577257
636,1.45545,0.594685
638,1.47717,0.582324
640,1.48368,0.578481
642,1.48156,0.555855
644,1.40239,0.587923
646,1.51156,0.592731
648,1.54486,0.588862
650,1.54486,0.588862
652,1.48773,0.585643
654,1.48418,0.579033
656,1.44765,0.558003
658,1.45524,0.571111
660,1.47898,0.560987
662,1.47494,0.573088
664,1.44003,0.572609
666,1.51796,0.571394
668,1.40289,0.589711
670,1.44625,0.587823
672,1.47385,0.580282
674,1.41128,0.578798
676,1.53495,0.587771
678,1.49843,0.584835
680,1.49224,0.579807
682,1.39857,0.584425
684,1.53916,0.619789
686,1.53916,0.619789
688,1.51559,0.604487
690,1.51574,0.614729
692,1.57993,0.622521
694,1.57237,0.625012
696,1.53922,0.612316
698,1.55269,0.630718
700,1.56078,0.611869
702,1.56078,0.611869
704,1.50668,0.641097
706,1.51882,0.636306
708,1.55712,0.617479
710,1.53616,0.625867
712,1.47684,0.625065
714,1.52603,0.613807
716,1.4722,0.605032
718,1.52077,0.594401
720,1.52077,0.594401
722,1.52235,0.594511
724,1.52235,0.594511
726,1.45338,0.584339
728,1.4664,0.591235
730,1.45386,0.58598
732,1.45386,0.58598
734,1.45905,0.591137
736,1.50765,0.579176
738,1.50765,0.579176
740,1.57982,0.598348
742,1.52528,0.612358
744,1.47329,0.62607
746,1.50354,0.618628
748,1.50354,0.618628
750,1.54841,0.630904
752,1.54841,0.630904
754,1.55963,0.642134
756,1.49829,0.609203
758,1.49829,0.609203
760,1.53843,0.609998
762,1.53846,0.60758
764,1.53566,0.628557
766,1.51862,0.630168
768,1.51173,0.641212
770,1.61422,0.645146
772,1.54912,0.63366
774,1.59722,0.652567
776,1.59722,0.652567
778,1.55707,0.643334
780,1.61878,0.659699
782,1.53741,0.641469
784,1.57599,0.645612
786,1.63671,0.649106
788,1.57907,0.637069
790,1.52754,0.617527
792,1.55781,0.607013
794,1.53211,0.582505
796,1.53211,0.582505
798,1.49066,0.592828
800,1.52674,0.606406
802,1.4833,0.604489
804,1.54555,0.592176
806,1.43047,0.593127
808,1.45341,0.58811
810,1.41402,0.608406
812,1.47042,0.576655
814,1.4879,0.589059
816,1.49024,0.578602
818,1.48506,0.580691
820,1.56248,0.612199
822,1.4835,0.604523
824,1.5245,0.62771
826,1.60066,0.623322
