MDTU,link
2,1.42091
4,1.82086
6,2.07172
8,2.41137
10,2.48917
12,2.61935
14,2.61935
16,2.33318
18,2.63668
20,2.6043
22,2.6043
24,2.82334
26,2.82334
28,3.28334
30,3.53509
32,3.734
34,3.53432
36,3.53432
38,3.35413
40,3.0287
42,3.15736
44,3.17431
46,2.76525
48,2.78288
50,2.81394
52,3.07193
54,3.07733
56,3.00484
58,2.88123
60,2.9995
62,3.17835
64,3.56653
66,3.41639
68,3.33148
70,3.12015
72,3.53535
74,3.52069
76,3.65851
78,4.06632
80,4.06632
82,4.42436
84,4.13647
86,4.28192
88,4.90337
90,4.286
92,4.07408
94,3.81703
96,3.8029
98,4.27134
100,4.1846
102,4.34738
104,4.6147
106,4.70117
108,4.62895
110,4.20084
112,4.20084
114,5.07205
116,4.80144
118,3.81326
120,4.59027
122,4.89412
124,4.57051
126,4.67938
128,4.46257
130,4.76535
132,5.37175
134,5.91681
136,5.93144
138,6.60051
140,6.40554
142,6.95914
144,7.96179
146,7.11175
148,7.22714
150,7.12973
152,6.83571
154,6.42987
156,7.03556
158,7.67425
160,7.85904
162,7.93069
164,8.13852
166,8.13852
168,8.13852
170,8.40497
172,8.85179
174,8.85179
176,8.51396
178,8.02456
180,8.40709
182,8.13559
184,7.74687
186,7.74687
188,8.69372
190,8.69372
192,8.17184
194,7.76464
196,7.76464
198,7.76464
200,8.08177
202,8.17704
204,7.90469
206,7.84834
208,8.41472
210,8.41472
212,8.41472
214,9.20777
216,9.20777
218,9.20777
220,9.20777
222,9.20777
224,9.20777
226,9.73152
228,9.19955
230,8.71911
232,8.02425
234,8.67554
236,8.67554
238,8.67554
240,9.44481
242,8.80731
244,9.0702
246,8.45628
248,8.01842
250,7.54756
252,6.75973
254,6.53872
256,6.48804
258,5.86016
260,6.38439
262,6.38439
264,5.71963
266,6.0898
268,5.81519
270,5.95372
272,6.58479
274,6.6663
276,6.45256
278,6.45256
280,6.15242
282,6.39153
284,6.39153
286,5.80701
288,5.74694
290,5.4921
292,5.4921
294,5.5891
296,5.5891
298,5.25969
300,4.893
302,4.893
304,4.88645
306,4.45498
308,3.97414
310,4.35164
312,4.33343
314,4.5078
316,3.86225
318,4.19445
320,4.26465
322,4.29841
324,4.28351
326,4.46593
328,4.47667
330,4.48065
332,4.48065
334,4.48065
336,4.4936
338,4.48037
340,4.08355
342,4.34829
344,4.02787
346,3.7618
348,3.39615
350,3.78917
352,3.45985
354,3.62204
356,3.30538
358,3.30315
360,4.09917
362,3.90276
364,3.57786
366,3.78489
368,3.8147
370,3.8147
372,3.8147
374,4.31079
376,4.31079
378,4.47126
380,4.89497
382,4.89497
384,4.88428
386,4.59708
388,4.83926
390,4.28931
392,4.28931
394,4.19719
396,3.93571
398,4.10534
400,4.29369
402,4.29369
404,4.30577
406,4.88232
408,4.82458
410,4.82458
412,4.74862
414,5.31663
416,5.43775
418,5.72274
420,5.69615
422,5.69615
424,5.7387
426,5.94844
428,5.97923
430,5.97923
432,5.69869
434,5.64712
436,5.34958
438,5.10514
440,5.03653
442,5.0443
444,5.05076
446,5.00732
448,4.98828
450,4.42362
452,4.89261
454,4.47003
456,4.20023
458,4.2626
460,4.15518
462,4.06168
464,3.78484
466,3.26934
468,3.35662
470,2.98291
472,3.07115
474,2.73255
476,3.05936
478,3.42239
480,3.69964
482,3.92127
484,3.93459
486,3.81684
488,3.81061
490,3.64005
492,3.57659
494,3.87582
496,3.76335
498,4.00108
500,4.00108
502,4.00108
504,4.00108
506,4.03239
508,3.89966
510,3.89966
512,3.85386
514,3.85386
516,3.90945
518,3.90945
520,4.34007
522,4.34007
524,4.34007
526,4.34007
528,4.29302
530,4.29302
532,4.40766
534,4.05422
536,4.05111
538,4.35685
540,4.35617
542,4.25629
544,4.15574
546,4.50835
548,4.77404
550,5.02301
552,5.45718
554,5.30979
556,4.90858
558,4.67113
560,4.74937
562,4.78002
564,5.12246
566,6.1073
568,6.8533
570,6.17154
572,6.17154
574,6.26899
576,5.8637
578,6.11273
580,6.55415
582,6.25148
584,5.95036
586,6.77938
588,6.70336
590,6.57545
592,6.46043
594,6.35921
596,6.2515
598,6.63578
600,6.63578
602,6.509
604,7.53423
606,7.53423
608,8.01382
610,7.58725
612,7.9911
614,8.20168
616,8.15581
618,8.8163
620,8.98188
622,9.02785
624,9.02785
626,8.53864
628,8.2956
630,8.95133
632,9.15477
634,9.33746
636,9.14073
638,8.60593
640,8.49475
642,7.71943
644,8.38643
646,9.32689
648,9.29965
650,9.29965
652,8.97704
654,8.77769
656,8.01755
658,8.10139
660,7.96739
662,8.20864
664,7.72291
666,8.24009
668,8.34524
670,9.24623
672,8.4207
674,8.39776
676,8.83098
678,9.37727
680,9.15885
682,8.89801
684,10.1254
686,10.1254
688,10.1282
690,10.3184
692,10.807
694,11.235
696,9.97646
698,10.9557
700,10.4187
702,10.4187
704,11.0363
706,11.7351
708,10.1413
710,10.0969
712,10.3936
714,10.3637
716,9.76901
