MDTU,plaq,Re(det),Im(det),link
2,0.402917,0.000789043,0.000640635,0.939063
4,0.154909,1.6193e-05,1.76251e-05,0.928862
6,0.144903,4.24933e-06,6.81743e-06,0.999489
8,0.156194,5.48118e-06,8.2104e-06,1.11969
10,0.160443,1.12436e-05,4.11098e-06,1.15255
12,0.181152,1.62468e-05,1.46311e-05,1.19086
14,0.181152,1.62468e-05,1.46311e-05,1.19086
16,0.143738,1.38883e-05,6.46771e-06,1.08575
18,0.179006,1.05009e-05,1.48361e-05,1.19717
20,0.183468,4.82413e-06,3.89595e-06,1.18065
22,0.183468,4.82413e-06,3.89595e-06,1.18065
24,0.155721,5.43211e-06,6.28848e-06,1.25072
26,0.155721,5.43211e-06,6.28848e-06,1.25072
28,0.111624,5.5094e-06,5.74316e-06,1.40098
30,0.111678,8.54481e-06,5.20598e-06,1.48999
32,0.14515,4.25383e-06,5.05698e-06,1.55204
34,0.134938,7.71687e-06,5.59657e-06,1.48421
36,0.134938,7.71687e-06,5.59657e-06,1.48421
38,0.156854,1.54999e-05,7.36802e-06,1.4315
40,0.142865,7.58397e-06,5.64868e-06,1.33392
42,0.163096,1.81281e-05,2.86292e-05,1.3742
44,0.151202,4.38946e-06,7.05994e-06,1.36255
46,0.15758,5.92231e-06,1.02122e-05,1.2355
48,0.15458,1.54231e-05,2.5592e-05,1.24431
50,0.141661,3.69281e-06,6.96577e-06,1.24399
52,0.176669,1.80577e-05,3.05835e-05,1.34615
54,0.173113,1.59803e-05,2.34962e-05,1.35089
56,0.154811,7.75509e-06,6.6159e-06,1.31329
58,0.138952,4.84266e-06,4.04976e-06,1.26878
60,0.131959,6.05014e-06,1.05696e-05,1.32118
62,0.158947,6.71706e-06,6.8817e-06,1.37835
64,0.143251,5.47965e-06,9.33678e-06,1.5145
66,0.145398,5.60409e-06,1.1047e-05,1.46103
68,0.197194,3.43563e-06,5.70922e-06,1.42447
70,0.16928,1.4864e-05,1.58664e-05,1.36081
72,0.154003,4.52668e-06,5.08889e-06,1.48275
74,0.134952,4.28583e-06,4.86447e-06,1.48667
76,0.154398,1.34343e-05,2.13634e-05,1.53737
78,0.133718,4.33193e-06,3.88043e-06,1.6659
80,0.133718,4.33193e-06,3.88043e-06,1.6659
82,0.148973,2.66406e-06,4.33509e-06,1.77351
84,0.157184,1.09503e-05,2.91491e-06,1.68547
86,0.144871,3.08898e-06,3.40863e-06,1.72549
88,0.169376,7.64264e-06,5.48543e-06,1.95288
90,0.157851,3.35667e-06,9.48287e-06,1.74322
92,0.144938,1.1077e-05,6.24976e-06,1.67002
94,0.186966,1.86346e-05,2.01752e-05,1.5915
96,0.132875,4.16224e-06,5.14689e-06,1.57724
98,0.169213,6.66579e-06,6.5391e-06,1.74482
100,0.161681,6.25877e-06,8.22628e-06,1.70768
102,0.182729,6.39374e-06,1.77613e-05,1.76412
104,0.145805,7.15723e-06,9.30769e-06,1.84816
106,0.15388,5.59909e-06,5.33945e-06,1.8727
