t,e^(-dS)
1,7.47078
2,5.07334
3,3.76595
4,1.6628
5,1.70745
6,0.78161
7,0.609632
8,1.13292
9,0.741115
10,1.01695
11,0.74647
12,1.96305
13,0.287941
14,0.543405
15,1.23072
16,2.39025
17,0.813589
18,0.537729
19,0.971416
20,1.03091
21,0.959416
22,0.61502
23,1.10628
24,1.11472
25,0.921733
26,1.41609
27,0.725423
28,0.865541
29,0.840969
30,0.90713
31,1.36889
32,1.46947
33,0.70815
34,0.527451
35,1.72444
36,1.24595
37,1.17845
38,1.04985
39,0.863294
40,0.734989
41,0.41441
42,1.44556
43,1.81593
44,0.86002
45,0.62594
46,0.868924
47,1.14282
48,1.04906
49,1.51437
50,0.768358
51,1.34178
52,0.651616
53,0.91642
54,1.04426
55,1.75277
56,0.788282
57,0.643843
58,1.54682
59,1.06527
60,0.489584
61,0.913557
62,0.766822
63,1.69232
64,1.36302
65,1.15454
66,0.830938
67,0.685231
68,0.945426
69,0.912169
70,1.21908
71,1.44455
72,0.738304
73,1.03831
74,1.51407
75,1.33629
76,0.435875
77,0.886388
78,1.69266
79,0.701735
80,0.904385
81,0.879502
82,1.45136
83,0.326606
84,0.672805
85,0.553386
86,0.881527
87,0.606409
88,1.12064
89,0.743862
90,1.54821
91,0.830357
92,1.15673
93,0.51587
94,0.802037
95,0.730665
96,1.02476
97,1.22569
98,0.527345
99,0.451401
100,1.21106
101,1.27775
102,0.543297
103,2.62584
104,0.75707
105,0.959263
106,0.612994
107,1.75295
108,0.319819
109,0.603506
110,0.40176
111,0.333871
112,0.531209
113,1.17798
114,0.817585
115,1.03088
116,0.7576
117,1.18258
118,0.468462
119,0.566431
120,0.554826
121,0.720219
122,1.22937
123,0.738451
124,0.665644
125,2.09091
126,0.889674
127,0.844931
128,0.826959
129,2.32356
130,0.626629
131,0.572696
132,0.824152
133,3.74717
134,0.701594
135,0.713909
136,0.727748
137,1.1741
138,1.74595
139,0.684614
140,0.952838
141,1.22177
142,0.607198
143,0.597859
144,1.79535
145,0.680315
146,0.517575
147,1.33857
148,0.530784
149,0.968216
150,0.614467
151,0.523824
152,0.721372
153,0.424646
154,1.96521
155,1.76774
156,0.482874
157,1.25207
158,1.56706
159,1.67984
160,0.983999
161,0.961837
162,0.795965
163,0.65279
164,1.16125
165,1.77802
166,0.605319
167,0.880381
168,0.707159
169,1.19268
170,0.987963
171,1.33003
172,0.571838
173,3.01922
174,0.807752
175,1.05359
176,0.822752
177,1.07944
178,1.03257
179,0.565243
180,0.760484
181,2.07612
182,0.74349
183,1.32141
184,1.69469
185,0.452531
186,0.518975
187,1.16067
188,0.539237
189,1.01316
190,1.46404
191,0.499324
192,0.817912
193,0.837864
194,0.696352
195,1.00103
196,0.703702
197,1.08847
198,0.719499
199,1.69673
200,1.42205
201,0.610975
202,0.682086
203,0.711842
204,2.06473
205,0.699703
206,0.724843
207,0.930196
208,1.82668
209,0.539615
210,0.613178
211,0.895118
212,1.10949
213,1.97664
214,1.72702
215,0.456896
216,0.842906
217,0.795169
218,0.90303
219,0.759268
220,2.05813
221,0.931536
222,0.916411
223,1.13678
224,1.11561
225,0.809531
226,0.635909
227,1.34608
228,1.2457
229,1.36452
230,0.806138
231,1.40018
232,1.0689
233,0.710135
234,0.728476
235,0.98462
236,1.70097
237,0.803482
238,1.45049
239,0.802037
240,1.06642
241,1.08932
242,0.700403
243,1.12367
244,0.759876
245,1.08058
246,1.09328
247,0.667911
248,2.27436
249,0.913803
250,0.468884
251,0.495791
252,0.743564
253,0.556939
254,1.60962
255,0.583565
256,0.899784
257,0.584967
258,0.417279
259,0.696979
260,1.1535
261,0.619031
262,0.682427
263,0.546675
264,0.846623
265,0.483454
266,1.51483
267,0.827869
268,0.467386
269,1.20792
270,1.28159
271,1.22348
272,1.58265
273,1.08835
274,0.847639
275,2.07861
276,0.56513
277,0.775692
278,0.621201
279,0.698095
280,1.14431
281,1.06388
282,0.975827
283,1.47432
284,0.644616
285,1.50306
286,0.712767
287,1.85707
288,0.797
289,0.563888
290,0.556939
291,2.22532
292,0.838786
293,0.825802
294,0.956782
295,0.935803
296,1.33043
297,0.882585
298,1.49317
299,1.76138
300,0.676313
301,0.490515
302,1.25157
303,0.649989
304,0.996552
305,1.12851
306,1.12851
307,1.01942
308,1.3719
309,1.69605
310,0.761169
311,0.77136
312,0.589665
313,1.57775
314,0.605137
315,1.39473
316,1.01289
317,0.734401
318,0.581293
319,0.873279
320,1.33776
321,1.24334
322,1.15016
323,0.868229
324,0.903481
325,0.497779
326,2.01053
327,0.775537
328,0.944065
329,0.742004
330,0.909391
331,1.0225
332,0.811476
333,1.63919
334,0.438235
335,1.48646
336,1.36574
337,0.975086
338,0.746619
339,1.39864
340,0.793422
341,2.15761
342,1.10606
343,0.587546
344,0.551563
345,1.29888
346,0.917044
347,1.355
348,0.833768
349,1.03818
350,0.692948
351,0.727166
352,0.716985
353,1.15824
354,0.692048
355,1.25195
356,0.823411
357,1.02096
358,1.27011
359,1.22189
360,0.48061
361,0.870228
362,0.508444
363,0.639992
364,1.61575
365,0.867188
366,0.503184
367,0.848997
368,1.06742
369,0.545965
370,0.696491
371,0.644036
372,1.19077
373,2.00271
374,0.851718
375,1.11918
376,0.716269
377,0.812207
378,0.992683
379,0.593926
380,0.641209
381,0.913602
382,1.51558
383,1.50546
384,0.878359
385,1.64362
386,1.17763
387,1.13917
388,0.560739
389,0.514943
390,0.984472
391,0.938803
392,0.623941
393,1.01388
394,1.00931
395,1.03809
396,0.877042
397,1.02633
398,0.589665
399,1.06108
400,1.95248
401,0.552501
402,1.22226
403,1.20611
404,0.928867
405,0.873105
406,1.12987
407,1.17621
408,0.803965
409,0.473691
410,2.22576
411,0.777012
412,0.889496
413,1.17246
414,1.20033
415,1.21847
416,0.551563
417,1.38777
418,0.677328
419,1.03587
420,1.50441
421,1.52348
422,0.733887
423,0.774916
424,1.10278
425,1.0022
426,2.13486
427,1.57649
428,0.563662
429,0.867448
430,0.603385
431,0.959848
432,1.06875
433,0.859418
434,0.677599
435,3.04348
436,0.836859
437,0.486898
438,1.81339
439,1.40425
440,0.762388
441,0.587077
442,1.70301
443,1.00463
444,1.04682
445,1.45267
446,1.1781
447,1.02724
448,0.535529
449,0.522255
450,0.324977
451,2.07073
452,1.43764
453,0.692879
454,0.675366
455,0.692533
456,1.40382
457,0.461718
458,1.08648
459,1.57177
460,1.02372
461,0.875115
462,0.709638
463,0.461441
464,1.67766
465,0.850781
466,1.38445
467,0.542916
468,0.509768
469,1.0481
470,1.11271
471,0.697886
472,1.67448
473,1.0304
474,0.884794
475,1.2049
476,2.74835
477,0.701735
478,1.21835
479,0.587723
480,0.552998
481,0.857101
482,1.15974
483,0.867014
484,1.06572
485,0.527873
486,1.40846
487,1.00022
488,0.978495
489,1.56863
490,1.15361
491,0.62977
492,0.665777
493,1.18436
494,1.16195
495,0.686465
496,1.23392
497,0.734034
498,1.35256
499,2.05443
500,0.513914
501,0.385853
502,0.572524
503,0.763151
504,0.89682
505,0.419329
506,1.42846
507,0.897897
508,0.983606
509,0.930056
510,1.34044
511,1.32618
512,0.826298
513,1.12581
514,1.18069
515,0.909109
516,0.58019
517,0.38045
518,0.817422
519,0.885591
520,1.07094
521,1.00033
522,0.830108
523,3.53955
524,0.611586
525,1.24707
526,1.1336
527,0.527398
528,0.767436
529,1.07825
530,1.18388
531,0.656259
532,0.666443
533,1.07118
534,1.65235
535,0.652659
536,1.63346
537,0.576892
538,0.766056
539,1.12266
540,1.35975
541,0.696352
542,0.687427
543,1.43706
544,0.770589
545,0.552833
546,0.735283
547,1.2457
548,0.622632
549,1.69469
550,0.81026
551,0.852314
552,1.03903
553,1.05482
554,1.24421
555,0.593095
556,0.988447
557,1.35148
558,0.855217
559,1.02035
560,0.582108
561,1.5952
562,1.17398
563,0.931304
564,0.732201
565,1.37094
566,0.932105
567,0.959772
568,0.788518
569,0.976764
570,1.01156
571,0.540425
572,2.22398
573,0.827787
574,0.569441
575,3.12677
576,0.674894
577,0.536387
578,1.11171
579,0.596963
580,0.664514
581,0.992314
582,0.7774
583,1.68556
584,0.40873
585,0.959378
586,1.90885
587,1.2385
588,0.648366
589,0.873803
590,1.27673
591,0.534352
592,0.960242
593,1.17375
594,1.14362
595,1.11149
596,0.762769
597,0.861052
598,0.874328
599,1.12829
600,0.793978
601,1.23183
602,0.982161
603,1.41255
604,0.658033
605,0.753671
606,0.912954
607,0.528242
608,0.772827
609,0.583098
610,0.818731
611,1.21046
612,1.09485
613,0.620208
614,0.75239
615,0.91195
616,1.76562
617,1.00518
618,0.750137
619,1.18282
620,1.30434
621,0.897448
622,0.541561
623,1.11082
624,1.24147
625,1.36247
626,0.336216
627,1.11941
628,0.32923
629,1.38113
630,0.782079
631,0.742598
632,0.950355
633,0.440079
634,0.841558
635,0.781844
636,0.496734
637,1.92476
638,0.673343
639,1.09167
640,1.21446
641,0.815952
642,0.650639
643,1.18436
644,0.87075
645,0.611769
646,0.483405
647,0.737787
648,1.38251
649,0.965673
650,0.714194
651,0.6423
652,1.68455
653,1.0754
654,1.40762
655,0.904204
656,1.07469
657,0.671931
658,0.810503
659,0.853764
660,0.980846
661,0.901315
662,1.63624
663,0.734181
664,1.07482
665,0.482439
666,1.03554
667,0.703491
668,0.953153
669,0.989159
670,2.28074
671,0.852826
672,0.523614
673,0.665445
674,0.41979
675,1.2537
676,0.631915
677,0.967558
678,1.21531
679,1.27647
680,1.10258
681,1.26011
682,1.355
683,0.953858
684,0.545965
685,1.08106
686,0.620208
687,0.700683
688,0.82638
689,0.862345
690,0.864158
691,1.32141
692,1.01339
693,0.700683
694,1.02907
695,1.86042
696,0.572925
697,0.984984
698,1.90561
699,0.8863
700,1.05119
701,0.398758
702,0.869793
703,1.22998
704,1.10464
705,0.659021
706,1.01267
707,1.00314
708,2.28691
709,0.385968
710,1.01017
711,0.62933
712,0.940212
713,0.800675
714,1.54527
715,0.538644
716,0.810179
717,0.915202
718,0.663252
719,1.01321
720,1.36615
721,2.21422
722,0.60811
723,0.490171
724,1.26036
725,0.573326
726,1.58645
727,1.11138
728,0.751037
729,0.593511
730,1.38847
731,1.05062
732,1.86209
733,0.498975
734,0.629015
735,1.08033
736,1.13985
737,0.729935
738,1.91727
739,0.592029
740,0.951439
741,1.26024
742,0.54542
743,0.862
744,1.49018
745,0.336553
746,1.5302
747,0.761854
748,1.11405
749,1.41397
750,1.06778
751,0.885768
752,0.836942
753,1.71035
754,0.986887
755,1.13156
756,1.20551
757,0.898616
758,2.04092
759,0.410943
760,0.559283
761,0.450814
762,0.482343
763,0.540641
764,1.34986
765,1.38223
766,0.559339
767,1.19578
768,1.12829
769,0.620208
770,1.09949
771,1.39696
772,1.11605
773,1.47374
774,2.0493
775,0.812045
776,0.976921
777,1.0156
778,0.63299
779,0.806783
780,0.935813
781,1.33589
782,0.686808
783,0.984255
784,0.79724
785,0.478787
786,0.963358
787,0.9944
788,1.29421
789,1.37355
790,1.00978
791,0.574302
792,1.84522
793,1.11327
794,0.903301
795,1.46082
796,0.474924
797,0.706523
798,0.750662
799,0.503435
800,1.05299
801,0.391488
802,1.36697
803,0.649339
804,0.764755
805,1.19196
806,1.22299
807,0.513451
808,0.764984
809,1.16579
810,0.95794
811,0.797399
812,1.45878
813,0.914589
814,0.738008
815,0.771514
816,1.29447
817,1.18792
818,0.728476
819,0.656456
820,0.839877
821,1.1055
822,0.603626
823,0.600496
824,0.764143
825,2.09028
826,1.11004
827,0.868489
828,0.445125
829,1.7526
830,1.22642
831,0.970698
832,0.939329
833,0.803161
834,1.42262
835,0.935027
836,0.533071
837,0.758206
838,0.718493
839,1.74857
840,1.34945
841,0.702156
842,0.659878
843,0.792867
844,0.798596
845,0.903843
846,1.32896
847,0.953334
848,1.40706
849,0.759876
850,1.61899
851,1.04743
852,0.867795
853,0.761397
854,0.515922
855,1.41255
856,1.45645
857,0.490907
858,1.31495
859,0.570752
860,1.49466
861,0.807995
862,0.595651
863,1.06684
864,0.813426
865,0.548757
866,1.15419
867,1.11071
868,0.659482
869,2.21134
870,1.38819
871,0.73543
872,1.84744
873,0.526976
874,0.62027
875,1.09336
876,0.928068
877,1.14557
878,1.3222
879,0.92188
880,1.17023
881,0.862604
882,1.59345
883,1.00049
884,0.956122
885,1.48557
886,0.407017
887,0.460658
888,0.770512
889,0.384312
890,0.552391
891,0.792629
892,1.3752
893,0.609205
894,1.15512
895,1.58867
896,0.880646
897,0.850696
898,1.78229
899,0.645971
900,0.912616
901,1.40818
902,1.42647
903,1.48335
904,0.73352
905,0.951781
906,0.707796
907,1.84855
908,0.651095
909,2.00872
910,0.814729
911,1.14591
912,0.944169
913,0.635273
914,0.743416
915,0.565412
916,1.8606
917,1.10088
918,1.16218
919,1.59919
920,0.455937
921,0.4718
922,0.440828
923,0.675299
924,1.39166
925,0.567281
926,0.801476
927,1.11171
928,0.738451
929,1.71498
930,0.662126
931,1.32485
932,0.973829
933,1.06894
934,1.30122
935,1.04477
936,0.977526
937,0.835354
938,0.915523
939,0.659548
940,2.63162
941,1.23158
942,0.646941
943,1.2072
944,0.48085
945,0.775925
946,0.899425
947,0.562199
948,1.48097
949,0.798436
950,0.881174
951,1.01147
952,0.711486
953,0.962636
954,0.716985
955,1.18625
956,0.983763
957,1.33884
958,0.797718
959,1.19758
960,1.18507
961,1.26668
962,0.735724
963,0.328901
964,0.525398
965,0.232236
966,1.53833
967,1.03184
968,1.50938
969,1.03372
970,0.933075
971,1.03526
972,1.14008
973,0.966823
974,1.0953
975,1.19459
976,0.895745
977,1.83125
978,0.249824
979,0.676583
980,1.00827
981,0.616067
982,0.499174
983,0.957002
984,2.19438
985,0.461072
986,1.152
987,0.907819
988,0.757903
989,1.00965
990,1.59792
991,0.650249
992,0.781141
993,2.48855
994,0.784193
995,1.00651
996,1.09408
997,0.556549
998,1.53972
999,0.491743
1000,1.17563
