MDTU,min_min,min_max,max_min,max_max
872,-4.05112,1.25547,-0.439503,1.49514
874,-4.2962,1.22734,-0.240024,1.54791
876,-5.03201,1.06337,-0.433152,1.42715
878,-3.88649,1.11012,-0.436351,1.44337
880,-5.22144,1.10462,-0.354134,1.4756
882,-5.13283,1.05284,-0.558823,1.42835
884,-5.78504,1.11113,-0.325152,1.50135
886,-5.05899,1.11708,-0.390598,1.45468
888,-4.1747,1.20188,-0.299427,1.48197
890,-4.44775,1.06851,-0.293627,1.4528
892,-3.99168,1.05629,-0.249723,1.45198
894,-5.08061,1.0401,-0.301227,1.4648
896,-5.08061,1.0401,-0.301227,1.4648
898,-5.08061,1.0401,-0.301227,1.4648
900,-6.54091,1.21821,-0.390081,1.50907
902,-4.31256,1.15984,-0.316762,1.53872
904,-4.37688,1.21568,-0.509814,1.52528
906,-4.37688,1.21568,-0.509814,1.52528
908,-4.61405,1.20268,-0.44385,1.55179
910,-4.91054,1.17665,-0.393,1.50373
912,-5.1304,1.26494,-0.43232,1.55454
914,-3.95733,1.18647,-0.342052,1.58549
916,-4.59335,1.1951,-0.30393,1.53977
918,-5.78265,1.24312,-0.299716,1.5333
920,-4.02176,1.17167,-0.4043,1.4879
922,-4.29237,1.2335,-0.293729,1.48741
924,-4.29237,1.2335,-0.293729,1.48741
926,-4.15991,1.09772,-0.446493,1.50906
928,-4.96908,1.17431,-0.57638,1.53959
930,-4.60363,1.21609,-0.298033,1.50452
932,-4.46234,1.18142,-0.316178,1.592
934,-4.46234,1.18142,-0.316178,1.592
936,-4.46234,1.18142,-0.316178,1.592
938,-3.90905,1.16353,-0.432142,1.50453
940,-5.58293,1.16852,-0.249755,1.56365
942,-4.10274,1.14461,-0.40329,1.49253
944,-5.44462,1.16935,-0.384724,1.4764
946,-4.84693,1.20903,-0.387144,1.50893
948,-4.26693,1.21009,-0.34571,1.51732
950,-5.19504,1.20411,-0.417185,1.52335
952,-3.80617,1.21848,-0.28854,1.52561
954,-4.10757,1.19439,-0.266636,1.54439
956,-4.99805,1.15831,-0.430319,1.51716
958,-4.99805,1.15831,-0.430319,1.51716
960,-4.99805,1.15831,-0.430319,1.51716
962,-4.77309,1.15127,-0.289711,1.50587
964,-5.87956,1.27726,-0.36926,1.56821
966,-5.87956,1.27726,-0.36926,1.56821
968,-3.84309,1.16646,-0.403843,1.53826
970,-4.36165,1.08024,-0.361287,1.43561
972,-4.02619,1.11221,-0.436943,1.51707
974,-4.45718,1.1502,-0.344101,1.47845
976,-5.28845,1.2385,-0.229793,1.5229
978,-3.72343,1.17792,-0.389413,1.52252
980,-4.20591,1.22349,-0.503486,1.51853
982,-4.08742,1.20206,-0.321471,1.51396
984,-4.08742,1.20206,-0.321471,1.51396
986,-3.93278,1.17139,-0.264446,1.56062
988,-4.2931,1.18937,-0.409739,1.52058
990,-3.74798,1.11214,-0.354924,1.49874
992,-3.83644,1.06501,-0.40096,1.39874
994,-4.22678,1.12892,-0.460344,1.50472
996,-4.33188,1.09578,-0.256476,1.47163
998,-4.28906,1.19327,-0.350521,1.52028
1000,-4.28906,1.19327,-0.350521,1.52028
1002,-4.28906,1.19327,-0.350521,1.52028
1004,-4.28906,1.19327,-0.350521,1.52028
1006,-3.72665,1.07967,-0.449163,1.43162
1008,-4.77932,1.17064,-0.225801,1.51469
1010,-4.91341,1.06009,-0.318879,1.43101
1012,-3.89302,1.11767,-0.364307,1.49698
1014,-4.32993,1.05945,-0.310396,1.4693
1016,-3.61536,1.19939,-0.372651,1.44794
1018,-4.96171,1.11742,-0.674948,1.47993
1020,-4.8102,1.18514,-0.350537,1.5123
1022,-4.46742,1.15683,-0.382976,1.53161
1024,-5.20699,1.12613,-0.253559,1.49918
1026,-4.58087,1.13902,-0.37832,1.55398
1028,-4.12167,1.1185,-0.393782,1.46603
1030,-4.03817,1.17435,-0.334087,1.44034
1032,-4.03817,1.17435,-0.334087,1.44034
1034,-3.56688,1.17201,-0.396576,1.46754
1036,-4.02323,1.16512,-0.481363,1.50832
1038,-4.05153,1.12465,-0.419934,1.48732
1040,-4.98715,1.04103,-0.383789,1.47252
1042,-4.00796,1.0984,-0.370873,1.44214
1044,-4.27817,1.21814,-0.2569,1.50821
1046,-4.82217,1.14799,-0.389148,1.4751
1048,-4.82217,1.14799,-0.389148,1.4751
1050,-4.04643,1.1192,-0.251117,1.4752
1052,-4.84612,1.1089,-0.477995,1.46333
1054,-4.93702,1.12111,-0.341277,1.48664
1056,-4.93702,1.12111,-0.341277,1.48664
1058,-4.55285,1.14706,-0.460896,1.50069
1060,-4.19002,1.06633,-0.348893,1.48669
1062,-4.48797,1.10357,-0.423272,1.50129
1064,-5.39702,1.0795,-0.303654,1.49724
1066,-4.56039,1.17023,-0.283322,1.48803
1068,-6.17238,1.15279,-0.29885,1.43343
1070,-4.00118,1.10054,-0.362976,1.49234
1072,-5.11477,1.07478,-0.25118,1.53968
1074,-5.11477,1.07478,-0.25118,1.53968
1076,-4.24684,1.09316,-0.408419,1.42741
1078,-4.0382,1.11675,-0.456921,1.42744
1080,-6.36228,1.12742,-0.416035,1.47367
1082,-6.36228,1.12742,-0.416035,1.47367
1084,-4.02549,1.09478,-0.368935,1.46307
1086,-3.99189,1.13603,-0.475697,1.4771
1088,-6.51995,1.24773,-0.364889,1.48797
1090,-4.51428,1.07912,-0.391609,1.48893
1092,-4.54185,1.07307,-0.275645,1.41804
1094,-3.82268,1.02148,-0.391896,1.46204
1096,-3.82268,1.02148,-0.391896,1.46204
1098,-4.62121,1.02406,-0.372678,1.42327
1100,-5.30545,1.03876,-0.290534,1.43093
1102,-4.89833,1.15111,-0.512652,1.47357
1104,-5.0497,1.10054,-0.293672,1.48167
1106,-4.29867,1.07433,-0.360061,1.45622
1108,-5.13848,1.04205,-0.353399,1.3774
1110,-5.13848,1.04205,-0.353399,1.3774
1112,-4.17473,1.01091,-0.392787,1.41288
1114,-3.84333,1.03604,-0.356956,1.50315
1116,-4.23094,0.994901,-0.352085,1.40259
1118,-4.42145,1.0836,-0.332529,1.50639
1120,-4.28187,1.07911,-0.354896,1.42964
1122,-4.18782,1.09074,-0.41088,1.45061
1124,-5.29689,1.11396,-0.377818,1.47293
1126,-4.24941,1.13132,-0.551248,1.47698
1128,-4.16869,1.15601,-0.429558,1.54318
1130,-4.31177,1.13302,-0.363993,1.43692
1132,-8.7692,1.06661,-0.298591,1.42062
1134,-4.28504,1.08154,-0.318197,1.39987
1136,-5.53577,0.981807,-0.303891,1.39237
1138,-5.17831,1.00081,-0.290677,1.4024
1140,-3.93656,1.11694,-0.533427,1.4075
1142,-3.95045,0.974063,-0.413759,1.40563
1144,-3.62548,1.00388,-0.328797,1.40811
1146,-3.62548,1.00388,-0.328797,1.40811
1148,-4.34794,1.08897,-0.376422,1.47177
1150,-4.7351,1.0134,-0.410554,1.49812
