ReTr(L),ImTr(L)
0.0285955,0.00417367
-0.0327247,-0.044397
-0.0900915,0.0222295
0.0891788,-0.0209971
0.0379685,-0.0214785
0.138619,0.0232811
0.138619,0.0232811
-0.051678,-0.00138582
-0.0140065,-0.0242174
-0.0153441,-0.049439
-0.0153441,-0.049439
-0.0107923,-0.068679
-0.0107923,-0.068679
-0.0541727,-0.00244635
0.0563683,0.12718
-0.129498,0.101198
-0.00525223,0.0689938
-0.00525223,0.0689938
0.0167139,-0.045561
-0.0149056,-0.0160431
-0.0848068,0.125068
0.0160173,0.0485838
0.0609732,0.00438643
-0.106436,0.0196175
0.044983,-0.062874
0.0606703,0.0835112
0.0196271,-0.043859
0.142688,-0.014708
-0.0160525,0.081864
0.130766,0.0381095
-0.028149,-0.166675
-0.117156,0.0235913
-0.0648347,0.069747
0.10629,-0.0197263
0.0262238,0.0200913
-0.101442,0.098522
0.0992067,-0.047801
-0.0745327,0.00865728
-0.16233,0.035256
-0.16233,0.035256
0.0300345,0.00212793
-0.0078212,0.0492165
0.0789192,0.050362
0.0339457,-0.000442215
0.0531543,0.0398058
0.00315278,0.0905163
0.130739,0.0348417
0.0413685,0.0749053
0.0472663,0.0315143
0.059451,-0.00176038
0.0638138,0.0243742
-0.0113484,-0.0201629
-0.0094406,-0.0115636
0.125127,0.0345483
0.0403857,0.095296
0.0403857,0.095296
-0.127343,-0.00621545
0.0138723,0.0181731
0.0552495,-0.032883
-0.0412325,-0.0146287
-0.0673785,-0.0629518
0.042169,0.130546
0.0503077,-0.0505992
0.0827735,-0.0263372
-0.018832,-0.0763677
0.0343097,-0.0184792
0.096943,0.0880765
-0.0696565,0.03812
-0.0693663,0.030627
-0.0134051,-0.0553908
0.0684022,0.0519955
-0.0059815,-0.0156594
-0.0630685,0.0828823
0.072894,-0.0672983
-0.00716665,-0.00202685
-0.0262458,-0.0157412
-0.0385607,0.0382432
-0.028724,0.0643215
0.0291995,-0.0169314
0.0269482,-0.0336373
-0.142613,0.12151
0.0746648,0.0313015
0.0746648,0.0313015
0.0746648,0.0313015
0.031302,-0.0393483
0.00772735,-0.113312
0.00772735,-0.113312
0.00768475,0.0333743
-0.0476857,-0.0713363
0.12473,-0.079497
0.0625697,0.00168231
