MDTU,energy
2,1.57309
4,1.5135
6,1.45088
8,1.4362
10,1.25253
12,1.34351
14,1.34351
16,1.34661
18,1.37428
20,1.43768
22,1.43768
24,1.34885
26,1.34885
28,1.42718
30,1.34194
32,1.38237
34,1.39056
36,1.39056
38,1.2367
40,1.3013
42,1.32826
44,1.44132
46,1.4105
48,1.3588
50,1.41094
52,1.31866
54,1.30771
56,1.39243
58,1.40773
60,1.38241
62,1.35335
64,1.30224
66,1.25041
68,1.32537
70,1.29598
72,1.42518
74,1.39668
76,1.40049
78,1.33924
80,1.33924
82,1.4489
84,1.51942
86,1.35733
88,1.37663
90,1.34889
92,1.33154
94,1.33347
96,1.41363
98,1.3128
100,1.43216
102,1.30692
104,1.34296
106,1.50365
108,1.38109
110,1.24824
112,1.24824
114,1.3524
116,1.34641
118,1.32589
120,1.36572
122,1.3128
124,1.35869
126,1.32789
128,1.34513
130,1.42742
132,1.35081
134,1.38911
136,1.36253
138,1.34578
140,1.38684
142,1.24369
144,1.38194
146,1.35736
148,1.36869
150,1.33624
152,1.39978
154,1.40298
156,1.43118
158,1.39827
160,1.3855
162,1.29001
164,1.30217
166,1.30217
168,1.30217
170,1.28227
172,1.3394
174,1.3394
176,1.4386
178,1.44682
180,1.40395
182,1.37382
184,1.33402
186,1.33402
188,1.32658
190,1.32658
192,1.40958
194,1.39893
196,1.39893
198,1.39893
200,1.38353
202,1.37765
204,1.44472
206,1.40837
208,1.3309
210,1.3309
212,1.3309
214,1.25211
216,1.25211
218,1.25211
220,1.25211
222,1.25211
224,1.25211
226,1.17389
228,1.24118
230,1.33761
232,1.40494
234,1.23383
236,1.23383
238,1.23383
240,1.30653
242,1.36276
244,1.41034
246,1.42443
248,1.43981
250,1.33837
252,1.38085
254,1.40168
256,1.35849
258,1.38784
260,1.40961
262,1.40961
264,1.35879
266,1.25913
268,1.26782
270,1.28712
272,1.35271
274,1.29024
276,1.37309
278,1.37309
280,1.37918
282,1.2628
284,1.2628
286,1.33315
288,1.34944
290,1.28754
292,1.28754
294,1.27508
296,1.27508
298,1.29786
300,1.30839
302,1.30839
304,1.34273
306,1.45335
308,1.40394
310,1.35785
312,1.4121
314,1.43736
316,1.37605
318,1.27553
320,1.38031
322,1.32259
324,1.38996
326,1.47854
328,1.40744
330,1.31915
332,1.31915
334,1.31915
336,1.43877
338,1.38159
340,1.28921
342,1.28182
344,1.43285
346,1.31762
348,1.28748
350,1.31313
352,1.35965
354,1.3188
356,1.42825
358,1.49254
360,1.44063
362,1.44678
364,1.34881
366,1.38082
368,1.40187
370,1.40187
372,1.40187
374,1.32423
376,1.32423
378,1.33625
380,1.31314
382,1.31314
384,1.26103
386,1.34442
388,1.39441
390,1.36902
392,1.36902
394,1.44247
396,1.44813
398,1.31286
400,1.27864
402,1.27864
404,1.23206
406,1.26535
408,1.23388
410,1.23388
412,1.32612
414,1.40571
416,1.32793
418,1.3458
420,1.39982
422,1.39982
424,1.36239
426,1.22878
428,1.20691
430,1.20691
432,1.31103
434,1.37098
436,1.39884
438,1.41277
440,1.44948
442,1.44705
444,1.4526
446,1.41282
448,1.36599
450,1.36157
452,1.41215
454,1.38136
456,1.40639
458,1.31495
460,1.39017
462,1.35552
464,1.34824
466,1.47755
468,1.45753
470,1.45612
472,1.43597
474,1.40554
476,1.3128
478,1.34133
480,1.29891
482,1.36347
484,1.43693
486,1.3236
488,1.44715
490,1.37639
492,1.41366
494,1.41239
496,1.32887
498,1.32002
500,1.32002
502,1.32002
504,1.32002
506,1.33472
508,1.27003
510,1.27003
512,1.32736
