MDTU,|Tr(L)|,ReTr(L),ImTr(L)
2,0.0395691,-0.00352229,-0.039412
4,0.00153512,-5.31788e-05,-0.0015342
6,0.0035252,0.00162173,0.00313002
8,0.00210478,0.00209783,0.000170944
10,0.000374903,0.000347967,0.000139541
12,0.00139669,0.000147748,-0.00138886
14,0.00139669,0.000147748,-0.00138886
16,0.00149532,-8.11025e-05,0.00149312
18,0.000739535,0.000731237,0.000110473
20,0.00528277,0.00496834,-0.00179533
22,0.00528277,0.00496834,-0.00179533
24,0.00122298,-0.000153028,-0.00121337
26,0.00122298,-0.000153028,-0.00121337
28,0.0052893,-0.00352842,0.00394043
30,0.00359178,-0.00290309,-0.00211494
32,0.00522658,-0.00522142,-0.000232183
34,0.00521321,0.00218421,0.00473358
36,0.00521321,0.00218421,0.00473358
38,0.0022972,0.0022467,-0.000479039
40,0.00155236,0.00127479,0.00088586
42,0.00563551,-0.00562014,-0.000415932
44,0.0067328,-0.00646617,0.00187594
46,0.00688084,0.00395345,0.00563171
48,0.00661618,-0.00287046,0.00596107
50,0.00326611,-0.00312676,0.000943839
52,0.00405543,0.00377421,0.00148384
54,0.00435621,-0.00363315,-0.0024035
56,0.00511896,0.0021445,-0.0046481
58,0.00716955,-0.00690033,-0.00194625
60,0.00359428,0.00357617,0.000360309
62,0.0052046,0.00298636,-0.00426257
64,0.00211649,-0.000843163,0.00194129
66,0.00202592,-0.000845709,-0.00184096
68,0.00414279,0.00349834,-0.00221909
70,0.00417457,-0.00210923,0.00360252
72,0.00195156,0.00055518,0.00187093
74,0.00310042,-0.00252772,-0.00179535
76,0.00316963,-0.00238648,0.00208597
78,0.00183433,0.000638452,0.00171964
80,0.00183433,0.000638452,0.00171964
82,0.00153672,0.000932817,0.00122122
84,0.0011435,0.00114048,-8.31181e-05
86,0.00419433,0.00144304,-0.00393828
88,0.00755126,-0.000872579,0.00750068
90,0.00437675,-0.0024722,0.00361167
92,0.00615686,-0.00525649,0.00320566
94,0.00363577,-0.00274214,0.00238737
96,0.0072987,-0.0021119,0.00698648
98,0.00410313,0.000451841,0.00407817
100,0.00768531,0.00732112,-0.00233775
102,0.00181321,0.00151638,-0.00099413
104,0.00235563,0.00191706,-0.0013689
106,0.00478889,-0.00053786,0.00475859
108,0.00415704,0.00265069,-0.00320232
110,0.00371507,0.00266424,0.00258913
112,0.00371507,0.00266424,0.00258913
114,0.0050036,-0.00479147,0.00144148
116,0.00362986,-0.000504912,0.00359457
118,0.00255524,-0.00252045,0.000420256
120,0.00119032,0.000185495,-0.00117578
122,0.00358059,0.0032484,0.00150615
124,0.00258742,-3.47301e-05,0.00258719
126,0.00666561,0.00646157,0.00163661
128,0.00613679,0.0061121,-0.000549903
130,0.00280695,0.00130271,-0.00248635
132,0.00443443,-0.00265216,-0.0035539
134,0.00805564,0.00779666,0.00202619
136,0.00104786,-0.000861268,0.000596845
138,0.00365334,-0.00358709,-0.000692581
140,0.00773499,0.0065527,0.00411001
142,0.00401631,0.00138122,0.00377133
144,0.00440217,-0.00165828,0.00407789
146,0.00508794,-0.00281627,0.00423742
148,0.00256089,-0.00172413,0.00189355
150,0.00159074,-0.000501868,0.0015095
152,0.00267057,0.00247604,-0.00100059
154,0.0044011,0.00117873,-0.00424031
156,0.00219839,0.00102914,0.00194263
158,0.00411793,-0.00389817,0.00132726
160,0.00205094,0.000327377,-0.00202464
162,0.00385184,-0.0038491,-0.000145265
164,0.00091629,0.000509924,0.000761292
166,0.00091629,0.000509924,0.000761292
168,0.00091629,0.000509924,0.000761292
170,0.000826271,8.41149e-05,-0.000821978
172,0.00335355,-0.00250357,-0.00223124
174,0.00335355,-0.00250357,-0.00223124
176,0.00598021,0.00570783,-0.00178425
178,0.00565979,0.00104231,-0.00556299
180,0.00452739,0.0036153,0.00272523
182,0.00418356,0.00209495,-0.00362124
184,0.00616361,-0.0053829,0.00300243
186,0.00616361,-0.0053829,0.00300243
188,0.00540757,0.00540645,0.00010986
190,0.00540757,0.00540645,0.00010986
192,0.00331125,0.00331067,6.18752e-05
194,0.00143662,0.000926002,0.00109836
196,0.00143662,0.000926002,0.00109836
198,0.00143662,0.000926002,0.00109836
200,0.006188,0.00448393,-0.00426448
202,0.00310827,-0.00264542,-0.00163191
204,0.000697436,0.000677943,0.000163738
206,0.00498804,-0.00341884,-0.00363209
208,0.00123972,0.000940678,-0.000807481
210,0.00123972,0.000940678,-0.000807481
212,0.00123972,0.000940678,-0.000807481
214,0.00272837,-0.00057799,-0.00266644
216,0.00272837,-0.00057799,-0.00266644
218,0.00272837,-0.00057799,-0.00266644
220,0.00272837,-0.00057799,-0.00266644
222,0.00272837,-0.00057799,-0.00266644
224,0.00272837,-0.00057799,-0.00266644
226,0.00157683,-0.00101038,0.00121059
228,0.00294952,-0.00129684,-0.00264913
230,0.00291584,0.00162658,-0.00241999
232,0.00483148,0.00397007,0.00275351
234,0.000755974,0.000654098,-0.000379016
236,0.000755974,0.000654098,-0.000379016
238,0.000755974,0.000654098,-0.000379016
240,0.00352302,-0.00290983,-0.00198609
242,0.00248606,-0.00240355,-0.00063515
244,0.00174099,-0.00173329,0.000163631
246,0.000991604,-0.000965482,0.000226106
248,0.00486621,-0.00179119,-0.00452456
250,0.00298701,-0.0024766,-0.00166995
252,0.00542664,0.00274486,0.00468125
254,0.000627482,-3.12158e-05,0.000626705
256,0.00438818,-0.00424944,-0.00109469
258,0.00542778,0.000499951,-0.00540471
260,0.00223348,0.0022142,0.000292864
262,0.00223348,0.0022142,0.000292864
264,0.00689136,-0.00441395,-0.00529224
266,0.00314147,0.000215066,-0.0031341
268,0.0021023,4.65181e-05,0.00210178
270,0.00135749,0.00119317,-0.000647401
272,0.00221182,0.00195665,0.00103135
274,0.000909879,0.000726409,-0.000547914
276,0.00443172,0.00393821,-0.00203241
278,0.00443172,0.00393821,-0.00203241
280,0.00415022,-0.00115736,-0.00398557
282,0.00378122,-0.000404098,0.00375956
284,0.00378122,-0.000404098,0.00375956
286,0.00188855,0.00144009,0.00122179
288,0.00454097,-0.00451957,0.000440301
290,0.00578678,-0.00563185,-0.00133007
292,0.00578678,-0.00563185,-0.00133007
294,0.00627403,-0.00396351,-0.00486354
296,0.00627403,-0.00396351,-0.00486354
298,0.00623691,0.0052016,-0.00344127
300,0.00516464,-0.00481435,-0.00186964
302,0.00516464,-0.00481435,-0.00186964
304,0.00765198,0.00231899,-0.00729212
306,0.00482429,-0.00480791,-0.000397203
308,0.00351289,0.000687919,-0.00344487
310,0.00123079,-0.00109026,-0.00057112
312,0.00236924,0.00188506,-0.00143523
314,0.00540676,0.000727448,-0.0053576
316,0.00444706,0.00173466,-0.00409479
318,0.00234674,0.000957578,-0.00214248
320,0.00969575,0.00695422,0.00675621
322,0.0023761,-0.000520904,0.0023183
324,0.00212733,-0.0019214,0.000913103
326,0.00211668,-0.00150593,0.00148745
328,0.00671072,0.00665501,-0.000862921
330,0.00174104,-0.000620743,0.00162662
332,0.00174104,-0.000620743,0.00162662
334,0.00174104,-0.000620743,0.00162662
336,0.00243945,0.00220397,0.00104566
338,0.00426842,-0.00406525,-0.0013012
340,0.00745943,0.00345919,-0.00660887
342,0.00647779,0.00293579,-0.00577433
344,0.00583634,-0.00570175,-0.00124614
346,0.00211739,-0.00107504,0.00182418
348,0.00682398,0.00290334,-0.00617554
350,0.00517414,-0.00511223,-0.000798003
352,0.00661134,-0.000173312,0.00660907
354,0.00307065,-0.00238763,-0.00193084
356,0.00483244,-0.000469153,-0.00480961
358,0.00242372,0.00239557,-0.000368358
360,0.00450409,-0.00439759,-0.000973694
362,0.00506144,-0.00355103,0.0036067
364,0.00452476,0.00383315,-0.00240425
366,0.00085084,0.000493978,0.000692758
368,0.00365432,0.00364927,0.000192158
370,0.00365432,0.00364927,0.000192158
372,0.00365432,0.00364927,0.000192158
374,0.00625567,-0.00427143,0.00457037
376,0.00625567,-0.00427143,0.00457037
378,0.00372299,-0.0032413,0.00183158
380,0.0081321,0.0080499,0.00115332
382,0.0081321,0.0080499,0.00115332
384,0.00430522,-0.00112559,-0.00415548
386,0.00510207,-0.00405753,-0.00309315
388,0.00437607,-0.00285574,0.00331584
390,0.00214292,-0.00120857,-0.00176959
392,0.00214292,-0.00120857,-0.00176959
394,0.00256811,0.000499482,-0.00251907
396,0.00219283,-0.00217343,-0.000291045
398,0.00140247,0.00124564,-0.000644436
400,0.006542,-0.00525114,-0.0039017
402,0.006542,-0.00525114,-0.0039017
404,0.00237106,0.000838394,-0.00221788
406,0.00268687,-0.00234992,0.00130275
408,0.00850271,0.00243699,0.00814599
410,0.00850271,0.00243699,0.00814599
412,0.00424267,-0.00366962,-0.00212935
414,0.00145126,0.00118365,-0.000839723
416,0.0053243,8.82829e-05,-0.00532357
418,0.00516648,-0.00147614,-0.00495111
420,0.0018653,-0.00122845,-0.00140366
422,0.0018653,-0.00122845,-0.00140366
424,0.00289304,-0.00105295,-0.00269462
426,0.00418252,0.00200153,0.00367251
428,0.00422244,0.0036775,0.00207486
430,0.00422244,0.0036775,0.00207486
432,0.00470029,0.000793819,-0.00463277
434,0.00148578,-0.00134292,0.000635698
436,0.00401096,-0.00322255,-0.00238809
438,0.00248099,0.00206102,-0.00138112
440,0.00110429,-0.0004163,0.00102282
442,0.00272742,0.0018878,-0.00196851
444,0.00241296,0.00241296,1.29539e-08
446,0.00292236,-0.00207256,0.00206025
448,0.00114048,-0.00112936,0.000158906
450,0.00917843,0.00481752,-0.00781249
452,0.0034074,-0.00335597,-0.000589792
454,0.00267188,-0.00259298,0.000644474
456,0.00108728,-0.000712896,-0.000820944
458,0.00404115,-0.00135823,0.00380606
460,0.00236095,-0.00161915,-0.00171826
462,0.00338751,-0.00333317,-0.000604316
464,0.00371519,0.00363267,-0.000778709
466,0.00197559,-0.0019729,-0.000103229
468,0.00287366,0.00286889,0.000165502
470,0.00589656,-0.00177388,0.00562341
472,0.000754239,0.00055413,0.00051168
474,0.000299409,-0.000165424,-0.000249561
476,0.0119045,-3.62981e-05,-0.0119045
478,0.00331967,0.00295341,-0.00151579
480,0.00416097,0.00415377,0.000244758
482,0.00387271,0.00309424,-0.00232884
484,0.000513412,-0.000193607,0.000475509
486,0.0112945,-0.00819502,-0.0077722
488,0.00165974,0.000933586,-0.00137228
490,0.0036019,0.00349181,-0.000883713
492,0.00522424,-0.00156176,-0.00498534
494,0.00346656,0.00300593,0.00172668
496,0.00372067,0.00310937,0.00204333
498,0.00207185,0.000362226,0.00203994
500,0.00207185,0.000362226,0.00203994
502,0.00207185,0.000362226,0.00203994
504,0.00207185,0.000362226,0.00203994
506,0.00180935,0.00103331,0.00148526
508,0.00420342,-0.00389755,-0.0015741
510,0.00420342,-0.00389755,-0.0015741
512,0.00606385,-0.00594261,-0.00120649
514,0.00606385,-0.00594261,-0.00120649
516,0.00650029,0.00618404,0.00200286
518,0.00650029,0.00618404,0.00200286
520,0.00262796,-0.0021312,0.0015376
522,0.00262796,-0.0021312,0.0015376
524,0.00262796,-0.0021312,0.0015376
526,0.00262796,-0.0021312,0.0015376
528,0.00255923,-0.00177456,-0.00184406
530,0.00255923,-0.00177456,-0.00184406
532,0.00283832,0.00276604,-0.000636478
534,0.00293886,0.00102021,-0.0027561
536,0.00361228,-0.00119794,-0.00340786
538,0.00183415,-0.00157618,0.000937952
540,0.00636171,-0.00550622,0.00318635
542,0.00800125,-0.00660938,-0.00450955
544,0.0029827,0.000893161,-0.00284583
546,0.00337186,0.00186915,0.00280638
548,0.00757765,0.00462624,-0.00600156
550,0.00227264,-0.00226472,-0.00018958
552,0.00390486,0.00385602,0.000615671
554,0.00310369,0.000830393,-0.00299054
556,0.00322749,0.000962521,0.00308063
558,0.00406746,0.00243794,-0.00325587
560,0.00257917,0.00189976,-0.00174443
562,0.00222222,0.00215573,0.000539523
564,0.00374478,0.00312812,0.0020587
566,0.00747405,-0.00509204,0.00547106
568,0.00313149,0.00289649,0.00119019
570,0.00119209,-0.00119089,-5.3467e-05
572,0.00119209,-0.00119089,-5.3467e-05
574,0.00297211,-0.00196673,-0.00222832
576,0.00166059,-0.00158039,0.000509827
578,0.00315796,0.00183729,-0.00256848
580,0.00466158,-0.000335036,-0.00464952
582,0.00297829,-0.00266204,-0.00133557
584,0.00936442,-0.00146072,-0.00924979
586,0.00927056,0.000505063,0.00925679
588,0.000839583,0.000170263,0.000822138
590,0.0023048,-0.00181676,0.00141827
592,0.00233519,-4.6428e-05,-0.00233472
594,0.0159993,0.0159109,-0.00168027
596,0.00268025,0.000849434,-0.00254209
598,0.00543313,-0.00184243,0.0051112
600,0.00543313,-0.00184243,0.0051112
602,0.00542616,-0.00479698,0.00253618
604,0.00372158,0.00363688,-0.000789506
606,0.00372158,0.00363688,-0.000789506
608,0.00661818,-0.0036221,0.00553901
610,0.00290885,-0.00148829,0.00249928
612,0.00295982,0.000452817,-0.00292498
614,0.00255435,0.00196884,0.00162739
616,0.0141224,-0.0120902,-0.00729857
618,0.0015971,0.000831792,-0.0013634
620,0.00180555,0.000792063,0.00162255
622,0.00474191,0.00152067,-0.00449146
624,0.00474191,0.00152067,-0.00449146
626,0.00128319,-0.00125159,-0.000283002
628,0.0041023,-0.00399195,0.000945108
630,0.00431355,-0.00363002,0.00233016
632,0.00448507,0.0027871,-0.00351396
634,0.00266786,0.00233888,0.00128341
636,0.00115873,0.000676629,-0.000940656
638,0.00274244,-0.000420298,-0.00271004
640,0.00388921,-0.00388057,0.000259221
642,0.00532605,-0.00430954,-0.00312964
644,0.00147197,5.5602e-06,-0.00147196
646,0.00378508,-0.00378396,9.18811e-05
648,0.00223359,3.56953e-05,0.0022333
650,0.00223359,3.56953e-05,0.0022333
652,0.00875614,0.00604067,-0.00633879
654,0.00238142,-0.00237724,0.000141061
656,0.00321109,-0.00318146,-0.000435192
658,0.0022137,-0.0021221,0.000630197
660,0.00534747,-0.001329,-0.00517968
662,0.00292372,-0.00281817,-0.000778517
664,0.00301836,-0.00145022,-0.00264714
666,0.00101346,0.000889198,0.000486238
668,0.00289366,0.00231608,-0.00173466
670,0.00698537,-0.00673022,-0.00187069
672,0.00141431,-0.00141218,-7.77221e-05
674,0.00251651,0.00130321,-0.00215278
676,0.00196981,0.0011444,-0.00160328
678,0.0029704,-0.00263889,-0.00136364
680,0.0030564,-0.00251057,-0.00174317
682,0.0099551,0.00892528,0.00440948
684,0.00355621,0.00160387,-0.00317399
686,0.00355621,0.00160387,-0.00317399
688,0.00496951,-0.0030568,0.00391816
690,0.00155968,0.000891448,0.00127982
692,0.0012109,-0.000593593,0.00105543
694,0.00321011,-0.00125034,-0.0029566
696,0.00345184,-0.00344125,0.000270137
698,0.000279986,0.000265243,-8.96548e-05
700,0.00085408,-0.000728712,0.000445457
702,0.00085408,-0.000728712,0.000445457
704,0.00193094,-0.000445693,-0.00187879
706,0.00624428,-0.001983,0.00592104
708,0.000460045,-0.0003207,-0.000329838
710,0.000567908,7.81328e-05,0.000562508
712,0.00072479,-0.00041388,0.000594999
714,0.00131968,0.000233949,-0.00129877
716,0.00499512,0.0037014,-0.00335422
718,0.00194484,0.000485984,-0.00188314
720,0.00194484,0.000485984,-0.00188314
722,0.0103668,-0.00726498,-0.00739526
724,0.0103668,-0.00726498,-0.00739526
726,0.00198305,-0.000553649,0.00190419
728,0.00189562,0.000764764,0.0017345
730,0.00263404,-0.00251381,-0.000786704
732,0.00263404,-0.00251381,-0.000786704
734,0.00319295,-0.000627466,0.00313069
736,0.00447498,-0.00156716,-0.00419159
738,0.00447498,-0.00156716,-0.00419159
740,0.00295326,-0.00277855,0.00100069
742,0.00186335,0.00184727,0.000244268
744,0.00774448,-0.00240737,-0.00736081
746,0.00448457,-0.00122419,-0.00431424
748,0.00448457,-0.00122419,-0.00431424
750,0.00521537,-0.00267089,-0.00447955
752,0.00521537,-0.00267089,-0.00447955
754,0.00306598,0.00191114,0.00239745
756,0.00476748,-0.00351311,0.00322287
758,0.00476748,-0.00351311,0.00322287
760,0.00319576,-0.00319283,0.000136742
762,0.00293822,-0.0027843,0.00093851
764,0.00705122,0.00333293,-0.0062138
766,0.00352781,-0.00343223,-0.000815629
768,0.00267332,-0.00216268,0.00157146
770,0.00286236,0.00249292,0.00140656
772,0.00112512,-8.03993e-05,0.00112224
774,0.00400517,-0.00352034,-0.00191012
776,0.00400517,-0.00352034,-0.00191012
778,0.00150445,-0.000603586,-0.00137806
780,0.000781382,-0.000548278,-0.000556731
782,0.00513591,0.000516012,0.00510992
784,0.00151608,0.000854547,-0.00125229
786,0.00462136,-0.00436294,0.00152373
788,0.000994525,0.000863185,0.000493954
790,0.00354275,0.00151302,-0.00320342
792,0.00845624,-0.00518562,-0.00667961
794,0.000838695,-0.000835353,-7.47934e-05
796,0.000838695,-0.000835353,-7.47934e-05
798,0.00743381,0.00644213,0.00370951
800,0.0103978,-0.00234406,-0.0101302
802,0.0040692,-0.00219151,-0.00342865
804,0.00508134,0.00314148,-0.00399389
